,which,lunar,probe,was,near,the,apollo,12,crew,'s,landing,site,?
the,0.6521818041801453,0.23309995234012604,0.24742954969406128,0.48711544275283813,0.2879819869995117,1.0,0.2169172167778015,0.28907760977745056,0.25329816341400146,-0.01540423184633255,0.24055521190166473,0.288954496383667,0.22068053483963013
surveyor,0.1391374170780182,0.32382839918136597,0.3955398201942444,0.26896440982818604,0.209924578666687,0.2486654818058014,0.26988673210144043,0.07114755362272263,0.26202714443206787,0.006667059846222401,0.2798948884010315,0.19372911751270294,0.0702582448720932
3,0.07841135561466217,0.14005012810230255,0.08939042687416077,0.06170157715678215,0.0679101049900055,0.06283142417669296,0.08345002681016922,0.06719846278429031,0.030608678236603737,-0.06116730347275734,0.05029036104679108,0.04813569411635399,0.005975271109491587
unmanned,0.23177185654640198,0.518500030040741,0.5863122344017029,0.24815437197685242,0.26207301020622253,0.19982010126113892,0.5029870271682739,0.04330873116850853,0.4210665225982666,-0.015467067249119282,0.4712202250957489,0.19023330509662628,0.20850330591201782
lunar,0.19250813126564026,1.0000001192092896,0.4912056028842926,0.17547959089279175,0.1772555559873581,0.23309995234012604,0.48109763860702515,0.06233183294534683,0.39860764145851135,0.05316370725631714,0.3707292675971985,0.09118924289941788,0.1628302037715912
probe,0.23813797533512115,0.4912056028842926,1.0,0.20533683896064758,0.20180095732212067,0.24742954969406128,0.4673275053501129,0.026278560981154442,0.31218940019607544,0.020014429464936256,0.3899782598018646,0.17112265527248383,0.17372576892375946
",",0.3658004403114319,0.19076566398143768,0.19242016971111298,0.45456063747406006,0.3141826391220093,0.4933079481124878,0.19808128476142883,0.20046983659267426,0.2217068374156952,-0.0016132977325469255,0.23283818364143372,0.2036259025335312,0.31091248989105225
which,1.0,0.19250813126564026,0.23813797533512115,0.2830964922904968,0.2737005650997162,0.6521818041801453,0.19047300517559052,0.28720608353614807,0.1701378971338272,0.03856118768453598,0.22441229224205017,0.25946786999702454,0.25814583897590637
had,0.3188965916633606,0.12961961328983307,0.1925419569015503,0.5927209258079529,0.20577411353588104,0.3875846862792969,0.19647769629955292,0.1777361035346985,0.1789378970861435,-0.004401352722197771,0.2184573858976364,0.18157213926315308,0.20728366076946259
landed,0.19705185294151306,0.40880024433135986,0.44630199670791626,0.33412617444992065,0.27790066599845886,0.2935211956501007,0.3568655550479889,0.115895576775074,0.42131507396698,0.003920604009181261,0.6260813474655151,0.1504247486591339,0.1640893667936325
in,0.4840516746044159,0.17049738764762878,0.1774003654718399,0.45514053106307983,0.40211278200149536,0.6662389636039734,0.1461767554283142,0.18516430258750916,0.18897703289985657,-0.037580832839012146,0.2088729292154312,0.20704983174800873,0.20430970191955566
april,0.1368691474199295,0.19700422883033752,0.22808995842933655,0.42695382237434387,0.1839761734008789,0.23232673108577728,0.1700596809387207,0.004644668661057949,0.12595921754837036,-0.05799118056893349,0.17608599364757538,0.1498733013868332,0.25704094767570496
1967,-0.13355687260627747,-0.06780339777469635,-0.1817176789045334,0.059212569147348404,-0.10925786942243576,-0.012038951739668846,-0.13542231917381287,-0.02826407551765442,-0.1333635002374649,0.024123668670654297,-0.18024902045726776,-0.011884178966283798,0.017933469265699387
on,0.4245251417160034,0.22814977169036865,0.2452963888645172,0.3909217119216919,0.3508072793483734,0.5107308030128479,0.16069947183132172,0.14110936224460602,0.24291740357875824,0.0026888418942689896,0.31166619062423706,0.24843932688236237,0.2714994251728058
the,0.6521818041801453,0.23309995234012604,0.24742954969406128,0.48711544275283813,0.2879819869995117,1.0,0.2169172167778015,0.28907760977745056,0.25329816341400146,-0.01540423184633255,0.24055521190166473,0.288954496383667,0.22068053483963013
ocean,0.2893344461917877,0.28058671951293945,0.31470033526420593,0.18688063323497772,0.2497960925102234,0.3185477554798126,0.258929580450058,0.17769755423069,0.29856088757514954,0.07441883534193039,0.25925353169441223,0.1185501217842102,0.15205028653144836
of,0.5011631846427917,0.204553484916687,0.16222909092903137,0.4069072902202606,0.2651676535606384,0.733189046382904,0.1786269098520279,0.2886716425418854,0.20427432656288147,-0.03817026689648628,0.22376328706741333,0.24291633069515228,0.1826142966747284
storms,0.28365084528923035,0.2856123745441437,0.2660123407840729,0.19189701974391937,0.20883241295814514,0.28328952193260193,0.23909425735473633,0.15923447906970978,0.23186355829238892,0.04000473767518997,0.2645054757595062,0.10026729851961136,0.19934114813804626
.,0.45942068099975586,0.16741344332695007,0.1937461644411087,0.40146201848983765,0.2532462477684021,0.5934505462646484,0.22384987771511078,0.20240069925785065,0.24222686886787415,-0.003708066651597619,0.2410571426153183,0.22011229395866394,0.4130953550338745
