,where,were,the,germanic,tribes,originally,located,?
the,0.5003893971443176,0.3906462490558624,1.0,0.3006645441055298,0.26830655336380005,0.36820849776268005,0.407527357339859,0.22068053483963013
middle,0.24287375807762146,0.2178332656621933,0.3405749201774597,0.27183806896209717,0.2298789620399475,0.25406020879745483,0.19737470149993896,0.13139553368091583
period,0.17816729843616486,0.2902187407016754,0.3125074505805969,0.1907053142786026,0.10966859757900238,0.20491620898246765,0.12054086476564407,0.18706195056438446
of,0.38066378235816956,0.34038281440734863,0.733189046382904,0.27129584550857544,0.21502000093460083,0.21349623799324036,0.32520920038223267,0.1826142966747284
classical,0.1808071881532669,0.19649873673915863,0.20384269952774048,0.24641919136047363,0.1603570580482483,0.26193633675575256,0.06540187448263168,0.18862907588481903
antiquity,0.17849013209342957,0.21611271798610687,0.3004048764705658,0.35536086559295654,0.21042987704277039,0.1824057400226593,0.18813206255435944,0.16758611798286438
;,-0.020392686128616333,0.14040996134281158,0.09152708947658539,0.13647501170635223,0.09949321299791336,0.07595216482877731,0.03696584329009056,0.10349778085947037
southern,0.2580642104148865,0.21199744939804077,0.3282862603664398,0.2374502420425415,0.23893073201179504,0.255997896194458,0.3350563645362854,0.11225555837154388
europe,0.2320680469274521,0.2586973309516907,0.34463706612586975,0.32132285833358765,0.22549261152744293,0.20161505043506622,0.107456274330616,0.18278923630714417
in,0.5344807505607605,0.3815755248069763,0.6662389636039734,0.24217848479747772,0.19281157851219177,0.3191297650337219,0.35149815678596497,0.20430970191955566
late,0.16685417294502258,0.37638410925865173,0.31481194496154785,0.2443682849407196,0.18298296630382538,0.33886563777923584,0.11008717864751816,0.11339222639799118
antiquity,0.17849013209342957,0.21611271798610687,0.3004048764705658,0.35536086559295654,0.21042987704277039,0.1824057400226593,0.18813206255435944,0.16758611798286438
",",0.3149496018886566,0.36755475401878357,0.4933079481124878,0.22153666615486145,0.19590550661087036,0.2660219669342041,0.2678719460964203,0.31091248989105225
conquering,0.1975225806236267,0.26669445633888245,0.37138304114341736,0.43861305713653564,0.4494762718677521,0.2006223052740097,0.1862749308347702,0.16821224987506866
celtic,0.1614868938922882,0.18746845424175262,0.252739280462265,0.5424380898475647,0.3175182342529297,0.2507866322994232,0.07138299942016602,0.17777416110038757
and,0.43859338760375977,0.42175528407096863,0.5171257257461548,0.2491096705198288,0.2041163444519043,0.2772660255432129,0.24183952808380127,0.20544172823429108
other,0.3730994164943695,0.4041554927825928,0.44152235984802246,0.28800690174102783,0.2752264738082886,0.19161823391914368,0.15855982899665833,0.24682199954986572
peoples,0.1842561960220337,0.3020060658454895,0.3388310670852661,0.5166003704071045,0.5341514348983765,0.2369789481163025,0.1841675490140915,0.2085462063550949
;,-0.020392686128616333,0.14040996134281158,0.09152708947658539,0.13647501170635223,0.09949321299791336,0.07595216482877731,0.03696584329009056,0.10349778085947037
and,0.43859338760375977,0.42175528407096863,0.5171257257461548,0.2491096705198288,0.2041163444519043,0.2772660255432129,0.24183952808380127,0.20544172823429108
by,0.2641284465789795,0.4406847059726715,0.4408751428127289,0.2570464313030243,0.18261399865150452,0.4076972007751465,0.18208515644073486,0.17966607213020325
800,0.11705882847309113,-0.03447575494647026,0.007269678637385368,-0.05618324503302574,0.0030321450904011726,-0.024876495823264122,0.05631983280181885,0.04938950017094612
ce,0.17038020491600037,0.17408432066440582,0.2043403536081314,0.22322674095630646,0.19960764050483704,0.1487126499414444,0.16730496287345886,0.25396761298179626
",",0.3149496018886566,0.36755475401878357,0.4933079481124878,0.22153666615486145,0.19590550661087036,0.2660219669342041,0.2678719460964203,0.31091248989105225
forming,0.22056657075881958,0.21391989290714264,0.3776164948940277,0.18071581423282623,0.20236927270889282,0.17881208658218384,0.2601955235004425,0.11404796689748764
the,0.5003893971443176,0.3906462490558624,1.0,0.3006645441055298,0.26830655336380005,0.36820849776268005,0.407527357339859,0.22068053483963013
holy,0.20654632151126862,0.14096686244010925,0.2778179347515106,0.332233190536499,0.23568396270275116,0.2131022959947586,0.13240116834640503,0.18148104846477509
roman,0.18148501217365265,0.20911568403244019,0.2862859070301056,0.4909273386001587,0.2781614065170288,0.1679840236902237,0.13344117999076843,0.1663191318511963
empire,0.13747228682041168,0.25456157326698303,0.32532164454460144,0.33602434396743774,0.3189411759376526,0.2315271645784378,0.1674778312444687,0.14909450709819794
",",0.3149496018886566,0.36755475401878357,0.4933079481124878,0.22153666615486145,0.19590550661087036,0.2660219669342041,0.2678719460964203,0.31091248989105225
the,0.5003893971443176,0.3906462490558624,1.0,0.3006645441055298,0.26830655336380005,0.36820849776268005,0.407527357339859,0.22068053483963013
first,0.3238157331943512,0.3285558819770813,0.49448907375335693,0.17733357846736908,0.10021540522575378,0.44981807470321655,0.17927506566047668,0.18701928853988647
german,0.12907783687114716,0.21041691303253174,0.256483793258667,0.5485458970069885,0.1545131951570511,0.22858084738254547,0.08243429660797119,0.13978645205497742
empire,0.13747228682041168,0.25456157326698303,0.32532164454460144,0.33602434396743774,0.3189411759376526,0.2315271645784378,0.1674778312444687,0.14909450709819794
.,0.41390106081962585,0.3378238379955292,0.5934505462646484,0.20167726278305054,0.10744687169790268,0.2504246234893799,0.28226932883262634,0.4130953550338745
