,what,modern,math,concept,did,zhu,shijie,do,work,similar,to,?
unknowns,0.2750570476055145,0.14887233078479767,0.17661833763122559,0.21201857924461365,0.20865829288959503,0.17531684041023254,0.12046018987894058,0.16386279463768005,0.28257015347480774,0.18988952040672302,0.2791617214679718,0.27923592925071716
using,0.27984681725502014,0.2656184434890747,0.2793593406677246,0.2251097857952118,0.25429773330688477,0.18496979773044586,0.1315261870622635,0.31007856130599976,0.35237550735473633,0.34637054800987244,0.3678804934024811,0.2804589569568634
a,0.3320399522781372,0.24361324310302734,0.23074206709861755,0.29586365818977356,0.2552328109741211,0.1336764544248581,0.21693392097949982,0.26237669587135315,0.266241192817688,0.34790337085723877,0.45503583550453186,0.23916715383529663
rectangular,0.16224735975265503,0.1746206283569336,0.24670828878879547,0.19396847486495972,0.0896705836057663,0.05465885251760483,0.15803839266300201,0.18707063794136047,0.14954403042793274,0.2691679298877716,0.1753929853439331,0.07737480103969574
array,0.2076577991247177,0.1658448725938797,0.2573203444480896,0.1615467220544815,0.08377701789140701,0.062654048204422,0.09451770037412643,0.20275448262691498,0.18458645045757294,0.24807634949684143,0.19122515618801117,0.18988128006458282
of,0.33290785551071167,0.3482828736305237,0.21515199542045593,0.24082158505916595,0.2513895630836487,0.13071636855602264,0.23057347536087036,0.26150479912757874,0.23473061621189117,0.2911645472049713,0.41548454761505127,0.1826142966747284
coefficients,0.22361037135124207,0.17506033182144165,0.43084168434143066,0.3402651250362396,0.13183416426181793,0.1444000005722046,0.11657441407442093,0.2259446382522583,0.1833229511976242,0.22008636593818665,0.22252407670021057,0.1705290824174881
",",0.3087472915649414,0.2557750344276428,0.24712395668029785,0.20029692351818085,0.3015086054801941,0.1870507150888443,0.3038581907749176,0.3283645510673523,0.3283594250679016,0.29403579235076904,0.44245919585227966,0.31091248989105225
equivalent,0.1903919279575348,0.20948922634124756,0.2778862714767456,0.2752343714237213,0.1266607940196991,0.14747463166713715,0.1456366926431656,0.18285562098026276,0.22236788272857666,0.35726261138916016,0.2572562098503113,0.19755122065544128
to,0.455847829580307,0.193939670920372,0.23824778199195862,0.2465057224035263,0.4452643394470215,0.10538344085216522,0.16639210283756256,0.38876664638519287,0.3482864499092102,0.2888135313987732,1.0,0.29463258385658264
modern,0.2655639946460724,0.9999999403953552,0.15493768453598022,0.32509973645210266,0.21376098692417145,0.10818570107221603,0.19900153577327728,0.1850697249174118,0.21471244096755981,0.35976442694664,0.193939670920372,0.12475407868623734
matrices,0.299005389213562,0.22566533088684082,0.5001737475395203,0.3563592731952667,0.21005600690841675,0.12699919939041138,0.18101446330547333,0.29289689660072327,0.27862560749053955,0.24543246626853943,0.32271507382392883,0.18485578894615173
.,0.3567904531955719,0.22790057957172394,0.2877960801124573,0.17851535975933075,0.35288307070732117,0.23651371896266937,0.27449727058410645,0.3613996207714081,0.33121398091316223,0.306670606136322,0.4645031690597534,0.4130953550338745
