,about,how,many,walloons,and,huguenots,emigrated,to,england,and,ireland,in,this,era,?
huguenots,0.17959064245224,0.17459295690059662,0.27507859468460083,0.4158315360546112,0.28783127665519714,1.0,0.2787690758705139,0.2685132324695587,0.37832969427108765,0.28783127665519714,0.30442529916763306,0.25916293263435364,0.2504573166370392,0.15944378077983856,0.16010338068008423
fled,0.2268213927745819,0.14125284552574158,0.219984233379364,0.2299962192773819,0.27238592505455017,0.3725947439670563,0.4717214107513428,0.24595892429351807,0.21907339990139008,0.27238592505455017,0.17113907635211945,0.28289681673049927,0.1604461669921875,0.055175185203552246,0.13968057930469513
to,0.391953706741333,0.44169697165489197,0.40243685245513916,0.21436482667922974,0.48971283435821533,0.2685132324695587,0.2400704175233841,1.0,0.27769553661346436,0.48971283435821533,0.2296099066734314,0.45010748505592346,0.5759071707725525,0.12544193863868713,0.29463258385658264
england,0.1908516138792038,0.17829500138759613,0.2581256926059723,0.2631365954875946,0.35173749923706055,0.37832969427108765,0.2840484380722046,0.27769553661346436,0.9999998807907104,0.35173749923706055,0.4996958076953888,0.33311840891838074,0.25592857599258423,0.18417833745479584,0.13436897099018097
",",0.3877100944519043,0.22659391164779663,0.40610817074775696,0.23453691601753235,0.6633074283599854,0.23394492268562317,0.3080633282661438,0.44245919585227966,0.2732875645160675,0.6633074283599854,0.24259544909000397,0.5201468467712402,0.4316047728061676,0.19162635505199432,0.31091248989105225
with,0.3347385823726654,0.3525622487068176,0.35744401812553406,0.2622094750404358,0.5477725267410278,0.20256154239177704,0.18446601927280426,0.4239959120750427,0.19487792253494263,0.5477725267410278,0.20889659225940704,0.4080928862094879,0.36358317732810974,0.1776808798313141,0.2433311939239502
many,0.3800397515296936,0.4425291419029236,0.9999999403953552,0.2878344655036926,0.5296266674995422,0.27507859468460083,0.2714686691761017,0.40243685245513916,0.2581256926059723,0.5296266674995422,0.19280791282653809,0.41474202275276184,0.43532639741897583,0.2363632470369339,0.2124512493610382
moving,0.2264925241470337,0.28185391426086426,0.2641424834728241,0.2502787411212921,0.30970147252082825,0.1802207976579666,0.26536956429481506,0.33396485447883606,0.1454123556613922,0.30970147252082825,0.17646317183971405,0.2693832814693451,0.3160440921783447,0.13272395730018616,0.21667467057704926
on,0.322975218296051,0.32655060291290283,0.32520127296447754,0.16959449648857117,0.4077630043029785,0.17342323064804077,0.15241214632987976,0.41031414270401,0.2161867767572403,0.4077630043029785,0.17379912734031677,0.46853652596473694,0.4193967580795288,0.1100742295384407,0.2714994251728058
to,0.391953706741333,0.44169697165489197,0.40243685245513916,0.21436482667922974,0.48971283435821533,0.2685132324695587,0.2400704175233841,1.0,0.27769553661346436,0.48971283435821533,0.2296099066734314,0.45010748505592346,0.5759071707725525,0.12544193863868713,0.29463258385658264
ireland,0.13741737604141235,0.17181240022182465,0.19280791282653809,0.21642756462097168,0.2852447032928467,0.30442529916763306,0.2694067656993866,0.2296099066734314,0.4996958076953888,0.2852447032928467,1.0,0.24362659454345703,0.2142292857170105,0.16876532137393951,0.10685748606920242
and,0.3875081241130829,0.33647966384887695,0.5296266674995422,0.32074102759361267,1.0,0.28783127665519714,0.24211961030960083,0.48971283435821533,0.35173749923706055,1.0,0.2852447032928467,0.4954058527946472,0.42353692650794983,0.23158983886241913,0.20544172823429108
elsewhere,0.2492719292640686,0.27126026153564453,0.3706153333187103,0.17842598259449005,0.28654205799102783,0.26246875524520874,0.3092278838157654,0.31914857029914856,0.2457682341337204,0.28654205799102783,0.21273091435432434,0.37918442487716675,0.3574780225753784,0.14404284954071045,0.33915433287620544
.,0.42038556933403015,0.3287222981452942,0.3974229395389557,0.25432345271110535,0.588965117931366,0.2170230895280838,0.27369463443756104,0.4645031690597534,0.31012484431266785,0.588965117931366,0.25703296065330505,0.5591574311256409,0.500583827495575,0.1924184113740921,0.4130953550338745
