,what,is,there,a,push,for,in,the,u.s.,to,reduce,consumer,drug,costs,?
importation,0.2989320456981659,0.2482241541147232,0.2858595848083496,0.25835877656936646,0.1539541333913803,0.3682173788547516,0.2504950761795044,0.26875191926956177,-0.014921081252396107,0.3349778652191162,0.294583261013031,0.3914380371570587,0.2893383204936981,0.3016059100627899,0.2755364775657654
of,0.33290785551071167,0.4854315221309662,0.44397735595703125,0.5052502155303955,0.160488098859787,0.4185989499092102,0.5696388483047485,0.733189046382904,0.011562774889171124,0.41548454761505127,0.26028934121131897,0.23014743626117706,0.19976560771465302,0.1889231652021408,0.1826142966747284
medications,0.2549620568752289,0.23351168632507324,0.28924065828323364,0.2712159752845764,0.21344658732414246,0.300686776638031,0.20176923274993896,0.23477277159690857,-0.027233175933361053,0.2922739088535309,0.4080468416213989,0.2724594473838806,0.56787109375,0.32224589586257935,0.22114922106266022
from,0.2737620174884796,0.27355384826660156,0.2965545952320099,0.322764128446579,0.1587671935558319,0.314039945602417,0.4274188280105591,0.40150508284568787,0.11246796697378159,0.4069952368736267,0.19954511523246765,0.18090440332889557,0.1710507869720459,0.1552262157201767,0.19969791173934937
canada,0.19760756194591522,0.20416449010372162,0.16968722641468048,0.2316429316997528,0.05685349553823471,0.20546558499336243,0.3175714612007141,0.2934837341308594,-0.07576732337474823,0.21444441378116608,0.13895641267299652,0.25657913088798523,0.16843032836914062,0.1726866215467453,0.15722735226154327
and,0.31309178471565247,0.3859752118587494,0.4242868423461914,0.3739250600337982,0.24296659231185913,0.5064792633056641,0.4954058527946472,0.5171257257461548,0.011246231384575367,0.48971283435821533,0.2456025630235672,0.2877446413040161,0.23028631508350372,0.27548927068710327,0.20544172823429108
other,0.341873437166214,0.25895947217941284,0.5342466235160828,0.2806335389614105,0.27419841289520264,0.3273986279964447,0.39989137649536133,0.44152235984802246,0.01848480850458145,0.4193183183670044,0.3508809506893158,0.28255411982536316,0.24055102467536926,0.2326374650001526,0.24682199954986572
countries,0.22319257259368896,0.254234254360199,0.31948450207710266,0.2672088146209717,0.19363735616207123,0.299202024936676,0.3027990758419037,0.33290645480155945,-0.023569520562887192,0.3111797273159027,0.26061078906059265,0.3029191493988037,0.2566538453102112,0.31533488631248474,0.15128466486930847
",",0.3087472915649414,0.4691906273365021,0.4587128460407257,0.427140474319458,0.20323559641838074,0.4464869201183319,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.44245919585227966,0.15094059705734253,0.23435404896736145,0.1941215842962265,0.15185250341892242,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.5361666083335876,0.539380669593811,0.12143252044916153,0.4322226941585541,1.0,0.6662389636039734,-0.003064807504415512,0.45010748505592346,0.22053970396518707,0.22071419656276703,0.24474680423736572,0.1732029914855957,0.20430970191955566
order,0.16634008288383484,0.19403748214244843,0.1899784803390503,0.24138490855693817,0.10229206085205078,0.16561681032180786,0.24184700846672058,0.3284194767475128,-0.0467294342815876,0.35544881224632263,0.24564598500728607,0.20890788733959198,0.14327138662338257,0.14430639147758484,0.13725648820400238
to,0.455847829580307,0.42745086550712585,0.40669289231300354,0.45503583550453186,0.3226611018180847,0.4451248347759247,0.45010748505592346,0.535392165184021,0.09732837975025177,1.0,0.35182690620422363,0.2662132978439331,0.2615036964416504,0.30544713139533997,0.29463258385658264
reduce,0.18258237838745117,0.17162854969501495,0.2593574523925781,0.22714994847774506,0.3141835033893585,0.28123193979263306,0.22053970396518707,0.2735816240310669,-0.015272000804543495,0.35182690620422363,1.0000001192092896,0.3150571286678314,0.26666131615638733,0.40428128838539124,0.1462220549583435
consumer,0.2033245712518692,0.2425873577594757,0.18538117408752441,0.2176821529865265,0.15571704506874084,0.2857612669467926,0.22071419656276703,0.2662927806377411,-0.055155862122774124,0.2662132978439331,0.3150571286678314,1.0,0.3029804229736328,0.38287702202796936,0.20292067527770996
costs,0.21587958931922913,0.20090270042419434,0.2462817132472992,0.21436090767383575,0.15742741525173187,0.29340842366218567,0.1732029914855957,0.2180386483669281,-0.002601429121568799,0.30544713139533997,0.40428128838539124,0.38287702202796936,0.2510789930820465,0.9999998807907104,0.19150719046592712
.,0.3567904531955719,0.4569662809371948,0.43897318840026855,0.50484299659729,0.21724948287010193,0.4726039469242096,0.5591574311256409,0.5934505462646484,0.09558769315481186,0.4645031690597534,0.2184620201587677,0.2555185854434967,0.26284900307655334,0.22994452714920044,0.4130953550338745
