,in,which,case,did,the,court,state,that,austria,was,not,allowed,to,hold,places,in,austrian,schools,exclusively,for,austrian,students,?
in,1.0,0.4840516746044159,0.2190418541431427,0.2593238651752472,0.6662389636039734,0.2793687880039215,0.33316072821617126,0.435920387506485,0.24159443378448486,0.45514053106307983,0.3403114080429077,0.23683252930641174,0.45010748505592346,0.2667064666748047,0.3709096312522888,1.0,0.16418905556201935,0.2632134258747101,0.23381662368774414,0.4322226941585541,0.16418905556201935,0.2676171064376831,0.20430970191955566
austrian,0.16418905556201935,0.1470934897661209,0.16613706946372986,0.1650308519601822,0.23007287085056305,0.1831805258989334,0.12147574126720428,0.18530410528182983,0.7623867988586426,0.24469807744026184,0.1492871791124344,0.1828775554895401,0.11896322667598724,0.1434829831123352,0.06032756716012955,0.16418905556201935,1.0,0.10518079251050949,0.09546642750501633,0.14987492561340332,1.0,0.0652865469455719,0.10452693700790405
universities,0.2965206503868103,0.20082904398441315,0.20018014311790466,0.1680385321378708,0.2619408071041107,0.19273512065410614,0.33466678857803345,0.19889220595359802,0.21396781504154205,0.21258553862571716,0.22264498472213745,0.24776458740234375,0.2433011382818222,0.16676567494869232,0.40227022767066956,0.2965206503868103,0.13010087609291077,0.5587410926818848,0.14086399972438812,0.2253284901380539,0.13010087609291077,0.5738829374313354,0.16836881637573242
to,0.45010748505592346,0.5345056653022766,0.3172709345817566,0.4452643394470215,0.535392165184021,0.24824365973472595,0.25557461380958557,0.5436353087425232,0.1887667030096054,0.3636345863342285,0.5149973034858704,0.42967355251312256,1.0,0.3469145894050598,0.3195951581001282,0.45010748505592346,0.11896322667598724,0.2362271547317505,0.2837362289428711,0.4451248347759247,0.11896322667598724,0.2905822694301605,0.29463258385658264
austrian,0.16418905556201935,0.1470934897661209,0.16613706946372986,0.1650308519601822,0.23007287085056305,0.1831805258989334,0.12147574126720428,0.18530410528182983,0.7623867988586426,0.24469807744026184,0.1492871791124344,0.1828775554895401,0.11896322667598724,0.1434829831123352,0.06032756716012955,0.16418905556201935,1.0,0.10518079251050949,0.09546642750501633,0.14987492561340332,1.0,0.0652865469455719,0.10452693700790405
students,0.2676171064376831,0.23087917268276215,0.17519895732402802,0.1996062994003296,0.25268980860710144,0.20308147370815277,0.2644599676132202,0.2510627210140228,0.145699605345726,0.19959072768688202,0.2090270072221756,0.22530370950698853,0.2905822694301605,0.17614170908927917,0.26123544573783875,0.2676171064376831,0.0652865469455719,0.6169943809509277,0.10157174617052078,0.2460945099592209,0.0652865469455719,1.0,0.18017297983169556
to,0.45010748505592346,0.5345056653022766,0.3172709345817566,0.4452643394470215,0.535392165184021,0.24824365973472595,0.25557461380958557,0.5436353087425232,0.1887667030096054,0.3636345863342285,0.5149973034858704,0.42967355251312256,1.0,0.3469145894050598,0.3195951581001282,0.45010748505592346,0.11896322667598724,0.2362271547317505,0.2837362289428711,0.4451248347759247,0.11896322667598724,0.2905822694301605,0.29463258385658264
avoid,0.2092532515525818,0.29532086849212646,0.2954866588115692,0.2150208204984665,0.24833035469055176,0.14935967326164246,0.17021583020687103,0.30128729343414307,0.09430360794067383,0.16494938731193542,0.41114541888237,0.31422534584999084,0.33193957805633545,0.19126582145690918,0.2258373200893402,0.2092532515525818,0.0787278413772583,0.19900351762771606,0.20350590348243713,0.3205823600292206,0.0787278413772583,0.17714902758598328,0.26885488629341125
``,0.04765888676047325,0.05178012326359749,0.15698134899139404,-0.029888948425650597,0.029072100296616554,0.041694171726703644,0.041566602885723114,0.05285148695111275,0.07778777182102203,-0.012679691426455975,0.09406080842018127,0.06970605254173279,0.06720756739377975,0.025490405037999153,0.0838850736618042,0.04765888676047325,0.05327742174267769,0.019756430760025978,-0.03172356262803078,0.01270448137074709,0.05327742174267769,-0.0182420052587986,0.0685480609536171
structural,0.2507881224155426,0.3338971436023712,0.24820846319198608,0.12510940432548523,0.205324187874794,0.13329727947711945,0.15213076770305634,0.26720479130744934,0.08065687119960785,0.1434008777141571,0.22595059871673584,0.11704682558774948,0.22107602655887604,0.24675239622592926,0.19354470074176788,0.2507881224155426,0.1322527974843979,0.19823697209358215,0.17357750236988068,0.21060405671596527,0.1322527974843979,0.2372782826423645,0.1448175609111786
",",0.5201468467712402,0.3658004403114319,0.2977246046066284,0.3015086054801941,0.4933079481124878,0.24410836398601532,0.29481780529022217,0.4137537479400635,0.22571246325969696,0.45456063747406006,0.3769696354866028,0.2785535454750061,0.44245919585227966,0.2803111970424652,0.2988786995410919,0.5201468467712402,0.21496297419071198,0.2760516405105591,0.2359321564435959,0.4464869201183319,0.21496297419071198,0.26501646637916565,0.31091248989105225
staffing,0.23835159838199615,0.2496660202741623,0.20428422093391418,0.21408605575561523,0.3022727370262146,0.23678240180015564,0.2500307261943817,0.27039429545402527,0.058336466550827026,0.19152608513832092,0.2901621460914612,0.18549703061580658,0.2774079144001007,0.29130667448043823,0.22376888990402222,0.23835159838199615,0.06282994151115417,0.2582712471485138,0.14141201972961426,0.2972104251384735,0.06282994151115417,0.2733461558818817,0.24342651665210724
and,0.4954058527946472,0.506277859210968,0.2394348531961441,0.34479495882987976,0.5171257257461548,0.22896502912044525,0.2653750479221344,0.4731321930885315,0.24401354789733887,0.3740963041782379,0.39099299907684326,0.30774351954460144,0.48971283435821533,0.30117684602737427,0.36121195554733276,0.4954058527946472,0.22962291538715363,0.29319998621940613,0.29048579931259155,0.5064792633056641,0.22962291538715363,0.28111961483955383,0.20544172823429108
financial,0.23881284892559052,0.28503990173339844,0.18952982127666473,0.2442471981048584,0.29952070116996765,0.27665767073631287,0.21523357927799225,0.2712239921092987,0.16345204412937164,0.24977709352970123,0.24035188555717468,0.09860508143901825,0.27715611457824707,0.22894121706485748,0.14749224483966827,0.23881284892559052,0.13966943323612213,0.15796613693237305,0.16419754922389984,0.311439573764801,0.13966943323612213,0.2152647078037262,0.06444920599460602
problems,0.21061907708644867,0.3054017126560211,0.2841929793357849,0.2553269863128662,0.2659202516078949,0.12091200053691864,0.133101686835289,0.3758413791656494,0.1550712138414383,0.1851695030927658,0.3441416919231415,0.17450591921806335,0.28989166021347046,0.22491253912448883,0.22088897228240967,0.21061907708644867,0.1405484974384308,0.1932537704706192,0.09166722744703293,0.27039530873298645,0.1405484974384308,0.2256752848625183,0.2638136148452759
'',0.07432962208986282,-0.03332270681858063,-0.030417632311582565,0.01978493109345436,0.041273195296525955,0.02976340800523758,-0.007484397850930691,0.007880004122853279,-0.07309837639331818,0.04456103965640068,0.04262445494532585,-0.006666950415819883,-0.009905828163027763,-0.06352980434894562,0.02622409164905548,0.07432962208986282,-0.04886479675769806,0.07826808094978333,0.08037906885147095,-0.04479556903243065,-0.04886479675769806,-0.024092674255371094,0.018684765323996544
if,0.2589588761329651,0.46344661712646484,0.4457412660121918,0.3197491765022278,0.33724796772003174,0.1713385432958603,0.18945500254631042,0.5634250640869141,0.1654943972826004,0.16164100170135498,0.6100378632545471,0.38221800327301025,0.4559597074985504,0.3110927939414978,0.253894180059433,0.2589588761329651,0.13658982515335083,0.14332908391952515,0.1953269988298416,0.3609124422073364,0.13658982515335083,0.17794249951839447,0.4441644251346588
(,0.3087427020072937,0.2589828372001648,0.2248619794845581,0.18979617953300476,0.33289089798927307,0.1977274864912033,0.23423868417739868,0.2264307141304016,0.2213747650384903,0.2980341613292694,0.2710699737071991,0.18696275353431702,0.30882009863853455,0.14320339262485504,0.1487521082162857,0.3087427020072937,0.23294436931610107,0.15322564542293549,0.06971553713083267,0.3357032239437103,0.23294436931610107,0.13481496274471283,0.40561532974243164
mainly,0.353954017162323,0.4569816291332245,0.09318780153989792,0.17338213324546814,0.3790479004383087,0.1332738697528839,0.20216234028339386,0.34029021859169006,0.1918603479862213,0.26961684226989746,0.26378560066223145,0.21832428872585297,0.31092169880867004,0.16534081101417542,0.23676584661006927,0.353954017162323,0.18109562993049622,0.24011090397834778,0.398593544960022,0.3777714967727661,0.18109562993049622,0.22695651650428772,0.07608037441968918
german,0.21098364889621735,0.1845671534538269,0.16237446665763855,0.2048940509557724,0.256483793258667,0.1502220779657364,0.17963019013404846,0.18284347653388977,0.43728893995285034,0.26016926765441895,0.198292538523674,0.16641370952129364,0.15143753588199615,0.15002812445163727,0.0870915949344635,0.21098364889621735,0.595115602016449,0.15429559350013733,0.12063760310411453,0.17564234137535095,0.595115602016449,0.1907491832971573,0.13978645205497742
),0.3326910734176636,0.2758678197860718,0.2503088414669037,0.18584993481636047,0.3456730246543884,0.19260099530220032,0.2340407520532608,0.23478686809539795,0.2283991426229477,0.3267642855644226,0.2718011736869812,0.18560604751110077,0.31236231327056885,0.16549283266067505,0.14932109415531158,0.3326910734176636,0.2245541214942932,0.16219249367713928,0.08379299938678741,0.3639558255672455,0.2245541214942932,0.15868785977363586,0.42300865054130554
foreign,0.23181180655956268,0.21967050433158875,0.20030823349952698,0.16029956936836243,0.2946566939353943,0.18162304162979126,0.24523915350437164,0.17737965285778046,0.14824515581130981,0.18690811097621918,0.1690172404050827,0.21045918762683868,0.2349770963191986,0.18097661435604095,0.15119300782680511,0.23181180655956268,0.15203003585338593,0.17111992835998535,0.22744649648666382,0.3257881999015808,0.15203003585338593,0.25714272260665894,0.13770383596420288
students,0.2676171064376831,0.23087917268276215,0.17519895732402802,0.1996062994003296,0.25268980860710144,0.20308147370815277,0.2644599676132202,0.2510627210140228,0.145699605345726,0.19959072768688202,0.2090270072221756,0.22530370950698853,0.2905822694301605,0.17614170908927917,0.26123544573783875,0.2676171064376831,0.0652865469455719,0.6169943809509277,0.10157174617052078,0.2460945099592209,0.0652865469455719,1.0,0.18017297983169556
applied,0.2475845366716385,0.29366353154182434,0.29259049892425537,0.1921747773885727,0.22842662036418915,0.24061492085456848,0.21477657556533813,0.3206048607826233,0.14098908007144928,0.22533445060253143,0.3071693181991577,0.3286065459251404,0.26928162574768066,0.2650657296180725,0.15842780470848083,0.2475845366716385,0.14784540235996246,0.22367873787879944,0.2465253472328186,0.28770551085472107,0.14784540235996246,0.22122783958911896,0.15585725009441376
for,0.4322226941585541,0.44095608592033386,0.30355575680732727,0.318512886762619,0.4739971458911896,0.21894486248493195,0.19460363686084747,0.4137635827064514,0.17178432643413544,0.3863949179649353,0.39280617237091064,0.3152953088283539,0.4451248347759247,0.325223445892334,0.3050630986690521,0.4322226941585541,0.14987492561340332,0.2320515662431717,0.2894061207771301,0.9999999403953552,0.14987492561340332,0.2460945099592209,0.264628142118454
places,0.3709096312522888,0.30502936244010925,0.18066613376140594,0.19631847739219666,0.31653955578804016,0.15062499046325684,0.1683303266763687,0.3330172598361969,0.16211237013339996,0.16722169518470764,0.27817535400390625,0.24162150919437408,0.3195951581001282,0.18517853319644928,0.9999999403953552,0.3709096312522888,0.06032756716012955,0.35440099239349365,0.2404089868068695,0.3050630986690521,0.06032756716012955,0.26123544573783875,0.17623652517795563
because,0.37423941493034363,0.5717213749885559,0.35077354311943054,0.45674043893814087,0.44596394896507263,0.16920259594917297,0.25135982036590576,0.6503599286079407,0.20965366065502167,0.3841400742530823,0.6040527820587158,0.4399837851524353,0.5166091918945312,0.327766090631485,0.3564772307872772,0.37423941493034363,0.17806628346443176,0.2368755340576172,0.23276543617248535,0.4676002562046051,0.17806628346443176,0.23946139216423035,0.2528740465641022
there,0.5361666083335876,0.45256471633911133,0.2921479344367981,0.29736605286598206,0.47025805711746216,0.21166393160820007,0.23321180045604706,0.6006520986557007,0.13037967681884766,0.24909798800945282,0.43214359879493713,0.3591894805431366,0.40669289231300354,0.24829471111297607,0.4243197739124298,0.5361666083335876,0.07760052382946014,0.2900838851928711,0.1764151155948639,0.3728419542312622,0.07760052382946014,0.2911071479320526,0.29405656456947327
was,0.45514053106307983,0.2830964922904968,0.18986068665981293,0.41399896144866943,0.48711544275283813,0.2737988233566284,0.22072885930538177,0.33670201897621155,0.22460195422172546,1.0000001192092896,0.2888734042644501,0.27499085664749146,0.3636345863342285,0.19631803035736084,0.16722169518470764,0.45514053106307983,0.24469807744026184,0.19736053049564362,0.22272594273090363,0.3863949179649353,0.24469807744026184,0.19959072768688202,0.18412111699581146
little,0.22515349090099335,0.290253609418869,0.2109411209821701,0.19468741118907928,0.2412613034248352,0.08211606740951538,0.11614276468753815,0.3069852590560913,0.08694922924041748,0.15730731189250946,0.2422143667936325,0.1274830549955368,0.2547711431980133,0.1457291841506958,0.2114892154932022,0.22515349090099335,0.027581002563238144,0.13684497773647308,0.136862650513649,0.226386159658432,0.027581002563238144,0.18228745460510254,0.20336517691612244
evidence,0.16157563030719757,0.2697778344154358,0.3794994652271271,0.24616770446300507,0.25031140446662903,0.22606752812862396,0.1408897042274475,0.4093261957168579,0.1439080685377121,0.19407325983047485,0.37296104431152344,0.2504820227622986,0.2310626208782196,0.24050608277320862,0.23601089417934418,0.16157563030719757,0.09023087471723557,0.12071394920349121,0.21244652569293976,0.2610411047935486,0.09023087471723557,0.12514442205429077,0.24151235818862915
of,0.5696388483047485,0.5011631846427917,0.24743439257144928,0.2513895630836487,0.733189046382904,0.28835242986679077,0.34253445267677307,0.41498205065727234,0.23136331140995026,0.4069072902202606,0.3307090103626251,0.2699741721153259,0.41548454761505127,0.2465030699968338,0.26612308621406555,0.5696388483047485,0.16766223311424255,0.265506386756897,0.21564675867557526,0.4185989499092102,0.16766223311424255,0.25513339042663574,0.1826142966747284
an,0.2605783939361572,0.3611921966075897,0.28771698474884033,0.22598257660865784,0.4207492768764496,0.20114386081695557,0.2181641161441803,0.365763783454895,0.16287007927894592,0.3694365322589874,0.3722182512283325,0.17103645205497742,0.3138085603713989,0.13976497948169708,0.16579945385456085,0.2605783939361572,0.20813749730587006,0.13943931460380554,0.24683450162410736,0.3236706852912903,0.20813749730587006,0.15776841342449188,0.19793890416622162
actual,0.28794917464256287,0.4325963258743286,0.26306378841400146,0.26781168580055237,0.40616878867149353,0.16672682762145996,0.19751565158367157,0.4418993294239044,0.14269545674324036,0.2121414989233017,0.3616548776626587,0.25211429595947266,0.3720858097076416,0.21362757682800293,0.25668078660964966,0.28794917464256287,0.10728836059570312,0.10468335449695587,0.29469555616378784,0.3384522795677185,0.10728836059570312,0.13064947724342346,0.20405827462673187
problem,0.16969570517539978,0.309948593378067,0.3800269365310669,0.2389146089553833,0.24928659200668335,0.11786393076181412,0.14215025305747986,0.4416671693325043,0.13483171164989471,0.17229199409484863,0.3932628929615021,0.20079956948757172,0.2502208352088928,0.19724534451961517,0.1835266351699829,0.16969570517539978,0.1471070647239685,0.15267129242420197,0.10815497487783432,0.2661307752132416,0.1471070647239685,0.20801140367984772,0.3762950301170349
.,0.5591574311256409,0.45942068099975586,0.32712292671203613,0.35288307070732117,0.5934505462646484,0.2742154598236084,0.31380724906921387,0.4460422694683075,0.2720036804676056,0.40146201848983765,0.4824007451534271,0.3197084665298462,0.4645031690597534,0.30296799540519714,0.27904579043388367,0.5591574311256409,0.20832042396068573,0.2752705216407776,0.19385579228401184,0.4726039469242096,0.20832042396068573,0.2607303857803345,0.4130953550338745
