,when,did,the,umc,enter,into,full,communion,with,several,churches,?
church,0.20053261518478394,0.16781097650527954,0.23846197128295898,0.20494024455547333,0.03251131251454353,0.11812582612037659,0.12740764021873474,0.553836464881897,0.17961077392101288,0.19587072730064392,0.7955681681632996,0.18081501126289368
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.1953766793012619,0.20928232371807098,0.2826121151447296,0.18524548411369324,0.2828352153301239,0.4120737314224243,0.3402247726917267,0.247207909822464,0.31091248989105225
african,0.15139542520046234,0.20085735619068146,0.23305515944957733,0.25326067209243774,0.10098448395729065,0.19277147948741913,0.10498733818531036,0.19312891364097595,0.149913489818573,0.1908927708864212,0.1603059321641922,0.11862778663635254
union,0.1950688660144806,0.185054212808609,0.24421639740467072,0.13217702507972717,0.20569613575935364,0.21940653026103973,0.15593957901000977,0.44473040103912354,0.19172410666942596,0.210237517952919,0.24937114119529724,0.07797172665596008
methodist,0.16788707673549652,0.21641705930233002,0.21922016143798828,0.2650960683822632,0.12083626538515091,0.1695648729801178,0.06546356528997421,0.4576609432697296,0.17456914484500885,0.19872747361660004,0.5514780282974243,0.1436992734670639
protestant,0.17039497196674347,0.23091652989387512,0.2679212689399719,0.22981512546539307,0.10553194582462311,0.13777564465999603,0.16095992922782898,0.4996706247329712,0.19056472182273865,0.16665339469909668,0.5902429819107056,0.14798137545585632
church,0.20053261518478394,0.16781097650527954,0.23846197128295898,0.20494024455547333,0.03251131251454353,0.11812582612037659,0.12740764021873474,0.553836464881897,0.17961077392101288,0.19587072730064392,0.7955681681632996,0.18081501126289368
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.1953766793012619,0.20928232371807098,0.2826121151447296,0.18524548411369324,0.2828352153301239,0.4120737314224243,0.3402247726917267,0.247207909822464,0.31091248989105225
christian,0.13600395619869232,0.20078235864639282,0.19930796325206757,0.2972712516784668,0.13649679720401764,0.13108891248703003,0.12269233167171478,0.4309157729148865,0.14147578179836273,0.13122181594371796,0.4706898033618927,0.1508396863937378
methodist,0.16788707673549652,0.21641705930233002,0.21922016143798828,0.2650960683822632,0.12083626538515091,0.1695648729801178,0.06546356528997421,0.4576609432697296,0.17456914484500885,0.19872747361660004,0.5514780282974243,0.1436992734670639
episcopal,0.17882616817951202,0.18516510725021362,0.2631160318851471,0.25343456864356995,0.080716572701931,0.15817712247371674,0.17587462067604065,0.4923425018787384,0.12760615348815918,0.2232183814048767,0.513637125492096,0.22619661688804626
church,0.20053261518478394,0.16781097650527954,0.23846197128295898,0.20494024455547333,0.03251131251454353,0.11812582612037659,0.12740764021873474,0.553836464881897,0.17961077392101288,0.19587072730064392,0.7955681681632996,0.18081501126289368
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.1953766793012619,0.20928232371807098,0.2826121151447296,0.18524548411369324,0.2828352153301239,0.4120737314224243,0.3402247726917267,0.247207909822464,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.21982228755950928,0.30870890617370605,0.36597734689712524,0.2361413836479187,0.28809255361557007,0.5477725267410278,0.4663935899734497,0.27674582600593567,0.20544172823429108
union,0.1950688660144806,0.185054212808609,0.24421639740467072,0.13217702507972717,0.20569613575935364,0.21940653026103973,0.15593957901000977,0.44473040103912354,0.19172410666942596,0.210237517952919,0.24937114119529724,0.07797172665596008
american,0.19090662896633148,0.21486236155033112,0.24562937021255493,0.15424107015132904,0.1124284490942955,0.1574302315711975,0.15795183181762695,0.10959561169147491,0.20245933532714844,0.17976683378219604,0.14114877581596375,0.18877598643302917
methodist,0.16788707673549652,0.21641705930233002,0.21922016143798828,0.2650960683822632,0.12083626538515091,0.1695648729801178,0.06546356528997421,0.4576609432697296,0.17456914484500885,0.19872747361660004,0.5514780282974243,0.1436992734670639
episcopal,0.17882616817951202,0.18516510725021362,0.2631160318851471,0.25343456864356995,0.080716572701931,0.15817712247371674,0.17587462067604065,0.4923425018787384,0.12760615348815918,0.2232183814048767,0.513637125492096,0.22619661688804626
church,0.20053261518478394,0.16781097650527954,0.23846197128295898,0.20494024455547333,0.03251131251454353,0.11812582612037659,0.12740764021873474,0.553836464881897,0.17961077392101288,0.19587072730064392,0.7955681681632996,0.18081501126289368
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.1953766793012619,0.20928232371807098,0.2826121151447296,0.18524548411369324,0.2828352153301239,0.4120737314224243,0.3402247726917267,0.247207909822464,0.31091248989105225
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.15436193346977234,0.2540470063686371,0.38021373748779297,0.20023053884506226,0.19935038685798645,0.4080928862094879,0.39405709505081177,0.2825169265270233,0.20430970191955566
which,0.572554349899292,0.2750149369239807,0.6521818041801453,0.22190320491790771,0.30188173055648804,0.4405161738395691,0.290617972612381,0.3198883831501007,0.46403205394744873,0.4863804280757904,0.2452508509159088,0.25814583897590637
these,0.3811454772949219,0.38755595684051514,0.49086877703666687,0.22943995893001556,0.2134624421596527,0.3533816933631897,0.2322140336036682,0.298362135887146,0.37595367431640625,0.5861821174621582,0.3190213143825531,0.2571668326854706
churches,0.168574258685112,0.21651899814605713,0.2626241147518158,0.2951754331588745,0.08582672476768494,0.1382402926683426,0.17523661255836487,0.566815972328186,0.21990472078323364,0.28245264291763306,1.0000001192092896,0.19824735820293427
agreed,0.26048845052719116,0.47254884243011475,0.24722334742546082,0.11049257218837738,0.15361499786376953,0.1524149775505066,0.22606106102466583,0.22165991365909576,0.2837837338447571,0.17611654102802277,0.23303720355033875,0.21258382499217987
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.23076260089874268,0.3060675263404846,0.38810545206069946,0.2671089768409729,0.25870954990386963,0.4239959120750427,0.36196985840797424,0.2533203363418579,0.29463258385658264
``,0.07174111902713776,-0.029888948425650597,0.029072100296616554,0.004294969141483307,-0.01455017551779747,0.02736244536936283,0.01934840716421604,0.14628265798091888,0.08974023163318634,0.006635237485170364,0.0536622554063797,0.0685480609536171
recognize,0.2910710275173187,0.2936650514602661,0.32986918091773987,0.18415860831737518,0.3221684992313385,0.22165192663669586,0.16280242800712585,0.26428088545799255,0.25432655215263367,0.22624775767326355,0.22541332244873047,0.24790367484092712
each,0.3531915247440338,0.20516681671142578,0.470844566822052,0.17198783159255981,0.24940873682498932,0.2750477194786072,0.24674496054649353,0.23566564917564392,0.4100050628185272,0.3665080964565277,0.24950207769870758,0.21173812448978424
other,0.34102705121040344,0.31707024574279785,0.44152235984802246,0.20790895819664001,0.22921057045459747,0.25933539867401123,0.18672828376293182,0.31858447194099426,0.44086363911628723,0.5414279103279114,0.3005709648132324,0.24682199954986572
's,-0.03368149697780609,0.05069678649306297,-0.01540423184633255,-0.057754456996917725,0.11314679682254791,0.00961404386907816,0.03059709072113037,0.09499324858188629,-0.04624466598033905,-0.012985157780349255,0.048431213945150375,-0.023395681753754616
churches,0.168574258685112,0.21651899814605713,0.2626241147518158,0.2951754331588745,0.08582672476768494,0.1382402926683426,0.17523661255836487,0.566815972328186,0.21990472078323364,0.28245264291763306,1.0000001192092896,0.19824735820293427
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.1953766793012619,0.20928232371807098,0.2826121151447296,0.18524548411369324,0.2828352153301239,0.4120737314224243,0.3402247726917267,0.247207909822464,0.31091248989105225
share,0.144618958234787,0.25244811177253723,0.249948650598526,0.12902286648750305,0.20149342715740204,0.18139688670635223,0.13565747439861298,0.22244611382484436,0.32575809955596924,0.18735721707344055,0.18186022341251373,0.1754547506570816
sacraments,0.23887932300567627,0.26444488763809204,0.275104284286499,0.1921309381723404,0.1158950999379158,0.15352700650691986,0.2202315777540207,0.5562890768051147,0.15838605165481567,0.25539129972457886,0.48265522718429565,0.1550581455230713
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.1953766793012619,0.20928232371807098,0.2826121151447296,0.18524548411369324,0.2828352153301239,0.4120737314224243,0.3402247726917267,0.247207909822464,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.21982228755950928,0.30870890617370605,0.36597734689712524,0.2361413836479187,0.28809255361557007,0.5477725267410278,0.4663935899734497,0.27674582600593567,0.20544172823429108
affirm,0.17513294517993927,0.2457120418548584,0.2252538651227951,0.2904096245765686,0.14223255217075348,0.1139330193400383,0.1667763590812683,0.3868529498577118,0.19762948155403137,0.16194719076156616,0.2861465513706207,0.24267026782035828
their,0.3682888448238373,0.38078752160072327,0.516537070274353,0.14077533781528473,0.2606969475746155,0.24211956560611725,0.2970364987850189,0.21211256086826324,0.4258328378200531,0.3281984031200409,0.2444210797548294,0.1898253709077835
clergy,0.17674565315246582,0.2231728881597519,0.26154741644859314,0.21280884742736816,0.11997731029987335,0.19234530627727509,0.18588699400424957,0.49707934260368347,0.1357881873846054,0.1841737926006317,0.5185368657112122,0.14422976970672607
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.21982228755950928,0.30870890617370605,0.36597734689712524,0.2361413836479187,0.28809255361557007,0.5477725267410278,0.4663935899734497,0.27674582600593567,0.20544172823429108
ministries,0.16120176017284393,0.2328631579875946,0.2521178126335144,0.2875705659389496,0.1270279735326767,0.1799926608800888,0.14218255877494812,0.36370545625686646,0.16352008283138275,0.17597690224647522,0.3913171887397766,0.15872813761234283
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.23154163360595703,0.26709118485450745,0.26250120997428894,0.23337839543819427,0.25401371717453003,0.4446153938770294,0.30276554822921753,0.28599661588668823,0.4130953550338745
'',-0.07688097655773163,0.01978493109345436,0.041273195296525955,0.10930682718753815,-0.015029994770884514,-0.043979667127132416,0.0077558355405926704,-0.0028904268983751535,0.07907696813344955,-0.05034801363945007,0.01074663270264864,0.018684765323996544
