,what,comedy,for,abc,ended,its,broadcast,run,in,1986,?
:,-0.12022944539785385,-0.05382581800222397,-0.02522280067205429,-0.06154730170965195,0.015318631194531918,-0.09279701858758926,-0.05805831030011177,-0.037502460181713104,0.020521078258752823,-0.06372327357530594,-0.07156077772378922
laverne,0.15282829105854034,0.2707594335079193,0.15944010019302368,0.22432038187980652,0.1424919068813324,0.06462568044662476,0.23159687221050262,0.09579432010650635,0.2994062602519989,-0.11672263592481613,0.15383945405483246
&,0.11141876131296158,0.2546406090259552,0.15479104220867157,0.1936885565519333,0.0883876159787178,0.11429427564144135,0.1606864482164383,0.08620958030223846,0.1358654648065567,0.011727826669812202,0.12596383690834045
shirley,0.1336555927991867,0.31363165378570557,0.14431054890155792,0.2905524671077728,0.09378218650817871,0.10255748778581619,0.26157331466674805,0.20073850452899933,0.21833598613739014,-0.0736476257443428,0.127523273229599
ended,0.1532270610332489,0.19926737248897552,0.25393593311309814,0.2626802623271942,1.0,0.207168310880661,0.2243213951587677,0.23642955720424652,0.3353011906147003,0.09600277990102768,0.15429291129112244
its,0.30393704771995544,0.12177159637212753,0.2992613911628723,0.19045390188694,0.207168310880661,1.0,0.22796769440174103,0.255632609128952,0.3793783485889435,0.1367247998714447,0.15103481709957123
run,0.2294815480709076,0.1940445899963379,0.27206581830978394,0.1768566370010376,0.23642955720424652,0.255632609128952,0.23938985168933868,1.0,0.26368704438209534,0.0863310769200325,0.17904110252857208
in,0.30808621644973755,0.2529917359352112,0.4322226941585541,0.1697147786617279,0.3353011906147003,0.3793783485889435,0.26723843812942505,0.26368704438209534,1.0,0.05458921566605568,0.20430970191955566
1983,0.025786560028791428,0.09506607055664062,0.021706007421016693,0.12831369042396545,-0.024600226432085037,0.040093716233968735,-0.0474703386425972,-0.018866758793592453,-0.00395767018198967,0.138949453830719,0.09926492720842361
",",0.3087472915649414,0.17748676240444183,0.4464869201183319,0.2097204476594925,0.2682836353778839,0.33157986402511597,0.24917922914028168,0.2309936285018921,0.5201468467712402,0.06415113806724548,0.31091248989105225
happy,0.2849810719490051,0.2844316065311432,0.2225712537765503,0.1251838207244873,0.16821858286857605,0.16758061945438385,0.13406376540660858,0.16063793003559113,0.19048242270946503,0.0027386026922613382,0.27375271916389465
days,0.2191895991563797,0.16219833493232727,0.2734130620956421,0.174025297164917,0.28912240266799927,0.22651438415050507,0.24249190092086792,0.17387016117572784,0.24827800691127777,0.02685626409947872,0.2198754847049713
and,0.31309178471565247,0.2702628970146179,0.5064792633056641,0.16453155875205994,0.2036798745393753,0.3841775357723236,0.22526025772094727,0.2711782455444336,0.4954058527946472,0.008168290369212627,0.20544172823429108
three,0.24888746440410614,0.1983339786529541,0.3032672107219696,0.15282940864562988,0.24051828682422638,0.23637419939041138,0.2180454581975937,0.2245328724384308,0.34828072786331177,-0.020821506157517433,0.20928427577018738
's,0.02692362666130066,0.09444256871938705,-0.07241261005401611,0.06670809537172318,-0.00953457411378622,0.03202139586210251,0.0797032043337822,0.017889494076371193,-0.037580832839012146,-0.006848923396319151,-0.023395681753754616
company,0.2333769053220749,0.15681292116641998,0.25874319672584534,0.16210390627384186,0.18175305426120758,0.258992999792099,0.2000226527452469,0.2012515664100647,0.22141718864440918,0.07952006906270981,0.12195809185504913
ended,0.1532270610332489,0.19926737248897552,0.25393593311309814,0.2626802623271942,1.0,0.207168310880661,0.2243213951587677,0.23642955720424652,0.3353011906147003,0.09600277990102768,0.15429291129112244
in,0.30808621644973755,0.2529917359352112,0.4322226941585541,0.1697147786617279,0.3353011906147003,0.3793783485889435,0.26723843812942505,0.26368704438209534,1.0,0.05458921566605568,0.20430970191955566
1984,-0.09343484789133072,0.10261593759059906,-0.06237468123435974,0.225337415933609,-0.005131209269165993,0.02381262183189392,0.043145403265953064,-0.021380718797445297,0.006334475241601467,0.2035602480173111,0.07765956968069077
(,0.2411840260028839,0.18415077030658722,0.3357032239437103,0.183883935213089,0.17012202739715576,0.1924784928560257,0.26369622349739075,0.1844223588705063,0.3087427020072937,0.08517013490200043,0.40561532974243164
with,0.2464839518070221,0.24219387769699097,0.39140474796295166,0.17432008683681488,0.3083439767360687,0.3087116777896881,0.1932039111852646,0.16277898848056793,0.4080928862094879,0.03683457151055336,0.2433311939239502
the,0.42745697498321533,0.18746663630008698,0.4739971458911896,0.2068762183189392,0.3356485068798065,0.559237003326416,0.2713715434074402,0.27883726358413696,0.6662389636039734,0.11024544388055801,0.22068053483963013
latter,0.25606152415275574,0.11500932276248932,0.22359251976013184,0.09004172682762146,0.1912349909543991,0.19128233194351196,0.18117816746234894,0.19157899916172028,0.27519580721855164,0.07703191787004471,0.12733961641788483
producing,0.1989585906267166,0.17113466560840607,0.30518653988838196,0.16384410858154297,0.1551143378019333,0.3065360486507416,0.14666114747524261,0.1564999222755432,0.2826419174671173,0.049442242830991745,0.1406429558992386
a,0.3320399522781372,0.2229022979736328,0.44038116931915283,0.21331243216991425,0.23481619358062744,0.4424409866333008,0.2046348601579666,0.2607046067714691,0.539380669593811,0.17319737374782562,0.23916715383529663
short-lived,0.25058919191360474,0.29556822776794434,0.3404686152935028,0.29437947273254395,0.45823565125465393,0.2770605683326721,0.2984059453010559,0.30572575330734253,0.4488484859466553,0.05002925917506218,0.27253833413124084
spinoff,0.16721636056900024,0.3226156234741211,0.2866019904613495,0.34668293595314026,0.279362291097641,0.28489983081817627,0.2749062478542328,0.22843600809574127,0.2422005534172058,0.14156591892242432,0.1432255059480667
that,0.6297725439071655,0.17098571360111237,0.4137635827064514,0.17440107464790344,0.2152271419763565,0.416561484336853,0.267183780670166,0.32061445713043213,0.435920387506485,0.09993304312229156,0.32716336846351624
year,0.15184831619262695,0.1700032651424408,0.29294124245643616,0.2373921275138855,0.30346307158470154,0.15338382124900818,0.23991180956363678,0.19306103885173798,0.3359307050704956,0.07740563154220581,0.18315006792545319
),0.26259949803352356,0.20077310502529144,0.3639558255672455,0.18381085991859436,0.2159026563167572,0.20629894733428955,0.2233462631702423,0.1813306212425232,0.3326910734176636,0.10203931480646133,0.42300865054130554
",",0.3087472915649414,0.17748676240444183,0.4464869201183319,0.2097204476594925,0.2682836353778839,0.33157986402511597,0.24917922914028168,0.2309936285018921,0.5201468467712402,0.06415113806724548,0.31091248989105225
while,0.35511791706085205,0.15878716111183167,0.4232339859008789,0.14978811144828796,0.2569160461425781,0.3084518015384674,0.15562666952610016,0.25356626510620117,0.3399278521537781,0.019601792097091675,0.21076419949531555
the,0.42745697498321533,0.18746663630008698,0.4739971458911896,0.2068762183189392,0.3356485068798065,0.559237003326416,0.2713715434074402,0.27883726358413696,0.6662389636039734,0.11024544388055801,0.22068053483963013
love,0.2620820701122284,0.2819637954235077,0.21999943256378174,0.22775214910507202,0.15355338156223297,0.16419528424739838,0.18251897394657135,0.10194175690412521,0.2026566118001938,-0.04260086268186569,0.24261747300624847
boat,0.16556422412395477,0.15449181199073792,0.16991357505321503,0.19883042573928833,0.11835497617721558,0.12511000037193298,0.15753372013568878,0.14976024627685547,0.1934967190027237,-0.023746130988001823,0.1711711287498474
ended,0.1532270610332489,0.19926737248897552,0.25393593311309814,0.2626802623271942,1.0,0.207168310880661,0.2243213951587677,0.23642955720424652,0.3353011906147003,0.09600277990102768,0.15429291129112244
its,0.30393704771995544,0.12177159637212753,0.2992613911628723,0.19045390188694,0.207168310880661,1.0,0.22796769440174103,0.255632609128952,0.3793783485889435,0.1367247998714447,0.15103481709957123
run,0.2294815480709076,0.1940445899963379,0.27206581830978394,0.1768566370010376,0.23642955720424652,0.255632609128952,0.23938985168933868,1.0,0.26368704438209534,0.0863310769200325,0.17904110252857208
in,0.30808621644973755,0.2529917359352112,0.4322226941585541,0.1697147786617279,0.3353011906147003,0.3793783485889435,0.26723843812942505,0.26368704438209534,1.0,0.05458921566605568,0.20430970191955566
1986,0.02868538349866867,-0.005211545620113611,0.11612676829099655,0.15814480185508728,0.09600277990102768,0.1367247998714447,0.1453690528869629,0.0863310769200325,0.05458921566605568,1.0,0.14247135818004608
.,0.3567904531955719,0.2036953866481781,0.4726039469242096,0.2567209303379059,0.23468057811260223,0.3566088080406189,0.2280997633934021,0.2739698588848114,0.5591574311256409,0.08275266736745834,0.4130953550338745
