,which,nbc,radio,network,was,tasked,with,testing,new,programs,?
markets,0.24139980971813202,0.18296551704406738,0.17807979881763458,0.2852650284767151,0.21543589234352112,0.18636392056941986,0.16027575731277466,0.208915576338768,0.1799035519361496,0.2646280825138092,0.11209505051374435
of,0.5011631846427917,0.12012486904859543,0.16079017519950867,0.21800683438777924,0.4069072902202606,0.2709214389324188,0.41827285289764404,0.2067517340183258,0.343457967042923,0.18037469685077667,0.1826142966747284
lesser,0.29627567529678345,0.11178423464298248,0.03059239685535431,0.08504290133714676,0.08380845189094543,0.1496492475271225,0.14596320688724518,0.0725058987736702,0.1033468246459961,0.13039305806159973,0.17708076536655426
importance,0.36451590061187744,0.15323996543884277,0.17589609324932098,0.1621921956539154,0.23158758878707886,0.22754010558128357,0.22237169742584229,0.23242215812206268,0.1273336559534073,0.23599568009376526,0.1653127521276474
than,0.3974681496620178,0.11661534011363983,0.09218788892030716,0.1737969070672989,0.1872616857290268,0.13929393887519836,0.3028803765773773,0.18957826495170593,0.23244358599185944,0.2717440724372864,0.24917294085025787
those,0.48319631814956665,0.07280642539262772,0.16926242411136627,0.13147611916065216,0.21886132657527924,0.2120843380689621,0.3564215302467346,0.22498556971549988,0.2697984278202057,0.2564215660095215,0.3328189253807068
served,0.057302094995975494,0.1548808515071869,0.1634995937347412,0.18245737254619598,0.35597074031829834,0.2967970669269562,0.17899122834205627,0.14028246700763702,0.17146006226539612,0.12175575643777847,0.117141492664814
by,0.40543368458747864,0.16605262458324432,0.1833777278661728,0.214903324842453,0.4752357602119446,0.2953227162361145,0.39731505513191223,0.1932322233915329,0.25394493341445923,0.2369476854801178,0.17966607213020325
nbc,0.17917364835739136,0.9999999403953552,0.40396854281425476,0.4656192362308502,0.251334547996521,0.21181249618530273,0.19754363596439362,0.12128932774066925,0.18140773475170135,0.3764050602912903,0.1680917739868164
red,0.25236746668815613,0.06410543620586395,0.1019945815205574,0.08126477152109146,0.1680612564086914,0.19665095210075378,0.25620895624160767,0.1327294409275055,0.1933780163526535,0.06895797699689865,0.1495664119720459
",",0.3658004403114319,0.17508727312088013,0.25251123309135437,0.1932937651872635,0.45456063747406006,0.24154441058635712,0.4120737314224243,0.18808996677398682,0.36073189973831177,0.21514803171157837,0.31091248989105225
which,1.0,0.17917364835739136,0.20020823180675507,0.27261900901794434,0.2830964922904968,0.2917884588241577,0.46403205394744873,0.2968108654022217,0.33739399909973145,0.36594220995903015,0.25814583897590637
served,0.057302094995975494,0.1548808515071869,0.1634995937347412,0.18245737254619598,0.35597074031829834,0.2967970669269562,0.17899122834205627,0.14028246700763702,0.17146006226539612,0.12175575643777847,0.117141492664814
the,0.6521818041801453,0.20618264377117157,0.23511973023414612,0.27187061309814453,0.48711544275283813,0.2968848645687103,0.4223487675189972,0.25075584650039673,0.3845241069793701,0.21757709980010986,0.22068053483963013
major,0.31470122933387756,0.1856732815504074,0.1706448644399643,0.21982574462890625,0.20676274597644806,0.22187091410160065,0.21643421053886414,0.10297548025846481,0.19747984409332275,0.1667274385690689,0.19788557291030884
cities,0.21391116082668304,0.11324277520179749,0.10596371442079544,0.20787976682186127,0.17598430812358856,0.12605755031108856,0.22294199466705322,0.06992167979478836,0.15534153580665588,0.2194964438676834,0.13339310884475708
",",0.3658004403114319,0.17508727312088013,0.25251123309135437,0.1932937651872635,0.45456063747406006,0.24154441058635712,0.4120737314224243,0.18808996677398682,0.36073189973831177,0.21514803171157837,0.31091248989105225
and,0.506277859210968,0.1969573199748993,0.2658638060092926,0.27591994404792786,0.3740963041782379,0.2948412299156189,0.5477725267410278,0.218893900513649,0.31402453780174255,0.334749311208725,0.20544172823429108
to,0.5345056653022766,0.14568616449832916,0.16918617486953735,0.25940340757369995,0.3636345863342285,0.3043818771839142,0.4239959120750427,0.21781665086746216,0.33159172534942627,0.23389451205730438,0.29463258385658264
test,0.21384328603744507,0.14368250966072083,0.12610608339309692,0.15592072904109955,0.13941486179828644,0.21757014095783234,0.14787445962429047,0.7171741127967834,0.2500036656856537,0.24910879135131836,0.19832737743854523
drama,0.20834355056285858,0.30689796805381775,0.23643682897090912,0.20221145451068878,0.23157335817813873,0.21927645802497864,0.1572226583957672,0.04050730541348457,0.17221881449222565,0.3611755073070526,0.21114452183246613
series,0.2484029233455658,0.4281459450721741,0.2014765441417694,0.38316288590431213,0.2261398285627365,0.23018749058246613,0.17767351865768433,0.1318061798810959,0.19748656451702118,0.32225242257118225,0.1709602326154709
.,0.45942068099975586,0.23586274683475494,0.20650681853294373,0.23909442126750946,0.40146201848983765,0.24075941741466522,0.4446153938770294,0.23063190281391144,0.35031336545944214,0.21148164570331573,0.4130953550338745
