,why,did,the,european,nations,and,japan,separated,themselves,from,united,states,during,the,crisis,?
policy,0.3284052610397339,0.2751549482345581,0.2358427494764328,0.20156782865524292,0.3708377480506897,0.2148873209953308,0.25484007596969604,0.08741588145494461,0.19410274922847748,0.18396732211112976,0.2135937362909317,0.23547987639904022,0.15163902938365936,0.2358427494764328,0.357536256313324,0.30462446808815
in,0.23227278888225555,0.2593238651752472,0.6662389636039734,0.23319172859191895,0.259304404258728,0.4954058527946472,0.23087722063064575,0.26304155588150024,0.17596714198589325,0.4274188280105591,0.3938477039337158,0.3977442979812622,0.4627237319946289,0.6662389636039734,0.19426369667053223,0.20430970191955566
the,0.30742117762565613,0.34736719727516174,1.0,0.3423081040382385,0.3506215214729309,0.5171257257461548,0.22735914587974548,0.27899038791656494,0.3444426357746124,0.40150508284568787,0.34367692470550537,0.3463578522205353,0.4838213622570038,1.0,0.263981431722641,0.22068053483963013
middle,0.18186889588832855,0.17732174694538116,0.3405749201774597,0.23620420694351196,0.22817401587963104,0.2514324486255646,0.13197970390319824,0.17466367781162262,0.12447307258844376,0.26505398750305176,0.18531738221645355,0.16924168169498444,0.2737145721912384,0.3405749201774597,0.16021429002285004,0.13139553368091583
east,0.1936461478471756,0.17160435020923615,0.3383176326751709,0.21502898633480072,0.28532108664512634,0.27633291482925415,0.20754046738147736,0.24347765743732452,0.09717609733343124,0.27024149894714355,0.3216571807861328,0.29047343134880066,0.20910711586475372,0.3383176326751709,0.21434979140758514,0.10070597380399704
to,0.4100138247013092,0.4452643394470215,0.535392165184021,0.21011990308761597,0.26476410031318665,0.48971283435821533,0.24116237461566925,0.2442285269498825,0.37259936332702637,0.4069952368736267,0.2715383470058441,0.2828785181045532,0.2828781306743622,0.535392165184021,0.21038146317005157,0.29463258385658264
avoid,0.3182125687599182,0.2150208204984665,0.24833035469055176,0.1475035846233368,0.15226176381111145,0.2800402045249939,0.13906550407409668,0.22069908678531647,0.27716735005378723,0.23280875384807587,0.1862044632434845,0.1881207525730133,0.22438690066337585,0.24833035469055176,0.21982739865779877,0.26885488629341125
being,0.3835456669330597,0.27905046939849854,0.419739305973053,0.16289697587490082,0.19821543991565704,0.4286794066429138,0.17946341633796692,0.21318522095680237,0.3461316227912903,0.32622846961021423,0.18308168649673462,0.18780647218227386,0.30547067523002625,0.419739305973053,0.18268193304538727,0.26743772625923157
targeted,0.1959378868341446,0.19226953387260437,0.2634218633174896,0.17724668979644775,0.2497594654560089,0.2557583153247833,0.10520286858081818,0.12119724601507187,0.3398875296115875,0.2008606642484665,0.16866357624530792,0.1542818695306778,0.27317994832992554,0.2634218633174896,0.19921089708805084,0.1849984973669052
by,0.19170543551445007,0.18574509024620056,0.4408751428127289,0.17922990024089813,0.18318814039230347,0.4289871156215668,0.17443974316120148,0.23444201052188873,0.30082204937934875,0.3373257517814636,0.23958808183670044,0.23827408254146576,0.3220438063144684,0.4408751428127289,0.1594943255186081,0.17966607213020325
the,0.30742117762565613,0.34736719727516174,1.0,0.3423081040382385,0.3506215214729309,0.5171257257461548,0.22735914587974548,0.27899038791656494,0.3444426357746124,0.40150508284568787,0.34367692470550537,0.3463578522205353,0.4838213622570038,1.0,0.263981431722641,0.22068053483963013
boycott,0.13775505125522614,0.2036920040845871,0.22894980013370514,0.2288338840007782,0.3951801359653473,0.26524561643600464,0.1258956640958786,0.06985773891210556,0.13214749097824097,0.15178953111171722,0.2942540943622589,0.2797648310661316,0.2528742849826813,0.22894980013370514,0.27905815839767456,0.08701847493648529
.,0.32909876108169556,0.35288307070732117,0.5934505462646484,0.2095622420310974,0.2933122515678406,0.588965117931366,0.28114771842956543,0.2813975214958191,0.20394743978977203,0.41536515951156616,0.3406063914299011,0.33941102027893066,0.3485563397407532,0.5934505462646484,0.15965543687343597,0.4130953550338745
