,what,manner,of,words,does,mullet,think,luther,would,choose,?
are,0.29724663496017456,0.3384307026863098,0.39081433415412903,0.27760887145996094,0.3126322329044342,0.27611246705055237,0.3769446313381195,0.13997888565063477,0.32024338841438293,0.31677886843681335,0.24591213464736938
free,0.22754132747650146,0.1379460096359253,0.2430545836687088,0.16330285370349884,0.18965205550193787,0.1326761692762375,0.18917228281497955,0.21303489804267883,0.24462461471557617,0.24068830907344818,0.1278279572725296
to,0.455847829580307,0.3179336488246918,0.41548454761505127,0.31468597054481506,0.4391997456550598,0.20295444130897522,0.3748004138469696,0.18029534816741943,0.5965728163719177,0.38412243127822876,0.29463258385658264
believe,0.46656209230422974,0.30870354175567627,0.2925758957862854,0.253957062959671,0.37803488969802856,0.13299599289894104,0.7078027725219727,0.21247079968452454,0.4429776072502136,0.31266745924949646,0.3329349160194397
that,0.6297725439071655,0.32388678193092346,0.41498205065727234,0.3719562590122223,0.4764937460422516,0.2216569036245346,0.5798900723457336,0.21746599674224854,0.5895259380340576,0.3452182114124298,0.32716336846351624
luther,0.2134782373905182,0.1816217601299286,0.1719115972518921,0.12241660803556442,0.14081993699073792,0.21249151229858398,0.16532817482948303,1.0,0.14161886274814606,0.15022552013397217,0.1732746809720993
would,0.45766422152519226,0.29925885796546936,0.3353942930698395,0.34391021728515625,0.5055691003799438,0.11157917231321335,0.5148938894271851,0.14161886274814606,1.0000001192092896,0.4264792501926422,0.37178951501846313
tend,0.27988895773887634,0.3430459797382355,0.1883462369441986,0.18955236673355103,0.3286990523338318,0.20712433755397797,0.42891573905944824,0.0764550119638443,0.4310702681541443,0.31651046872138977,0.19330444931983948
to,0.455847829580307,0.3179336488246918,0.41548454761505127,0.31468597054481506,0.4391997456550598,0.20295444130897522,0.3748004138469696,0.18029534816741943,0.5965728163719177,0.38412243127822876,0.29463258385658264
select,0.2594083249568939,0.18832968175411224,0.245603546500206,0.18424756824970245,0.22255803644657135,0.1159316673874855,0.24151833355426788,0.10796263068914413,0.3037898540496826,0.6237579584121704,0.2362300455570221
the,0.42745697498321533,0.2116183042526245,0.733189046382904,0.29205581545829773,0.35928019881248474,0.23762968182563782,0.3102172613143921,0.1759674996137619,0.4133751392364502,0.34268760681152344,0.22068053483963013
more,0.3484537899494171,0.3860923945903778,0.30478984117507935,0.26972487568855286,0.2897747755050659,0.23674480617046356,0.4309016168117523,0.11574393510818481,0.446984201669693,0.28123241662979126,0.27894994616508484
dramatic,0.21034127473831177,0.2380678504705429,0.2346239984035492,0.23904070258140564,0.13230383396148682,0.14663857221603394,0.20575425028800964,0.08764252811670303,0.21154557168483734,0.10669928789138794,0.12461373209953308
form,0.15868011116981506,0.28409504890441895,0.29600051045417786,0.285025417804718,0.26710256934165955,0.12175846099853516,0.21362508833408356,0.03321759030222893,0.22430874407291412,0.2107534557580948,0.1463010311126709
of,0.33290785551071167,0.19968955218791962,1.0,0.26259833574295044,0.3119818866252899,0.22802020609378815,0.2625778615474701,0.1719115972518921,0.3353942930698395,0.33839884400367737,0.1826142966747284
words,0.3355468809604645,0.3597870171070099,0.26259833574295044,1.0000001192092896,0.27135950326919556,0.03709103539586067,0.3643236458301544,0.12241660803556442,0.34391021728515625,0.165641188621521,0.27074310183525085
.,0.3567904531955719,0.21133588254451752,0.5352458953857422,0.24427732825279236,0.3022993505001068,0.2972891330718994,0.31119775772094727,0.24907569587230682,0.35067233443260193,0.283064067363739,0.4130953550338745
'',0.08143015950918198,-0.027417082339525223,0.13035868108272552,0.01894891820847988,-0.004023602232336998,-0.09269510209560394,0.03370605781674385,-0.04572787508368492,0.02574172429740429,0.04509846866130829,0.018684765323996544
