,what,does,warszawa,mean,in,polish,?
),0.26259949803352356,0.2575884759426117,0.3329217731952667,0.2426333725452423,0.3326910734176636,0.2044559121131897,0.42300865054130554
",",0.3087472915649414,0.28617382049560547,0.2625257670879364,0.27540135383605957,0.5201468467712402,0.2655222415924072,0.31091248989105225
meaning,0.24135559797286987,0.2968333065509796,0.15725372731685638,0.5340426564216614,0.2137773334980011,0.07254216820001602,0.20420892536640167
``,0.008517155423760414,0.06539655476808548,0.07991843670606613,0.06393398344516754,0.04765888676047325,0.10945833474397659,0.0685480609536171
belonging,0.17547878623008728,0.1751887947320938,0.10376419126987457,0.22127364575862885,0.2926333546638489,0.11431972682476044,0.0745176300406456
to,0.455847829580307,0.4391997456550598,0.0821763426065445,0.2274881899356842,0.45010748505592346,0.1475636065006256,0.29463258385658264
warsz,0.10056421905755997,0.09576864540576935,0.7950274348258972,0.12034401297569275,0.21998456120491028,0.5220071077346802,0.18210382759571075
'',0.08143015950918198,-0.004023602232336998,0.02805713750422001,0.08347149938344955,0.07432962208986282,0.01368777360767126,0.018684765323996544
",",0.3087472915649414,0.28617382049560547,0.2625257670879364,0.27540135383605957,0.5201468467712402,0.2655222415924072,0.31091248989105225
warsz,0.10056421905755997,0.09576864540576935,0.7950274348258972,0.12034401297569275,0.21998456120491028,0.5220071077346802,0.18210382759571075
being,0.3760843276977539,0.25347548723220825,0.08298169821500778,0.21451635658740997,0.33162933588027954,0.12981875240802765,0.26743772625923157
a,0.3320399522781372,0.38201746344566345,0.22140926122665405,0.3427932858467102,0.539380669593811,0.20954546332359314,0.23916715383529663
shortened,0.1894529163837433,0.14579960703849792,0.11256788671016693,0.2795146703720093,0.21362186968326569,0.02987445518374443,0.17955641448497772
form,0.15868011116981506,0.26710256934165955,0.1102246567606926,0.18536394834518433,0.2815987169742584,0.14870114624500275,0.1463010311126709
of,0.33290785551071167,0.3119818866252899,0.19571930170059204,0.27551960945129395,0.5696388483047485,0.16866981983184814,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,0.20702846348285675,0.25977957248687744,0.6662389636039734,0.17708231508731842,0.22068053483963013
masculine,0.19277310371398926,0.205326646566391,0.17220531404018402,0.2711670994758606,0.20638996362686157,0.2463480681180954,0.19118086993694305
name,0.18623162806034088,0.21063627302646637,0.16953648626804352,0.22177204489707947,0.2459065467119217,0.14126770198345184,0.15381577610969543
of,0.33290785551071167,0.3119818866252899,0.19571930170059204,0.27551960945129395,0.5696388483047485,0.16866981983184814,0.1826142966747284
slavic,0.19555076956748962,0.16502119600772858,0.3018729090690613,0.2496538758277893,0.20260509848594666,0.4036661982536316,0.15812930464744568
origin,0.20149369537830353,0.1426919400691986,0.11448589712381363,0.18769370019435883,0.25708678364753723,0.12623700499534607,0.12716172635555267
warcisław,0.20281797647476196,0.19380110502243042,0.5837269425392151,0.16571162641048431,0.24145367741584778,0.6215030550956726,0.2551689147949219
;,0.10986888408660889,0.0650511160492897,0.060987189412117004,0.020440304651856422,0.092739537358284,0.033279500901699066,0.10349778085947037
see,0.44941186904907227,0.3645385801792145,0.14139001071453094,0.3968822956085205,0.2973747253417969,0.1514473557472229,0.42005208134651184
also,0.42747777700424194,0.4118025600910187,0.14777694642543793,0.3196479380130768,0.5073733329772949,0.1757330447435379,0.21848613023757935
etymology,0.3288138210773468,0.1980576515197754,0.19782817363739014,0.3399544358253479,0.19188572466373444,0.15682369470596313,0.2388397753238678
of,0.33290785551071167,0.3119818866252899,0.19571930170059204,0.27551960945129395,0.5696388483047485,0.16866981983184814,0.1826142966747284
wrocław,0.13654975593090057,0.07665257900953293,0.5547454953193665,0.1146729439496994,0.28708627820014954,0.5685945153236389,0.2063683271408081
.,0.3567904531955719,0.3022993505001068,0.3029124140739441,0.21881133317947388,0.5591574311256409,0.23422029614448547,0.4130953550338745
