,why,has,warsaw,seen,many,improvements,over,the,past,decade,?
growth,0.13360150158405304,0.2680913209915161,0.19353468716144562,0.23588517308235168,0.2801401615142822,0.2870807945728302,0.17924273014068604,0.2912366986274719,0.16761325299739838,0.2931661605834961,0.07547862827777863
",",0.2827242314815521,0.3734780251979828,0.25300899147987366,0.28642043471336365,0.40610817074775696,0.32688429951667786,0.3301127254962921,0.4933079481124878,0.25483980774879456,0.18535472452640533,0.31091248989105225
an,0.22638356685638428,0.2991473078727722,0.15493714809417725,0.21776726841926575,0.2465583086013794,0.22045299410820007,0.22070914506912231,0.4207492768764496,0.12413995712995529,0.056066177785396576,0.19793890416622162
increase,0.16871358454227448,0.2877773344516754,0.167141392827034,0.25475794076919556,0.3285260796546936,0.4398398697376251,0.30482345819473267,0.32049667835235596,0.25843411684036255,0.31120726466178894,0.11119163036346436
in,0.23227278888225555,0.4173259735107422,0.22642600536346436,0.28402701020240784,0.41474202275276184,0.24151334166526794,0.3605569899082184,0.6662389636039734,0.24275542795658112,0.2119923084974289,0.20430970191955566
foreign,0.20443053543567657,0.1623401939868927,0.24496442079544067,0.13644811511039734,0.29732653498649597,0.1342686265707016,0.2537694573402405,0.2946566939353943,0.16504321992397308,0.157272607088089,0.13770383596420288
investment,0.16058290004730225,0.22695529460906982,0.17436350882053375,0.15758942067623138,0.21287743747234344,0.28663116693496704,0.20670849084854126,0.20950904488563538,0.22026050090789795,0.16075606644153595,0.17811161279678345
as,0.3103298544883728,0.351646363735199,0.14492812752723694,0.35132327675819397,0.4070141911506653,0.2580331265926361,0.3506779670715332,0.48381632566452026,0.20821920037269592,0.21352699398994446,0.27043893933296204
well,0.35762685537338257,0.3327649235725403,0.13796460628509521,0.3507068157196045,0.5438802242279053,0.31643036007881165,0.3492421805858612,0.42630070447921753,0.30187028646469116,0.20237945020198822,0.24815571308135986
as,0.3103298544883728,0.351646363735199,0.14492812752723694,0.35132327675819397,0.4070141911506653,0.2580331265926361,0.3506779670715332,0.48381632566452026,0.20821920037269592,0.21352699398994446,0.27043893933296204
funding,0.21238426864147186,0.2379165142774582,0.2335926592350006,0.16612008213996887,0.25897592306137085,0.3636247217655182,0.2983126938343048,0.3006567358970642,0.2216268926858902,0.3060193657875061,0.1842934638261795
from,0.2592364251613617,0.2621968984603882,0.2396499514579773,0.24460692703723907,0.33099696040153503,0.1630084216594696,0.37539660930633545,0.40150508284568787,0.24864399433135986,0.18505899608135223,0.19969791173934937
the,0.30742117762565613,0.4177538752555847,0.23137180507183075,0.3442007005214691,0.4335206151008606,0.269887775182724,0.39856547117233276,1.0,0.2747827172279358,0.2552448511123657,0.22068053483963013
european,0.11949624866247177,0.1917828619480133,0.24148869514465332,0.15262196958065033,0.24996337294578552,0.16299797594547272,0.19887617230415344,0.3423081040382385,0.1610860675573349,0.15036465227603912,0.14560863375663757
union,0.08109608292579651,0.19102120399475098,0.34130436182022095,0.10080770403146744,0.18863573670387268,0.20278343558311462,0.18018433451652527,0.24421639740467072,0.13456259667873383,0.14512313902378082,0.07797172665596008
.,0.32909876108169556,0.4105546176433563,0.26825499534606934,0.30320122838020325,0.3974229395389557,0.27572768926620483,0.37877383828163147,0.5934505462646484,0.2363625168800354,0.1714698225259781,0.4130953550338745
