,what,does,the,immune,system,protect,against,?
agents,0.15588855743408203,0.2230934351682663,0.1752651333808899,0.29071706533432007,0.18596021831035614,0.2688230276107788,0.22472503781318665,0.1518401801586151
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.15102852880954742,0.18439900875091553,0.22548046708106995,0.31168749928474426,0.31091248989105225
known,0.20381177961826324,0.24860821664333344,0.3624623417854309,0.14558014273643494,0.15005269646644592,0.12559087574481964,0.1532188504934311,0.18314571678638458
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.17487213015556335,0.1973835676908493,0.2537829577922821,0.24545185267925262,0.27043893933296204
pathogens,0.24503889679908752,0.2838745415210724,0.23115308582782745,0.5922579765319824,0.29995468258857727,0.2888329327106476,0.1829705536365509,0.21364152431488037
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.15102852880954742,0.18439900875091553,0.22548046708106995,0.31168749928474426,0.31091248989105225
from,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.13325795531272888,0.22092437744140625,0.20659200847148895,0.2447778731584549,0.19969791173934937
viruses,0.22483296692371368,0.2640036344528198,0.22837135195732117,0.5396341681480408,0.27989518642425537,0.2872830331325531,0.2589288055896759,0.2074798345565796
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.2541976273059845,0.26662686467170715,0.3276433050632477,0.310872346162796,0.29463258385658264
parasitic,0.10340037941932678,0.21054869890213013,0.1459645926952362,0.46948108077049255,0.2674216330051422,0.2100568413734436,0.16807980835437775,0.16101112961769104
worms,0.18072600662708282,0.2126913070678711,0.22492028772830963,0.24626891314983368,0.1656019389629364,0.16767805814743042,0.17328785359859467,0.18053190410137177
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.15102852880954742,0.18439900875091553,0.22548046708106995,0.31168749928474426,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.14400269091129303,0.231138214468956,0.283433735370636,0.3292689621448517,0.20544172823429108
distinguish,0.26580512523651123,0.24098840355873108,0.2407100945711136,0.1990751326084137,0.10701602697372437,0.23994913697242737,0.1692047417163849,0.13488887250423431
them,0.4994642734527588,0.35492652654647827,0.4788833558559418,0.27525994181632996,0.2131035327911377,0.37392908334732056,0.31722354888916016,0.35435691475868225
from,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.13325795531272888,0.22092437744140625,0.20659200847148895,0.2447778731584549,0.19969791173934937
the,0.42745697498321533,0.35928019881248474,1.0,0.21364226937294006,0.3233085572719574,0.2559677064418793,0.3090755045413971,0.22068053483963013
organism,0.2626836597919464,0.27498582005500793,0.23149779438972473,0.46061697602272034,0.2959426939487457,0.19459961354732513,0.15629395842552185,0.21088039875030518
's,0.02692362666130066,-0.02895052544772625,-0.01540423184633255,-0.07542949169874191,0.04329425096511841,-0.06260327994823456,-0.0006242102244868875,-0.023395681753754616
own,0.35062843561172485,0.31958556175231934,0.334675133228302,0.23419548571109772,0.21587668359279633,0.29562604427337646,0.20257870852947235,0.1937696635723114
healthy,0.2440870702266693,0.2856636047363281,0.22004328668117523,0.37470611929893494,0.1853858381509781,0.2546366751194,0.15043368935585022,0.15095935761928558
tissue,0.21392318606376648,0.24209968745708466,0.2186083048582077,0.42634010314941406,0.24874138832092285,0.21158653497695923,0.11450862884521484,0.17040768265724182
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.18267881870269775,0.2277725487947464,0.2567919194698334,0.28705209493637085,0.4130953550338745
,what,does,the,immune,system,protect,against,?
the,0.42745697498321533,0.35928019881248474,1.0,0.21364226937294006,0.3233085572719574,0.2559677064418793,0.3090755045413971,0.22068053483963013
immune,0.2410416603088379,0.22944720089435577,0.21364226937294006,1.0,0.3962631821632385,0.261508584022522,0.26737844944000244,0.16080476343631744
system,0.23557309806346893,0.2021704614162445,0.3233085572719574,0.3962631821632385,1.0000001192092896,0.167859748005867,0.1443454623222351,0.15556083619594574
is,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.2092347890138626,0.2282046526670456,0.17850741744041443,0.1754940152168274,0.22961433231830597
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.20466765761375427,0.2589043080806732,0.21272259950637817,0.2227657586336136,0.23916715383529663
system,0.23557309806346893,0.2021704614162445,0.3233085572719574,0.3962631821632385,1.0000001192092896,0.167859748005867,0.1443454623222351,0.15556083619594574
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.16620753705501556,0.25597915053367615,0.19880573451519012,0.2669808566570282,0.1826142966747284
many,0.36131182312965393,0.30303922295570374,0.4335206151008606,0.2700537145137787,0.2631138563156128,0.264941543340683,0.23851439356803894,0.2124512493610382
biological,0.23008453845977783,0.23542602360248566,0.22739484906196594,0.3442824184894562,0.19228780269622803,0.2166498303413391,0.1817202866077423,0.15755151212215424
structures,0.19226044416427612,0.15490315854549408,0.2516176700592041,0.24857841432094574,0.24128641188144684,0.2270972728729248,0.17145054042339325,0.13590580224990845
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.14400269091129303,0.231138214468956,0.283433735370636,0.3292689621448517,0.20544172823429108
processes,0.35821089148521423,0.2932664752006531,0.24400095641613007,0.34372448921203613,0.31692782044410706,0.19854074716567993,0.1379428505897522,0.22719913721084595
within,0.2498195916414261,0.29514265060424805,0.39827480912208557,0.20959614217281342,0.28371384739875793,0.2398807555437088,0.22265325486660004,0.1870293766260147
an,0.2821882665157318,0.29477936029434204,0.4207492768764496,0.20370379090309143,0.17536801099777222,0.18392978608608246,0.17087337374687195,0.19793890416622162
organism,0.2626836597919464,0.27498582005500793,0.23149779438972473,0.46061697602272034,0.2959426939487457,0.19459961354732513,0.15629395842552185,0.21088039875030518
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.30237793922424316,0.3088737428188324,0.324299156665802,0.3318655490875244,0.32716336846351624
protects,0.20048509538173676,0.2753271460533142,0.27843186259269714,0.2820536196231842,0.22980353236198425,0.8266832828521729,0.3941376805305481,0.15145233273506165
against,0.24561616778373718,0.15442250669002533,0.3090755045413971,0.26737844944000244,0.1443454623222351,0.43159037828445435,1.0,0.18095137178897858
disease,0.2391042411327362,0.15054139494895935,0.22720423340797424,0.43316513299942017,0.1642141193151474,0.20360910892486572,0.15188749134540558,0.16159942746162415
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.18267881870269775,0.2277725487947464,0.2567919194698334,0.28705209493637085,0.4130953550338745
