,which,newspaper,'s,parent,company,could,not,evade,tax,by,shifting,its,residence,to,the,netherlands,?
",",0.3658004403114319,0.23561978340148926,-0.0016132977325469255,0.23819732666015625,0.2697763442993164,0.27399855852127075,0.3769696354866028,0.20319467782974243,0.140306293964386,0.3680937886238098,0.1719365119934082,0.33157986402511597,0.2980802059173584,0.44245919585227966,0.4933079481124878,0.2357385754585266,0.31091248989105225
the,0.6521818041801453,0.228145033121109,-0.01540423184633255,0.2354632169008255,0.26591673493385315,0.35393214225769043,0.4310511648654938,0.22844162583351135,0.19507044553756714,0.4408751428127289,0.2618779242038727,0.559237003326416,0.2597247362136841,0.535392165184021,1.0,0.2279868870973587,0.22068053483963013
court,0.19263212382793427,0.14918117225170135,-0.0831713154911995,0.11414682120084763,0.1861070990562439,0.2330874651670456,0.21835780143737793,0.18875300884246826,0.3732827305793762,0.21938012540340424,0.10537327080965042,0.11312483251094818,0.26745447516441345,0.24824365973472595,0.2812081575393677,0.18583109974861145,0.17100423574447632
of,0.5011631846427917,0.1885620355606079,-0.03817026689648628,0.18322299420833588,0.20467796921730042,0.29043012857437134,0.3307090103626251,0.1882907599210739,0.2403477430343628,0.3646814823150635,0.25205114483833313,0.48690423369407654,0.3290681540966034,0.41548454761505127,0.733189046382904,0.24916832149028778,0.1826142966747284
justice,0.16124017536640167,0.16911718249320984,0.013917717151343822,0.09124848246574402,0.11314566433429718,0.16897235810756683,0.12427773326635361,0.15215171873569489,0.2860008776187897,0.13238877058029175,0.13725994527339935,0.1722494661808014,0.1960984766483307,0.19197677075862885,0.23470892012119293,0.10178397595882416,0.19269752502441406
held,0.2626747488975525,0.17196673154830933,0.02657921425998211,0.06396393477916718,0.14776583015918732,0.18525367975234985,0.1698913723230362,0.1562644988298416,0.14040721952915192,0.19236290454864502,0.1633857786655426,0.1918802708387375,0.2659395635128021,0.22177374362945557,0.32185450196266174,0.18282000720500946,0.14103956520557404
in,0.4840516746044159,0.24728119373321533,-0.037580832839012146,0.15339559316635132,0.22141718864440918,0.29357993602752686,0.3403114080429077,0.17063049972057343,0.20513993501663208,0.370934396982193,0.21861879527568817,0.3793783485889435,0.26545578241348267,0.45010748505592346,0.6662389636039734,0.28237903118133545,0.20430970191955566
r,0.14008693397045135,0.016424231231212616,-0.03892487660050392,0.07298889011144638,0.09999753534793854,0.1479639708995819,0.10246633738279343,0.11619988083839417,0.08843696862459183,0.2133994847536087,0.14830514788627625,0.16698773205280304,0.13825030624866486,0.1677994728088379,0.1519533395767212,0.11114273965358734,0.16570481657981873
(,0.2589828372001648,0.15280155837535858,0.0012731997994706035,0.21546928584575653,0.13179703056812286,0.18447557091712952,0.2710699737071991,0.19485235214233398,0.17943812906742096,0.20696312189102173,0.15894530713558197,0.1924784928560257,0.17265012860298157,0.30882009863853455,0.33289089798927307,0.1700333058834076,0.40561532974243164
daily,0.25786128640174866,0.5736806392669678,0.04088127985596657,0.09846194088459015,0.1429247409105301,0.17167697846889496,0.20967385172843933,0.12090624123811722,0.20124641060829163,0.13737787306308746,0.219222292304039,0.18251517415046692,0.1985476315021515,0.21294255554676056,0.2515474557876587,0.08246682584285736,0.1472100466489792
mail,0.24896621704101562,0.3373963534832001,0.06155622377991676,0.1470779925584793,0.23738877475261688,0.1843360960483551,0.11474186182022095,0.2892340421676636,0.2701928913593292,0.1568286269903183,0.15472272038459778,0.08026417344808578,0.15476439893245697,0.23990999162197113,0.2037639319896698,0.12243601679801941,0.16083195805549622
and,0.506277859210968,0.15757136046886444,0.06895173341035843,0.2105613499879837,0.23788511753082275,0.3385082483291626,0.39099299907684326,0.24146373569965363,0.2044418603181839,0.4289871156215668,0.24233338236808777,0.3841775357723236,0.2638855278491974,0.48971283435821533,0.5171257257461548,0.2576504349708557,0.20544172823429108
general,0.19923317432403564,0.146657794713974,-0.0757286474108696,0.11746527999639511,0.18813984096050262,0.22683016955852509,0.19737575948238373,0.19853396713733673,0.16625608503818512,0.2654627859592438,0.08899341523647308,0.17820897698402405,0.14478707313537598,0.24755197763442993,0.28634732961654663,0.1314970701932907,0.1972234547138214
trust,0.22186791896820068,0.12771955132484436,-0.026765592396259308,0.12469705939292908,0.16284862160682678,0.24033810198307037,0.2850046157836914,0.2615039646625519,0.28602325916290283,0.12204435467720032,0.14622071385383606,0.14283284544944763,0.2155282199382782,0.24275372922420502,0.1622215360403061,0.12241695821285248,0.22135582566261292
plc,0.28809940814971924,0.2554634213447571,-0.005646764766424894,0.2521578073501587,0.45937401056289673,0.1567148119211197,0.1050558015704155,0.1902167946100235,0.26152774691581726,0.18696460127830505,0.18656089901924133,0.19666026532649994,0.149796262383461,0.21068741381168365,0.2042294442653656,0.11679735034704208,0.15035967528820038
),0.2758678197860718,0.15979227423667908,0.021107977256178856,0.20726685225963593,0.14284300804138184,0.19699417054653168,0.2718011736869812,0.17794255912303925,0.16470301151275635,0.2151763141155243,0.15416546165943146,0.20629894733428955,0.1811288595199585,0.31236231327056885,0.3456730246543884,0.17630216479301453,0.42300865054130554
v,0.1653934270143509,0.09567797183990479,-0.008823617361485958,0.12812262773513794,0.11989524215459824,0.17897208034992218,0.1493779718875885,0.08724083751440048,0.16784077882766724,0.11988817155361176,0.16178983449935913,0.1524200141429901,0.08512398600578308,0.2109750658273697,0.18580520153045654,0.10517410933971405,0.28677162528038025
hm,0.10810727626085281,0.17128494381904602,0.009128240868449211,0.05944178253412247,0.15141914784908295,0.20397120714187622,0.1944640576839447,0.06709825992584229,0.246720090508461,0.09974949806928635,0.09969884902238846,0.12544362246990204,0.1375628411769867,0.1340089738368988,0.1594170480966568,0.17721866071224213,0.28109925985336304
treasury,0.1644124686717987,0.17005519568920135,-0.0007326584891416132,0.09378894418478012,0.18709217011928558,0.17156490683555603,0.1543276160955429,0.2024744153022766,0.3440859615802765,0.20509396493434906,0.15508215129375458,0.15238703787326813,0.2838177978992462,0.1843002438545227,0.26463213562965393,0.11347296088933945,0.14624512195587158
that,0.6894589066505432,0.20911724865436554,0.04397977516055107,0.3042564392089844,0.22723333537578583,0.5584503412246704,0.6600887179374695,0.3352546691894531,0.26179835200309753,0.37496164441108704,0.30911239981651306,0.416561484336853,0.06727994978427887,0.5436353087425232,0.5473989248275757,0.20257417857646942,0.32716336846351624
member,0.19141918420791626,0.17348921298980713,-0.031640440225601196,0.1760958880186081,0.11740429699420929,0.14289622008800507,0.1560761034488678,0.15436862409114838,0.1301182210445404,0.14692413806915283,0.001860238378867507,0.14811363816261292,0.20355047285556793,0.19456195831298828,0.2806392312049866,0.15986497700214386,0.06826172769069672
states,0.27476921677589417,0.20234903693199158,-0.004298824816942215,0.14826281368732452,0.2438579499721527,0.2124703973531723,0.24589264392852783,0.13167719542980194,0.24977612495422363,0.23827408254146576,0.09226918965578079,0.2691997289657593,0.2622731924057007,0.2828785181045532,0.3463578522205353,0.29100972414016724,0.16272737085819244
could,0.3928161859512329,0.17248791456222534,0.02905246801674366,0.18341799080371857,0.15805432200431824,0.9999998807907104,0.5930190086364746,0.2995205223560333,0.23617878556251526,0.26333630084991455,0.22063671052455902,0.22975394129753113,0.06198565661907196,0.5461788773536682,0.35393214225769043,0.13205333054065704,0.3411986827850342
restrict,0.3331383168697357,0.07310657203197479,-0.007416023872792721,0.1541304886341095,0.12536245584487915,0.34028738737106323,0.38933777809143066,0.3890233039855957,0.2792080044746399,0.1878831833600998,0.25732898712158203,0.2835720181465149,0.11055021733045578,0.3377874493598938,0.24203848838806152,0.17726309597492218,0.2305895984172821
a,0.56894451379776,0.22959311306476593,0.04866964742541313,0.2594400942325592,0.22037413716316223,0.3736826181411743,0.3791346549987793,0.2466314285993576,0.23702840507030487,0.32094135880470276,0.2544945180416107,0.4424409866333008,0.18803076446056366,0.45503583550453186,0.5829201340675354,0.22332750260829926,0.23916715383529663
company,0.25990763306617737,0.25107112526893616,0.003266559913754463,0.2895146310329437,1.0,0.15805432200431824,0.16777940094470978,0.12713350355625153,0.14021524786949158,0.22328482568264008,0.056674689054489136,0.258992999792099,0.21157729625701904,0.24903783202171326,0.26591673493385315,0.21791549026966095,0.12195809185504913
moving,0.32693639397621155,0.141119584441185,0.02821442484855652,0.2124490588903427,0.18503700196743011,0.30687665939331055,0.2471754252910614,0.1936202198266983,0.09726069122552872,0.19884225726127625,0.43298107385635376,0.29408028721809387,0.16467678546905518,0.33396485447883606,0.34510132670402527,0.13681314885616302,0.21667467057704926
its,0.5154205560684204,0.1936749368906021,0.03202139586210251,0.22229386866092682,0.258992999792099,0.22975394129753113,0.29187723994255066,0.14651207625865936,0.08152372390031815,0.24398943781852722,0.22669717669487,1.0,0.20163704454898834,0.3691340684890747,0.559237003326416,0.1279286891222,0.15103481709957123
seat,0.11583907157182693,0.08539588749408722,-0.07323341071605682,0.06373429298400879,0.16711671650409698,0.13344918191432953,0.15842972695827484,0.07147946208715439,0.1705394834280014,0.130841925740242,0.032023120671510696,0.23117636144161224,0.3413928151130676,0.14240662753582,0.24530775845050812,0.0782836526632309,0.06630133837461472
of,0.5011631846427917,0.1885620355606079,-0.03817026689648628,0.18322299420833588,0.20467796921730042,0.29043012857437134,0.3307090103626251,0.1882907599210739,0.2403477430343628,0.3646814823150635,0.25205114483833313,0.48690423369407654,0.3290681540966034,0.41548454761505127,0.733189046382904,0.24916832149028778,0.1826142966747284
business,0.2152334302663803,0.33721593022346497,0.026998259127140045,0.22527280449867249,0.4683041572570801,0.16648444533348083,0.24400891363620758,0.19642473757266998,0.366188645362854,0.20599709451198578,0.1735200136899948,0.18736055493354797,0.2206222414970398,0.28079214692115784,0.2389037162065506,0.08094113320112228,0.1545659303665161
",",0.3658004403114319,0.23561978340148926,-0.0016132977325469255,0.23819732666015625,0.2697763442993164,0.27399855852127075,0.3769696354866028,0.20319467782974243,0.140306293964386,0.3680937886238098,0.1719365119934082,0.33157986402511597,0.2980802059173584,0.44245919585227966,0.4933079481124878,0.2357385754585266,0.31091248989105225
without,0.3639591634273529,0.12050846219062805,-0.0613141804933548,0.22321170568466187,0.20058846473693848,0.35356050729751587,0.49322307109832764,0.27191874384880066,0.1971663236618042,0.3249483108520508,0.2766155004501343,0.23268046975135803,0.06730464100837708,0.37970873713493347,0.3270869255065918,0.1811005026102066,0.2928665280342102
infringing,0.2994530498981476,0.1473839282989502,-0.05839412659406662,0.2384188026189804,0.2590879499912262,0.3138532042503357,0.38732001185417175,0.35930928587913513,0.3468088209629059,0.15356387197971344,0.3005982041358948,0.20434091985225677,0.12411628663539886,0.3179720342159271,0.2512604296207428,0.24530355632305145,0.3376398980617523
tfeu,0.19778072834014893,0.13547153770923615,0.04169958829879761,0.11878262460231781,0.18045642971992493,0.17724888026714325,0.15117043256759644,0.22442938387393951,0.1998201161623001,0.1876697838306427,0.1583244800567627,0.20690672099590302,0.1509394347667694,0.144119530916214,0.23805710673332214,0.25175198912620544,0.2193283885717392
article,0.3171063959598541,0.29642078280448914,-0.02360285259783268,0.23727276921272278,0.21361975371837616,0.3629496991634369,0.427753210067749,0.17161564528942108,0.22073011100292206,0.22247393429279327,0.17696106433868408,0.2887636721134186,0.1492045521736145,0.361922025680542,0.3329811692237854,0.20583176612854004,0.4948462247848511
49,0.2563107907772064,-0.10604219883680344,-0.008606315590441227,0.14772465825080872,0.0052489787340164185,0.12418317794799805,0.20868802070617676,0.1242029070854187,0.010500526987016201,0.03867525979876518,0.10463553667068481,0.23026227951049805,-0.06152595207095146,0.11569584906101227,0.1526768058538437,0.035488951951265335,-0.019234824925661087
.,0.45942068099975586,0.1886528879404068,-0.003708066651597619,0.2628137767314911,0.266353577375412,0.3200591504573822,0.4824007451534271,0.25801149010658264,0.23817123472690582,0.3936232924461365,0.15335264801979065,0.3566088080406189,0.2503892779350281,0.4645031690597534,0.5934505462646484,0.25686022639274597,0.4130953550338745
