,in,the,process,of,vaccination,",",what,is,introduced,in,order,to,develop,a,specific,immunity,?
to,0.45010748505592346,0.535392165184021,0.35462963581085205,0.41548454761505127,0.28497716784477234,0.44245919585227966,0.455847829580307,0.42745086550712585,0.22615164518356323,0.45010748505592346,0.35544881224632263,1.0,0.3375980854034424,0.45503583550453186,0.3962339460849762,0.23462912440299988,0.29463258385658264
introduce,0.18157897889614105,0.22310380637645721,0.29269394278526306,0.2043139487504959,0.24474366009235382,0.20661146938800812,0.2023693174123764,0.14672130346298218,0.7996845841407776,0.18157897889614105,0.20840898156166077,0.3381519317626953,0.3044450283050537,0.25808990001678467,0.3154655694961548,0.05400381237268448,0.22698114812374115
an,0.2605783939361572,0.4207492768764496,0.1907106339931488,0.32280945777893066,0.18902724981307983,0.3581022024154663,0.2821882665157318,0.4654068350791931,0.13903290033340454,0.2605783939361572,0.14927062392234802,0.3138085603713989,0.1762493997812271,0.44552403688430786,0.248777374625206,0.17141196131706238,0.19793890416622162
antigen,0.19772455096244812,0.2583788335323334,0.33125340938568115,0.2816563546657562,0.43752285838127136,0.16538426280021667,0.1935727745294571,0.2092401683330536,0.1348276138305664,0.19772455096244812,0.19928190112113953,0.2139984518289566,0.3059612810611725,0.28274863958358765,0.42905089259147644,0.47179704904556274,0.19160577654838562
from,0.4274188280105591,0.40150508284568787,0.21066352725028992,0.4249346852302551,0.1891382336616516,0.39760664105415344,0.2737620174884796,0.27355384826660156,0.1545238345861435,0.4274188280105591,0.1814235895872116,0.4069952368736267,0.2118956446647644,0.322764128446579,0.2148498147726059,0.12720417976379395,0.19969791173934937
a,0.539380669593811,0.5829201340675354,0.2601566016674042,0.5052502155303955,0.20833338797092438,0.427140474319458,0.3320399522781372,0.658733606338501,0.2573881149291992,0.539380669593811,0.24138490855693817,0.45503583550453186,0.27134326100349426,1.0,0.3531852960586548,0.196896031498909,0.23916715383529663
pathogen,0.1709301620721817,0.21664372086524963,0.3799910843372345,0.22046351432800293,0.5788775086402893,0.16548964381217957,0.2550991475582123,0.1968173384666443,0.12581543624401093,0.1709301620721817,0.2032380998134613,0.25253331661224365,0.3280586302280426,0.22937901318073273,0.36169183254241943,0.43813949823379517,0.1893778294324875
in,1.0,0.6662389636039734,0.19851736724376678,0.5696388483047485,0.19506871700286865,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.2614979147911072,1.0,0.24184700846672058,0.45010748505592346,0.22882415354251862,0.539380669593811,0.26078200340270996,0.16387996077537537,0.20430970191955566
order,0.24184700846672058,0.3284194767475128,0.19441615045070648,0.31287699937820435,0.1619671881198883,0.22478096187114716,0.16634008288383484,0.19403748214244843,0.15918591618537903,0.24184700846672058,1.0000001192092896,0.35544881224632263,0.16542746126651764,0.24138490855693817,0.18988429009914398,0.21019726991653442,0.13725648820400238
to,0.45010748505592346,0.535392165184021,0.35462963581085205,0.41548454761505127,0.28497716784477234,0.44245919585227966,0.455847829580307,0.42745086550712585,0.22615164518356323,0.45010748505592346,0.35544881224632263,1.0,0.3375980854034424,0.45503583550453186,0.3962339460849762,0.23462912440299988,0.29463258385658264
stimulate,0.18962408602237701,0.23603883385658264,0.3172605633735657,0.17742808163166046,0.37089335918426514,0.14899016916751862,0.24311572313308716,0.2129637449979782,0.18381397426128387,0.18962408602237701,0.128855898976326,0.28272363543510437,0.41303494572639465,0.24545858800411224,0.37874835729599,0.2691422700881958,0.11947494000196457
the,0.6662389636039734,1.0,0.264274537563324,0.733189046382904,0.19237637519836426,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.242969810962677,0.6662389636039734,0.3284194767475128,0.535392165184021,0.26276466250419617,0.5829201340675354,0.3501757085323334,0.25992491841316223,0.22068053483963013
immune,0.14682820439338684,0.21364226937294006,0.30276596546173096,0.16620753705501556,0.5160018801689148,0.15102852880954742,0.2410416603088379,0.2092347890138626,0.11954417079687119,0.14682820439338684,0.2435891181230545,0.2541976273059845,0.3141414225101471,0.20466765761375427,0.3464908301830292,0.635888397693634,0.16080476343631744
system,0.21978288888931274,0.3233085572719574,0.31718748807907104,0.25597915053367615,0.2569994032382965,0.18439900875091553,0.23557309806346893,0.2282046526670456,0.20164276659488678,0.21978288888931274,0.21271277964115143,0.26662686467170715,0.2898979187011719,0.2589043080806732,0.29145383834838867,0.31006526947021484,0.15556083619594574
and,0.4954058527946472,0.5171257257461548,0.20204883813858032,0.5116966962814331,0.23831190168857574,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.27894338965415955,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.25684353709220886,0.3739250600337982,0.25608575344085693,0.19186724722385406,0.20544172823429108
develop,0.22882415354251862,0.26276466250419617,0.2739139497280121,0.2259741723537445,0.3565562665462494,0.17652153968811035,0.20962175726890564,0.1934473067522049,0.24352848529815674,0.22882415354251862,0.16542746126651764,0.3375980854034424,1.0,0.27134326100349426,0.3096545338630676,0.23829279839992523,0.15784582495689392
specific,0.26078200340270996,0.3501757085323334,0.34403249621391296,0.2744234502315521,0.31288209557533264,0.24305859208106995,0.37695175409317017,0.27748769521713257,0.213208869099617,0.26078200340270996,0.18988429009914398,0.3962339460849762,0.3096545338630676,0.3531852960586548,1.0000001192092896,0.3155837059020996,0.30923372507095337
immunity,0.16387996077537537,0.25992491841316223,0.2541548013687134,0.17778201401233673,0.466124564409256,0.21605436503887177,0.21864116191864014,0.15477107465267181,0.031739767640829086,0.16387996077537537,0.21019726991653442,0.23462912440299988,0.23829279839992523,0.196896031498909,0.3155837059020996,1.0000001192092896,0.16423189640045166
against,0.27273955941200256,0.3090755045413971,0.1855008900165558,0.2669808566570282,0.30877426266670227,0.31168749928474426,0.24561616778373718,0.1754940152168274,0.14681264758110046,0.27273955941200256,0.13080573081970215,0.310872346162796,0.13756059110164642,0.2227657586336136,0.16676943004131317,0.2690323293209076,0.18095137178897858
that,0.435920387506485,0.5473989248275757,0.3275851607322693,0.41498205065727234,0.3630330562591553,0.4137537479400635,0.6297725439071655,0.3995479643344879,0.2056519091129303,0.435920387506485,0.2761181890964508,0.5436353087425232,0.3281192481517792,0.47537946701049805,0.38467007875442505,0.2581852376461029,0.32716336846351624
particular,0.3090636432170868,0.4066357910633087,0.35254397988319397,0.3490585684776306,0.30543678998947144,0.2547086179256439,0.4548671245574951,0.3500361442565918,0.251180499792099,0.3090636432170868,0.21792642772197723,0.40318208932876587,0.3280617296695709,0.439316987991333,0.6934815645217896,0.27822181582450867,0.2741454839706421
pathogen,0.1709301620721817,0.21664372086524963,0.3799910843372345,0.22046351432800293,0.5788775086402893,0.16548964381217957,0.2550991475582123,0.1968173384666443,0.12581543624401093,0.1709301620721817,0.2032380998134613,0.25253331661224365,0.3280586302280426,0.22937901318073273,0.36169183254241943,0.43813949823379517,0.1893778294324875
without,0.2553589344024658,0.3270869255065918,0.38000375032424927,0.3081340193748474,0.24048341810703278,0.24492648243904114,0.3181614279747009,0.22869740426540375,0.11203605681657791,0.2553589344024658,0.17233917117118835,0.37970873713493347,0.24010036885738373,0.2797018885612488,0.36399713158607483,0.1685020625591278,0.2928665280342102
causing,0.25844457745552063,0.2816545367240906,0.23085682094097137,0.2885251045227051,0.26813140511512756,0.2622236907482147,0.24770919978618622,0.17441625893115997,0.1672491580247879,0.25844457745552063,0.1748916059732437,0.32551613450050354,0.25782695412635803,0.23259559273719788,0.21277515590190887,0.15840274095535278,0.1852436512708664
disease,0.2769028842449188,0.22720423340797424,0.16067101061344147,0.22984620928764343,0.5365942716598511,0.29627472162246704,0.2391042411327362,0.23218606412410736,0.07843104749917984,0.2769028842449188,0.17273268103599548,0.261801153421402,0.24590356647968292,0.18050196766853333,0.2159162312746048,0.2992617189884186,0.16159942746162415
associated,0.23328746855258942,0.2742886245250702,0.22582177817821503,0.3077163100242615,0.21532480418682098,0.27184680104255676,0.15836219489574432,0.2300606518983841,0.18402786552906036,0.23328746855258942,0.1297176629304886,0.2648659348487854,0.27506351470947266,0.22056666016578674,0.3248288631439209,0.16605685651302338,0.1453326791524887
with,0.4080928862094879,0.4223487675189972,0.20102569460868835,0.41827285289764404,0.16756571829319,0.4120737314224243,0.2464839518070221,0.3250955045223236,0.26105520129203796,0.4080928862094879,0.16471563279628754,0.4239959120750427,0.2685096859931946,0.3783375024795532,0.305841326713562,0.18350563943386078,0.2433311939239502
that,0.435920387506485,0.5473989248275757,0.3275851607322693,0.41498205065727234,0.3630330562591553,0.4137537479400635,0.6297725439071655,0.3995479643344879,0.2056519091129303,0.435920387506485,0.2761181890964508,0.5436353087425232,0.3281192481517792,0.47537946701049805,0.38467007875442505,0.2581852376461029,0.32716336846351624
organism,0.20910242199897766,0.23149779438972473,0.39348363876342773,0.23540134727954865,0.45574089884757996,0.15651610493659973,0.2626836597919464,0.22845785319805145,0.18441693484783173,0.20910242199897766,0.15108953416347504,0.26634952425956726,0.31175366044044495,0.24148842692375183,0.3733903169631958,0.33397814631462097,0.21088039875030518
.,0.5591574311256409,0.5934505462646484,0.23766504228115082,0.5352458953857422,0.23276863992214203,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.2799728810787201,0.5591574311256409,0.20712141692638397,0.4645031690597534,0.2532461881637573,0.50484299659729,0.2631765305995941,0.20537415146827698,0.4130953550338745
