,in,what,year,is,the,oldest,pharmacy,said,to,have,been,established,?
novella,0.23905183374881744,0.20696745812892914,0.20586058497428894,0.19713011384010315,0.22541211545467377,0.1087321788072586,0.05257410556077957,0.09626062959432602,0.11256209760904312,0.06613682210445404,0.15868248045444489,0.058705560863018036,0.1674106866121292
in,1.0,0.30808621644973755,0.3359307050704956,0.5394441485404968,0.6662389636039734,0.33251360058784485,0.22082467377185822,0.23461468517780304,0.45010748505592346,0.36843645572662354,0.3515113592147827,0.3118882477283478,0.20430970191955566
florence,0.21297135949134827,0.1746513396501541,0.0963381975889206,0.1600719690322876,0.17304638028144836,0.1180032342672348,0.17052693665027618,0.1664343774318695,0.185014545917511,0.08137495070695877,0.16562612354755402,0.03862331807613373,0.14859086275100708
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.4691906273365021,0.4933079481124878,0.23638197779655457,0.19815339148044586,0.34496036171913147,0.44245919585227966,0.3541618287563324,0.34873589873313904,0.22739723324775696,0.31091248989105225
italy,0.3334544897079468,0.16949890553951263,0.1791803240776062,0.16406619548797607,0.2633645832538605,0.15603119134902954,0.155130073428154,0.07767413556575775,0.19335418939590454,0.14499333500862122,0.20664161443710327,0.120309978723526,0.11567100137472153
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.4691906273365021,0.4933079481124878,0.23638197779655457,0.19815339148044586,0.34496036171913147,0.44245919585227966,0.3541618287563324,0.34873589873313904,0.22739723324775696,0.31091248989105225
which,0.4840516746044159,0.5261979103088379,0.242343008518219,0.4457404911518097,0.6521818041801453,0.19479234516620636,0.18910500407218933,0.27170243859291077,0.5345056653022766,0.49652695655822754,0.36993977427482605,0.26644110679626465,0.25814583897590637
now,0.3619694113731384,0.4903225302696228,0.1497349739074707,0.39589470624923706,0.38266420364379883,0.23533108830451965,0.2329590767621994,0.28965502977371216,0.3925153911113739,0.3471246361732483,0.44026124477386475,0.2452143430709839,0.29641881585121155
houses,0.2622964382171631,0.1434021294116974,0.20287446677684784,0.1995694637298584,0.2692612111568451,0.20207105576992035,0.17162755131721497,0.14360149204730988,0.20746637880802155,0.2342383712530136,0.20515480637550354,0.17585912346839905,0.10120081901550293
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.658733606338501,0.5829201340675354,0.2483421117067337,0.21975059807300568,0.31069710850715637,0.45503583550453186,0.338716596364975,0.3315402865409851,0.23500119149684906,0.23916715383529663
perfume,0.23772737383842468,0.15952298045158386,0.14393329620361328,0.23372898995876312,0.2074599415063858,0.14396727085113525,0.3200179636478424,0.251254677772522,0.18370945751667023,0.19353486597537994,0.18685434758663177,0.11632861942052841,0.2030310481786728
museum,0.2407650351524353,0.1771627515554428,0.1009267270565033,0.18299639225006104,0.24861779808998108,0.22335921227931976,0.19665493071079254,0.1234489381313324,0.1640389859676361,0.11209996789693832,0.16552354395389557,0.22797593474388123,0.14128351211547852
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.4569662809371948,0.5934505462646484,0.2520267069339752,0.23916830122470856,0.33782967925071716,0.4645031690597534,0.41614407300949097,0.33645182847976685,0.23771190643310547,0.4130953550338745
