,what,feature,of,the,amazon,made,people,believe,it,could,n't,have,many,inhabitants,?
amazon,0.16355936229228973,0.22669585049152374,0.20143137872219086,0.260541707277298,1.0000001192092896,0.1305311769247055,0.11506722867488861,0.1792680323123932,0.22231659293174744,0.18253840506076813,0.010117276571691036,0.20372521877288818,0.22591036558151245,0.20427916944026947,0.18144656717777252
rainforest,0.22127854824066162,0.24757593870162964,0.22522282600402832,0.2571161389350891,0.48046615719795227,0.13881124556064606,0.23424182832241058,0.14261747896671295,0.2913419008255005,0.16585701704025269,0.010333478450775146,0.29352760314941406,0.30444011092185974,0.3173336684703827,0.1917492002248764
was,0.22111038863658905,0.2405846118927002,0.4069072902202606,0.48711544275283813,0.14616160094738007,0.3433256447315216,0.2518421411514282,0.20507054030895233,0.4577186405658722,0.39896807074546814,0.06924254447221756,0.2863433063030243,0.260356068611145,0.2085801661014557,0.18412111699581146
only,0.41415658593177795,0.32928863167762756,0.49632513523101807,0.5497692227363586,0.23944227397441864,0.3315940201282501,0.32472479343414307,0.3713480234146118,0.46795082092285156,0.4374507963657379,-0.1485416442155838,0.5199421048164368,0.4670507609844208,0.17842870950698853,0.2767370045185089
ever,0.3486426770687103,0.2412797212600708,0.22901833057403564,0.3474041819572449,0.17961682379245758,0.2265601009130478,0.21313107013702393,0.27026551961898804,0.336772620677948,0.38439881801605225,-0.008975404314696789,0.380266010761261,0.24830207228660583,0.13484542071819305,0.3358461856842041
sparsely,0.32358303666114807,0.20081791281700134,0.30270904302597046,0.36992302536964417,0.26684078574180603,0.16121405363082886,0.32856616377830505,0.23539267480373383,0.41170477867126465,0.3153994679450989,-0.03912583366036415,0.3173855245113373,0.32964733242988586,0.39115723967552185,0.1731250137090683
populated,0.23684456944465637,0.14174452424049377,0.2850462794303894,0.33048298954963684,0.21670560538768768,0.172376349568367,0.3492027223110199,0.18447469174861908,0.3551922142505646,0.1800590306520462,-0.03671705722808838,0.28731292486190796,0.26790016889572144,0.5796582698822021,0.20106194913387299
",",0.3087472915649414,0.22241170704364777,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.32507219910621643,0.36644625663757324,0.2459280639886856,0.48329564929008484,0.27399855852127075,0.11016341298818588,0.3541618287563324,0.40610817074775696,0.2508344054222107,0.31091248989105225
as,0.31749409437179565,0.26915058493614197,0.3886612355709076,0.48381632566452026,0.1877562403678894,0.40740177035331726,0.15704652667045593,0.26277852058410645,0.4461488723754883,0.32771480083465576,-0.08284513652324677,0.37788212299346924,0.4070141911506653,0.18672418594360352,0.27043893933296204
it,0.45803478360176086,0.25966158509254456,0.38761502504348755,0.6251175999641418,0.22231659293174744,0.3944323658943176,0.3940119743347168,0.31943458318710327,0.9999999403953552,0.329755574464798,-0.08058576285839081,0.40974161028862,0.39615920186042786,0.27168354392051697,0.25732165575027466
was,0.22111038863658905,0.2405846118927002,0.4069072902202606,0.48711544275283813,0.14616160094738007,0.3433256447315216,0.2518421411514282,0.20507054030895233,0.4577186405658722,0.39896807074546814,0.06924254447221756,0.2863433063030243,0.260356068611145,0.2085801661014557,0.18412111699581146
impossible,0.38707461953163147,0.1871986836194992,0.2370135635137558,0.22988329827785492,0.12186244875192642,0.31557467579841614,0.22271786630153656,0.304791122674942,0.3073744475841522,0.5037975311279297,-0.11572989076375961,0.26849788427352905,0.2634630501270294,0.13946647942066193,0.2244972586631775
to,0.455847829580307,0.25759002566337585,0.41548454761505127,0.535392165184021,0.17033490538597107,0.3377571105957031,0.37275731563568115,0.34598591923713684,0.513711154460907,0.5461788773536682,-0.14541994035243988,0.4544740617275238,0.40243685245513916,0.17665912210941315,0.29463258385658264
sustain,0.241505429148674,0.19520825147628784,0.18719439208507538,0.20292051136493683,0.17032596468925476,0.07342028617858887,0.2522290349006653,0.28818246722221375,0.16110455989837646,0.28594130277633667,0.035504937171936035,0.33684462308883667,0.19471976161003113,0.18374639749526978,0.21733196079730988
a,0.3320399522781372,0.2832804024219513,0.5052502155303955,0.5829201340675354,0.1865728348493576,0.3180864453315735,0.3483705520629883,0.2732302248477936,0.5452592968940735,0.3736826181411743,0.013574101030826569,0.338716596364975,0.2872205972671509,0.2153775542974472,0.23916715383529663
large,0.2017821967601776,0.23988690972328186,0.3569655418395996,0.3828733265399933,0.16262684762477875,0.19187776744365692,0.26447445154190063,0.20274625718593597,0.2843167781829834,0.30042198300361633,-0.14178858697414398,0.33964231610298157,0.42789679765701294,0.24202704429626465,0.1355665624141693
population,0.2000674307346344,0.10025567561388016,0.3060894012451172,0.32044094800949097,0.19799689948558807,0.10936186462640762,0.3562411963939667,0.14096365869045258,0.30431556701660156,0.15403155982494354,0.015036806464195251,0.19700278341770172,0.2201971709728241,0.6283577680587769,0.14449454843997955
through,0.23167094588279724,0.1844175159931183,0.3647414743900299,0.44071322679519653,0.22234702110290527,0.23296959698200226,0.23612326383590698,0.22945746779441833,0.3374522924423218,0.25505194067955017,-0.09668812900781631,0.2991202771663666,0.28384116291999817,0.13831907510757446,0.16913433372974396
agriculture,0.18790777027606964,0.1005740761756897,0.3250654935836792,0.29133129119873047,0.19684624671936035,0.18685850501060486,0.21586446464061737,0.1567462682723999,0.22874081134796143,0.15318839251995087,0.04311734065413475,0.20197506248950958,0.26518815755844116,0.3188767731189728,0.11401621997356415
given,0.21883496642112732,0.18129609525203705,0.39388060569763184,0.37508252263069153,0.13518671691417694,0.2855883538722992,0.19132208824157715,0.26973941922187805,0.22770175337791443,0.23634858429431915,-0.035293687134981155,0.34415629506111145,0.2596621513366699,0.16977745294570923,0.2570464313030243
the,0.42745697498321533,0.3053930699825287,0.733189046382904,1.0,0.260541707277298,0.3885267674922943,0.36838498711586,0.2972484529018402,0.6251175999641418,0.35393214225769043,-0.11449059844017029,0.40389683842658997,0.4335206151008606,0.2644902467727661,0.22068053483963013
poor,0.2570318877696991,0.14118289947509766,0.23458099365234375,0.21093174815177917,0.15517836809158325,0.1478397250175476,0.27899810671806335,0.20726528763771057,0.20349231362342834,0.3161265254020691,-0.02336549386382103,0.261106014251709,0.31478211283683777,0.14966775476932526,0.12937016785144806
soil,0.19217993319034576,0.16625632345676422,0.24573488533496857,0.28965309262275696,0.20438170433044434,0.1743636131286621,0.21789884567260742,0.14948712289333344,0.24261592328548431,0.2120872288942337,-0.03981294110417366,0.22075669467449188,0.25115227699279785,0.22465506196022034,0.13098852336406708
.,0.3567904531955719,0.25145211815834045,0.5352458953857422,0.5934505462646484,0.262887567281723,0.4032190144062042,0.33118996024131775,0.26988279819488525,0.5593622326850891,0.3200591504573822,0.01884327083826065,0.41614407300949097,0.3974229395389557,0.210379958152771,0.4130953550338745
