,what,format,do,hearst,television,'s,abc,affiliates,transmit,in,?
network,0.16917307674884796,0.25503432750701904,0.12826339900493622,0.2041705697774887,0.4371747076511383,0.07819218933582306,0.4295894205570221,0.437904417514801,0.2836081087589264,0.19496823847293854,0.17853789031505585
's,0.02692362666130066,0.020792445167899132,-0.01994597539305687,0.11525347828865051,0.11021530628204346,0.9999999403953552,0.06670809537172318,0.0659567192196846,-0.02016117051243782,-0.037580832839012146,-0.023395681753754616
programming,0.22725710272789001,0.3030407726764679,0.22436487674713135,0.19599708914756775,0.34514227509498596,0.011488005518913269,0.3165910840034485,0.2390740066766739,0.2374606877565384,0.17145347595214844,0.22249025106430054
in,0.30808621644973755,0.2023913413286209,0.23402775824069977,0.25979939103126526,0.2689782977104187,-0.037580832839012146,0.1697147786617279,0.17909713089466095,0.14338745176792145,1.0,0.20430970191955566
1080i,-0.04150405153632164,0.039610203355550766,0.053664207458496094,0.0860525444149971,0.13130995631217957,0.013420723378658295,0.057130202651023865,-0.027218613773584366,-0.07397661358118057,0.04425577446818352,0.04275854676961899
hd,0.15220552682876587,0.3031497299671173,0.13905467092990875,0.17177298665046692,0.3504669964313507,0.12504087388515472,0.24902278184890747,0.2809024155139923,0.30760326981544495,0.16095560789108276,0.1705414354801178
",",0.3087472915649414,0.21768099069595337,0.3283645510673523,0.2706144154071808,0.27995240688323975,-0.0016132977325469255,0.2097204476594925,0.1943977326154709,0.17895877361297607,0.5201468467712402,0.31091248989105225
while,0.35511791706085205,0.08502513915300369,0.3032379448413849,0.21875715255737305,0.14194349944591522,0.0011869525769725442,0.14978811144828796,0.16603989899158478,0.15589214861392975,0.3399278521537781,0.21076419949531555
11,0.0032819851767271757,-0.12784461677074432,-0.013511378318071365,0.12475347518920898,0.1073625311255455,0.07733099907636642,0.045679375529289246,-0.11278949677944183,0.04724442586302757,0.03469983860850334,-0.04295448586344719
other,0.341873437166214,0.17483550310134888,0.34946969151496887,0.16465213894844055,0.22152510285377502,0.04445967823266983,0.10159935057163239,0.20947124063968658,0.2804505228996277,0.39989137649536133,0.24682199954986572
affiliates,0.13172908127307892,0.2294728010892868,0.170678049325943,0.23117658495903015,0.29212433099746704,0.0659567192196846,0.26733168959617615,1.0000001192092896,0.19841676950454712,0.17909713089466095,0.11092336475849152
owned,0.12432919442653656,0.12264785170555115,0.1401011347770691,0.28946253657341003,0.20238907635211945,0.051142726093530655,0.2405787706375122,0.3446543216705322,0.10653049498796463,0.22438469529151917,0.1288648396730423
by,0.2455483376979828,0.1646207869052887,0.1481526494026184,0.21315060555934906,0.23368048667907715,-0.010884488001465797,0.17600902915000916,0.11500819772481918,0.1929088830947876,0.370934396982193,0.17966607213020325
various,0.26045072078704834,0.13800929486751556,0.22750963270664215,0.19487451016902924,0.23264408111572266,0.0089445561170578,0.12460041046142578,0.19171391427516937,0.2270129919052124,0.266343355178833,0.12823495268821716
companies,0.20801754295825958,0.1960725039243698,0.20634090900421143,0.3149814009666443,0.2813573479652405,0.09301820397377014,0.11513935029506683,0.3251097798347473,0.16401542723178864,0.2321794629096985,0.14365637302398682
carry,0.22239743173122406,0.03276008367538452,0.3395760953426361,0.06931571662425995,0.16886550188064575,0.016908660531044006,0.14462321996688843,0.1307568997144699,0.3629807233810425,0.19860897958278656,0.17171701788902283
the,0.42745697498321533,0.21678368747234344,0.30239659547805786,0.28846439719200134,0.24569597840309143,-0.01540423184633255,0.2068762183189392,0.1912562996149063,0.2503734529018402,0.6662389636039734,0.22068053483963013
network,0.16917307674884796,0.25503432750701904,0.12826339900493622,0.2041705697774887,0.4371747076511383,0.07819218933582306,0.4295894205570221,0.437904417514801,0.2836081087589264,0.19496823847293854,0.17853789031505585
feed,0.24202558398246765,0.23739777505397797,0.3430865406990051,0.13260959088802338,0.1957387626171112,0.07618222385644913,0.209929421544075,0.24159875512123108,0.29043713212013245,0.17841142416000366,0.19348634779453278
in,0.30808621644973755,0.2023913413286209,0.23402775824069977,0.25979939103126526,0.2689782977104187,-0.037580832839012146,0.1697147786617279,0.17909713089466095,0.14338745176792145,1.0,0.20430970191955566
480i,0.26583459973335266,0.24759197235107422,0.24361737072467804,0.14872704446315765,0.09948205947875977,-0.0004509086429607123,0.1115657389163971,0.09371994435787201,0.30627137422561646,0.16859975457191467,0.24774454534053802
standard,0.22809998691082,0.30020609498023987,0.2086983174085617,0.13596473634243011,0.17441266775131226,-0.011532524600625038,0.15094728767871857,0.1491154134273529,0.18847939372062683,0.24721406400203705,0.17029257118701935
definition,0.330344021320343,0.2965310513973236,0.24701179563999176,0.1265195906162262,0.169790580868721,-0.07552970945835114,0.15801237523555756,0.1521344631910324,0.2940523624420166,0.20306213200092316,0.2796523869037628
either,0.3851809501647949,0.25464218854904175,0.3592597544193268,0.09849332273006439,0.1388142704963684,0.040026478469371796,0.13232512772083282,0.20081108808517456,0.24059872329235077,0.2748357057571411,0.31498292088508606
due,0.15204688906669617,0.12085364013910294,0.15443827211856842,0.10468441247940063,0.1350972056388855,0.03925589844584465,0.13995635509490967,0.17635716497898102,0.16799837350845337,0.2516716718673706,0.10954997688531876
to,0.455847829580307,0.20165184140205383,0.38876664638519287,0.25188198685646057,0.1933557242155075,0.03782717138528824,0.1762417107820511,0.19779101014137268,0.22685226798057556,0.45010748505592346,0.29463258385658264
technical,0.2745521366596222,0.1884278953075409,0.20989443361759186,0.16863581538200378,0.1339626908302307,0.08134578913450241,0.029799440875649452,0.18817581236362457,0.12800511717796326,0.2375176101922989,0.1962660700082779
considerations,0.33581599593162537,0.2002648264169693,0.26660817861557007,0.16960428655147552,0.22469791769981384,0.012176904827356339,0.16699646413326263,0.29075807332992554,0.1633511632680893,0.21577352285385132,0.32653504610061646
for,0.3017193675041199,0.3087678551673889,0.29510271549224854,0.23379063606262207,0.27045196294784546,-0.07241261005401611,0.22510288655757904,0.21022890508174896,0.20460611581802368,0.4322226941585541,0.264628142118454
affiliates,0.13172908127307892,0.2294728010892868,0.170678049325943,0.23117658495903015,0.29212433099746704,0.0659567192196846,0.26733168959617615,1.0000001192092896,0.19841676950454712,0.17909713089466095,0.11092336475849152
of,0.33290785551071167,0.1439143568277359,0.26150479912757874,0.27715030312538147,0.21995750069618225,-0.03817026689648628,0.14607268571853638,0.1803562045097351,0.20769038796424866,0.5696388483047485,0.1826142966747284
other,0.341873437166214,0.17483550310134888,0.34946969151496887,0.16465213894844055,0.22152510285377502,0.04445967823266983,0.10159935057163239,0.20947124063968658,0.2804505228996277,0.39989137649536133,0.24682199954986572
major,0.21026742458343506,0.15125030279159546,0.19035987555980682,0.15903405845165253,0.16757544875144958,-0.010959804058074951,0.1743539571762085,0.23553700745105743,0.1254590004682541,0.3249945342540741,0.19788557291030884
networks,0.18279550969600677,0.2588496208190918,0.16823774576187134,0.19171567261219025,0.4588569104671478,0.11665306240320206,0.350273072719574,0.443782776594162,0.36495429277420044,0.17525765299797058,0.17815114557743073
that,0.6297725439071655,0.22385092079639435,0.44533252716064453,0.2811259329319,0.21588699519634247,0.04397977516055107,0.17440107464790344,0.1412908136844635,0.2785284221172333,0.435920387506485,0.32716336846351624
carry,0.22239743173122406,0.03276008367538452,0.3395760953426361,0.06931571662425995,0.16886550188064575,0.016908660531044006,0.14462321996688843,0.1307568997144699,0.3629807233810425,0.19860897958278656,0.17171701788902283
abc,0.1317344456911087,0.2297828495502472,0.21537387371063232,0.2835512161254883,0.46871840953826904,0.06670809537172318,1.0000001192092896,0.26733168959617615,0.1837865710258484,0.1697147786617279,0.19065172970294952
programming,0.22725710272789001,0.3030407726764679,0.22436487674713135,0.19599708914756775,0.34514227509498596,0.011488005518913269,0.3165910840034485,0.2390740066766739,0.2374606877565384,0.17145347595214844,0.22249025106430054
on,0.34226128458976746,0.1974322646856308,0.3025321364402771,0.1852424442768097,0.2825660705566406,0.0026888418942689896,0.2862928807735443,0.235525980591774,0.16525958478450775,0.46853652596473694,0.2714994251728058
a,0.3320399522781372,0.23724766075611115,0.26237669587135315,0.2580018639564514,0.22552843391895294,0.04866964742541313,0.21331243216991425,0.12964963912963867,0.23485954105854034,0.539380669593811,0.23916715383529663
digital,0.1757969856262207,0.3783420920372009,0.13653230667114258,0.27535349130630493,0.327540785074234,0.14468993246555328,0.2166869193315506,0.23681709170341492,0.38783764839172363,0.1500016450881958,0.12982943654060364
subchannel,0.296663761138916,0.25632011890411377,0.2036242038011551,0.2358686327934265,0.47830283641815186,0.1063535064458847,0.410636305809021,0.38557785749435425,0.38299915194511414,0.25593438744544983,0.2216910868883133
or,0.33867141604423523,0.26218271255493164,0.39439281821250916,0.12788191437721252,0.15854187309741974,0.06871571391820908,0.10767780989408493,0.13946697115898132,0.3220355212688446,0.3586423695087433,0.32389625906944275
because,0.46729007363319397,0.1902979165315628,0.39530807733535767,0.22717764973640442,0.17479698359966278,0.05210670828819275,0.13412843644618988,0.1538560688495636,0.24055540561676025,0.37423941493034363,0.2528740465641022
a,0.3320399522781372,0.23724766075611115,0.26237669587135315,0.2580018639564514,0.22552843391895294,0.04866964742541313,0.21331243216991425,0.12964963912963867,0.23485954105854034,0.539380669593811,0.23916715383529663
primary,0.2113915979862213,0.18038210272789001,0.21139554679393768,0.15344122052192688,0.13302673399448395,-0.06354844570159912,0.045933280140161514,0.18657241761684418,0.15419450402259827,0.21150650084018707,0.16286636888980865
feed,0.24202558398246765,0.23739777505397797,0.3430865406990051,0.13260959088802338,0.1957387626171112,0.07618222385644913,0.209929421544075,0.24159875512123108,0.29043713212013245,0.17841142416000366,0.19348634779453278
abc,0.1317344456911087,0.2297828495502472,0.21537387371063232,0.2835512161254883,0.46871840953826904,0.06670809537172318,1.0000001192092896,0.26733168959617615,0.1837865710258484,0.1697147786617279,0.19065172970294952
affiliate,0.16121849417686462,0.21064940094947815,0.21273410320281982,0.2510946989059448,0.285784512758255,0.06567194312810898,0.2614424228668213,0.9436173439025879,0.163445383310318,0.2081480771303177,0.10958297550678253
has,0.20338068902492523,0.16829954087734222,0.22084827721118927,0.21139593422412872,0.19236408174037933,-0.040683966130018234,0.23067910969257355,0.11928924173116684,0.17426057159900665,0.4173259735107422,0.15994466841220856
not,0.5449194312095642,0.2730765640735626,0.6619802713394165,0.20744946599006653,0.21085818111896515,0.002583299996331334,0.15984800457954407,0.18058036267757416,0.2382020801305771,0.3403114080429077,0.41942933201789856
yet,0.44080492854118347,0.2248363196849823,0.35105565190315247,0.12366112321615219,0.17536386847496033,-0.060681819915771484,0.1261790543794632,0.13531091809272766,0.18724258244037628,0.2714422047138214,0.4011770784854889
upgraded,0.14428594708442688,0.16934345662593842,0.16784271597862244,0.10294684767723083,0.09946799278259277,0.028759021311998367,0.17365731298923492,0.1554773896932602,0.15176668763160706,0.1683087795972824,0.15831376612186432
their,0.35142919421195984,0.11527148634195328,0.35424983501434326,0.19931665062904358,0.1628105640411377,-0.005530759692192078,0.17463743686676025,0.2329007089138031,0.21635541319847107,0.34976133704185486,0.1898253709077835
transmission,0.21502315998077393,0.257444828748703,0.14138230681419373,0.1424197554588318,0.2938098907470703,-0.0009785809088498354,0.19165827333927155,0.2443634271621704,0.800100564956665,0.16582068800926208,0.16372337937355042
equipment,0.21531300246715546,0.22009658813476562,0.2190978080034256,0.22166980803012848,0.24269863963127136,0.10073943436145782,0.13784067332744598,0.16774365305900574,0.32069867849349976,0.1740107387304306,0.0920877456665039
to,0.455847829580307,0.20165184140205383,0.38876664638519287,0.25188198685646057,0.1933557242155075,0.03782717138528824,0.1762417107820511,0.19779101014137268,0.22685226798057556,0.45010748505592346,0.29463258385658264
allow,0.2883041203022003,0.22566598653793335,0.4335261583328247,0.03770670294761658,0.2085903137922287,0.02137329988181591,0.14492779970169067,0.24784690141677856,0.2940575182437897,0.21222905814647675,0.2042745053768158
content,0.3614070415496826,0.3842999041080475,0.2601398825645447,0.1870134025812149,0.2162645161151886,0.05933520570397377,0.18555805087089539,0.20752964913845062,0.20165163278579712,0.1518891453742981,0.37093979120254517
to,0.455847829580307,0.20165184140205383,0.38876664638519287,0.25188198685646057,0.1933557242155075,0.03782717138528824,0.1762417107820511,0.19779101014137268,0.22685226798057556,0.45010748505592346,0.29463258385658264
be,0.3929833769798279,0.2879103720188141,0.36575672030448914,0.1905697137117386,0.21234801411628723,0.025217169895768166,0.14780379831790924,0.141836017370224,0.26311272382736206,0.3481820821762085,0.3324260413646698
presented,0.23381416499614716,0.28126639127731323,0.13031689822673798,0.3059340715408325,0.3992399573326111,0.016211573034524918,0.2885449528694153,0.19673967361450195,0.18147018551826477,0.3047972023487091,0.17025142908096313
in,0.30808621644973755,0.2023913413286209,0.23402775824069977,0.25979939103126526,0.2689782977104187,-0.037580832839012146,0.1697147786617279,0.17909713089466095,0.14338745176792145,1.0,0.20430970191955566
hd,0.15220552682876587,0.3031497299671173,0.13905467092990875,0.17177298665046692,0.3504669964313507,0.12504087388515472,0.24902278184890747,0.2809024155139923,0.30760326981544495,0.16095560789108276,0.1705414354801178
.,0.3567904531955719,0.26485368609428406,0.3613996207714081,0.2500085234642029,0.2806251645088196,-0.003708066651597619,0.2567209303379059,0.17940016090869904,0.20934782922267914,0.5591574311256409,0.4130953550338745
