,who,outbid,general,electric,to,provide,light,to,the,world,'s,columbian,exposition,?
with,0.3282766342163086,0.300513356924057,0.1510423719882965,0.17031213641166687,0.4239959120750427,0.3074512183666229,0.20245222747325897,0.4239959120750427,0.4223487675189972,0.2832821011543274,-0.04624466598033905,0.1693716049194336,0.15394657850265503,0.2433311939239502
alternating,0.0991673618555069,0.1997760385274887,0.12400854378938675,0.4392686188220978,0.23102223873138428,0.3337802290916443,0.25565940141677856,0.23102223873138428,0.34576064348220825,0.1011299267411232,-0.036665238440036774,0.16396662592887878,0.20281866192817688,0.13878576457500458
current,0.18425484001636505,0.16923683881759644,0.2504696547985077,0.3218620717525482,0.30630946159362793,0.2043452113866806,0.19853812456130981,0.30630946159362793,0.3314409554004669,0.1596897542476654,0.004145179875195026,0.11506688594818115,0.1083880066871643,0.12074550241231918
",",0.3365725874900818,0.2609694004058838,0.3022127151489258,0.22981849312782288,0.44245919585227966,0.20966707170009613,0.22209852933883667,0.44245919585227966,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.21429216861724854,0.22023259103298187,0.31091248989105225
beating,0.21439829468727112,0.2290450781583786,0.11778444796800613,0.16385257244110107,0.21743664145469666,0.06588824093341827,0.11490453779697418,0.21743664145469666,0.2606811225414276,0.26859578490257263,-0.03676452115178108,0.07287748157978058,0.14610621333122253,0.19785179197788239
out,0.3129808306694031,0.36073538661003113,0.11491996049880981,0.1304640918970108,0.42386990785598755,0.22413651645183563,0.22921791672706604,0.42386990785598755,0.39404502511024475,0.2319137006998062,0.0021837172098457813,0.18921954929828644,0.11496812850236893,0.22020699083805084
a,0.36608949303627014,0.2823129892349243,0.2157215178012848,0.24061402678489685,0.45503583550453186,0.26036545634269714,0.2622554302215576,0.45503583550453186,0.5829201340675354,0.22239887714385986,0.04866964742541313,0.22971294820308685,0.23940640687942505,0.23916715383529663
general,0.2461782991886139,0.16764406859874725,1.0000001192092896,0.15995287895202637,0.24755197763442993,0.19473668932914734,0.11016318947076797,0.24755197763442993,0.28634732961654663,0.1344487965106964,-0.0757286474108696,0.1222827285528183,0.12622110545635223,0.1972234547138214
electric,0.19416284561157227,0.20201388001441956,0.15995287895202637,1.0000001192092896,0.2115597426891327,0.22750498354434967,0.35745757818222046,0.2115597426891327,0.21345196664333344,0.1332201212644577,-0.0115516884252429,0.13705146312713623,0.15120090544223785,0.15674720704555511
bid,0.15758778154850006,0.4641011655330658,0.09584055840969086,0.09107008576393127,0.2567334473133087,0.09918642044067383,0.04725375398993492,0.2567334473133087,0.19956929981708527,0.10348217189311981,-0.0002808889257721603,0.11606516689062119,0.19962206482887268,0.19390296936035156
by,0.39727845788002014,0.3033330738544464,0.2654627859592438,0.19581176340579987,0.33534231781959534,0.2001653015613556,0.16924326121807098,0.33534231781959534,0.4408751428127289,0.22306372225284576,-0.010884488001465797,0.2060219794511795,0.2346900999546051,0.17966607213020325
one,0.40083858370780945,0.30708280205726624,0.18572571873664856,0.22152496874332428,0.4025384783744812,0.3011925518512726,0.33603912591934204,0.4025384783744812,0.5514441132545471,0.36872437596321106,0.06913424283266068,0.25279900431632996,0.17995379865169525,0.2673267424106598
million,0.20240086317062378,0.33731743693351746,0.05527693033218384,0.09289593249559402,0.22033339738845825,0.14623969793319702,0.18709060549736023,0.22033339738845825,0.277012437582016,0.2656927704811096,0.05079329386353493,0.25686758756637573,0.18452520668506622,0.23092924058437347
dollars,0.19757218658924103,0.32413044571876526,0.08317235112190247,0.14617709815502167,0.23776228725910187,0.16543498635292053,0.17921380698680878,0.23776228725910187,0.2665082812309265,0.21877437829971313,0.12366975843906403,0.21709014475345612,0.17465318739414215,0.21298730373382568
.,0.3541337847709656,0.3004146218299866,0.2929490804672241,0.23612159490585327,0.4645031690597534,0.23842981457710266,0.2497042715549469,0.4645031690597534,0.5934505462646484,0.3177160322666168,-0.003708066651597619,0.1524500846862793,0.24119582772254944,0.4130953550338745
