,what,was,the,purpose,of,the,turks,in,luther,'s,mind,?
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21281862258911133,0.4946078956127167,0.4933079481124878,0.23273320496082306,0.5201468467712402,0.23255878686904907,-0.0016132977325469255,0.31329867243766785,0.31091248989105225
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.3096271753311157,0.3886612355709076,0.48381632566452026,0.15202166140079498,0.3887844979763031,0.20242992043495178,-0.05775856226682663,0.23618297278881073,0.27043893933296204
agents,0.15588855743408203,0.1834062784910202,0.1752651333808899,0.17785772681236267,0.15931576490402222,0.1752651333808899,0.20710274577140808,0.20007102191448212,0.12370306998491287,-0.00594136118888855,0.12202556431293488,0.1518401801586151
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.23855330049991608,1.0,0.733189046382904,0.235667884349823,0.5696388483047485,0.1719115972518921,-0.03817026689648628,0.17234256863594055,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3061215281486511,0.733189046382904,1.0,0.25820091366767883,0.6662389636039734,0.1759674996137619,-0.01540423184633255,0.16300682723522186,0.22068053483963013
biblical,0.28585752844810486,0.19986242055892944,0.20867225527763367,0.20641016960144043,0.2500237822532654,0.20867225527763367,0.1967051774263382,0.13338269293308258,0.31112417578697205,0.0188311580568552,0.14328864216804504,0.1909967064857483
apocalypse,0.19671958684921265,0.20574891567230225,0.3059094250202179,0.12170196324586868,0.24439729750156403,0.3059094250202179,0.17080312967300415,0.21310827136039734,0.29442736506462097,0.05153233930468559,0.26935258507728577,0.21990230679512024
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.3622583746910095,0.41498205065727234,0.5473989248275757,0.17650504410266876,0.435920387506485,0.21746599674224854,0.04397977516055107,0.437778502702713,0.32716336846351624
would,0.45766422152519226,0.41663143038749695,0.4133751392364502,0.35864824056625366,0.3353942930698395,0.4133751392364502,0.14677590131759644,0.30461156368255615,0.14161886274814606,0.036968596279621124,0.28152748942375183,0.37178951501846313
destroy,0.24247540533542633,0.17914701998233795,0.29802682995796204,0.32218360900878906,0.24830657243728638,0.29802682995796204,0.2160390168428421,0.2346177101135254,0.16106201708316803,0.045635391026735306,0.20157134532928467,0.1295877993106842
the,0.42745697498321533,0.48711544275283813,1.0,0.3061215281486511,0.733189046382904,1.0,0.25820091366767883,0.6662389636039734,0.1759674996137619,-0.01540423184633255,0.16300682723522186,0.22068053483963013
antichrist,0.2440682202577591,0.2993883788585663,0.27070361375808716,0.2110254019498825,0.277087926864624,0.27070361375808716,0.18584424257278442,0.20481130480766296,0.3074256479740143,-0.0010226876474916935,0.22902430593967438,0.19611422717571259
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21281862258911133,0.4946078956127167,0.4933079481124878,0.23273320496082306,0.5201468467712402,0.23255878686904907,-0.0016132977325469255,0.31329867243766785,0.31091248989105225
whom,0.27163395285606384,0.2438793033361435,0.23752936720848083,0.18893328309059143,0.2070929855108261,0.23752936720848083,0.22936151921749115,0.20012985169887543,0.11776672303676605,0.006846526637673378,0.1255284547805786,0.222135990858078
luther,0.2134782373905182,0.19185513257980347,0.1759674996137619,0.11314626783132553,0.1719115972518921,0.1759674996137619,0.17542731761932373,0.20523880422115326,1.0,-0.009990512393414974,0.16319639980793,0.1732746809720993
believed,0.32626157999038696,0.3758357763290405,0.324635773897171,0.17702223360538483,0.2945859134197235,0.324635773897171,0.1220751628279686,0.2605416774749756,0.19700083136558533,0.059631526470184326,0.2500956952571869,0.17606885731220245
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.38124558329582214,0.41548454761505127,0.535392165184021,0.1928449124097824,0.45010748505592346,0.18029534816741943,0.03782717138528824,0.21568894386291504,0.29463258385658264
be,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.32208773493766785,0.33904364705085754,0.4248143136501312,0.13832855224609375,0.3481820821762085,0.15299063920974731,0.025217169895768166,0.33510103821754456,0.3324260413646698
the,0.42745697498321533,0.48711544275283813,1.0,0.3061215281486511,0.733189046382904,1.0,0.25820091366767883,0.6662389636039734,0.1759674996137619,-0.01540423184633255,0.16300682723522186,0.22068053483963013
papacy,0.13845030963420868,0.2179301381111145,0.2202257215976715,0.16628484427928925,0.22376632690429688,0.2202257215976715,0.36237069964408875,0.19163338840007782,0.2991804778575897,-0.03240642696619034,0.17513881623744965,0.18605810403823853
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21281862258911133,0.4946078956127167,0.4933079481124878,0.23273320496082306,0.5201468467712402,0.23255878686904907,-0.0016132977325469255,0.31329867243766785,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2336888313293457,0.5116966962814331,0.5171257257461548,0.26278018951416016,0.4954058527946472,0.20796556770801544,0.06895173341035843,0.22276490926742554,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.3061215281486511,0.733189046382904,1.0,0.25820091366767883,0.6662389636039734,0.1759674996137619,-0.01540423184633255,0.16300682723522186,0.22068053483963013
roman,0.17852471768856049,0.23496849834918976,0.2862859070301056,0.1303737312555313,0.31028008460998535,0.2862859070301056,0.2969825267791748,0.24986636638641357,0.19715401530265808,0.11189179122447968,0.12311093509197235,0.1663191318511963
church,0.1944202184677124,0.24960921704769135,0.23846197128295898,0.15238554775714874,0.3079429268836975,0.23846197128295898,0.20172478258609772,0.2493300437927246,0.379041463136673,0.023664841428399086,0.10523512214422226,0.18081501126289368
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.22145536541938782,0.5352458953857422,0.5934505462646484,0.2705569565296173,0.5591574311256409,0.24907569587230682,-0.003708066651597619,0.2162405252456665,0.4130953550338745
