,what,are,the,phagocytes,that,are,located,in,tissues,in,contact,with,the,external,environment,called,?
;,0.10986888408660889,0.15315808355808258,0.09152708947658539,0.025436777621507645,0.0633435994386673,0.15315808355808258,0.03696584329009056,0.092739537358284,0.024967364966869354,0.092739537358284,0.0022548362612724304,0.12944702804088593,0.09152708947658539,0.02976120449602604,0.0012796836672350764,0.02254311740398407,0.10349778085947037
therefore,0.4125064015388489,0.4124811887741089,0.4141571819782257,0.2712850272655487,0.5717706680297852,0.4124811887741089,0.19445621967315674,0.2696720361709595,0.2925443649291992,0.2696720361709595,0.31072571873664856,0.3294515013694763,0.4141571819782257,0.2829325497150421,0.29100537300109863,0.3096974492073059,0.3325358033180237
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.20911818742752075,0.4137537479400635,0.4062570035457611,0.2678719460964203,0.5201468467712402,0.16667009890079498,0.5201468467712402,0.21221180260181427,0.4120737314224243,0.4933079481124878,0.16491012275218964,0.2742449939250946,0.26549121737480164,0.31091248989105225
they,0.4431931674480438,0.610666811466217,0.49925389885902405,0.38064372539520264,0.5710820555686951,0.610666811466217,0.19817660748958588,0.4330179989337921,0.3264843821525574,0.4330179989337921,0.2887929081916809,0.42091572284698486,0.49925389885902405,0.23499956727027893,0.2558400332927704,0.45046308636665344,0.2753053903579712
are,0.29724663496017456,1.0,0.40399202704429626,0.3706930875778198,0.45265161991119385,1.0,0.24096766114234924,0.3841303884983063,0.2978569567203522,0.3841303884983063,0.23957745730876923,0.38996943831443787,0.40399202704429626,0.25311222672462463,0.3009084165096283,0.3676711618900299,0.24591213464736938
located,0.2034616470336914,0.24096766114234924,0.407527357339859,0.10491473227739334,0.1796129047870636,0.24096766114234924,1.0,0.35149815678596497,0.1372600942850113,0.35149815678596497,0.18992410600185394,0.12990716099739075,0.407527357339859,0.17855438590049744,0.1817549765110016,0.3240712881088257,0.08983194828033447
mainly,0.29325804114341736,0.40445566177368164,0.3790479004383087,0.2926107943058014,0.34029021859169006,0.40445566177368164,0.20335568487644196,0.353954017162323,0.25460562109947205,0.353954017162323,0.19850711524486542,0.27928823232650757,0.3790479004383087,0.23226352035999298,0.21321144700050354,0.3295206129550934,0.07608037441968918
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.1853681057691574,0.435920387506485,0.3841303884983063,0.35149815678596497,1.0,0.18891920149326324,1.0,0.163491353392601,0.4080928862094879,0.6662389636039734,0.1451910436153412,0.2854640781879425,0.40847352147102356,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,1.0,0.18778933584690094,0.5473989248275757,0.40399202704429626,0.407527357339859,0.6662389636039734,0.25059279799461365,0.6662389636039734,0.2564430236816406,0.4223487675189972,1.0,0.22874414920806885,0.25819888710975647,0.489897221326828,0.22068053483963013
skin,0.22670333087444305,0.24184688925743103,0.2213820368051529,0.41180893778800964,0.25139883160591125,0.24184688925743103,0.08008591085672379,0.19003425538539886,0.5013381242752075,0.19003425538539886,0.27055051922798157,0.22355467081069946,0.2213820368051529,0.2823444902896881,0.31836825609207153,0.19147074222564697,0.21488560736179352
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.20911818742752075,0.4137537479400635,0.4062570035457611,0.2678719460964203,0.5201468467712402,0.16667009890079498,0.5201468467712402,0.21221180260181427,0.4120737314224243,0.4933079481124878,0.16491012275218964,0.2742449939250946,0.26549121737480164,0.31091248989105225
nose,0.1901126503944397,0.2135927379131317,0.21360234916210175,0.27829673886299133,0.28460437059402466,0.2135927379131317,0.07388990372419357,0.13767710328102112,0.377896249294281,0.13767710328102112,0.26726728677749634,0.22824610769748688,0.21360234916210175,0.2379523515701294,0.13973075151443481,0.23138169944286346,0.17806115746498108
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.20911818742752075,0.4137537479400635,0.4062570035457611,0.2678719460964203,0.5201468467712402,0.16667009890079498,0.5201468467712402,0.21221180260181427,0.4120737314224243,0.4933079481124878,0.16491012275218964,0.2742449939250946,0.26549121737480164,0.31091248989105225
lungs,0.2058555632829666,0.28081730008125305,0.26414886116981506,0.4628795385360718,0.3049774169921875,0.28081730008125305,0.08963669836521149,0.18644560873508453,0.5452720522880554,0.18644560873508453,0.2637840807437897,0.24817001819610596,0.26414886116981506,0.26665523648262024,0.25000324845314026,0.2584877610206604,0.19047874212265015
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.20911818742752075,0.4137537479400635,0.4062570035457611,0.2678719460964203,0.5201468467712402,0.16667009890079498,0.5201468467712402,0.21221180260181427,0.4120737314224243,0.4933079481124878,0.16491012275218964,0.2742449939250946,0.26549121737480164,0.31091248989105225
stomach,0.15104956924915314,0.17170654237270355,0.23040339350700378,0.39175310730934143,0.2411077320575714,0.17170654237270355,0.10155488550662994,0.26206666231155396,0.41827788949012756,0.26206666231155396,0.19896139204502106,0.2167510986328125,0.23040339350700378,0.18000443279743195,0.16669653356075287,0.11100885272026062,0.17851494252681732
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.20911818742752075,0.4137537479400635,0.4062570035457611,0.2678719460964203,0.5201468467712402,0.16667009890079498,0.5201468467712402,0.21221180260181427,0.4120737314224243,0.4933079481124878,0.16491012275218964,0.2742449939250946,0.26549121737480164,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.23138023912906647,0.4731321930885315,0.48576638102531433,0.24183952808380127,0.4954058527946472,0.29384592175483704,0.4954058527946472,0.28227463364601135,0.5477725267410278,0.5171257257461548,0.23221412301063538,0.2753470242023468,0.3251761794090271,0.20544172823429108
intestines,0.27279767394065857,0.3460484743118286,0.2953839600086212,0.6082988977432251,0.33056262135505676,0.3460484743118286,0.15469983220100403,0.2642527222633362,0.6028095483779907,0.2642527222633362,0.304062157869339,0.24441108107566833,0.2953839600086212,0.2774345576763153,0.2514413297176361,0.3198010325431824,0.24108238518238068
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.215576171875,0.4460422694683075,0.3452940285205841,0.28226932883262634,0.5591574311256409,0.212555930018425,0.5591574311256409,0.27040913701057434,0.4446153938770294,0.5934505462646484,0.18765710294246674,0.31864476203918457,0.300344854593277,0.4130953550338745
