,which,central,european,country,had,a,calvinist,ruler,?
elector,0.18961404263973236,0.14047834277153015,0.1458437740802765,0.18312111496925354,0.26093822717666626,0.2362654209136963,0.33766505122184753,0.3067692518234253,0.18877160549163818
frederick,0.14918957650661469,0.12787456810474396,0.13475507497787476,0.1260516345500946,0.2358761578798294,0.21006399393081665,0.36860427260398865,0.20916762948036194,0.16359178721904755
william,0.13988013565540314,0.11065222322940826,0.16789701581001282,0.1095217764377594,0.18635816872119904,0.19269351661205292,0.27709639072418213,0.1149095967411995,0.14462219178676605
welcomed,0.1604578197002411,0.08461977541446686,0.10178995877504349,0.13801348209381104,0.2630771994590759,0.15462785959243774,0.20988138020038605,0.24856820702552795,0.24655763804912567
them,0.4958057701587677,0.15580156445503235,0.19351477921009064,0.23426587879657745,0.3781377673149109,0.3151612877845764,0.20905393362045288,0.19235877692699432,0.35435691475868225
to,0.5345056653022766,0.21511952579021454,0.21011990308761597,0.31281599402427673,0.37984350323677063,0.45503583550453186,0.16533730924129486,0.18837414681911469,0.29463258385658264
help,0.2722613513469696,0.11691010743379593,0.12826542556285858,0.17280161380767822,0.27383187413215637,0.23381464183330536,0.17393043637275696,0.18504022061824799,0.28403452038764954
rebuild,0.2619936764240265,0.14226149022579193,0.04102133959531784,0.15431420505046844,0.33111971616744995,0.18039897084236145,0.19457684457302094,0.22878757119178772,0.11057925969362259
his,0.32283493876457214,0.12756633758544922,0.18071316182613373,0.19778595864772797,0.4401516616344452,0.3497250974178314,0.2529049217700958,0.22902530431747437,0.18075084686279297
war-ravaged,0.3398898243904114,0.25504595041275024,0.23778195679187775,0.2470899373292923,0.3986852169036865,0.245244100689888,0.2656463384628296,0.27637341618537903,0.18692727386951447
and,0.506277859210968,0.2465941160917282,0.24143946170806885,0.30884742736816406,0.3872550129890442,0.3739250600337982,0.24251225590705872,0.22315910458564758,0.20544172823429108
underpopulated,0.43270671367645264,0.2256445735692978,0.21283137798309326,0.33429378271102905,0.2857116162776947,0.3134991228580475,0.23498830199241638,0.17458873987197876,0.3356838524341583
country,0.2308337539434433,0.19882555305957794,0.2651806175708771,1.0000001192092896,0.2020130157470703,0.20991116762161255,0.19896794855594635,0.21302476525306702,0.12647280097007751
.,0.45942068099975586,0.3193301260471344,0.2095622420310974,0.26130348443984985,0.37348684668540955,0.50484299659729,0.2680860161781311,0.22083567082881927,0.4130953550338745
