,how,many,paid,holiday,days,do,most,member,states,require,?
year,0.19631797075271606,0.21933086216449738,0.29586759209632874,0.31080693006515503,0.3928338289260864,0.17168156802654266,0.26422736048698425,0.2153089940547943,0.24276629090309143,0.12287844717502594,0.18315006792545319
",",0.22659391164779663,0.40610817074775696,0.18092423677444458,0.2776016294956207,0.34504905343055725,0.3283645510673523,0.3636029064655304,0.25757819414138794,0.3315127193927765,0.20549376308918,0.31091248989105225
but,0.43101516366004944,0.46599987149238586,0.25443199276924133,0.1947460025548935,0.3238312304019928,0.4077886939048767,0.45211657881736755,0.18877989053726196,0.26214689016342163,0.35718944668769836,0.27921953797340393
most,0.311336874961853,0.6236066222190857,0.218547061085701,0.18862390518188477,0.18276770412921906,0.31522849202156067,1.0,0.23000644147396088,0.286347895860672,0.2797832489013672,0.2107497900724411
member,0.09643107652664185,0.11200715601444244,0.2055903524160385,0.17790532112121582,0.16705715656280518,0.07755962759256363,0.23000644147396088,0.9999998807907104,0.18290899693965912,0.09753226488828659,0.06826172769069672
states,0.20841296017169952,0.29976361989974976,0.1915183663368225,0.2540767192840576,0.19434739649295807,0.1594211608171463,0.286347895860672,0.18290899693965912,1.0,0.17820647358894348,0.16272737085819244
require,0.2924719452857971,0.26421883702278137,0.21825432777404785,0.13080883026123047,0.1661694496870041,0.44236746430397034,0.2797832489013672,0.09753226488828659,0.17820647358894348,0.9999998807907104,0.2463286817073822
more,0.4319567084312439,0.48608261346817017,0.21607176959514618,0.17196239531040192,0.30495089292526245,0.3514035940170288,0.5395737886428833,0.13647416234016418,0.22187471389770508,0.35061800479888916,0.27894994616508484
than,0.29763275384902954,0.39069414138793945,0.23763959109783173,0.11453121900558472,0.2790418267250061,0.2387038916349411,0.42108985781669617,0.08297443389892578,0.24014748632907867,0.3119552731513977,0.24917294085025787
28,-0.11203539371490479,-0.3069208562374115,-0.3024486005306244,-0.20184452831745148,-0.19729730486869812,-0.2172745019197464,-0.27250733971595764,-0.0888582393527031,-0.19949877262115479,-0.15345802903175354,-0.012856917455792427
days,0.23509229719638824,0.19773665070533752,0.20507091283798218,0.324716717004776,0.9999998807907104,0.18464083969593048,0.18276770412921906,0.16705715656280518,0.19434739649295807,0.1661694496870041,0.2198754847049713
in,0.2601168751716614,0.41474202275276184,0.1910562664270401,0.2492789924144745,0.24827800691127777,0.23402775824069977,0.41416558623313904,0.20856694877147675,0.3977442979812622,0.14079172909259796,0.20430970191955566
national,0.13248363137245178,0.21160955727100372,0.1752687394618988,0.22030019760131836,0.15235258638858795,0.1124928817152977,0.212355375289917,0.24121400713920593,0.3062762916088104,0.09274839609861374,0.15643028914928436
law,0.18813064694404602,0.1860491931438446,0.1218712329864502,0.19308531284332275,0.12684525549411774,0.193905308842659,0.10736433416604996,0.17515966296195984,0.2508668601512909,0.19760467112064362,0.1528988480567932
.,0.3287222981452942,0.3974229395389557,0.22304166853427887,0.22175416350364685,0.2610209584236145,0.3613996207714081,0.35404038429260254,0.19907453656196594,0.33941102027893066,0.21465444564819336,0.4130953550338745
