,what,is,the,name,of,the,post-independence,government,school,system,in,malaysia,?
schools,0.1820785105228424,0.2022145688533783,0.22905772924423218,0.12527719140052795,0.265506386756897,0.22905772924423218,0.23723673820495605,0.3405122756958008,0.7602541446685791,0.22995531558990479,0.2632134258747101,0.19509389996528625,0.18349280953407288
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.2360765039920807,0.28343796730041504,0.24496325850486755,0.26662686467170715,0.45010748505592346,0.20165152847766876,0.29463258385658264
surrender,0.1619768738746643,0.15885916352272034,0.27931663393974304,0.16623704135417938,0.23703521490097046,0.27931663393974304,0.374750554561615,0.3686654269695282,0.08721067756414413,0.06637135148048401,0.25480160117149353,0.14999519288539886,0.0896526649594307
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.18092210590839386,0.4329940676689148,0.516537070274353,0.253926545381546,0.2597605884075165,0.15657421946525574,0.22435083985328674,0.34976133704185486,0.15912732481956482,0.1898253709077835
properties,0.23360128700733185,0.22585535049438477,0.20062518119812012,0.19159625470638275,0.2832101881504059,0.20062518119812012,0.17180494964122772,0.22017185389995575,0.0970902368426323,0.23422352969646454,0.19315902888774872,0.15010012686252594,0.12601029872894287
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.23120275139808655,0.2859337627887726,0.2752758264541626,0.231138214468956,0.4954058527946472,0.22041620314121246,0.20544172823429108
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.19639723002910614,0.33904364705085754,0.4248143136501312,0.18733572959899902,0.22621913254261017,0.16095811128616333,0.24878063797950745,0.3481820821762085,0.20723910629749298,0.3324260413646698
assimilated,0.27907970547676086,0.1482139676809311,0.2895320653915405,0.19469158351421356,0.295529305934906,0.2895320653915405,0.27736973762512207,0.30369290709495544,0.1611538529396057,0.20916038751602173,0.22881370782852173,0.24845676124095917,0.12381062656641006
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.19626246392726898,0.32255905866622925,0.39493247866630554,0.13230255246162415,0.15813186764717102,0.14218322932720184,0.219827339053154,0.38021373748779297,0.1405123919248581,0.15662476420402527
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.31111255288124084,0.31798112392425537,0.22953221201896667,0.3233085572719574,0.6662389636039734,0.2227647453546524,0.22068053483963013
national,0.16882304847240448,0.23413582146167755,0.32739606499671936,0.12491574138402939,0.3314673602581024,0.32739606499671936,0.30783402919769287,0.29917800426483154,0.18873678147792816,0.18558050692081451,0.28915393352508545,0.3072175979614258,0.15643028914928436
school,0.18774057924747467,0.19488026201725006,0.22953221201896667,0.15128786861896515,0.2391800880432129,0.22953221201896667,0.20105430483818054,0.24537934362888336,1.0,0.17072676122188568,0.26157811284065247,0.15658360719680786,0.15091250836849213
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,0.13043081760406494,0.25597915053367615,0.3233085572719574,0.13767680525779724,0.23867560923099518,0.17072676122188568,1.0000001192092896,0.21978288888931274,0.14804673194885254,0.15556083619594574
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2661084830760956,0.2521961033344269,0.24214158952236176,0.2277725487947464,0.5591574311256409,0.23207584023475647,0.4130953550338745
,what,is,the,name,of,the,post-independence,government,school,system,in,malaysia,?
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.30142447352409363,0.45148900151252747,0.6274310946464539,0.24798966944217682,0.28444379568099976,0.1667502373456955,0.3294329345226288,0.45205554366111755,0.18597568571567535,0.3155723512172699
caused,0.22264783084392548,0.16288428008556366,0.24990202486515045,0.10922858119010925,0.29665443301200867,0.24990202486515045,0.14096802473068237,0.20613032579421997,0.1062854677438736,0.21329915523529053,0.2494886964559555,0.15207119286060333,0.20679491758346558
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.22033736109733582,0.32280945777893066,0.4207492768764496,0.1773247867822647,0.15164874494075775,0.17441901564598083,0.17536801099777222,0.2605783939361572,0.11117271333932877,0.19793890416622162
uproar,0.32721421122550964,0.16454137861728668,0.2878574728965759,0.12237755209207535,0.26461413502693176,0.2878574728965759,0.31594544649124146,0.3379380702972412,0.18971797823905945,0.26231649518013,0.26929259300231934,0.22712817788124084,0.3195973336696625
among,0.21154822409152985,0.21956473588943481,0.3507058024406433,0.11765395849943161,0.3679063022136688,0.3507058024406433,0.1684882640838623,0.2070615142583847,0.15301242470741272,0.20968209207057953,0.3211768567562103,0.2076907604932785,0.14343059062957764
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.31111255288124084,0.31798112392425537,0.22953221201896667,0.3233085572719574,0.6662389636039734,0.2227647453546524,0.22068053483963013
chinese,0.11643128097057343,0.1841094046831131,0.2785343527793884,0.14820076525211334,0.24275560677051544,0.2785343527793884,0.19636818766593933,0.28498339653015137,0.15987779200077057,0.2205471247434616,0.20821347832679749,0.3376021683216095,0.20843194425106049
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.23120275139808655,0.2859337627887726,0.2752758264541626,0.231138214468956,0.4954058527946472,0.22041620314121246,0.20544172823429108
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.24536001682281494,0.25158295035362244,0.2245093584060669,0.2589043080806732,0.539380669593811,0.17212514579296112,0.23916715383529663
compromise,0.31433627009391785,0.17598848044872284,0.25162890553474426,0.12335695326328278,0.2493201643228531,0.25162890553474426,0.321209192276001,0.31699633598327637,0.1802302747964859,0.2616375982761383,0.14546170830726624,0.12446491420269012,0.3125070035457611
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.26038438081741333,0.2995857298374176,0.25740107893943787,0.2147521674633026,0.45514053106307983,0.14797866344451904,0.18412111699581146
achieved,0.1794850081205368,0.17253297567367554,0.2821090817451477,0.13824336230754852,0.2701522707939148,0.2821090817451477,0.29487138986587524,0.17336882650852203,0.1666068434715271,0.23548033833503723,0.24532650411128998,0.14364242553710938,0.17008265852928162
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.2935886085033417,0.3066793978214264,0.26157811284065247,0.21978288888931274,1.0,0.23870472609996796,0.20430970191955566
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.2279100865125656,0.29558056592941284,0.2190830111503601,0.3088737428188324,0.435920387506485,0.1819043755531311,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.31111255288124084,0.31798112392425537,0.22953221201896667,0.3233085572719574,0.6662389636039734,0.2227647453546524,0.22068053483963013
schools,0.1820785105228424,0.2022145688533783,0.22905772924423218,0.12527719140052795,0.265506386756897,0.22905772924423218,0.23723673820495605,0.3405122756958008,0.7602541446685791,0.22995531558990479,0.2632134258747101,0.19509389996528625,0.18349280953407288
would,0.45766422152519226,0.33626067638397217,0.4133751392364502,0.196122407913208,0.3353942930698395,0.4133751392364502,0.20537450909614563,0.2675379514694214,0.13300096988677979,0.22481384873390198,0.30461156368255615,0.16875742375850677,0.37178951501846313
instead,0.4104403555393219,0.3180348575115204,0.3940567970275879,0.25452151894569397,0.31208282709121704,0.3940567970275879,0.1830396205186844,0.2179117053747177,0.13704577088356018,0.27583619952201843,0.28091272711753845,0.1217443123459816,0.2942638397216797
become,0.27134042978286743,0.2983444035053253,0.31731709837913513,0.15894651412963867,0.31678006052970886,0.31731709837913513,0.24325130879878998,0.16129286587238312,0.18646250665187836,0.20697671175003052,0.23238378763198853,0.15819522738456726,0.19511328637599945
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,0.1776830404996872,0.09259884804487228,-0.05850168690085411,0.07236211001873016,0.04765888676047325,0.07136385142803192,0.0685480609536171
national,0.16882304847240448,0.23413582146167755,0.32739606499671936,0.12491574138402939,0.3314673602581024,0.32739606499671936,0.30783402919769287,0.29917800426483154,0.18873678147792816,0.18558050692081451,0.28915393352508545,0.3072175979614258,0.15643028914928436
type,0.2722663879394531,0.3053323030471802,0.21819381415843964,0.17107649147510529,0.18112817406654358,0.21819381415843964,0.08963806182146072,0.09938877820968628,0.11896730959415436,0.24706636369228363,0.20604541897773743,0.1398182064294815,0.17536182701587677
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,0.01899712346494198,0.01981239765882492,0.0720691904425621,-0.018831472843885422,0.07432962208986282,-0.004613357130438089,0.018684765323996544
schools,0.1820785105228424,0.2022145688533783,0.22905772924423218,0.12527719140052795,0.265506386756897,0.22905772924423218,0.23723673820495605,0.3405122756958008,0.7602541446685791,0.22995531558990479,0.2632134258747101,0.19509389996528625,0.18349280953407288
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2661084830760956,0.2521961033344269,0.24214158952236176,0.2277725487947464,0.5591574311256409,0.23207584023475647,0.4130953550338745
