,what,was,first,battle,in,1754,?
from,0.2737620174884796,0.31171464920043945,0.23348960280418396,0.1628955453634262,0.4274188280105591,0.07979585975408554,0.19969791173934937
the,0.42745697498321533,0.48711544275283813,0.49448907375335693,0.2820790410041809,0.6662389636039734,0.11264632642269135,0.22068053483963013
battle,0.17112864553928375,0.23319749534130096,0.19536755979061127,1.0000001192092896,0.24353940784931183,0.1460070163011551,0.1680624783039093
of,0.33290785551071167,0.4069072902202606,0.3536086082458496,0.2291749268770218,0.5696388483047485,0.1203095093369484,0.1826142966747284
jumonville,0.21373067796230316,0.33623990416526794,0.25339579582214355,0.25518152117729187,0.3054760992527008,0.34169501066207886,0.15539926290512085
glen,0.11263132840394974,0.15153281390666962,0.21751978993415833,0.15520954132080078,0.20285046100616455,0.10404804348945618,0.08093680441379547
in,0.30808621644973755,0.45514053106307983,0.4127444326877594,0.24353940784931183,1.0,0.12745094299316406,0.20430970191955566
1754,0.08897329121828079,0.09897935390472412,0.07138335704803467,0.1460070163011551,0.12745094299316406,1.0,0.1399500072002411
to,0.455847829580307,0.3636345863342285,0.3792489171028137,0.17405389249324799,0.45010748505592346,0.026899486780166626,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,0.49448907375335693,0.2820790410041809,0.6662389636039734,0.11264632642269135,0.22068053483963013
capture,0.20491331815719604,0.19458261132240295,0.18585193157196045,0.42413413524627686,0.26227396726608276,0.1196785643696785,0.12945853173732758
of,0.33290785551071167,0.4069072902202606,0.3536086082458496,0.2291749268770218,0.5696388483047485,0.1203095093369484,0.1826142966747284
montreal,0.1556982845067978,0.2454766184091568,0.23974210023880005,0.16548946499824524,0.18092122673988342,0.19908222556114197,0.13639995455741882
in,0.30808621644973755,0.45514053106307983,0.4127444326877594,0.24353940784931183,1.0,0.12745094299316406,0.20430970191955566
1760,0.10068996995687485,-0.008521330542862415,0.013379578478634357,0.07964713126420975,0.1117415502667427,0.7134439945220947,0.12722811102867126
.,0.3567904531955719,0.40146201848983765,0.4345304071903229,0.1661834716796875,0.5591574311256409,0.15813910961151123,0.4130953550338745
