,who,sets,the,work,agenda,and,allocates,time,in,the,chamber,?
in,0.2792111933231354,0.16155706346035004,0.6662389636039734,0.2753349542617798,0.1731167435646057,0.4954058527946472,0.26946401596069336,0.3431483507156372,1.0,0.6662389636039734,0.18419700860977173,0.20430970191955566
the,0.3733934462070465,0.2320500761270523,1.0,0.2704800069332123,0.24096648395061493,0.5171257257461548,0.3648970425128937,0.43061500787734985,0.6662389636039734,1.0,0.2594704031944275,0.22068053483963013
chamber,0.16918787360191345,0.22572194039821625,0.2594704031944275,0.13814443349838257,0.1088462620973587,0.2297973483800888,0.19206222891807556,0.1584310531616211,0.18419700860977173,0.2594704031944275,1.0,0.04307165369391441
",",0.3365725874900818,0.19630418717861176,0.4933079481124878,0.3283594250679016,0.29892265796661377,0.6633074283599854,0.24861131608486176,0.3029961884021759,0.5201468467712402,0.4933079481124878,0.211589053273201,0.31091248989105225
is,0.24293622374534607,0.13592837750911713,0.5823672413825989,0.22475390136241913,0.19825543463230133,0.3859752118587494,0.30595797300338745,0.25187405943870544,0.5394441485404968,0.5823672413825989,0.18098223209381104,0.22961433231830597
another,0.4379323124885559,0.21229882538318634,0.5019711852073669,0.28851553797721863,0.23486049473285675,0.3214244842529297,0.27766168117523193,0.3186623156070709,0.3397690951824188,0.5019711852073669,0.19596052169799805,0.295511931180954
of,0.2827862501144409,0.14160113036632538,0.733189046382904,0.23473061621189117,0.21928389370441437,0.5116966962814331,0.3608357906341553,0.35127586126327515,0.5696388483047485,0.733189046382904,0.24295011162757874,0.1826142966747284
the,0.3733934462070465,0.2320500761270523,1.0,0.2704800069332123,0.24096648395061493,0.5171257257461548,0.3648970425128937,0.43061500787734985,0.6662389636039734,1.0,0.2594704031944275,0.22068053483963013
roles,0.24722857773303986,0.17070183157920837,0.20862428843975067,0.281542032957077,0.14826679229736328,0.28516852855682373,0.1328815519809723,0.15184426307678223,0.22586841881275177,0.20862428843975067,0.18824470043182373,0.1763966977596283
of,0.2827862501144409,0.14160113036632538,0.733189046382904,0.23473061621189117,0.21928389370441437,0.5116966962814331,0.3608357906341553,0.35127586126327515,0.5696388483047485,0.733189046382904,0.24295011162757874,0.1826142966747284
the,0.3733934462070465,0.2320500761270523,1.0,0.2704800069332123,0.24096648395061493,0.5171257257461548,0.3648970425128937,0.43061500787734985,0.6662389636039734,1.0,0.2594704031944275,0.22068053483963013
presiding,0.24317249655723572,0.15108422935009003,0.3267684876918793,0.11349162459373474,0.2599279284477234,0.2103288769721985,0.21814396977424622,0.18436990678310394,0.21499644219875336,0.3267684876918793,0.15809614956378937,0.177648663520813
officer,0.31437572836875916,0.13884581625461578,0.25777485966682434,0.1195136234164238,0.17753101885318756,0.22929392755031586,0.20124951004981995,0.169559508562088,0.24015754461288452,0.25777485966682434,0.1796741485595703,0.119948610663414
.,0.3541337847709656,0.19465717673301697,0.5934505462646484,0.33121398091316223,0.24725869297981262,0.588965117931366,0.2656618058681488,0.371569961309433,0.5591574311256409,0.5934505462646484,0.1907585710287094,0.4130953550338745
