,a,column,from,which,moorish,palace,and,fortress,complex,in,granada,",",spain,",",is,included,in,the,v,&,a,collection,?
periods,0.19556547701358795,0.1529606282711029,0.2133294641971588,0.3050041198730469,0.19966194033622742,0.15928657352924347,0.24734637141227722,0.10381539911031723,0.1473635584115982,0.19927051663398743,0.15494707226753235,0.22150997817516327,0.17502658069133759,0.22150997817516327,0.16641093790531158,0.2019367814064026,0.19927051663398743,0.27702534198760986,0.09080586582422256,-0.020936599001288414,0.19556547701358795,0.15778590738773346,0.167264923453331
",",0.427140474319458,0.19139452278614044,0.39760664105415344,0.3658004403114319,0.2031269669532776,0.2317083179950714,0.6633074283599854,0.21710552275180817,0.2636418044567108,0.5201468467712402,0.2192937582731247,1.0000001192092896,0.24137483537197113,1.0000001192092896,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
for,0.44038116931915283,0.1947171986103058,0.314039945602417,0.44095608592033386,0.12432233989238739,0.19774992763996124,0.5064792633056641,0.10634307563304901,0.24154409766197205,0.4322226941585541,0.24483796954154968,0.4464869201183319,0.17677751183509827,0.4464869201183319,0.43268078565597534,0.3889397978782654,0.4322226941585541,0.4739971458911896,0.13933385908603668,0.15479104220867157,0.44038116931915283,0.22454001009464264,0.264628142118454
example,0.40234753489494324,0.2598450183868408,0.3175121247768402,0.45943138003349304,0.10467712581157684,0.14144782721996307,0.35305824875831604,0.10627470910549164,0.32708874344825745,0.30483278632164,0.06399064511060715,0.3094974756240845,0.12520751357078552,0.3094974756240845,0.36737263202667236,0.26775863766670227,0.30483278632164,0.3755223751068115,0.1819390058517456,0.11188039183616638,0.40234753489494324,0.21957014501094818,0.30374911427497864
a,1.0,0.23410743474960327,0.322764128446579,0.56894451379776,0.17893733084201813,0.16498732566833496,0.3739250600337982,0.2303033024072647,0.26552852988243103,0.539380669593811,0.1918860524892807,0.427140474319458,0.20019643008708954,0.427140474319458,0.658733606338501,0.23032639920711517,0.539380669593811,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.24716788530349731,0.23916715383529663
column,0.23410743474960327,0.9999999403953552,0.15274688601493835,0.28154584765434265,0.18790067732334137,0.14360667765140533,0.2461538463830948,0.18526728451251984,0.15439346432685852,0.16165213286876678,0.18723371624946594,0.19139452278614044,0.14988158643245697,0.19139452278614044,0.13739842176437378,0.17651382088661194,0.16165213286876678,0.2747204005718231,0.15445910394191742,0.07973654568195343,0.23410743474960327,0.2027055025100708,0.10008178651332855
from,0.322764128446579,0.15274688601493835,1.0,0.38755592703819275,0.19115202128887177,0.16726216673851013,0.3601827025413513,0.17475345730781555,0.16958864033222198,0.4274188280105591,0.25135451555252075,0.39760664105415344,0.19613607227802277,0.39760664105415344,0.27355384826660156,0.2588649094104767,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.2754948139190674,0.19969791173934937
the,0.5829201340675354,0.2747204005718231,0.40150508284568787,0.6521818041801453,0.291774719953537,0.25955939292907715,0.5171257257461548,0.2492496520280838,0.25326284766197205,0.6662389636039734,0.25387778878211975,0.4933079481124878,0.259463906288147,0.4933079481124878,0.5823672413825989,0.3825419843196869,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
alhambra,0.19598530232906342,0.1811627894639969,0.21072956919670105,0.16179317235946655,0.41606035828590393,0.41700980067253113,0.198637455701828,0.3215448558330536,0.22424064576625824,0.2017006278038025,0.5396706461906433,0.2794855833053589,0.34377211332321167,0.2794855833053589,0.14687390625476837,0.12904034554958344,0.2017006278038025,0.23727665841579437,0.20894202589988708,0.1884915977716446,0.19598530232906342,0.30258551239967346,0.17130163311958313
.,0.50484299659729,0.18093660473823547,0.41536515951156616,0.45942068099975586,0.21321269869804382,0.21039699018001556,0.588965117931366,0.24603238701820374,0.2245299518108368,0.5591574311256409,0.2219335436820984,0.6812511086463928,0.2753979563713074,0.6812511086463928,0.4569662809371948,0.25865867733955383,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.4130953550338745
