,what,were,the,cultural,origins,of,the,engineers,and,technology,adopted,by,the,mongol,military,?
towns,0.1405455321073532,0.27066606283187866,0.2010425627231598,0.16430647671222687,0.10831445455551147,0.23338152468204498,0.2010425627231598,0.12950555980205536,0.25961095094680786,0.1727585643529892,0.07848075032234192,0.13610881567001343,0.2010425627231598,0.10809022933244705,0.2172476351261139,0.1348545402288437
by,0.2455483376979828,0.4406847059726715,0.4408751428127289,0.15795396268367767,0.15475714206695557,0.3646814823150635,0.4408751428127289,0.24485242366790771,0.4289871156215668,0.15235473215579987,0.19986462593078613,1.0000001192092896,0.4408751428127289,0.1995033621788025,0.2170676290988922,0.17966607213020325
diverting,0.22474826872348785,0.19083629548549652,0.3091701865196228,0.20320992171764374,0.12491319328546524,0.23825432360172272,0.3091701865196228,0.2852623760700226,0.30170896649360657,0.21842342615127563,0.1399051398038864,0.21444284915924072,0.3091701865196228,0.18835324048995972,0.17775605618953705,0.1468629091978073
certain,0.4561643898487091,0.2825849652290344,0.392071396112442,0.2508060038089752,0.22911545634269714,0.40204232931137085,0.392071396112442,0.21687036752700806,0.36360108852386475,0.2033703327178955,0.11957881599664688,0.28917592763900757,0.392071396112442,0.18406303226947784,0.22275139391422272,0.2516106069087982
rivers,0.14092835783958435,0.1827416718006134,0.25597620010375977,0.18860238790512085,0.16212254762649536,0.2839193344116211,0.25597620010375977,0.19366681575775146,0.2823050618171692,0.13764719665050507,0.07465089857578278,0.17008231580257416,0.25597620010375977,0.20323389768600464,0.1568186730146408,0.15866327285766602
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.24125681817531586,0.257002055644989,0.4946078956127167,0.4933079481124878,0.20086117088794708,0.6633074283599854,0.2817870080471039,0.19488979876041412,0.3680937886238098,0.4933079481124878,0.2229510098695755,0.2611614465713501,0.31091248989105225
taking,0.24635453522205353,0.18896862864494324,0.32714390754699707,0.1427021622657776,0.11407110095024109,0.29240402579307556,0.32714390754699707,0.14686399698257446,0.3120560646057129,0.11713574826717377,0.12095145881175995,0.19618463516235352,0.32714390754699707,0.19820794463157654,0.16437964141368866,0.19960761070251465
enemy,0.19785766303539276,0.22314204275608063,0.2552780210971832,0.07361920177936554,0.13952703773975372,0.2035287618637085,0.2552780210971832,0.250841349363327,0.23492933809757233,0.23552052676677704,0.1452045738697052,0.27620482444763184,0.2552780210971832,0.24240630865097046,0.3149026930332184,0.09557300060987473
prisoners,0.18567563593387604,0.3973233699798584,0.2337981015443802,0.17130552232265472,0.0963418260216713,0.24830745160579681,0.2337981015443802,0.28070831298828125,0.244662344455719,0.19977062940597534,0.11534012854099274,0.24220897257328033,0.2337981015443802,0.12605738639831543,0.35699740052223206,0.15790729224681854
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.28489047288894653,0.21966230869293213,0.5116966962814331,0.5171257257461548,0.23259219527244568,1.0,0.2333960235118866,0.18808485567569733,0.4289871156215668,0.5171257257461548,0.21553155779838562,0.2530125379562378,0.20544172823429108
driving,0.249915212392807,0.18524359166622162,0.2537495791912079,0.12409838289022446,0.13049207627773285,0.18947714567184448,0.2537495791912079,0.2398991882801056,0.24490134418010712,0.24229022860527039,0.09626783430576324,0.17958737909793854,0.2537495791912079,0.11419109255075455,0.20239292085170746,0.0902169942855835
them,0.4994642734527588,0.4602346122264862,0.4788833558559418,0.14737477898597717,0.15744690597057343,0.34503093361854553,0.4788833558559418,0.2993426024913788,0.48717668652534485,0.17398034036159515,0.1330316811800003,0.35830166935920715,0.4788833558559418,0.2579866647720337,0.17219284176826477,0.35435691475868225
in,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.2409708946943283,0.21701936423778534,0.5696388483047485,0.6662389636039734,0.20390598475933075,0.4954058527946472,0.24215441942214966,0.22637200355529785,0.370934396982193,0.6662389636039734,0.16958336532115936,0.2402431070804596,0.20430970191955566
front,0.19401875138282776,0.17649376392364502,0.3733479380607605,0.10448750853538513,0.06687451153993607,0.2804802656173706,0.3733479380607605,0.13999193906784058,0.23269736766815186,0.1555805653333664,0.09563145041465759,0.15058107674121857,0.3733479380607605,0.16095870733261108,0.1790817230939865,0.16351862251758575
of,0.33290785551071167,0.34038281440734863,0.733189046382904,0.29898300766944885,0.2670811712741852,1.0,0.733189046382904,0.189129039645195,0.5116966962814331,0.25238582491874695,0.25312307476997375,0.3646814823150635,0.733189046382904,0.22712039947509766,0.27347031235694885,0.1826142966747284
the,0.42745697498321533,0.3906462490558624,1.0,0.23337452113628387,0.2890577018260956,0.733189046382904,1.0,0.25282254815101624,0.5171257257461548,0.21669498085975647,0.23462533950805664,0.4408751428127289,1.0,0.2924198508262634,0.2290858030319214,0.22068053483963013
army,0.1698741316795349,0.2540908753871918,0.31011611223220825,0.10922402143478394,0.12257229536771774,0.2669098675251007,0.31011611223220825,0.3133283853530884,0.25581875443458557,0.1759558916091919,0.20167158544063568,0.2323688417673111,0.31011611223220825,0.27053940296173096,0.5838516354560852,0.180583193898201
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.24125681817531586,0.257002055644989,0.4946078956127167,0.4933079481124878,0.20086117088794708,0.6633074283599854,0.2817870080471039,0.19488979876041412,0.3680937886238098,0.4933079481124878,0.2229510098695755,0.2611614465713501,0.31091248989105225
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.28489047288894653,0.21966230869293213,0.5116966962814331,0.5171257257461548,0.23259219527244568,1.0,0.2333960235118866,0.18808485567569733,0.4289871156215668,0.5171257257461548,0.21553155779838562,0.2530125379562378,0.20544172823429108
adopting,0.2651776075363159,0.20771948993206024,0.24929948151111603,0.24256697297096252,0.23202766478061676,0.24967004358768463,0.24929948151111603,0.2032065987586975,0.2867279648780823,0.2189531773328781,0.6794664263725281,0.1983257234096527,0.24929948151111603,0.2088821679353714,0.15042048692703247,0.21285787224769592
new,0.2130378633737564,0.21711495518684387,0.3845241069793701,0.19986990094184875,0.16766178607940674,0.343457967042923,0.3845241069793701,0.21953250467777252,0.31402453780174255,0.20034319162368774,0.19420723617076874,0.25394493341445923,0.3845241069793701,0.14177319407463074,0.13977086544036865,0.14782847464084625
ideas,0.42330971360206604,0.26104360818862915,0.22381870448589325,0.26172149181365967,0.3292858600616455,0.22676146030426025,0.22381870448589325,0.302048921585083,0.3241734802722931,0.2520780861377716,0.24487733840942383,0.2588382065296173,0.22381870448589325,0.18448598682880402,0.2314245104789734,0.2857283353805542
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.24125681817531586,0.257002055644989,0.4946078956127167,0.4933079481124878,0.20086117088794708,0.6633074283599854,0.2817870080471039,0.19488979876041412,0.3680937886238098,0.4933079481124878,0.2229510098695755,0.2611614465713501,0.31091248989105225
techniques,0.19165433943271637,0.19044029712677002,0.18448615074157715,0.1923321783542633,0.2156381905078888,0.2114233523607254,0.18448615074157715,0.3485831916332245,0.2132204920053482,0.3699577748775482,0.138678178191185,0.2220638394355774,0.18448615074157715,0.14079231023788452,0.1574992686510086,0.1533757448196411
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.28489047288894653,0.21966230869293213,0.5116966962814331,0.5171257257461548,0.23259219527244568,1.0,0.2333960235118866,0.18808485567569733,0.4289871156215668,0.5171257257461548,0.21553155779838562,0.2530125379562378,0.20544172823429108
tools,0.3442733585834503,0.22015118598937988,0.18922023475170135,0.16945642232894897,0.17029044032096863,0.16475914418697357,0.18922023475170135,0.28942975401878357,0.24783051013946533,0.31696435809135437,0.10283149033784866,0.08353353291749954,0.18922023475170135,0.1357872039079666,0.15666024386882782,0.30193743109703064
from,0.2737620174884796,0.29991888999938965,0.40150508284568787,0.150727778673172,0.20566615462303162,0.4249346852302551,0.40150508284568787,0.13923238217830658,0.3601827025413513,0.21710312366485596,0.14567269384860992,0.3373257517814636,0.40150508284568787,0.2123146951198578,0.19967688620090485,0.19969791173934937
the,0.42745697498321533,0.3906462490558624,1.0,0.23337452113628387,0.2890577018260956,0.733189046382904,1.0,0.25282254815101624,0.5171257257461548,0.21669498085975647,0.23462533950805664,0.4408751428127289,1.0,0.2924198508262634,0.2290858030319214,0.22068053483963013
people,0.32444337010383606,0.35862088203430176,0.36838498711586,0.24924461543560028,0.1345382034778595,0.3251037895679474,0.36838498711586,0.21443891525268555,0.3016039729118347,0.2242114394903183,0.10992611944675446,0.20350977778434753,0.36838498711586,0.1850784718990326,0.2349073439836502,0.23739641904830933
they,0.4431931674480438,0.5580583214759827,0.49925389885902405,0.12442170083522797,0.1483885943889618,0.3426007330417633,0.49925389885902405,0.272575318813324,0.5073080658912659,0.19595317542552948,0.2053229808807373,0.3391372263431549,0.49925389885902405,0.21323534846305847,0.19090861082077026,0.2753053903579712
conquered,0.2095409482717514,0.3389958441257477,0.3127642273902893,0.2693415582180023,0.23848609626293182,0.30313581228256226,0.3127642273902893,0.17427392303943634,0.28165748715400696,0.11190281063318253,0.3002871572971344,0.2664005160331726,0.3127642273902893,0.4539201557636261,0.22531139850616455,0.12499574571847916
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.24125681817531586,0.257002055644989,0.4946078956127167,0.4933079481124878,0.20086117088794708,0.6633074283599854,0.2817870080471039,0.19488979876041412,0.3680937886238098,0.4933079481124878,0.2229510098695755,0.2611614465713501,0.31091248989105225
particularly,0.33027681708335876,0.29172655940055847,0.32132959365844727,0.20943757891654968,0.23612891137599945,0.30258041620254517,0.32132959365844727,0.22990736365318298,0.38546788692474365,0.23534098267555237,0.1344631165266037,0.2482723891735077,0.32132959365844727,0.06540533900260925,0.17091062664985657,0.2644225060939789
in,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.2409708946943283,0.21701936423778534,0.5696388483047485,0.6662389636039734,0.20390598475933075,0.4954058527946472,0.24215441942214966,0.22637200355529785,0.370934396982193,0.6662389636039734,0.16958336532115936,0.2402431070804596,0.20430970191955566
employing,0.2041444033384323,0.24849674105644226,0.2282872349023819,0.13907666504383087,0.18702442944049835,0.2763727903366089,0.2282872349023819,0.38696378469467163,0.28485795855522156,0.32211098074913025,0.15733985602855682,0.25425076484680176,0.2282872349023819,0.16509558260440826,0.2975616455078125,0.162472665309906
muslim,0.2631456255912781,0.21627043187618256,0.28099653124809265,0.26526689529418945,0.23364192247390747,0.267849862575531,0.28099653124809265,0.16188497841358185,0.255716472864151,0.16627803444862366,0.1951589435338974,0.18139012157917023,0.28099653124809265,0.3543543815612793,0.19814729690551758,0.17456822097301483
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.28489047288894653,0.21966230869293213,0.5116966962814331,0.5171257257461548,0.23259219527244568,1.0,0.2333960235118866,0.18808485567569733,0.4289871156215668,0.5171257257461548,0.21553155779838562,0.2530125379562378,0.20544172823429108
chinese,0.11643128097057343,0.22925853729248047,0.2785343527793884,0.23776951432228088,0.23612138628959656,0.24275560677051544,0.2785343527793884,0.18240058422088623,0.25892454385757446,0.18595172464847565,0.18840476870536804,0.17456965148448944,0.2785343527793884,0.3877440094947815,0.2376546859741211,0.20843194425106049
siege,0.12691979110240936,0.21970319747924805,0.26454421877861023,0.13309867680072784,0.19640038907527924,0.24839437007904053,0.26454421877861023,0.1553230881690979,0.1764419823884964,0.109673872590065,0.1088983342051506,0.1746872216463089,0.26454421877861023,0.341903954744339,0.2593000829219818,0.07257505506277084
engines,0.1634974628686905,0.27072596549987793,0.2245008647441864,0.1217622309923172,0.11912783235311508,0.17593856155872345,0.2245008647441864,0.46780097484588623,0.21148960292339325,0.30963072180747986,0.09603803604841232,0.18518580496311188,0.2245008647441864,0.22080589830875397,0.17416401207447052,0.18940703570842743
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.28489047288894653,0.21966230869293213,0.5116966962814331,0.5171257257461548,0.23259219527244568,1.0,0.2333960235118866,0.18808485567569733,0.4289871156215668,0.5171257257461548,0.21553155779838562,0.2530125379562378,0.20544172823429108
engineers,0.259060800075531,0.3026007413864136,0.25282254815101624,0.18767444789409637,0.15132854878902435,0.189129039645195,0.25282254815101624,1.0,0.23259219527244568,0.45021575689315796,0.18339811265468597,0.24485242366790771,0.25282254815101624,0.15127748250961304,0.302031546831131,0.18139411509037018
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.19840334355831146,0.1450413018465042,0.41548454761505127,0.535392165184021,0.2772461175918579,0.48971283435821533,0.25372135639190674,0.1939777433872223,0.33534231781959534,0.535392165184021,0.2125127911567688,0.2282337248325348,0.29463258385658264
aid,0.1778782606124878,0.16526101529598236,0.21952909231185913,0.14168092608451843,0.05829063802957535,0.20153990387916565,0.21952909231185913,0.25322532653808594,0.2158033847808838,0.16648735105991364,0.07357895374298096,0.23209139704704285,0.21952909231185913,0.14293073117733002,0.3140506148338318,0.08358026295900345
the,0.42745697498321533,0.3906462490558624,1.0,0.23337452113628387,0.2890577018260956,0.733189046382904,1.0,0.25282254815101624,0.5171257257461548,0.21669498085975647,0.23462533950805664,0.4408751428127289,1.0,0.2924198508262634,0.2290858030319214,0.22068053483963013
mongol,0.15870186686515808,0.21221880614757538,0.2924198508262634,0.24347521364688873,0.27367669343948364,0.22712039947509766,0.2924198508262634,0.15127748250961304,0.21553155779838562,0.1515612006187439,0.19112372398376465,0.1995033621788025,0.2924198508262634,1.0000001192092896,0.26000091433525085,0.12849251925945282
cavalry,0.19119445979595184,0.24652206897735596,0.2398451566696167,0.11362825334072113,0.15166205167770386,0.20110179483890533,0.2398451566696167,0.23973171412944794,0.2101130187511444,0.14106468856334686,0.16789762675762177,0.20533494651317596,0.2398451566696167,0.3149062693119049,0.4175925552845001,0.17862899601459503
in,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.2409708946943283,0.21701936423778534,0.5696388483047485,0.6662389636039734,0.20390598475933075,0.4954058527946472,0.24215441942214966,0.22637200355529785,0.370934396982193,0.6662389636039734,0.16958336532115936,0.2402431070804596,0.20430970191955566
capturing,0.2118043303489685,0.19553908705711365,0.3348090946674347,0.13560141623020172,0.20521897077560425,0.29810965061187744,0.3348090946674347,0.25176188349723816,0.24370402097702026,0.1933886557817459,0.15985392034053802,0.25803637504577637,0.3348090946674347,0.29867592453956604,0.28800415992736816,0.1290988177061081
cities,0.161918506026268,0.2273229956626892,0.2621172070503235,0.25594592094421387,0.1454135775566101,0.29528072476387024,0.2621172070503235,0.1473959982395172,0.292957067489624,0.1861741840839386,0.12476755678653717,0.14042139053344727,0.2621172070503235,0.19590207934379578,0.2373671531677246,0.13339310884475708
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.18655544519424438,0.1620374470949173,0.5352458953857422,0.5934505462646484,0.14813724160194397,0.588965117931366,0.21310871839523315,0.16039791703224182,0.3936232924461365,0.5934505462646484,0.16751837730407715,0.21794499456882477,0.4130953550338745
