,what,were,the,fossils,that,were,found,to,represent,ctenphores,missing,that,current,ctenphora,have,?
apparently,0.3612438142299652,0.24113115668296814,0.27692100405693054,0.26656341552734375,0.45604047179222107,0.24113115668296814,0.2703741490840912,0.34494224190711975,0.16628143191337585,0.27633896470069885,0.24120333790779114,0.45604047179222107,0.13574524223804474,0.23760055005550385,0.4457801878452301,0.3236613869667053
with,0.2464839518070221,0.3179011940956116,0.4223487675189972,0.16163332760334015,0.4154358208179474,0.3179011940956116,0.2364431470632553,0.4239959120750427,0.255270391702652,0.27351880073547363,0.2869752049446106,0.4154358208179474,0.1750524342060089,0.1953505575656891,0.48046383261680603,0.2433311939239502
no,0.339326947927475,0.24298787117004395,0.3461136817932129,0.14432072639465332,0.41830796003341675,0.24298787117004395,0.18801116943359375,0.30015695095062256,0.16814309358596802,0.21126970648765564,0.2416406273841858,0.41830796003341675,0.3298044502735138,0.16545745730400085,0.38691386580467224,0.32165053486824036
tentacles,0.17259258031845093,0.1744678020477295,0.24109509587287903,0.3400595784187317,0.2598695456981659,0.1744678020477295,0.15879622101783752,0.23366349935531616,0.14671148359775543,0.5361201167106628,0.17265740036964417,0.2598695456981659,0.13681025803089142,0.4763704538345337,0.3148491680622101,0.15145425498485565
but,0.5029441118240356,0.38291117548942566,0.4859698414802551,0.2830428183078766,0.7244205474853516,0.38291117548942566,0.32550859451293945,0.5542377829551697,0.27932146191596985,0.26607605814933777,0.269147664308548,0.7244205474853516,0.2106652706861496,0.17650599777698517,0.5920813083648682,0.27921953797340393
many,0.36131182312965393,0.4804460406303406,0.4335206151008606,0.29095715284347534,0.5391656160354614,0.4804460406303406,0.27700337767601013,0.40243685245513916,0.25196078419685364,0.316535085439682,0.22391733527183533,0.5391656160354614,0.15019191801548004,0.20138347148895264,0.5841760635375977,0.2124512493610382
more,0.3484537899494171,0.33779072761535645,0.39758381247520447,0.19407662749290466,0.4813884496688843,0.33779072761535645,0.23245514929294586,0.47084665298461914,0.23556779325008392,0.2648918330669403,0.21455970406532288,0.4813884496688843,0.32762542366981506,0.21249423921108246,0.49033403396606445,0.27894994616508484
comb-rows,0.2799030542373657,0.30439865589141846,0.27182552218437195,0.260189026594162,0.29044416546821594,0.30439865589141846,0.22986555099487305,0.2969430088996887,0.32726791501045227,0.37481409311294556,0.20144423842430115,0.29044416546821594,0.18624313175678253,0.3333030939102173,0.3464406728744507,0.2980233430862427
than,0.29388150572776794,0.2885614037513733,0.3227543234825134,0.2119034081697464,0.4891277849674225,0.2885614037513733,0.21039707958698273,0.3192550539970398,0.26018619537353516,0.17779283225536346,0.18321923911571503,0.4891277849674225,0.1969870775938034,0.12403356283903122,0.46517109870910645,0.24917294085025787
modern,0.2655639946460724,0.2078569084405899,0.3283970355987549,0.28369659185409546,0.24473170936107635,0.2078569084405899,0.16013142466545105,0.193939670920372,0.22010603547096252,0.28850674629211426,0.0795891135931015,0.24473170936107635,0.18437142670154572,0.25743791460990906,0.2661557197570801,0.12475407868623734
forms,0.16334041953086853,0.17176055908203125,0.2950737178325653,0.29245030879974365,0.31152746081352234,0.17176055908203125,0.21121713519096375,0.2363802045583725,0.3204195499420166,0.38120347261428833,0.06423309445381165,0.31152746081352234,0.0891897976398468,0.25100013613700867,0.2902635931968689,0.1196754202246666
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.21695511043071747,0.4137537479400635,0.36755475401878357,0.27385151386260986,0.44245919585227966,0.26053929328918457,0.2835661768913269,0.2425287365913391,0.4137537479400635,0.29341426491737366,0.3108535408973694,0.3541618287563324,0.31091248989105225
have,0.39808809757232666,0.5193349123001099,0.40389683842658997,0.31919050216674805,0.6182622313499451,0.5193349123001099,0.32803434133529663,0.4544740617275238,0.36942538619041443,0.35378679633140564,0.3136735260486603,0.6182622313499451,0.19741833209991455,0.24524638056755066,0.9999999403953552,0.32991164922714233
been,0.2567804455757141,0.5062422156333923,0.3563927710056305,0.26965126395225525,0.4152003228664398,0.5062422156333923,0.3022008240222931,0.34945759177207947,0.22286899387836456,0.23483258485794067,0.25275900959968567,0.4152003228664398,0.24492745101451874,0.22589805722236633,0.6493861675262451,0.24354910850524902
found,0.1796332150697708,0.23296621441841125,0.3452354073524475,0.44371047616004944,0.29063743352890015,0.23296621441841125,0.9999999403953552,0.25225648283958435,0.2021806240081787,0.3579651713371277,0.26522618532180786,0.29063743352890015,0.0988646000623703,0.2909890115261078,0.32803434133529663,0.16790300607681274
in,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.2852701246738434,0.435920387506485,0.3815755248069763,0.39141854643821716,0.45010748505592346,0.29122525453567505,0.27841490507125854,0.2340807020664215,0.435920387506485,0.1955713927745819,0.24976402521133423,0.36843645572662354,0.20430970191955566
lagerstätten,0.2568666636943817,0.3209904134273529,0.3344047963619232,0.6040382385253906,0.2953657805919647,0.3209904134273529,0.4051657021045685,0.17475087940692902,0.25502756237983704,0.4333973228931427,0.20577390491962433,0.2953657805919647,0.09438563883304596,0.4468746781349182,0.3154669404029846,0.2321130633354187
as,0.31749409437179565,0.3025437891483307,0.48381632566452026,0.22297149896621704,0.4735107421875,0.3025437891483307,0.20543651282787323,0.42092081904411316,0.28808435797691345,0.2793079912662506,0.20531243085861206,0.4735107421875,0.33648446202278137,0.2374555617570877,0.37788212299346924,0.27043893933296204
far,0.34794166684150696,0.25027263164520264,0.38564538955688477,0.24652940034866333,0.34760522842407227,0.25027263164520264,0.2330441027879715,0.3375735878944397,0.16051651537418365,0.2056807428598404,0.16848818957805634,0.34760522842407227,0.2573324739933014,0.1639731228351593,0.3647712469100952,0.2170870453119278
back,0.2965294420719147,0.2695517838001251,0.3612101674079895,0.22244764864444733,0.34040841460227966,0.2695517838001251,0.19299741089344025,0.4675939381122589,0.1945888251066208,0.23954616487026215,0.2670685350894928,0.34040841460227966,0.1995823234319687,0.1955319344997406,0.33593064546585083,0.2397768795490265
as,0.31749409437179565,0.3025437891483307,0.48381632566452026,0.22297149896621704,0.4735107421875,0.3025437891483307,0.20543651282787323,0.42092081904411316,0.28808435797691345,0.2793079912662506,0.20531243085861206,0.4735107421875,0.33648446202278137,0.2374555617570877,0.37788212299346924,0.27043893933296204
the,0.42745697498321533,0.3906462490558624,1.0,0.2495197057723999,0.5473989248275757,0.3906462490558624,0.3452354073524475,0.535392165184021,0.3288072943687439,0.3500109016895294,0.2549445927143097,0.5473989248275757,0.3314409554004669,0.354650616645813,0.40389683842658997,0.22068053483963013
early,0.2454567849636078,0.39198037981987,0.34442198276519775,0.2645024359226227,0.29580917954444885,0.39198037981987,0.1977369338274002,0.24557004868984222,0.21808460354804993,0.2719258666038513,0.16053037345409393,0.29580917954444885,0.14119209349155426,0.2619349956512451,0.30266791582107544,0.15272949635982513
cambrian,0.18002451956272125,0.2286975234746933,0.2575351595878601,0.5108596682548523,0.2572137713432312,0.2286975234746933,0.1903088092803955,0.14481212198734283,0.1920628547668457,0.38345447182655334,0.17321564257144928,0.2572137713432312,0.07517891377210617,0.4262508451938629,0.28786689043045044,0.10118120908737183
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.21695511043071747,0.4137537479400635,0.36755475401878357,0.27385151386260986,0.44245919585227966,0.26053929328918457,0.2835661768913269,0.2425287365913391,0.4137537479400635,0.29341426491737366,0.3108535408973694,0.3541618287563324,0.31091248989105225
about,0.47976887226104736,0.29814305901527405,0.37995871901512146,0.2782515585422516,0.4500710964202881,0.29814305901527405,0.2971428334712982,0.391953706741333,0.1809646636247635,0.2621999680995941,0.2730092704296112,0.4500710964202881,0.1779501587152481,0.22817812860012054,0.3940475583076477,0.302409827709198
515,0.18805226683616638,0.1501341313123703,0.3182307779788971,0.2103787511587143,0.18351644277572632,0.1501341313123703,0.1751323938369751,0.2519227862358093,0.15566129982471466,0.3477381765842438,0.11576078087091446,0.18351644277572632,0.15819503366947174,0.2897261083126068,0.23391640186309814,0.06722166389226913
million,0.22197039425373077,0.25957414507865906,0.277012437582016,0.3239833414554596,0.2637370228767395,0.25957414507865906,0.14410199224948883,0.22033339738845825,0.15763814747333527,0.21763338148593903,0.17617669701576233,0.2637370228767395,0.14782263338565826,0.24498258531093597,0.28469452261924744,0.23092924058437347
years,0.1981470286846161,0.3048669695854187,0.2912273406982422,0.33178845047950745,0.27599525451660156,0.3048669695854187,0.21100080013275146,0.23891852796077728,0.20303316414356232,0.27169913053512573,0.14061219990253448,0.27599525451660156,0.1562318354845047,0.27025195956230164,0.31441381573677063,0.1914375126361847
ago,0.30667418241500854,0.276393324136734,0.23063679039478302,0.4381564259529114,0.3563132584095001,0.276393324136734,0.25708508491516113,0.2610180675983429,0.1635560542345047,0.3043689727783203,0.23438797891139984,0.3563132584095001,0.1615627557039261,0.31217679381370544,0.4005337059497833,0.2202194780111313
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.2062237411737442,0.4460422694683075,0.3378238379955292,0.3618174195289612,0.4645031690597534,0.22431740164756775,0.27992409467697144,0.2528116703033447,0.4460422694683075,0.29179835319519043,0.3251514136791229,0.41614407300949097,0.4130953550338745
