,in,what,year,was,the,20th,anniversary,special,aired,?
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.3097512125968933,0.29318708181381226,0.3027077615261078,0.2525516450405121,0.22068053483963013
fifth,0.29252293705940247,0.15292538702487946,0.24606621265411377,0.3496854901313782,0.39293691515922546,0.5974819660186768,0.25736260414123535,0.13665692508220673,0.18939198553562164,0.13128890097141266
doctor,0.25567495822906494,0.20870667695999146,0.16282056272029877,0.19672659039497375,0.2820442318916321,0.26512598991394043,0.17330653965473175,0.16843044757843018,0.23426684737205505,0.1462511420249939
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.008974763564765453,-0.01540423184633255,0.1176292821764946,-0.008144883438944817,-0.03405539691448212,-0.008831794373691082,-0.023395681753754616
regeneration,0.19745036959648132,0.22060240805149078,0.21043981611728668,0.18699689209461212,0.3351733982563019,0.2981038987636566,0.14522480964660645,0.12115859985351562,0.2083284556865692,0.13848066329956055
;,0.092739537358284,0.10986888408660889,0.00956164300441742,0.0754367932677269,0.09152708947658539,0.0696309357881546,0.0012133554555475712,0.006959774065762758,0.06946922093629837,0.10349778085947037
when,0.4431333839893341,0.4700249433517456,0.3014719784259796,0.37326499819755554,0.5091903209686279,0.19096055626869202,0.16595201194286346,0.2383107990026474,0.19673508405685425,0.22841128706932068
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.3097512125968933,0.29318708181381226,0.3027077615261078,0.2525516450405121,0.22068053483963013
fifth,0.29252293705940247,0.15292538702487946,0.24606621265411377,0.3496854901313782,0.39293691515922546,0.5974819660186768,0.25736260414123535,0.13665692508220673,0.18939198553562164,0.13128890097141266
doctor,0.25567495822906494,0.20870667695999146,0.16282056272029877,0.19672659039497375,0.2820442318916321,0.26512598991394043,0.17330653965473175,0.16843044757843018,0.23426684737205505,0.1462511420249939
confirms,0.2678385078907013,0.2549917995929718,0.19401387870311737,0.20217595994472504,0.2934320271015167,0.13713613152503967,0.1867998242378235,0.1957700252532959,0.14082469046115875,0.25186794996261597
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.012679691426455975,0.029072100296616554,0.07129501551389694,-0.07950975000858307,0.013431590981781483,-0.037323497235774994,0.0685480609536171
fourth,0.29149749875068665,0.137417271733284,0.2531149685382843,0.35251522064208984,0.40804702043533325,0.5976314544677734,0.2985864281654358,0.1581827998161316,0.21915003657341003,0.13791213929653168
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.04456103965640068,0.041273195296525955,-0.019667156040668488,-0.05068732053041458,0.03449471667408943,-0.001198898651637137,0.018684765323996544
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.22451449930667877,0.20396199822425842,0.23880577087402344,0.2195960283279419,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.3097512125968933,0.29318708181381226,0.3027077615261078,0.2525516450405121,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.3099139928817749,0.5022147297859192,0.49448907375335693,0.35831061005592346,0.3821796178817749,0.26929977536201477,0.28434500098228455,0.18701928853988647
doctor,0.25567495822906494,0.20870667695999146,0.16282056272029877,0.19672659039497375,0.2820442318916321,0.26512598991394043,0.17330653965473175,0.16843044757843018,0.23426684737205505,0.1462511420249939
excitedly,0.19147001206874847,0.37687984108924866,0.14761728048324585,0.24948418140411377,0.2533454895019531,0.12987175583839417,0.14062270522117615,0.12114613503217697,0.21048873662948608,0.21349944174289703
replies,0.15700320899486542,0.38051557540893555,0.15480954945087433,0.23971275985240936,0.23080229759216309,0.1440347284078598,0.12897975742816925,0.1469566971063614,0.17255467176437378,0.36297816038131714
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.012679691426455975,0.029072100296616554,0.07129501551389694,-0.07950975000858307,0.013431590981781483,-0.037323497235774994,0.0685480609536171
goodness,0.15325196087360382,0.4231394827365875,0.14303778111934662,0.1524328738451004,0.23833194375038147,0.21730951964855194,0.19258220493793488,0.16206598281860352,0.13084733486175537,0.330630362033844
me,0.14430944621562958,0.3969229757785797,0.18112537264823914,0.20387347042560577,0.20063884556293488,0.13797825574874878,0.11511334776878357,0.156556636095047,0.22189034521579742,0.4646095037460327
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.2806432545185089,0.2281392365694046,0.26337340474128723,0.2278250902891159,0.4130953550338745
