,what,were,the,win/loss,game,stats,for,the,denver,bronco,'s,regular,season,in,2015,?
patriots,0.17429088056087494,0.23409396409988403,0.2345433384180069,0.2820301651954651,0.298821359872818,0.26550987362861633,0.22096431255340576,0.2345433384180069,0.3174690902233124,0.30480146408081055,-0.012247873470187187,0.2548633813858032,0.2944372594356537,0.22389881312847137,0.04475776478648186,0.11474817991256714
a,0.3320399522781372,0.17203083634376526,0.5829201340675354,0.38005948066711426,0.23211604356765747,0.138144388794899,0.44038116931915283,0.5829201340675354,0.179859921336174,0.1873185783624649,0.04866964742541313,0.313107967376709,0.1855505406856537,0.539380669593811,-0.008371892385184765,0.23916715383529663
chance,0.3029831349849701,0.2050342559814453,0.26683303713798523,0.32973501086235046,0.3145590126514435,0.25412827730178833,0.34149789810180664,0.26683303713798523,0.13124682009220123,0.14085902273654938,-0.027336325496435165,0.27819177508354187,0.22473536431789398,0.14831462502479553,-0.12255323678255081,0.274066299200058
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.2969840466976166,0.2540906071662903,0.19885417819023132,0.4451248347759247,0.535392165184021,0.23706497251987457,0.1709693968296051,0.03782717138528824,0.30861178040504456,0.22382742166519165,0.45010748505592346,-0.0031493064016103745,0.29463258385658264
defend,0.2604731619358063,0.2747194468975067,0.2784505784511566,0.2652718424797058,0.1717057079076767,0.11188124120235443,0.24475669860839844,0.2784505784511566,0.12767916917800903,0.1266297698020935,-0.07687792927026749,0.19575318694114685,0.12198713421821594,0.25465187430381775,0.11548284441232681,0.21878457069396973
their,0.35142919421195984,0.43277356028556824,0.516537070274353,0.3097072243690491,0.2491205334663391,0.2094702273607254,0.3406745493412018,0.516537070274353,0.21170325577259064,0.16613757610321045,-0.005530759692192078,0.3364572525024414,0.21295444667339325,0.34976133704185486,-0.06577648967504501,0.1898253709077835
title,0.205022931098938,0.11128851026296616,0.27465343475341797,0.2685059905052185,0.2137785702943802,0.16972291469573975,0.2096623331308365,0.27465343475341797,0.17772027850151062,0.1529572755098343,-0.01928652636706829,0.18414990603923798,0.15660813450813293,0.2263992726802826,0.08235502243041992,0.34551161527633667
from,0.2737620174884796,0.29991888999938965,0.40150508284568787,0.25089743733406067,0.18001270294189453,0.1253952533006668,0.314039945602417,0.40150508284568787,0.1697966605424881,0.17191988229751587,-0.01936490088701248,0.16285312175750732,0.16452011466026306,0.4274188280105591,0.0790625810623169,0.19969791173934937
super,0.13651713728904724,0.18743500113487244,0.21959073841571808,0.3300431966781616,0.3480181396007538,0.19217219948768616,0.22938419878482819,0.21959073841571808,0.24589714407920837,0.3345249593257904,0.09726737439632416,0.21446830034255981,0.2755677402019501,0.18576006591320038,0.04363032057881355,0.166326642036438
bowl,0.15942467749118805,0.17085392773151398,0.21576224267482758,0.34992706775665283,0.2413962334394455,0.162321537733078,0.24430087208747864,0.21576224267482758,0.2861449718475342,0.30743443965911865,-0.02838491089642048,0.2318909466266632,0.3117852509021759,0.17236235737800598,0.0710686594247818,0.21118052303791046
xlix,0.14570996165275574,0.18127237260341644,0.28379157185554504,0.440148264169693,0.3429282605648041,0.29575806856155396,0.2522982060909271,0.28379157185554504,0.2640584409236908,0.33910834789276123,0.021222256124019623,0.27123332023620605,0.37149786949157715,0.264173686504364,0.2466222196817398,0.2639070451259613
by,0.2455483376979828,0.4406847059726715,0.4408751428127289,0.2546836733818054,0.21372540295124054,0.09556937962770462,0.3248702883720398,0.4408751428127289,0.16241613030433655,0.12874984741210938,-0.010884488001465797,0.16628094017505646,0.10566911846399307,0.370934396982193,0.09096921235322952,0.17966607213020325
defeating,0.1266573965549469,0.20394527912139893,0.31832075119018555,0.39162617921829224,0.30615150928497314,0.16172829270362854,0.26037704944610596,0.31832075119018555,0.16207818686962128,0.2002846598625183,-0.043503522872924805,0.1363208293914795,0.22406423091888428,0.25722265243530273,0.21002840995788574,0.15296590328216553
them,0.4994642734527588,0.4602346122264862,0.4788833558559418,0.3105924725532532,0.2747063934803009,0.27743417024612427,0.41447147727012634,0.4788833558559418,0.19642026722431183,0.13224883377552032,0.025712676346302032,0.3360072672367096,0.18583638966083527,0.29119014739990234,-0.07769625633955002,0.35435691475868225
20–18,0.15608283877372742,0.2699238657951355,0.07738925516605377,-0.003023930359631777,0.03933378681540489,-0.04436482861638069,0.16833078861236572,0.07738925516605377,0.038526542484760284,0.04102834314107895,-0.04662565514445305,0.07079949975013733,-0.011398391798138618,0.1783762127161026,-0.09187981486320496,0.10603919625282288
in,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.3373483717441559,0.23986028134822845,0.15948234498500824,0.4322226941585541,0.6662389636039734,0.2221570909023285,0.14553722739219666,-0.037580832839012146,0.23172755539417267,0.2184021919965744,1.0,0.0891268327832222,0.20430970191955566
the,0.42745697498321533,0.3906462490558624,1.0,0.3793964982032776,0.285271555185318,0.19401417672634125,0.4739971458911896,1.0,0.2052404284477234,0.17987582087516785,-0.01540423184633255,0.3214086890220642,0.2507155239582062,0.6662389636039734,0.1466771513223648,0.22068053483963013
afc,0.1550256609916687,0.18922588229179382,0.25863510370254517,0.29672232270240784,0.2785787284374237,0.2783072590827942,0.23089082539081573,0.25863510370254517,0.27175816893577576,0.2580011487007141,-0.07818128913640976,0.3085647523403168,0.34177109599113464,0.20746317505836487,-0.0127690015360713,0.2026895433664322
championship,0.12797051668167114,0.1939602643251419,0.2540402412414551,0.3392046391963959,0.24432945251464844,0.20921316742897034,0.22107061743736267,0.2540402412414551,0.20693683624267578,0.23701679706573486,0.005009881220757961,0.22342713177204132,0.34766685962677,0.20047812163829803,0.06591276079416275,0.1390383541584015
game,0.2246788740158081,0.21951238811016083,0.285271555185318,0.3423444330692291,0.9999998807907104,0.3054601550102234,0.2608485519886017,0.285271555185318,0.18653830885887146,0.24910777807235718,0.07448072731494904,0.24102358520030975,0.3434298038482666,0.23986028134822845,-0.003872275585308671,0.1829071193933487
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.37773066759109497,0.2581658959388733,0.2473173588514328,0.4726039469242096,0.5934505462646484,0.2573630213737488,0.17763781547546387,-0.003708066651597619,0.2778880000114441,0.24674734473228455,0.5591574311256409,0.06607602536678314,0.4130953550338745
