,who,spoke,to,luther,about,his,books,on,behalf,of,the,empire,?
if,0.3758285641670227,0.15747855603694916,0.4559597074985504,0.17693482339382172,0.30191555619239807,0.19270896911621094,0.17281436920166016,0.24549968540668488,0.231441929936409,0.2557544410228729,0.33724796772003174,0.14560888707637787,0.4441644251346588
the,0.3733934462070465,0.268061101436615,0.535392165184021,0.1759674996137619,0.37995871901512146,0.4394008219242096,0.23187310993671417,0.5107308030128479,0.29712867736816406,0.733189046382904,1.0,0.32532164454460144,0.22068053483963013
books,0.25903794169425964,0.19775037467479706,0.20019930601119995,0.2571197748184204,0.2877427935600281,0.23605668544769287,1.0,0.24774901568889618,0.13368810713291168,0.18863578140735626,0.23187310993671417,0.16313789784908295,0.1897611767053604
were,0.3188014328479767,0.3223823606967926,0.31913647055625916,0.18652333319187164,0.29814305901527405,0.3142043352127075,0.21913474798202515,0.2774328887462616,0.16607914865016937,0.34038281440734863,0.3906462490558624,0.25456157326698303,0.17890112102031708
his,0.44966956973075867,0.28526192903518677,0.3715193271636963,0.27093374729156494,0.24169853329658508,0.9999998807907104,0.23605668544769287,0.32064297795295715,0.33685311675071716,0.38364991545677185,0.4394008219242096,0.22914105653762817,0.18075084686279297
",",0.3365725874900818,0.2793640196323395,0.44245919585227966,0.23255878686904907,0.3877100944519043,0.3378419280052185,0.258169561624527,0.49057599902153015,0.23490607738494873,0.4946078956127167,0.4933079481124878,0.27646857500076294,0.31091248989105225
and,0.41279885172843933,0.22097206115722656,0.48971283435821533,0.20796556770801544,0.3875081241130829,0.4234102666378021,0.3090738356113434,0.4077630043029785,0.2360888421535492,0.5116966962814331,0.5171257257461548,0.27479609847068787,0.20544172823429108
whether,0.3777885138988495,0.20903122425079346,0.43423423171043396,0.17468908429145813,0.36262741684913635,0.23247477412223816,0.17822571098804474,0.2535785734653473,0.2393297255039215,0.24392437934875488,0.3211745023727417,0.08547863364219666,0.3150278329849243
he,0.5500732064247131,0.3249238431453705,0.385390967130661,0.2454872578382492,0.2518255114555359,0.7171558737754822,0.214491605758667,0.32403138279914856,0.3243570029735565,0.38706058263778687,0.4571082592010498,0.22260785102844238,0.2089974731206894
stood,0.19273555278778076,0.3475319445133209,0.21927250921726227,0.14099639654159546,0.26391899585723877,0.2962723970413208,0.06799677014350891,0.14943094551563263,0.16655386984348297,0.2673929035663605,0.33816975355148315,0.19787663221359253,0.12488352507352829
by,0.39727845788002014,0.15395821630954742,0.33534231781959534,0.15382802486419678,0.30091190338134766,0.3107621967792511,0.22048762440681458,0.33887791633605957,0.28072333335876465,0.3646814823150635,0.4408751428127289,0.19236046075820923,0.17966607213020325
their,0.3767721951007843,0.156858891248703,0.44619059562683105,0.1988239735364914,0.25792208313941956,0.5725893378257751,0.18625350296497345,0.3598666191101074,0.271731972694397,0.4329940676689148,0.516537070274353,0.2050197720527649,0.1898253709077835
contents,0.15977832674980164,0.05869138613343239,0.2691158354282379,0.1516922563314438,0.21917618811130524,0.17085948586463928,0.32452571392059326,0.23353680968284607,0.1647893190383911,0.23355720937252045,0.2977584898471832,0.11373497545719147,0.3202747702598572
.,0.3541337847709656,0.23284921050071716,0.4645031690597534,0.24907569587230682,0.42038556933403015,0.3119256794452667,0.2393038123846054,0.49257001280784607,0.21615219116210938,0.5352458953857422,0.5934505462646484,0.2811720371246338,0.4130953550338745
