,how,many,stations,did,boston,have,in,1952,?
major,0.12500809133052826,0.2907782793045044,0.21470504999160767,0.20997437834739685,0.22063711285591125,0.2512233257293701,0.3249945342540741,-0.01472852285951376,0.19788557291030884
cities,0.10434838384389877,0.2867770195007324,0.3223423659801483,0.13977929949760437,0.13113415241241455,0.1965736299753189,0.32293570041656494,0.055282145738601685,0.13339310884475708
(,0.1676948219537735,0.1455259770154953,0.1346510946750641,0.18979617953300476,0.1748642474412918,0.23072676360607147,0.3087427020072937,0.01900659315288067,0.40561532974243164
such,0.307365357875824,0.5649948120117188,0.2347361445426941,0.24497397243976593,0.18958505988121033,0.42997312545776367,0.2704046070575714,0.12500283122062683,0.17851735651493073
as,0.33782753348350525,0.4070141911506653,0.23359498381614685,0.3596470057964325,0.18953637778759003,0.37788212299346924,0.3887844979763031,0.08021441847085953,0.27043893933296204
boston,0.20064303278923035,0.20766830444335938,0.1969621181488037,0.1750171184539795,1.0,0.19276446104049683,0.24356770515441895,0.02812003530561924,0.14705288410186768
),0.17939934134483337,0.16602720320224762,0.1451086699962616,0.18584993481636047,0.16470475494861603,0.22866283357143402,0.3326910734176636,0.011161106638610363,0.42300865054130554
had,0.2549138069152832,0.40130746364593506,0.2031255066394806,0.540525496006012,0.22042515873908997,0.6263401508331299,0.385026752948761,0.08822532743215561,0.20728366076946259
only,0.36590442061424255,0.4670507609844208,0.2648601830005646,0.4039593040943146,0.16335684061050415,0.5199421048164368,0.42992329597473145,0.08489671349525452,0.2767370045185089
two,0.2499001920223236,0.5147606730461121,0.25703883171081543,0.2755576968193054,0.15539886057376862,0.4498785734176636,0.36463531851768494,-0.013109221123158932,0.19645625352859497
television,0.20427560806274414,0.23433995246887207,0.3494590222835541,0.17055591940879822,0.2165127545595169,0.1811555027961731,0.2689782977104187,0.05833883956074715,0.16825827956199646
stations,0.18198855221271515,0.2893238365650177,1.0,0.16568200290203094,0.1969621181488037,0.23396307229995728,0.25864288210868835,0.047670505940914154,0.13192185759544373
",",0.22659391164779663,0.40610817074775696,0.26337406039237976,0.3015086054801941,0.2719416320323944,0.3541618287563324,0.5201468467712402,0.0635446086525917,0.31091248989105225
many,0.4425291419029236,0.9999999403953552,0.2893238365650177,0.375588983297348,0.20766830444335938,0.5841760635375977,0.41474202275276184,0.12541338801383972,0.2124512493610382
other,0.3591516315937042,0.6324484348297119,0.30673545598983765,0.31707024574279785,0.19449883699417114,0.559082567691803,0.39989137649536133,0.03887565806508064,0.24682199954986572
cities,0.10434838384389877,0.2867770195007324,0.3223423659801483,0.13977929949760437,0.13113415241241455,0.1965736299753189,0.32293570041656494,0.055282145738601685,0.13339310884475708
(,0.1676948219537735,0.1455259770154953,0.1346510946750641,0.18979617953300476,0.1748642474412918,0.23072676360607147,0.3087427020072937,0.01900659315288067,0.40561532974243164
such,0.307365357875824,0.5649948120117188,0.2347361445426941,0.24497397243976593,0.18958505988121033,0.42997312545776367,0.2704046070575714,0.12500283122062683,0.17851735651493073
as,0.33782753348350525,0.4070141911506653,0.23359498381614685,0.3596470057964325,0.18953637778759003,0.37788212299346924,0.3887844979763031,0.08021441847085953,0.27043893933296204
pittsburgh,0.1903776377439499,0.15012553334236145,0.1829485148191452,0.11489082127809525,0.5126078724861145,0.1606125682592392,0.1921023428440094,0.022472741082310677,0.17622371017932892
and,0.33647966384887695,0.5296266674995422,0.2687023878097534,0.34479495882987976,0.2462981790304184,0.4711785912513733,0.4954058527946472,0.08156291395425797,0.20544172823429108
st.,0.14827053248882294,0.13437041640281677,0.0798497125506401,0.11965964734554291,0.11977274715900421,0.1407918632030487,0.15931649506092072,0.03165958821773529,0.13592876493930817
louis,0.10556819289922714,0.16962186992168427,0.09760063886642456,0.21384841203689575,0.25880739092826843,0.17228268086910248,0.2117311805486679,0.060396406799554825,0.09819188714027405
),0.17939934134483337,0.16602720320224762,0.1451086699962616,0.18584993481636047,0.16470475494861603,0.22866283357143402,0.3326910734176636,0.011161106638610363,0.42300865054130554
had,0.2549138069152832,0.40130746364593506,0.2031255066394806,0.540525496006012,0.22042515873908997,0.6263401508331299,0.385026752948761,0.08822532743215561,0.20728366076946259
only,0.36590442061424255,0.4670507609844208,0.2648601830005646,0.4039593040943146,0.16335684061050415,0.5199421048164368,0.42992329597473145,0.08489671349525452,0.2767370045185089
one,0.3213292360305786,0.4223630726337433,0.24847227334976196,0.27659472823143005,0.1680515706539154,0.4507926106452942,0.4129433035850525,0.09411920607089996,0.2673267424106598
",",0.22659391164779663,0.40610817074775696,0.26337406039237976,0.3015086054801941,0.2719416320323944,0.3541618287563324,0.5201468467712402,0.0635446086525917,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2687023878097534,0.34479495882987976,0.2462981790304184,0.4711785912513733,0.4954058527946472,0.08156291395425797,0.20544172823429108
still,0.38034671545028687,0.4997209906578064,0.2821618318557739,0.38309040665626526,0.24859774112701416,0.42502015829086304,0.3424699008464813,0.08867895603179932,0.3039587736129761
many,0.4425291419029236,0.9999999403953552,0.2893238365650177,0.375588983297348,0.20766830444335938,0.5841760635375977,0.41474202275276184,0.12541338801383972,0.2124512493610382
others,0.3401021361351013,0.5011104941368103,0.22043929994106293,0.3710305690765381,0.1864592283964157,0.46180421113967896,0.3167906701564789,0.023958375677466393,0.26705288887023926
(,0.1676948219537735,0.1455259770154953,0.1346510946750641,0.18979617953300476,0.1748642474412918,0.23072676360607147,0.3087427020072937,0.01900659315288067,0.40561532974243164
such,0.307365357875824,0.5649948120117188,0.2347361445426941,0.24497397243976593,0.18958505988121033,0.42997312545776367,0.2704046070575714,0.12500283122062683,0.17851735651493073
as,0.33782753348350525,0.4070141911506653,0.23359498381614685,0.3596470057964325,0.18953637778759003,0.37788212299346924,0.3887844979763031,0.08021441847085953,0.27043893933296204
denver,0.15631112456321716,0.18606427311897278,0.17421209812164307,0.16413381695747375,0.42583754658699036,0.17510470747947693,0.2221570909023285,0.09150692075490952,0.1520889848470688
and,0.33647966384887695,0.5296266674995422,0.2687023878097534,0.34479495882987976,0.2462981790304184,0.4711785912513733,0.4954058527946472,0.08156291395425797,0.20544172823429108
portland,0.14521311223506927,0.19156497716903687,0.2199898511171341,0.13058093190193176,0.48869821429252625,0.19966205954551697,0.236038476228714,0.09422323107719421,0.13481497764587402
),0.17939934134483337,0.16602720320224762,0.1451086699962616,0.18584993481636047,0.16470475494861603,0.22866283357143402,0.3326910734176636,0.011161106638610363,0.42300865054130554
did,0.375736802816391,0.375588983297348,0.16568200290203094,1.0,0.1750171184539795,0.3783526122570038,0.2593238651752472,0.03558165952563286,0.3023456633090973
not,0.4869767427444458,0.4369727373123169,0.23324884474277496,0.6481515765190125,0.1778932809829712,0.5619372129440308,0.3403114080429077,0.042509425431489944,0.41942933201789856
yet,0.44243067502975464,0.32759273052215576,0.18554255366325378,0.34866881370544434,0.1403164118528366,0.5414443612098694,0.2714422047138214,0.03408418968319893,0.4011770784854889
have,0.4370637536048889,0.5841760635375977,0.23396307229995728,0.3783526122570038,0.19276446104049683,0.9999999403953552,0.36843645572662354,0.1218583732843399,0.32991164922714233
any,0.38858675956726074,0.39810672402381897,0.24840036034584045,0.37563082575798035,0.18585875630378723,0.5329707860946655,0.3135753571987152,0.059349384158849716,0.4113408327102661
television,0.20427560806274414,0.23433995246887207,0.3494590222835541,0.17055591940879822,0.2165127545595169,0.1811555027961731,0.2689782977104187,0.05833883956074715,0.16825827956199646
service,0.12199638783931732,0.21650798618793488,0.33265575766563416,0.14130860567092896,0.13737452030181885,0.14890135824680328,0.1740635335445404,-0.0006636876496486366,0.1676298975944519
.,0.3287222981452942,0.3974229395389557,0.22839494049549103,0.35288307070732117,0.23627638816833496,0.41614407300949097,0.5591574311256409,0.10644136369228363,0.4130953550338745
