,who,worked,later,on,to,find,these,missing,magnetic,tapes,that,had,data,stored,on,them,?
nasa,0.1536933034658432,0.18069535493850708,0.16410097479820251,0.18220403790473938,0.21193136274814606,0.13070480525493622,0.18966905772686005,0.1666792333126068,0.21487396955490112,0.26196983456611633,0.26653343439102173,0.13812682032585144,0.2884003520011902,0.1901959478855133,0.18220403790473938,0.18189233541488647,0.1809994876384735
to,0.42656609416007996,0.22250263392925262,0.393297016620636,0.41031414270401,1.0,0.42702093720436096,0.46852558851242065,0.260368674993515,0.23495057225227356,0.26465630531311035,0.5436353087425232,0.37984350323677063,0.24776634573936462,0.2547496259212494,0.41031414270401,0.5916602611541748,0.29463258385658264
remove,0.16479727625846863,0.1206398755311966,0.14916108548641205,0.2349216639995575,0.37910619378089905,0.3682178556919098,0.2852318286895752,0.35893625020980835,0.1672675758600235,0.17548497021198273,0.3686818480491638,0.2473451793193817,0.15705548226833344,0.30468592047691345,0.2349216639995575,0.3763383626937866,0.32355964183807373
massive,0.13566954433918,0.08804042637348175,0.13767759501934052,0.25524452328681946,0.18576151132583618,0.16876526176929474,0.24205100536346436,0.16046184301376343,0.2241402417421341,0.07408936321735382,0.27232760190963745,0.2813844382762909,0.15923979878425598,0.18484540283679962,0.25524452328681946,0.19371841847896576,0.17558397352695465
numbers,0.17436935007572174,0.12524822354316711,0.1749085634946823,0.20438247919082642,0.29515770077705383,0.2811490297317505,0.4013325273990631,0.19426493346691132,0.22009438276290894,0.21246114373207092,0.342125803232193,0.21943619847297668,0.21379461884498596,0.2668587863445282,0.20438247919082642,0.38296499848365784,0.19297972321510315
of,0.2827862501144409,0.2398757040500641,0.3458743393421173,0.3966929316520691,0.41548454761505127,0.2276865392923355,0.42684608697891235,0.23175521194934845,0.16237565875053406,0.22208455204963684,0.41498205065727234,0.37755560874938965,0.20013196766376495,0.2396228164434433,0.3966929316520691,0.34503093361854553,0.1826142966747284
magnetic,0.0936945229768753,0.11773869395256042,0.134582057595253,0.21771234273910522,0.23495057225227356,0.22582806646823883,0.23798556625843048,0.17033924162387848,1.0,0.3026624917984009,0.27342489361763,0.1251601129770279,0.3040345013141632,0.33965083956718445,0.21771234273910522,0.2105676680803299,0.10858146101236343
tapes,0.1664559543132782,0.23975057899951935,0.27002447843551636,0.20648476481437683,0.26465630531311035,0.21850085258483887,0.258758544921875,0.2200087308883667,0.3026624917984009,1.0,0.3099614083766937,0.2922847867012024,0.29975616931915283,0.3351362347602844,0.20648476481437683,0.31017908453941345,0.17198848724365234
from,0.27839982509613037,0.22349679470062256,0.34398579597473145,0.36926645040512085,0.4069952368736267,0.1723015159368515,0.2928802967071533,0.15838058292865753,0.14423491060733795,0.18808875977993011,0.3477667272090912,0.3075238764286041,0.188001811504364,0.24615786969661713,0.36926645040512085,0.2957119345664978,0.19969791173934937
the,0.3733934462070465,0.22615844011306763,0.4060266613960266,0.5107308030128479,0.535392165184021,0.2696352005004883,0.49086877703666687,0.2549445927143097,0.18611927330493927,0.2105327844619751,0.5473989248275757,0.3875846862792969,0.20546740293502808,0.2634609043598175,0.5107308030128479,0.4788833558559418,0.22068053483963013
national,0.18105065822601318,0.14476577937602997,0.18527713418006897,0.18674622476100922,0.21067756414413452,0.10342667996883392,0.19830188155174255,0.09737461805343628,0.07248175889253616,0.0777374729514122,0.20268747210502625,0.15170930325984955,0.20539791882038116,0.12982916831970215,0.18674622476100922,0.18950115144252777,0.15643028914928436
archives,0.14359350502490997,0.2266245186328888,0.19870035350322723,0.21233141422271729,0.22382298111915588,0.18056154251098633,0.2136783003807068,0.20025283098220825,0.1964375078678131,0.2855861186981201,0.23072825372219086,0.13158291578292847,0.30026355385780334,0.2659088969230652,0.21233141422271729,0.21765516698360443,0.24684664607048035
and,0.41279885172843933,0.3093699514865875,0.4216292202472687,0.4077630043029785,0.48971283435821533,0.3228435218334198,0.5314885973930359,0.2305000275373459,0.1990627944469452,0.2145281732082367,0.4731321930885315,0.3872550129890442,0.23368559777736664,0.23925133049488068,0.4077630043029785,0.48717668652534485,0.20544172823429108
records,0.1928240954875946,0.20202907919883728,0.1971190720796585,0.21083123981952667,0.1657545268535614,0.15193785727024078,0.172029048204422,0.09361573308706284,0.13886870443820953,0.33512112498283386,0.21367773413658142,0.19828225672245026,0.177781343460083,0.18615013360977173,0.21083123981952667,0.1808752417564392,0.12384546548128128
administration,0.2072920948266983,0.24057240784168243,0.20293402671813965,0.18321560323238373,0.2658160626888275,0.09188377857208252,0.23849233984947205,0.07735201716423035,0.11701679974794388,0.17275705933570862,0.2354782223701477,0.22246304154396057,0.1896863877773285,0.15880632400512695,0.18321560323238373,0.1683674305677414,0.14283715188503265
to,0.42656609416007996,0.22250263392925262,0.393297016620636,0.41031414270401,1.0,0.42702093720436096,0.46852558851242065,0.260368674993515,0.23495057225227356,0.26465630531311035,0.5436353087425232,0.37984350323677063,0.24776634573936462,0.2547496259212494,0.41031414270401,0.5916602611541748,0.29463258385658264
be,0.3371641933917999,0.14530350267887115,0.3267292380332947,0.37900757789611816,0.4972836375236511,0.3459516167640686,0.4507283866405487,0.23267096281051636,0.2283020317554474,0.229167640209198,0.6036020517349243,0.35315439105033875,0.20036695897579193,0.35856205224990845,0.37900757789611816,0.4282684326171875,0.3324260413646698
recorded,0.18934021890163422,0.23112867772579193,0.20281125605106354,0.26053643226623535,0.22252942621707916,0.12155214697122574,0.22035643458366394,0.18093770742416382,0.20251592993736267,0.381733775138855,0.20419296622276306,0.34789225459098816,0.1824684590101242,0.23154988884925842,0.26053643226623535,0.23133064806461334,0.19213420152664185
over,0.316001296043396,0.22574947774410248,0.3615806996822357,0.39810362458229065,0.38635820150375366,0.22185631096363068,0.36364543437957764,0.17962849140167236,0.18886874616146088,0.24407018721103668,0.3882925808429718,0.3937615752220154,0.18044354021549225,0.21252834796905518,0.39810362458229065,0.37881892919540405,0.25742942094802856
with,0.3282766342163086,0.22196559607982635,0.2797884941101074,0.40749499201774597,0.4239959120750427,0.24964970350265503,0.37595367431640625,0.2869752049446106,0.12970861792564392,0.23499223589897156,0.4154358208179474,0.4739086329936981,0.1658894121646881,0.21134589612483978,0.40749499201774597,0.4064640402793884,0.2433311939239502
newer,0.18630287051200867,0.1198619157075882,0.3294714093208313,0.1964397132396698,0.32417598366737366,0.17013785243034363,0.40815824270248413,0.18564799427986145,0.1775246113538742,0.21848492324352264,0.31023940443992615,0.2637092173099518,0.19325943291187286,0.2824482023715973,0.1964397132396698,0.31173384189605713,0.15615598857402802
satellite,0.14650198817253113,0.14911341667175293,0.2276086062192917,0.2525777816772461,0.19631412625312805,0.13094814121723175,0.1939309984445572,0.07100599259138107,0.23555392026901245,0.2580704987049103,0.21998104453086853,0.12459084391593933,0.2472844123840332,0.18914426863193512,0.2525777816772461,0.17282865941524506,0.13568443059921265
data,0.0756121277809143,0.09394736588001251,0.08797416090965271,0.18273964524269104,0.24776634573936462,0.21726687252521515,0.24038656055927277,0.2024228870868683,0.3040345013141632,0.29975616931915283,0.2643236517906189,0.17548516392707825,1.0,0.42249688506126404,0.18273964524269104,0.2395557463169098,0.17909851670265198
.,0.3541337847709656,0.24987587332725525,0.3488861322402954,0.49257001280784607,0.4645031690597534,0.3133861720561981,0.3840779960155487,0.2528116703033447,0.1884709596633911,0.21845246851444244,0.4460422694683075,0.37348684668540955,0.24345596134662628,0.27817240357398987,0.49257001280784607,0.39945515990257263,0.4130953550338745
,who,worked,later,on,to,find,these,missing,magnetic,tapes,that,had,data,stored,on,them,?
stan,0.20252534747123718,0.15477129817008972,0.10281691700220108,0.13856907188892365,0.15959526598453522,0.12065185606479645,0.1142142042517662,0.16694492101669312,0.05732910335063934,0.10850068926811218,0.18524885177612305,0.11034415662288666,0.1259928196668625,0.1422620415687561,0.13856907188892365,0.12958353757858276,0.11499540507793427
lebar,0.019518528133630753,0.12668198347091675,0.06411665678024292,0.18928557634353638,0.12736906111240387,0.11035970598459244,0.07247725874185562,0.17732472717761993,0.14960770308971405,0.16567370295524597,0.14668123424053192,0.06931450963020325,0.16097497940063477,0.2431802749633789,0.18928557634353638,0.09330528974533081,0.19858700037002563
",",0.3365725874900818,0.31017279624938965,0.35016918182373047,0.49057599902153015,0.44245919585227966,0.27622509002685547,0.37613096833229065,0.2425287365913391,0.15619294345378876,0.1773630827665329,0.4137537479400635,0.35487717390060425,0.22224515676498413,0.24477602541446686,0.49057599902153015,0.3985835015773773,0.31091248989105225
who,0.9999998807907104,0.3184434771537781,0.35185644030570984,0.2340552806854248,0.42656609416007996,0.3115674555301666,0.34544891119003296,0.16799874603748322,0.0936945229768753,0.1664559543132782,0.45444270968437195,0.36173108220100403,0.0756121277809143,0.10889895260334015,0.2340552806854248,0.5243523120880127,0.26220351457595825
led,0.2450801581144333,0.2212928980588913,0.3059271574020386,0.23411796987056732,0.21815308928489685,0.07808329910039902,0.23558646440505981,0.05910640209913254,0.19433027505874634,0.17609228193759918,0.20931211113929749,0.38557857275009155,0.19415175914764404,0.12293799221515656,0.23411796987056732,0.25524047017097473,0.09273858368396759
the,0.3733934462070465,0.22615844011306763,0.4060266613960266,0.5107308030128479,0.535392165184021,0.2696352005004883,0.49086877703666687,0.2549445927143097,0.18611927330493927,0.2105327844619751,0.5473989248275757,0.3875846862792969,0.20546740293502808,0.2634609043598175,0.5107308030128479,0.4788833558559418,0.22068053483963013
team,0.22248858213424683,0.14816822111606598,0.20452667772769928,0.13870710134506226,0.23889471590518951,0.1678033173084259,0.13037878274917603,0.15948587656021118,0.11790381371974945,0.12168561667203903,0.17048367857933044,0.11808160692453384,0.212013378739357,0.0985429584980011,0.13870710134506226,0.1714262217283249,0.11243411153554916
that,0.45444270968437195,0.18242602050304413,0.42443475127220154,0.42569106817245483,0.5436353087425232,0.38642045855522156,0.5512621402740479,0.30228644609451294,0.27342489361763,0.3099614083766937,1.0,0.4407361149787903,0.2643236517906189,0.3146079182624817,0.42569106817245483,0.5601773262023926,0.32716336846351624
designed,0.21097040176391602,0.27825742959976196,0.1906561404466629,0.2350989580154419,0.3077097535133362,0.13708463311195374,0.24450145661830902,0.07159685343503952,0.18474054336547852,0.24823614954948425,0.270294189453125,0.25204402208328247,0.14758192002773285,0.24876371026039124,0.2350989580154419,0.22224895656108856,0.11213942617177963
and,0.41279885172843933,0.3093699514865875,0.4216292202472687,0.4077630043029785,0.48971283435821533,0.3228435218334198,0.5314885973930359,0.2305000275373459,0.1990627944469452,0.2145281732082367,0.4731321930885315,0.3872550129890442,0.23368559777736664,0.23925133049488068,0.4077630043029785,0.48717668652534485,0.20544172823429108
built,0.2059558480978012,0.26914626359939575,0.2880714535713196,0.1758279800415039,0.2183011770248413,0.11812003701925278,0.26776984333992004,0.04280119016766548,0.17189417779445648,0.1747184693813324,0.2532336115837097,0.30353620648384094,0.1428111493587494,0.22836552560329437,0.1758279800415039,0.22064994275569916,0.09449632465839386
the,0.3733934462070465,0.22615844011306763,0.4060266613960266,0.5107308030128479,0.535392165184021,0.2696352005004883,0.49086877703666687,0.2549445927143097,0.18611927330493927,0.2105327844619751,0.5473989248275757,0.3875846862792969,0.20546740293502808,0.2634609043598175,0.5107308030128479,0.4788833558559418,0.22068053483963013
lunar,0.14727042615413666,0.10760802775621414,0.21294906735420227,0.22814977169036865,0.15437743067741394,0.18648681044578552,0.24449993669986725,0.22560907900333405,0.22302426397800446,0.17619255185127258,0.24143245816230774,0.12961961328983307,0.18019261956214905,0.23506692051887512,0.22814977169036865,0.14974278211593628,0.1628302037715912
television,0.2515988349914551,0.2619210183620453,0.2541639506816864,0.2825660705566406,0.1933557242155075,0.1504732221364975,0.19907541573047638,0.12874779105186462,0.14912007749080658,0.30192112922668457,0.21588699519634247,0.203231081366539,0.12854818999767303,0.12896829843521118,0.2825660705566406,0.19018152356147766,0.16825827956199646
camera,0.2101912796497345,0.14648276567459106,0.17723192274570465,0.19472651183605194,0.19477353990077972,0.19621147215366364,0.1620277762413025,0.08892864733934402,0.24353699386119843,0.3446289598941803,0.25188642740249634,0.14609180390834808,0.19661816954612732,0.19981501996517181,0.19472651183605194,0.26525771617889404,0.13050545752048492
at,0.22096660733222961,0.2835908532142639,0.3238905966281891,0.4806317389011383,0.36524343490600586,0.23883385956287384,0.2638600766658783,0.23029664158821106,0.16380411386489868,0.20262578129768372,0.3183255195617676,0.3288320302963257,0.1966259479522705,0.22892236709594727,0.4806317389011383,0.24689407646656036,0.21978627145290375
westinghouse,0.23585543036460876,0.21860891580581665,0.3039102852344513,0.23386307060718536,0.22176946699619293,0.19320817291736603,0.25533777475357056,0.12547792494297028,0.2930092215538025,0.2640739679336548,0.19149138033390045,0.2198336273431778,0.20577222108840942,0.23422472178936005,0.23386307060718536,0.17406442761421204,0.17307911813259125
electric,0.19416284561157227,0.1152106374502182,0.16718456149101257,0.2127806544303894,0.2115597426891327,0.11683203279972076,0.22622273862361908,0.07461585104465485,0.4703453481197357,0.2071060687303543,0.19867946207523346,0.17037837207317352,0.11012745648622513,0.17811352014541626,0.2127806544303894,0.1882016360759735,0.15674720704555511
corporation,0.15684109926223755,0.21927466988563538,0.22617676854133606,0.1815238744020462,0.19761964678764343,0.08973511308431625,0.22536635398864746,0.022259213030338287,0.24955227971076965,0.1322321891784668,0.16328231990337372,0.14000271260738373,0.1924826055765152,0.2561179995536804,0.1815238744020462,0.14521661400794983,0.13731837272644043
",",0.3365725874900818,0.31017279624938965,0.35016918182373047,0.49057599902153015,0.44245919585227966,0.27622509002685547,0.37613096833229065,0.2425287365913391,0.15619294345378876,0.1773630827665329,0.4137537479400635,0.35487717390060425,0.22224515676498413,0.24477602541446686,0.49057599902153015,0.3985835015773773,0.31091248989105225
also,0.47919341921806335,0.3474997282028198,0.43133029341697693,0.3762153089046478,0.5348826050758362,0.29545000195503235,0.5497925281524658,0.20107246935367584,0.17199444770812988,0.22952622175216675,0.6005857586860657,0.4027194678783417,0.14700114727020264,0.25481683015823364,0.3762153089046478,0.48266860842704773,0.21848613023757935
worked,0.3184434771537781,1.0,0.36405158042907715,0.22154751420021057,0.22250263392925262,0.19981256127357483,0.2163449376821518,0.12666745483875275,0.11773869395256042,0.23975057899951935,0.18242602050304413,0.3918136954307556,0.09394736588001251,0.18462976813316345,0.22154751420021057,0.23231880366802216,0.0901828184723854
with,0.3282766342163086,0.22196559607982635,0.2797884941101074,0.40749499201774597,0.4239959120750427,0.24964970350265503,0.37595367431640625,0.2869752049446106,0.12970861792564392,0.23499223589897156,0.4154358208179474,0.4739086329936981,0.1658894121646881,0.21134589612483978,0.40749499201774597,0.4064640402793884,0.2433311939239502
nafzger,0.3391125798225403,0.22217421233654022,0.2995949983596802,0.22442716360092163,0.24060244858264923,0.11905035376548767,0.16538015007972717,0.04248842969536781,0.17691832780838013,0.14087244868278503,0.24798700213432312,0.24895088374614716,0.11775296926498413,0.1572476625442505,0.22442716360092163,0.19943706691265106,0.18798767030239105
to,0.42656609416007996,0.22250263392925262,0.393297016620636,0.41031414270401,1.0,0.42702093720436096,0.46852558851242065,0.260368674993515,0.23495057225227356,0.26465630531311035,0.5436353087425232,0.37984350323677063,0.24776634573936462,0.2547496259212494,0.41031414270401,0.5916602611541748,0.29463258385658264
try,0.32706883549690247,0.31809693574905396,0.26689621806144714,0.2314990907907486,0.5391331911087036,0.4906746745109558,0.33919548988342285,0.27580875158309937,0.1501176655292511,0.24308791756629944,0.39859604835510254,0.27544209361076355,0.17956110835075378,0.17033161222934723,0.2314990907907486,0.5110113024711609,0.3757479786872864
to,0.42656609416007996,0.22250263392925262,0.393297016620636,0.41031414270401,1.0,0.42702093720436096,0.46852558851242065,0.260368674993515,0.23495057225227356,0.26465630531311035,0.5436353087425232,0.37984350323677063,0.24776634573936462,0.2547496259212494,0.41031414270401,0.5916602611541748,0.29463258385658264
locate,0.29126662015914917,0.1604565531015396,0.11559630185365677,0.21763509511947632,0.4176193177700043,0.5170518159866333,0.26373913884162903,0.2315298467874527,0.1890549510717392,0.1956470012664795,0.3061726987361908,0.14090490341186523,0.17837509512901306,0.2587551474571228,0.21763509511947632,0.35704147815704346,0.22199362516403198
the,0.3733934462070465,0.22615844011306763,0.4060266613960266,0.5107308030128479,0.535392165184021,0.2696352005004883,0.49086877703666687,0.2549445927143097,0.18611927330493927,0.2105327844619751,0.5473989248275757,0.3875846862792969,0.20546740293502808,0.2634609043598175,0.5107308030128479,0.4788833558559418,0.22068053483963013
missing,0.16799874603748322,0.12666745483875275,0.18106083571910858,0.21545620262622833,0.260368674993515,0.3807983100414276,0.22959694266319275,0.9999998807907104,0.17033924162387848,0.2200087308883667,0.30228644609451294,0.2482932060956955,0.2024228870868683,0.22722536325454712,0.21545620262622833,0.2673100233078003,0.2695959508419037
tapes,0.1664559543132782,0.23975057899951935,0.27002447843551636,0.20648476481437683,0.26465630531311035,0.21850085258483887,0.258758544921875,0.2200087308883667,0.3026624917984009,1.0,0.3099614083766937,0.2922847867012024,0.29975616931915283,0.3351362347602844,0.20648476481437683,0.31017908453941345,0.17198848724365234
.,0.3541337847709656,0.24987587332725525,0.3488861322402954,0.49257001280784607,0.4645031690597534,0.3133861720561981,0.3840779960155487,0.2528116703033447,0.1884709596633911,0.21845246851444244,0.4460422694683075,0.37348684668540955,0.24345596134662628,0.27817240357398987,0.49257001280784607,0.39945515990257263,0.4130953550338745
