,what,is,the,name,of,the,turf,used,in,levi,'s,stadium,for,the,super,bowl,?
grass,0.1307278871536255,0.1821775734424591,0.22174039483070374,0.17543286085128784,0.22911137342453003,0.22174039483070374,0.42170289158821106,0.21818514168262482,0.2110915184020996,0.15273632109165192,0.13683730363845825,0.28554368019104004,0.23346248269081116,0.22174039483070374,0.11269902437925339,0.2336098551750183,0.12344902008771896
stadiums,0.1592150628566742,0.24919599294662476,0.2981659770011902,0.2038341909646988,0.27395254373550415,0.2981659770011902,0.3711220324039459,0.27018797397613525,0.2859336733818054,0.13798938691616058,0.08834433555603027,0.8583540916442871,0.27828773856163025,0.2981659770011902,0.1739373505115509,0.2768748998641968,0.11989521980285645
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21927887201309204,0.3120402991771698,0.5201468467712402,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.18297892808914185,0.3718377649784088,0.6662389636039734,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
nfl,0.12579965591430664,0.12479410320520401,0.15305201709270477,0.11343668401241302,0.1524115800857544,0.15305201709270477,0.27355220913887024,0.12976689636707306,0.12599408626556396,0.12570512294769287,0.01630374602973461,0.28547149896621704,0.23749186098575592,0.15305201709270477,0.319060355424881,0.48354101181030273,0.10610254108905792
re-sodded,0.24762454628944397,0.19239287078380585,0.32192739844322205,0.1787927895784378,0.23041507601737976,0.32192739844322205,0.22948704659938812,0.4146444499492645,0.2551881670951843,0.14817176759243011,-0.029789293184876442,0.1386032998561859,0.2840079665184021,0.32192739844322205,0.23613111674785614,0.28550440073013306,0.2500745952129364
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.18297892808914185,0.3718377649784088,0.6662389636039734,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
field,0.1825202852487564,0.17269009351730347,0.2105809599161148,0.15073443949222565,0.20410659909248352,0.2105809599161148,0.22418086230754852,0.19765689969062805,0.20553018152713776,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.24342265725135803,0.2105809599161148,0.1592533439397812,0.15438513457775116,0.11279727518558502
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.10012927651405334,0.3047430217266083,0.4080928862094879,0.08109969645738602,-0.04624466598033905,0.11267887055873871,0.39140474796295166,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.2433311939239502
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.2702938914299011,0.3864384889602661,0.539380669593811,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.44038116931915283,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.19623230397701263,0.343457967042923,0.3845241069793701,0.1401023417711258,0.154256209731102,0.3758552670478821,0.17616036534309387,-0.008355522528290749,0.17546728253364563,0.2700757384300232,0.3845241069793701,0.2769954204559326,0.1471257209777832,0.14782847464084625
playing,0.1880110800266266,0.21237912774085999,0.27700236439704895,0.12686565518379211,0.20471586287021637,0.27700236439704895,0.2294740229845047,0.22518277168273926,0.28501778841018677,0.12751458585262299,0.049456462264060974,0.27812471985816956,0.3546140491962433,0.27700236439704895,0.14963796734809875,0.11901324987411499,0.1513366848230362
surface,0.23580394685268402,0.29345643520355225,0.2555135488510132,0.11070813983678818,0.24204103648662567,0.2555135488510132,0.36850425601005554,0.24564874172210693,0.20246390998363495,0.06838182359933853,0.11841000616550446,0.11611777544021606,0.17463307082653046,0.2555135488510132,0.1541283130645752,0.16867907345294952,0.14613434672355652
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.01776505447924137,0.054534342139959335,0.09152708947658539,-0.09007593989372253,0.11651374399662018,0.092739537358284,-0.014587413519620895,0.006909397430717945,0.06735169887542725,0.0293948445469141,0.09152708947658539,0.0580664724111557,0.03451862558722496,0.10349778085947037
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.2702938914299011,0.3864384889602661,0.539380669593811,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.44038116931915283,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
hybrid,0.11194796860218048,0.16231705248355865,0.18110306560993195,0.15815035998821259,0.18069495260715485,0.18110306560993195,0.2210669070482254,0.1837344467639923,0.16724954545497894,0.06417365372180939,0.050983648747205734,0.1529722511768341,0.16053390502929688,0.18110306560993195,0.15194612741470337,0.11064152419567108,0.12404834479093552
bermuda,0.14449000358581543,0.18013432621955872,0.20580384135246277,0.1449187844991684,0.19896703958511353,0.20580384135246277,0.25634151697158813,0.16364191472530365,0.17061591148376465,0.10976310074329376,0.028801413252949715,0.18874354660511017,0.16138552129268646,0.20580384135246277,0.1028924509882927,0.10321264714002609,0.12929651141166687
419,0.02194921299815178,0.030090738087892532,0.031122731044888496,0.018869200721383095,0.061500683426856995,0.031122731044888496,0.09059085696935654,0.05492522194981575,0.05148730427026749,-0.09244410693645477,-0.05459090694785118,0.002711470238864422,-0.08641128987073898,0.031122731044888496,0.0931352972984314,-0.059009525924921036,0.0011153079103678465
turf,0.16994749009609222,0.20843768119812012,0.18297892808914185,0.18757644295692444,0.2042369246482849,0.18297892808914185,0.9999999403953552,0.3328271806240082,0.1566915065050125,0.1276061236858368,0.07264405488967896,0.3282683491706848,0.20793719589710236,0.18297892808914185,0.2351023554801941,0.264580100774765,0.11744038760662079
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.1862017661333084,0.33111312985420227,0.5591574311256409,0.16844750940799713,-0.003708066651597619,0.1958179920911789,0.4726039469242096,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
