,what,cable,provider,did,abc,reach,an,agreement,with,in,1993,to,carry,it,'s,owned-and-operated,stations,in,abc,o,&,o,markets,?
studio,0.16034115850925446,0.2140907347202301,0.19581232964992523,0.19244928658008575,0.29244330525398254,0.13225793838500977,0.19990694522857666,0.1423088014125824,0.2151370346546173,0.22340084612369537,-0.05189139023423195,0.2479427009820938,0.11058744788169861,0.25088074803352356,0.0689588412642479,0.2331801950931549,0.1922813057899475,0.22340084612369537,0.29244330525398254,0.18735554814338684,0.18475250899791718,0.18735554814338684,0.19002723693847656,0.1974150836467743
dic,0.19679060578346252,0.2591576874256134,0.17744098603725433,0.12902560830116272,0.3106156885623932,-0.022468622773885727,0.14013846218585968,0.18840385973453522,0.16670235991477966,0.17486144602298737,-0.031189246103167534,0.08864767849445343,0.07337015867233276,0.2536028027534485,-0.014996327459812164,0.2675035297870636,0.1498429775238037,0.17486144602298737,0.3106156885623932,0.14081540703773499,0.1528363823890686,0.14081540703773499,0.24806566536426544,0.1722872406244278
entertainment,0.21648827195167542,0.2864503562450409,0.2621597945690155,0.1571095585823059,0.28069135546684265,0.13388967514038086,0.11806036531925201,0.17664016783237457,0.22968845069408417,0.20493005216121674,-0.04363308846950531,0.19109371304512024,0.12158691138029099,0.16884630918502808,0.07850625365972519,0.3415555953979492,0.16875874996185303,0.20493005216121674,0.28069135546684265,0.17277272045612335,0.2533724308013916,0.17277272045612335,0.2652670443058014,0.11855241656303406
;,0.10986888408660889,0.0038249287754297256,0.04557967558503151,0.10727239400148392,-0.0012340332614257932,0.007501546293497086,-0.0424368716776371,0.09514918923377991,0.12944702804088593,0.092739537358284,-0.01018005982041359,0.0979827418923378,-0.04423655942082405,0.08263079822063446,0.006909397430717945,0.09509950876235962,-0.0050702826119959354,0.092739537358284,-0.0012340332614257932,0.05225325748324394,0.017928218469023705,0.05225325748324394,0.024919601157307625,0.10349778085947037
it,0.45803478360176086,0.23282299935817719,0.2702435553073883,0.2993364930152893,0.17324577271938324,0.27278128266334534,0.39472338557243347,0.2705639600753784,0.3369046747684479,0.5130809545516968,0.008765079081058502,0.513711154460907,0.2040780782699585,0.9999999403953552,0.06608816236257553,0.25169098377227783,0.2756994366645813,0.5130809545516968,0.17324577271938324,0.17066536843776703,0.08886928111314774,0.17066536843776703,0.26906734704971313,0.25732165575027466
also,0.42747777700424194,0.2463020235300064,0.3425990343093872,0.39334940910339355,0.2030053734779358,0.25650957226753235,0.36835694313049316,0.24699558317661285,0.44397303462028503,0.5073733329772949,-0.0019089224515482783,0.5348826050758362,0.2869444191455841,0.542508602142334,-0.0014726108638569713,0.2957989573478699,0.29714539647102356,0.5073733329772949,0.2030053734779358,0.2537496089935303,0.1553146094083786,0.2537496089935303,0.27158498764038086,0.21848613023757935
signed,0.16368238627910614,0.07821167260408401,0.16512079536914825,0.23087851703166962,0.16353438794612885,0.1522943079471588,0.18243291974067688,0.5602117776870728,0.32675501704216003,0.21830837428569794,0.09742007404565811,0.23242348432540894,0.15206703543663025,0.17303970456123352,-0.01617363654077053,0.27987080812454224,0.1539691835641861,0.21830837428569794,0.16353438794612885,0.06020759791135788,0.12790782749652863,0.06020759791135788,0.1580253541469574,0.14003296196460724
an,0.2821882665157318,0.20393092930316925,0.3211232125759125,0.22598257660865784,0.16561369597911835,0.14843446016311646,1.0,0.18085570633411407,0.2730048894882202,0.2605783939361572,0.026071511209011078,0.3138085603713989,0.13768047094345093,0.39472338557243347,0.025255560874938965,0.20860907435417175,0.14880572259426117,0.2605783939361572,0.16561369597911835,0.13293461501598358,0.051076289266347885,0.13293461501598358,0.14215992391109467,0.19793890416622162
agreement,0.2851087749004364,0.17001163959503174,0.3153117299079895,0.2812501788139343,0.16430042684078217,0.2824537456035614,0.18085570633411407,1.0,0.29106786847114563,0.20350398123264313,0.2031843215227127,0.2757699489593506,0.14494489133358002,0.2705639600753784,0.012729662470519543,0.3511435091495514,0.18107368052005768,0.20350398123264313,0.16430042684078217,0.060015417635440826,0.04958319664001465,0.060015417635440826,0.2534629702568054,0.15830197930335999
with,0.2464839518070221,0.20673611760139465,0.2531551718711853,0.25472134351730347,0.17432008683681488,0.18481220304965973,0.2730048894882202,0.29106786847114563,0.9999999403953552,0.4080928862094879,-0.039849236607551575,0.4239959120750427,0.22976382076740265,0.3369046747684479,-0.04624466598033905,0.25065529346466064,0.1949257254600525,0.4080928862094879,0.17432008683681488,0.20689143240451813,0.20013411343097687,0.20689143240451813,0.16027575731277466,0.2433311939239502
time,0.36319252848625183,0.1874496340751648,0.22876785695552826,0.3567926585674286,0.17553414404392242,0.2819685935974121,0.17594800889492035,0.23307034373283386,0.31862112879753113,0.3431483507156372,0.06346742808818817,0.3679993152618408,0.13481974601745605,0.3375589847564697,0.01301188487559557,0.24031732976436615,0.24070517718791962,0.3431483507156372,0.17553414404392242,0.16147908568382263,0.11907958984375,0.16147908568382263,0.15402832627296448,0.27391523122787476
warner,0.18542180955410004,0.31261777877807617,0.25963979959487915,0.18217530846595764,0.33640289306640625,0.14916664361953735,0.12937580049037933,0.22355394065380096,0.2039286196231842,0.12745040655136108,-0.04198632016777992,0.2131848782300949,0.05375668406486511,0.2215791642665863,0.0814090296626091,0.3635099530220032,0.16340482234954834,0.12745040655136108,0.33640289306640625,0.15223051607608795,0.17246150970458984,0.15223051607608795,0.22193531692028046,0.21637006103992462
cable,0.14582780003547668,1.0000001192092896,0.4717330038547516,0.11801295727491379,0.3252342939376831,0.16066858172416687,0.20393092930316925,0.17001163959503174,0.20673611760139465,0.17584200203418732,-0.035116277635097504,0.1879989206790924,0.28278934955596924,0.23282299935817719,0.07009196281433105,0.33387109637260437,0.3935324549674988,0.17584200203418732,0.3252342939376831,0.1268220841884613,0.1431850790977478,0.1268220841884613,0.25586625933647156,0.13993921875953674
to,0.455847829580307,0.1879989206790924,0.32280591130256653,0.4452643394470215,0.1762417107820511,0.37959611415863037,0.3138085603713989,0.2757699489593506,0.4239959120750427,0.45010748505592346,0.07477064430713654,1.0,0.32521840929985046,0.513711154460907,0.03782717138528824,0.24113085865974426,0.21700026094913483,0.45010748505592346,0.1762417107820511,0.1644444614648819,0.1254875510931015,0.1644444614648819,0.23568420112133026,0.29463258385658264
carry,0.22239743173122406,0.28278934955596924,0.30960899591445923,0.17168502509593964,0.14462321996688843,0.35264328122138977,0.13768047094345093,0.14494489133358002,0.22976382076740265,0.19860897958278656,-0.07139243185520172,0.32521840929985046,0.9999998807907104,0.2040780782699585,0.016908660531044006,0.2150237113237381,0.2684228718280792,0.19860897958278656,0.14462321996688843,0.12340409308671951,0.0700550302863121,0.12340409308671951,0.20104843378067017,0.17171701788902283
its,0.30393704771995544,0.22003568708896637,0.2304503619670868,0.19922670722007751,0.19045390188694,0.2553219795227051,0.28139030933380127,0.20992079377174377,0.3087116777896881,0.3793783485889435,-0.10439387708902359,0.3691340684890747,0.18896733224391937,0.5786119699478149,0.03202139586210251,0.25718459486961365,0.2549050748348236,0.3793783485889435,0.19045390188694,0.14589886367321014,0.11429427564144135,0.14589886367321014,0.3278884291648865,0.15103481709957123
owned-and-operated,0.20694781839847565,0.33387109637260437,0.453860342502594,0.23825591802597046,0.31080347299575806,0.16400307416915894,0.20860907435417175,0.3511435091495514,0.25065529346466064,0.27814793586730957,-0.005153333302587271,0.24113085865974426,0.2150237113237381,0.25169098377227783,0.05051472410559654,1.0,0.3868453800678253,0.27814793586730957,0.31080347299575806,0.15180347859859467,0.19462330639362335,0.15180347859859467,0.3529793620109558,0.2376745194196701
television,0.19838058948516846,0.4649411141872406,0.30941852927207947,0.17055591940879822,0.46871840953826904,0.1121729165315628,0.22427234053611755,0.13703082501888275,0.17469868063926697,0.2689782977104187,-0.011580127291381359,0.1933557242155075,0.16886550188064575,0.17099279165267944,0.11021530628204346,0.2781490981578827,0.3494590222835541,0.2689782977104187,0.46871840953826904,0.20814594626426697,0.1911696344614029,0.20814594626426697,0.20384682714939117,0.16825827956199646
stations,0.1621520221233368,0.3935324549674988,0.4009820520877838,0.16568200290203094,0.23858611285686493,0.18323040008544922,0.14880572259426117,0.18107368052005768,0.1949257254600525,0.25864288210868835,-0.07835704833269119,0.21700026094913483,0.2684228718280792,0.2756994366645813,0.029389679431915283,0.3868453800678253,1.0,0.25864288210868835,0.23858611285686493,0.13341380655765533,0.1138077899813652,0.13341380655765533,0.37372493743896484,0.13192185759544373
on,0.34226128458976746,0.28757408261299133,0.2676665782928467,0.2670976221561432,0.2862928807735443,0.24619881808757782,0.3192969560623169,0.22078442573547363,0.40749499201774597,0.46853652596473694,0.01112773921340704,0.41031414270401,0.22389066219329834,0.4529881477355957,0.0026888418942689896,0.26870787143707275,0.3269573450088501,0.46853652596473694,0.2862928807735443,0.15472573041915894,0.14816857874393463,0.15472573041915894,0.24747714400291443,0.2714994251728058
the,0.42745697498321533,0.2599749267101288,0.28246623277664185,0.34736719727516174,0.2068762183189392,0.31808504462242126,0.4207492768764496,0.2490699142217636,0.4223487675189972,0.6662389636039734,-0.03424737602472305,0.535392165184021,0.26752355694770813,0.6251175999641418,-0.01540423184633255,0.27652397751808167,0.24762700498104095,0.6662389636039734,0.2068762183189392,0.19071193039417267,0.14992168545722961,0.19071193039417267,0.23818166553974152,0.22068053483963013
provider,0.24875915050506592,0.4717330038547516,0.9999999403953552,0.2115647941827774,0.24401018023490906,0.24942199885845184,0.3211232125759125,0.3153117299079895,0.2531551718711853,0.1902105063199997,0.007891854271292686,0.32280591130256653,0.30960899591445923,0.2702435553073883,0.01301309559494257,0.453860342502594,0.4009820520877838,0.1902105063199997,0.24401018023490906,0.08728118240833282,0.16958914697170258,0.08728118240833282,0.3426792323589325,0.2242300808429718
's,0.02692362666130066,0.07009196281433105,0.01301309559494257,0.05069678649306297,0.06670809537172318,0.019294504076242447,0.025255560874938965,0.012729662470519543,-0.04624466598033905,-0.037580832839012146,-0.013939977623522282,0.03782717138528824,0.016908660531044006,0.06608816236257553,0.9999999403953552,0.05051472410559654,0.029389679431915283,-0.037580832839012146,0.06670809537172318,0.10208595544099808,-0.02038128487765789,0.10208595544099808,0.12300296127796173,-0.023395681753754616
systems,0.1871482878923416,0.31391435861587524,0.4131079316139221,0.19584694504737854,0.16409486532211304,0.22679965198040009,0.19967354834079742,0.2100646048784256,0.16664795577526093,0.21664761006832123,-0.06913245469331741,0.2514978349208832,0.24315990507602692,0.24967467784881592,0.06028321012854576,0.31132131814956665,0.32308751344680786,0.21664761006832123,0.16409486532211304,0.06274998188018799,0.1129162460565567,0.06274998188018799,0.3202608525753021,0.1575973927974701
in,0.30808621644973755,0.17584200203418732,0.1902105063199997,0.2593238651752472,0.1697147786617279,0.20601192116737366,0.2605783939361572,0.20350398123264313,0.4080928862094879,1.0,-0.049935609102249146,0.45010748505592346,0.19860897958278656,0.5130809545516968,-0.037580832839012146,0.27814793586730957,0.25864288210868835,1.0,0.1697147786617279,0.17052006721496582,0.1358654648065567,0.17052006721496582,0.2811138927936554,0.20430970191955566
abc,0.1317344456911087,0.3252342939376831,0.24401018023490906,0.13353709876537323,1.0000001192092896,0.05181146413087845,0.16561369597911835,0.16430042684078217,0.17432008683681488,0.1697147786617279,-0.04699879512190819,0.1762417107820511,0.14462321996688843,0.17324577271938324,0.06670809537172318,0.31080347299575806,0.23858611285686493,0.1697147786617279,1.0000001192092896,0.22499863803386688,0.1936885565519333,0.22499863803386688,0.16946740448474884,0.19065172970294952
o,0.1489914506673813,0.1268220841884613,0.08728118240833282,0.08166574686765671,0.22499863803386688,0.07627743482589722,0.13293461501598358,0.060015417635440826,0.20689143240451813,0.17052006721496582,-0.09368064999580383,0.1644444614648819,0.12340409308671951,0.17066536843776703,0.10208595544099808,0.15180347859859467,0.13341380655765533,0.17052006721496582,0.22499863803386688,1.0,0.14837293326854706,1.0,0.04819178208708763,0.23868927359580994
&,0.11141876131296158,0.1431850790977478,0.16958914697170258,0.160298690199852,0.1936885565519333,0.08523935824632645,0.051076289266347885,0.04958319664001465,0.20013411343097687,0.1358654648065567,-0.11144707351922989,0.1254875510931015,0.0700550302863121,0.08886928111314774,-0.02038128487765789,0.19462330639362335,0.1138077899813652,0.1358654648065567,0.1936885565519333,0.14837293326854706,0.9999998807907104,0.14837293326854706,0.1341138631105423,0.12596383690834045
o,0.1489914506673813,0.1268220841884613,0.08728118240833282,0.08166574686765671,0.22499863803386688,0.07627743482589722,0.13293461501598358,0.060015417635440826,0.20689143240451813,0.17052006721496582,-0.09368064999580383,0.1644444614648819,0.12340409308671951,0.17066536843776703,0.10208595544099808,0.15180347859859467,0.13341380655765533,0.17052006721496582,0.22499863803386688,1.0,0.14837293326854706,1.0,0.04819178208708763,0.23868927359580994
markets,0.12341798096895218,0.25586625933647156,0.3426792323589325,0.16989949345588684,0.16946740448474884,0.25168249011039734,0.14215992391109467,0.2534629702568054,0.16027575731277466,0.2811138927936554,0.004250665195286274,0.23568420112133026,0.20104843378067017,0.26906734704971313,0.12300296127796173,0.3529793620109558,0.37372493743896484,0.2811138927936554,0.16946740448474884,0.04819178208708763,0.1341138631105423,0.04819178208708763,1.0000001192092896,0.11209505051374435
.,0.3567904531955719,0.2110382616519928,0.23836620151996613,0.35288307070732117,0.2567209303379059,0.2684406638145447,0.3581749200820923,0.20123955607414246,0.4446153938770294,0.5591574311256409,0.023394836112856865,0.4645031690597534,0.21299658715724945,0.5593622326850891,-0.003708066651597619,0.3145162761211395,0.22839494049549103,0.5591574311256409,0.2567209303379059,0.26146236062049866,0.16452857851982117,0.26146236062049866,0.1713474988937378,0.4130953550338745
