,who,taught,temüjin,early,lessons,about,politics,in,mongolia,?
which,0.3688730001449585,0.14987538754940033,0.37199702858924866,0.29240089654922485,0.18902722001075745,0.4059852957725525,0.13850584626197815,0.4840516746044159,0.2594313621520996,0.25814583897590637
included,0.19250646233558655,0.16884905099868774,0.24071046710014343,0.32205402851104736,0.17123396694660187,0.2858535945415497,0.19210819900035858,0.32433560490608215,0.1782490760087967,0.14385655522346497
tribal,0.2445630580186844,0.16361673176288605,0.39880600571632385,0.18723426759243011,0.09690273553133011,0.08342736214399338,0.21795521676540375,0.15004047751426697,0.20273417234420776,0.0904514268040657
warfare,0.20980967581272125,0.19356399774551392,0.3218982219696045,0.26977622509002686,0.13242383301258087,0.21492309868335724,0.22015094757080078,0.25275883078575134,0.15749959647655487,0.1583555042743683
",",0.3365725874900818,0.2902868986129761,0.3484273850917816,0.3022546172142029,0.2731812298297882,0.3877100944519043,0.28683698177337646,0.5201468467712402,0.23564393818378448,0.31091248989105225
thievery,0.44989439845085144,0.24232695996761322,0.4043743908405304,0.28409361839294434,0.23455792665481567,0.2915481925010681,0.16065126657485962,0.26609933376312256,0.1750434935092926,0.21890407800674438
",",0.3365725874900818,0.2902868986129761,0.3484273850917816,0.3022546172142029,0.2731812298297882,0.3877100944519043,0.28683698177337646,0.5201468467712402,0.23564393818378448,0.31091248989105225
raids,0.23190408945083618,0.17295417189598083,0.36156904697418213,0.2883998155593872,0.15857793390750885,0.13528220355510712,0.10917281359434128,0.26679521799087524,0.2644241154193878,0.12132129818201065
",",0.3365725874900818,0.2902868986129761,0.3484273850917816,0.3022546172142029,0.2731812298297882,0.3877100944519043,0.28683698177337646,0.5201468467712402,0.23564393818378448,0.31091248989105225
corruption,0.21712814271450043,0.1264551728963852,0.3267800807952881,0.19324472546577454,0.15033423900604248,0.13276758790016174,0.4391835331916809,0.17617714405059814,0.1877206265926361,0.16485145688056946
",",0.3365725874900818,0.2902868986129761,0.3484273850917816,0.3022546172142029,0.2731812298297882,0.3877100944519043,0.28683698177337646,0.5201468467712402,0.23564393818378448,0.31091248989105225
and,0.41279885172843933,0.2735629677772522,0.3789469599723816,0.29847630858421326,0.23982363939285278,0.3875081241130829,0.3226323425769806,0.4954058527946472,0.20531518757343292,0.20544172823429108
continual,0.23367014527320862,0.1830776333808899,0.2920841574668884,0.31684964895248413,0.19960282742977142,0.30506622791290283,0.19798949360847473,0.2554662525653839,0.10789281129837036,0.21822984516620636
acts,0.2112383097410202,0.15929865837097168,0.16965143382549286,0.15882495045661926,0.18069560825824738,0.17450633645057678,0.1373041272163391,0.21356524527072906,0.00811558123677969,0.07075770199298859
of,0.2827862501144409,0.23614580929279327,0.378805011510849,0.30937549471855164,0.17860174179077148,0.40939709544181824,0.24890418350696564,0.5696388483047485,0.24969549477100372,0.1826142966747284
revenge,0.2696460783481598,0.0890134945511818,0.29770299792289734,0.07262326776981354,0.13839174807071686,0.23958039283752441,0.1862342655658722,0.17049701511859894,0.07267054915428162,0.19653472304344177
carried,0.20820923149585724,0.22162595391273499,0.30850204825401306,0.2595137655735016,0.11405766010284424,0.18198786675930023,0.1441134512424469,0.22688958048820496,0.10961207002401352,0.1305524855852127
out,0.3129808306694031,0.16156210005283356,0.33070871233940125,0.21901805698871613,0.25152236223220825,0.3289739489555359,0.16579823195934296,0.3576207756996155,0.10331615060567856,0.22020699083805084
between,0.20718061923980713,0.10561639070510864,0.1956426054239273,0.2502211034297943,0.07341726869344711,0.38609597086906433,0.17503972351551056,0.41100412607192993,0.15446431934833527,0.12887074053287506
the,0.3733934462070465,0.17271466553211212,0.43713900446891785,0.34442198276519775,0.1640927940607071,0.37995871901512146,0.2115192860364914,0.6662389636039734,0.26887956261634827,0.22068053483963013
various,0.21537287533283234,0.20313884317874908,0.2441444844007492,0.3419727683067322,0.19058538973331451,0.216788187623024,0.1899179220199585,0.266343355178833,0.1853630542755127,0.12823495268821716
confederations,0.2418256402015686,0.17699262499809265,0.2853606045246124,0.22157803177833557,0.16502273082733154,0.14626416563987732,0.20979657769203186,0.25349926948547363,0.22865234315395355,0.17003127932548523
",",0.3365725874900818,0.2902868986129761,0.3484273850917816,0.3022546172142029,0.2731812298297882,0.3877100944519043,0.28683698177337646,0.5201468467712402,0.23564393818378448,0.31091248989105225
all,0.3698336184024811,0.2077711820602417,0.308284193277359,0.2735491096973419,0.2186490297317505,0.2926684319972992,0.1686490774154663,0.3335905969142914,0.2190263569355011,0.29575422406196594
compounded,0.207858145236969,0.2199551910161972,0.26056408882141113,0.15645457804203033,0.15987719595432281,0.16375668346881866,0.14140528440475464,0.23289546370506287,0.15520964562892914,0.19062496721744537
by,0.39727845788002014,0.20017704367637634,0.2763390839099884,0.25586557388305664,0.12496582418680191,0.30091190338134766,0.22226747870445251,0.370934396982193,0.1329309493303299,0.17966607213020325
interference,0.20135195553302765,0.14306043088436127,0.2044854611158371,0.18586207926273346,0.1406858116388321,0.12994714081287384,0.17775757610797882,0.20951542258262634,0.054168712347745895,0.11166875064373016
from,0.27839982509613037,0.19041840732097626,0.29172295331954956,0.2746177613735199,0.177962526679039,0.3421173691749573,0.25532862544059753,0.4274188280105591,0.2318730354309082,0.19969791173934937
foreign,0.24245285987854004,0.19702216982841492,0.3190597891807556,0.1467830389738083,0.16863660514354706,0.1407560259103775,0.3350239396095276,0.23181180655956268,0.2515481412410736,0.13770383596420288
forces,0.2532956302165985,0.16799886524677277,0.3284339904785156,0.1589776575565338,0.1425485908985138,0.10254624485969543,0.20722591876983643,0.2565164566040039,0.16056762635707855,0.16984491050243378
such,0.2594927251338959,0.21313266456127167,0.21448077261447906,0.2970995306968689,0.20375773310661316,0.24973522126674652,0.1785065084695816,0.2704046070575714,0.14531747996807098,0.17851735651493073
as,0.3923053741455078,0.26709210872650146,0.32332390546798706,0.2809016704559326,0.23790934681892395,0.2989700436592102,0.22954419255256653,0.3887844979763031,0.17004743218421936,0.27043893933296204
the,0.3733934462070465,0.17271466553211212,0.43713900446891785,0.34442198276519775,0.1640927940607071,0.37995871901512146,0.2115192860364914,0.6662389636039734,0.26887956261634827,0.22068053483963013
chinese,0.2538459002971649,0.17434382438659668,0.467719167470932,0.2017909288406372,0.1839073747396469,0.1846691220998764,0.20228709280490875,0.20821347832679749,0.3658251464366913,0.20843194425106049
dynasties,0.16593480110168457,0.17241348326206207,0.4117303788661957,0.29890716075897217,0.20049379765987396,0.11826831847429276,0.20607653260231018,0.18620218336582184,0.3462134897708893,0.14213824272155762
to,0.42656609416007996,0.25677984952926636,0.36858871579170227,0.24557004868984222,0.20222964882850647,0.391953706741333,0.23491926491260529,0.45010748505592346,0.1695680171251297,0.29463258385658264
the,0.3733934462070465,0.17271466553211212,0.43713900446891785,0.34442198276519775,0.1640927940607071,0.37995871901512146,0.2115192860364914,0.6662389636039734,0.26887956261634827,0.22068053483963013
south,0.19068880379199982,0.16176708042621613,0.2861764430999756,0.15892326831817627,0.050671130418777466,0.25164610147476196,0.17668567597866058,0.33642083406448364,0.2836271822452545,0.12336621433496475
.,0.3541337847709656,0.25649359822273254,0.31788840889930725,0.3224305212497711,0.23122639954090118,0.42038556933403015,0.26556113362312317,0.5591574311256409,0.2024824470281601,0.4130953550338745
,who,taught,temüjin,early,lessons,about,politics,in,mongolia,?
temüjin,0.416724294424057,0.29555246233940125,1.0,0.3203945755958557,0.2425340861082077,0.2955760359764099,0.30957749485969543,0.3433155417442322,0.461716890335083,0.21090233325958252
's,0.05599616840481758,0.015992429107427597,-0.010023289360105991,0.03384959325194359,0.023597456514835358,-0.020936643704771996,-0.0040336716920137405,-0.037580832839012146,-0.018711648881435394,-0.023395681753754616
mother,0.3498775064945221,0.356744647026062,0.31091877818107605,0.23198525607585907,0.28966984152793884,0.2642134726047516,0.1779765784740448,0.23971804976463318,0.05521592125296593,0.15180644392967224
hoelun,0.30049383640289307,0.2008817344903946,0.479356586933136,0.22889354825019836,0.26227372884750366,0.26336583495140076,0.18264734745025635,0.34333184361457825,0.3252640664577484,0.19743679463863373
taught,0.35031798481941223,1.0000001192092896,0.29555246233940125,0.23847511410713196,0.5948629975318909,0.2660760283470154,0.290387362241745,0.24230356514453888,0.08238967508077621,0.18297621607780457
him,0.5491244792938232,0.30508455634117126,0.452009379863739,0.21188904345035553,0.3352510333061218,0.2612628638744354,0.21130703389644623,0.2284061461687088,0.14213097095489502,0.23943768441677094
many,0.4149286150932312,0.3041808307170868,0.325673371553421,0.4033903181552887,0.2640826106071472,0.3800397515296936,0.25790122151374817,0.41474202275276184,0.22435462474822998,0.2124512493610382
lessons,0.25696736574172974,0.5948629975318909,0.2425340861082077,0.20980452001094818,0.9999998807907104,0.2548734247684479,0.2560381293296814,0.17658352851867676,0.07533171027898788,0.19643595814704895
about,0.3477841317653656,0.2660760283470154,0.2955760359764099,0.24888624250888824,0.2548734247684479,1.0,0.28433722257614136,0.39797019958496094,0.19993694126605988,0.302409827709198
the,0.3733934462070465,0.17271466553211212,0.43713900446891785,0.34442198276519775,0.1640927940607071,0.37995871901512146,0.2115192860364914,0.6662389636039734,0.26887956261634827,0.22068053483963013
unstable,0.13970595598220825,0.08624236285686493,0.2512432336807251,0.16292960941791534,0.10544835776090622,0.17332050204277039,0.18775367736816406,0.1900242120027542,0.08694913983345032,0.12142787873744965
political,0.24357503652572632,0.20126990973949432,0.29886260628700256,0.19994845986366272,0.1486620306968689,0.20451058447360992,0.7366124987602234,0.22136160731315613,0.18008466064929962,0.17130474746227264
climate,0.09277761727571487,0.1496162712574005,0.19607846438884735,0.1854027956724167,0.15170036256313324,0.2469775229692459,0.23750130832195282,0.24209141731262207,0.22542338073253632,0.19998492300510406
of,0.2827862501144409,0.23614580929279327,0.378805011510849,0.30937549471855164,0.17860174179077148,0.40939709544181824,0.24890418350696564,0.5696388483047485,0.24969549477100372,0.1826142966747284
mongolia,0.16683310270309448,0.08238967508077621,0.461716890335083,0.21871715784072876,0.07533171027898788,0.19993694126605988,0.15903940796852112,0.22565330564975739,1.0000001192092896,0.12165829539299011
",",0.3365725874900818,0.2902868986129761,0.3484273850917816,0.3022546172142029,0.2731812298297882,0.3877100944519043,0.28683698177337646,0.5201468467712402,0.23564393818378448,0.31091248989105225
especially,0.3433115482330322,0.28660842776298523,0.27161601185798645,0.36101314425468445,0.25842925906181335,0.32761579751968384,0.24935927987098694,0.3526567816734314,0.20996536314487457,0.19751401245594025
the,0.3733934462070465,0.17271466553211212,0.43713900446891785,0.34442198276519775,0.1640927940607071,0.37995871901512146,0.2115192860364914,0.6662389636039734,0.26887956261634827,0.22068053483963013
need,0.24696506559848785,0.18010717630386353,0.29440993070602417,0.20752578973770142,0.21578016877174377,0.2940417528152466,0.17841345071792603,0.2129468470811844,0.1946503221988678,0.40413710474967957
for,0.37110671401023865,0.20868510007858276,0.2671065032482147,0.2892865538597107,0.2890339493751526,0.3312419354915619,0.22613118588924408,0.4322226941585541,0.17332881689071655,0.264628142118454
alliances,0.2776358723640442,0.16449275612831116,0.3241508901119232,0.23936599493026733,0.16811102628707886,0.13317735493183136,0.31537628173828125,0.20950894057750702,0.2044922113418579,0.09782075881958008
.,0.3541337847709656,0.25649359822273254,0.31788840889930725,0.3224305212497711,0.23122639954090118,0.42038556933403015,0.26556113362312317,0.5591574311256409,0.2024824470281601,0.4130953550338745
