,what,is,it,called,when,there,is,an,active,attempt,to,overthrow,a,government,or,belief,system,?
pressure,0.2625555694103241,0.19239991903305054,0.27361294627189636,0.24490514397621155,0.3197888433933258,0.19433225691318512,0.19239991903305054,0.20067937672138214,0.1994921863079071,0.16939330101013184,0.30812981724739075,0.20848891139030457,0.23459996283054352,0.20587895810604095,0.2679915130138397,0.18422086536884308,0.3235609829425812,0.142023503780365
to,0.455847829580307,0.42745086550712585,0.513711154460907,0.2987143397331238,0.5423505902290344,0.40669289231300354,0.42745086550712585,0.3138085603713989,0.24291767179965973,0.4458620846271515,1.0,0.27134451270103455,0.45503583550453186,0.28343796730041504,0.38921234011650085,0.28712236881256104,0.26662686467170715,0.29463258385658264
get,0.3490515947341919,0.29207053780555725,0.2993776202201843,0.30324801802635193,0.38429397344589233,0.2848747670650482,0.29207053780555725,0.20705485343933105,0.2152496725320816,0.2340385764837265,0.4388369917869568,0.2247161865234375,0.27948489785194397,0.2104441523551941,0.3740382194519043,0.15426799654960632,0.26490768790245056,0.3499825894832611
one,0.376489520072937,0.4544198513031006,0.4284902811050415,0.3550408184528351,0.38307374715805054,0.43285492062568665,0.4544198513031006,0.2829729914665222,0.27078112959861755,0.23508599400520325,0.4025384783744812,0.14215423166751862,0.4910551905632019,0.22701126337051392,0.4022330939769745,0.24149972200393677,0.2139107882976532,0.2673267424106598
's,0.02692362666130066,0.02396530658006668,0.06608816236257553,-0.021773243322968483,-0.03368149697780609,-0.04860968142747879,0.02396530658006668,0.025255560874938965,0.023876376450061798,0.08348104357719421,0.03782717138528824,0.03111877664923668,0.04866964742541313,0.00033092309604398906,0.06871571391820908,0.08499399572610855,0.04329425096511841,-0.023395681753754616
political,0.21846716105937958,0.15203817188739777,0.13214361667633057,0.13192175328731537,0.1841188669204712,0.1344308853149414,0.15203817188739777,0.20845253765583038,0.1731756180524826,0.22219224274158478,0.2065112292766571,0.3296714425086975,0.21418654918670654,0.4633687138557434,0.18774868547916412,0.34363579750061035,0.19401656091213226,0.17130474746227264
wishes,0.36962834000587463,0.23820608854293823,0.22606250643730164,0.17088383436203003,0.29829907417297363,0.1748337298631668,0.23820608854293823,0.21760126948356628,0.14060109853744507,0.31056490540504456,0.3927125632762909,0.22935909032821655,0.26389747858047485,0.19289252161979675,0.24480769038200378,0.2678080201148987,0.11862305551767349,0.30480876564979553
on,0.34226128458976746,0.3635730445384979,0.4529881477355957,0.25462663173675537,0.37706470489501953,0.3521401882171631,0.3635730445384979,0.3192969560623169,0.20644070208072662,0.20310603082180023,0.41031414270401,0.09483321011066437,0.3848365545272827,0.19216017425060272,0.2897229492664337,0.20553164184093475,0.21675898134708405,0.2714994251728058
some,0.4491020441055298,0.3038453459739685,0.4438856542110443,0.4143916368484497,0.386913925409317,0.5035935640335083,0.3038453459739685,0.2864145338535309,0.24778001010417938,0.21523411571979523,0.4636894166469574,0.1767919659614563,0.34539633989334106,0.2568245828151703,0.5009974837303162,0.29567745327949524,0.26198622584342957,0.2562315762042999
other,0.341873437166214,0.25895947217941284,0.36282607913017273,0.3308360278606415,0.34102705121040344,0.5342466235160828,0.25895947217941284,0.1556563824415207,0.24930927157402039,0.1715894639492035,0.4193183183670044,0.11358580738306046,0.2806335389614105,0.25909486413002014,0.5325124859809875,0.19542545080184937,0.20899327099323273,0.24682199954986572
issue,0.32369524240493774,0.16218405961990356,0.22958122193813324,0.12325064837932587,0.2642996609210968,0.25258398056030273,0.16218405961990356,0.11452959477901459,0.115580715239048,0.2850852608680725,0.25523412227630615,0.17452625930309296,0.24249422550201416,0.19275814294815063,0.1962180733680725,0.23893141746520996,0.21345919370651245,0.32172858715057373
.,0.3567904531955719,0.4569662809371948,0.5593622326850891,0.300344854593277,0.475719153881073,0.43897318840026855,0.4569662809371948,0.3581749200820923,0.2863844931125641,0.23608817160129547,0.4645031690597534,0.1602286398410797,0.50484299659729,0.2521961033344269,0.36683785915374756,0.226570263504982,0.2277725487947464,0.4130953550338745
