,what,is,sometimes,more,effective,than,civil,disobedience,at,times,?
find,0.3539876639842987,0.25691378116607666,0.23014698922634125,0.32972240447998047,0.1752282977104187,0.27169522643089294,0.09685361385345459,0.15911146998405457,0.23883385956287384,0.20680226385593414,0.30313602089881897
that,0.6297725439071655,0.3995479643344879,0.3928869664669037,0.4813884496688843,0.3091796338558197,0.4891277849674225,0.16867391765117645,0.3551425039768219,0.3183255195617676,0.2866678833961487,0.32716336846351624
assisting,0.1995118260383606,0.13896504044532776,0.19765529036521912,0.2425314038991928,0.29934999346733093,0.21409529447555542,0.19250313937664032,0.3285776674747467,0.2024308294057846,0.19643262028694153,0.13886818289756775
in,0.30808621644973755,0.5394441485404968,0.31462913751602173,0.32563260197639465,0.2294299155473709,0.3270052373409271,0.26466667652130127,0.3054615259170532,0.4374977946281433,0.2427823841571808,0.20430970191955566
fabricating,0.3297559916973114,0.1837102770805359,0.2936447858810425,0.3539981544017792,0.2964734137058258,0.30916184186935425,0.138773575425148,0.23665833473205566,0.10351590067148209,0.1534900665283203,0.32454296946525574
evidence,0.33425694704055786,0.18936312198638916,0.13743577897548676,0.2814730703830719,0.2912149429321289,0.26503750681877136,0.12091152369976044,0.2762938141822815,0.19522343575954437,0.1547441929578781,0.24151235818862915
or,0.33867141604423523,0.41870999336242676,0.5977028608322144,0.41612157225608826,0.277005136013031,0.5002588033676147,0.12588919699192047,0.2553665041923523,0.21026140451431274,0.21247214078903198,0.32389625906944275
committing,0.3401558995246887,0.23564013838768005,0.28057488799095154,0.2686799168586731,0.25334110856056213,0.28527238965034485,0.2557696998119354,0.477342426776886,0.23395876586437225,0.18614642322063446,0.23165062069892883
perjury,0.40663158893585205,0.30683183670043945,0.28782933950424194,0.2584991455078125,0.2517660856246948,0.22924795746803284,0.2648562490940094,0.48989322781562805,0.19517093896865845,0.1976192146539688,0.282650887966156
is,0.28837618231773376,1.0,0.3757973313331604,0.2946030795574188,0.19124136865139008,0.2839990258216858,0.16941262781620026,0.21453623473644257,0.25906258821487427,0.21773184835910797,0.22961433231830597
more,0.3484537899494171,0.2946030795574188,0.315399169921875,1.0,0.32709991931915283,0.726518988609314,0.17124666273593903,0.2029244303703308,0.2627858817577362,0.2888355851173401,0.27894994616508484
effective,0.23494793474674225,0.19124136865139008,0.20249271392822266,0.32709991931915283,1.0000001192092896,0.32526344060897827,0.2102356106042862,0.330119252204895,0.15251421928405762,0.1964830756187439,0.21825028955936432
than,0.29388150572776794,0.2839990258216858,0.34453392028808594,0.726518988609314,0.32526344060897827,1.0,0.12293031066656113,0.1432173252105713,0.27679139375686646,0.34413233399391174,0.24917294085025787
open,0.2022915631532669,0.1846783459186554,0.1434182971715927,0.221601203083992,0.22810852527618408,0.1975470632314682,0.11622852832078934,0.1848023682832718,0.26252326369285583,0.0971427783370018,0.20715104043483734
disobedience,0.3298627436161041,0.21453623473644257,0.22859571874141693,0.2029244303703308,0.330119252204895,0.1432173252105713,0.5442691445350647,1.0,0.1749800592660904,0.14712707698345184,0.19890835881233215
.,0.3567904531955719,0.4569662809371948,0.24956031143665314,0.4070230722427368,0.2533048987388611,0.3594527542591095,0.2541380822658539,0.2603943943977356,0.4549728035926819,0.2891986668109894,0.4130953550338745
,what,is,sometimes,more,effective,than,civil,disobedience,at,times,?
but,0.5029441118240356,0.4106791317462921,0.3846900463104248,0.4887734353542328,0.2982783615589142,0.5279248356819153,0.22084347903728485,0.2850637137889862,0.33498162031173706,0.32389870285987854,0.27921953797340393
stephen,0.19542662799358368,0.1521863490343094,0.10751288384199142,0.08534138649702072,0.14490875601768494,0.1333555281162262,0.21145133674144745,0.18352051079273224,0.2029900699853897,0.15103481709957123,0.13611415028572083
eilmann,0.15192654728889465,0.14136585593223572,0.19602170586585999,0.1277683526277542,0.1101735532283783,0.0821913406252861,0.09858866035938263,0.17254464328289032,0.1266455352306366,0.16292569041252136,0.15311166644096375
argues,0.3211183547973633,0.2095448076725006,0.1630232036113739,0.1494574099779129,0.21321739256381989,0.20720450580120087,0.17222075164318085,0.3338176906108856,0.15112292766571045,0.15733304619789124,0.20733967423439026
that,0.6297725439071655,0.3995479643344879,0.3928869664669037,0.4813884496688843,0.3091796338558197,0.4891277849674225,0.16867391765117645,0.3551425039768219,0.3183255195617676,0.2866678833961487,0.32716336846351624
if,0.5277165174484253,0.30927813053131104,0.40168219804763794,0.3938486874103546,0.3104296326637268,0.387159138917923,0.12512178719043732,0.20446431636810303,0.21405546367168427,0.2506367266178131,0.4441644251346588
it,0.45803478360176086,0.6328473687171936,0.34049513936042786,0.42550966143608093,0.22927778959274292,0.3603973984718323,0.17707513272762299,0.2648297846317291,0.36473900079727173,0.21116118133068085,0.25732165575027466
is,0.28837618231773376,1.0,0.3757973313331604,0.2946030795574188,0.19124136865139008,0.2839990258216858,0.16941262781620026,0.21453623473644257,0.25906258821487427,0.21773184835910797,0.22961433231830597
necessary,0.3794087767601013,0.23441283404827118,0.3165477514266968,0.39909595251083374,0.4264775216579437,0.33024317026138306,0.18253527581691742,0.3195277750492096,0.1602741926908493,0.16486816108226776,0.3430270850658417
to,0.455847829580307,0.42745086550712585,0.4055429697036743,0.47084665298461914,0.27306854724884033,0.3192550539970398,0.2019355595111847,0.30665844678878784,0.36524343490600586,0.32875269651412964,0.29463258385658264
disobey,0.3160955011844635,0.16303014755249023,0.20938657224178314,0.18177559971809387,0.23793575167655945,0.1432703733444214,0.4297301471233368,0.7874314188957214,0.17416328191757202,0.16737498342990875,0.1670040488243103
rules,0.3341682255268097,0.1963796466588974,0.20828229188919067,0.2205955684185028,0.18668140470981598,0.1565421223640442,0.15467096865177155,0.33567944169044495,0.16129878163337708,0.1989668607711792,0.22111085057258606
that,0.6297725439071655,0.3995479643344879,0.3928869664669037,0.4813884496688843,0.3091796338558197,0.4891277849674225,0.16867391765117645,0.3551425039768219,0.3183255195617676,0.2866678833961487,0.32716336846351624
conflict,0.32742366194725037,0.18503378331661224,0.18696916103363037,0.22177886962890625,0.2028384804725647,0.19907109439373016,0.3430209457874298,0.41490665078163147,0.1371215283870697,0.1637915074825287,0.26744839549064636
with,0.2464839518070221,0.3250955045223236,0.30637601017951965,0.3535402715206146,0.2714844346046448,0.3028803765773773,0.13053880631923676,0.21576236188411713,0.29126521944999695,0.3026435673236847,0.2433311939239502
morality,0.3671964108943939,0.21391358971595764,0.26980826258659363,0.26969555020332336,0.2246370166540146,0.22895491123199463,0.22272731363773346,0.5121270418167114,0.09277506172657013,0.14215171337127686,0.292473703622818
",",0.3087472915649414,0.4691906273365021,0.26600122451782227,0.3696524500846863,0.2531147599220276,0.3371901512145996,0.24795588850975037,0.2878543734550476,0.38314947485923767,0.2897866368293762,0.31091248989105225
we,0.5622460842132568,0.2876903712749481,0.2628905773162842,0.3757144808769226,0.26050031185150146,0.31641221046447754,0.14535896480083466,0.2429770976305008,0.19907225668430328,0.2645951509475708,0.535264790058136
might,0.4838182032108307,0.37027186155319214,0.4859981834888458,0.4014604389667511,0.3017834722995758,0.3881576955318451,0.13299930095672607,0.2514820396900177,0.23020967841148376,0.22991079092025757,0.41058459877967834
ask,0.4547412395477295,0.1548149287700653,0.2116243988275528,0.24084092676639557,0.1734241098165512,0.1970255821943283,0.2047121673822403,0.2727809548377991,0.23865635693073273,0.20847870409488678,0.47361961007118225
why,0.6109785437583923,0.26410171389579773,0.32260406017303467,0.3769288659095764,0.22076848149299622,0.30495476722717285,0.14097142219543457,0.22061246633529663,0.23853865265846252,0.21185258030891418,0.5345069766044617
disobedience,0.3298627436161041,0.21453623473644257,0.22859571874141693,0.2029244303703308,0.330119252204895,0.1432173252105713,0.5442691445350647,1.0,0.1749800592660904,0.14712707698345184,0.19890835881233215
should,0.43830034136772156,0.33635082840919495,0.2821703553199768,0.4906694293022156,0.290885329246521,0.30810293555259705,0.1821049451828003,0.30054971575737,0.2288249135017395,0.17635513842105865,0.4442402422428131
take,0.3275112509727478,0.22669753432273865,0.25056833028793335,0.3237091600894928,0.2511988878250122,0.2501104474067688,0.1342654526233673,0.24462200701236725,0.27566230297088623,0.1922324299812317,0.21897350251674652
the,0.42745697498321533,0.5823672413825989,0.35816407203674316,0.39758381247520447,0.23741452395915985,0.3227543234825134,0.2477465271949768,0.30963727831840515,0.457212895154953,0.29093852639198303,0.22068053483963013
form,0.15868011116981506,0.3218395411968231,0.3635167181491852,0.2894657850265503,0.16228941082954407,0.2244197130203247,0.0937703400850296,0.2092548906803131,0.10255546867847443,0.10354568064212799,0.1463010311126709
of,0.33290785551071167,0.4854315221309662,0.296434611082077,0.30478984117507935,0.27888283133506775,0.33036211133003235,0.24698495864868164,0.31932318210601807,0.42558613419532776,0.24352745711803436,0.1826142966747284
public,0.1729622185230255,0.1980048567056656,0.22454041242599487,0.17057493329048157,0.22633154690265656,0.15035578608512878,0.26383864879608154,0.3216745853424072,0.2642328441143036,0.1042759045958519,0.19872993230819702
civil,0.15091551840305328,0.16941262781620026,0.1757841408252716,0.17124666273593903,0.2102356106042862,0.12293031066656113,1.0,0.5442691445350647,0.1977793425321579,0.11522168666124344,0.1494513899087906
disobedience,0.3298627436161041,0.21453623473644257,0.22859571874141693,0.2029244303703308,0.330119252204895,0.1432173252105713,0.5442691445350647,1.0,0.1749800592660904,0.14712707698345184,0.19890835881233215
rather,0.3923804461956024,0.2886356711387634,0.3815872371196747,0.5391596555709839,0.2894335687160492,0.6301081776618958,0.1287601739168167,0.2947552800178528,0.24202780425548553,0.22785799205303192,0.3053998053073883
than,0.29388150572776794,0.2839990258216858,0.34453392028808594,0.726518988609314,0.32526344060897827,1.0,0.12293031066656113,0.1432173252105713,0.27679139375686646,0.34413233399391174,0.24917294085025787
simply,0.4566527307033539,0.39395248889923096,0.5100998878479004,0.29651209712028503,0.13302339613437653,0.3010621964931488,0.120736263692379,0.195425882935524,0.1881941556930542,0.20290794968605042,0.2984147369861603
covert,0.24463875591754913,0.20240525901317596,0.20119288563728333,0.20632800459861755,0.2182566225528717,0.17711837589740753,0.22072221338748932,0.31944984197616577,0.18301859498023987,0.13417159020900726,0.19603468477725983
lawbreaking,0.3439813554286957,0.24620796740055084,0.2895186245441437,0.2803216278553009,0.2904927432537079,0.23064814507961273,0.25102919340133667,0.39525651931762695,0.2449343502521515,0.24882522225379944,0.24185067415237427
.,0.3567904531955719,0.4569662809371948,0.24956031143665314,0.4070230722427368,0.2533048987388611,0.3594527542591095,0.2541380822658539,0.2603943943977356,0.4549728035926819,0.2891986668109894,0.4130953550338745
