,who,backed,policies,that,have,solutions,that,sound,good,but,have,poor,prospects,?
and,0.41279885172843933,0.24841995537281036,0.2788451910018921,0.4731321930885315,0.4711785912513733,0.2575341463088989,0.4731321930885315,0.19365227222442627,0.3426591157913208,0.5762497186660767,0.4711785912513733,0.31649142503738403,0.27972671389579773,0.20544172823429108
innovation,0.1640733778476715,0.18754075467586517,0.27548110485076904,0.2269841432571411,0.18505418300628662,0.3159284293651581,0.2269841432571411,0.1737365573644638,0.23303522169589996,0.1758125275373459,0.18505418300628662,0.1786557137966156,0.39027267694473267,0.17877207696437836
",",0.3365725874900818,0.23492027819156647,0.2566804587841034,0.4137537479400635,0.3541618287563324,0.24611519277095795,0.4137537479400635,0.2506546676158905,0.3217065632343292,0.48126736283302307,0.3541618287563324,0.24018602073192596,0.224252387881279,0.31091248989105225
congresses,0.2262038141489029,0.17134201526641846,0.30259838700294495,0.21234749257564545,0.20103442668914795,0.2093009352684021,0.21234749257564545,0.129642516374588,0.11064092069864273,0.22262023389339447,0.20103442668914795,0.10218264907598495,0.2658078670501709,0.1616302877664566
and,0.41279885172843933,0.24841995537281036,0.2788451910018921,0.4731321930885315,0.4711785912513733,0.2575341463088989,0.4731321930885315,0.19365227222442627,0.3426591157913208,0.5762497186660767,0.4711785912513733,0.31649142503738403,0.27972671389579773,0.20544172823429108
presidents,0.2480233907699585,0.14761754870414734,0.29852378368377686,0.18970629572868347,0.2246408313512802,0.13247880339622498,0.18970629572868347,0.10476241260766983,0.12877768278121948,0.18316121399402618,0.2246408313512802,0.22293353080749512,0.22128963470458984,0.16843600571155548
have,0.39246654510498047,0.2758616507053375,0.299193799495697,0.6182622313499451,0.9999999403953552,0.26327401399612427,0.6182622313499451,0.22910268604755402,0.3792963922023773,0.5920813083648682,0.9999999403953552,0.261106014251709,0.2479856014251709,0.32991164922714233
repeatedly,0.32156744599342346,0.2693668603897095,0.3040548264980316,0.3897223174571991,0.38945460319519043,0.12525314092636108,0.3897223174571991,0.17697425186634064,0.21733950078487396,0.3694383203983307,0.38945460319519043,0.18203608691692352,0.21099507808685303,0.23499341309070587
backed,0.18688160181045532,1.0,0.26334258913993835,0.3059925138950348,0.2758616507053375,0.1908489167690277,0.3059925138950348,0.09243754297494888,0.2261456698179245,0.29091060161590576,0.2758616507053375,0.22650375962257385,0.20333273708820343,0.15311478078365326
policies,0.2789143919944763,0.26334258913993835,0.9999998807907104,0.3485647439956665,0.299193799495697,0.3189229667186737,0.3485647439956665,0.11174675822257996,0.2734532654285431,0.32500335574150085,0.299193799495697,0.29479101300239563,0.31088680028915405,0.2969106435775757
which,0.3688730001449585,0.24564875662326813,0.23623785376548767,0.6894589066505432,0.49652695655822754,0.2720232605934143,0.6894589066505432,0.33480992913246155,0.29182055592536926,0.55336993932724,0.49652695655822754,0.2719274163246155,0.23989909887313843,0.25814583897590637
promise,0.38930127024650574,0.1538318395614624,0.3315679430961609,0.41232332587242126,0.2774982452392578,0.2972465455532074,0.41232332587242126,0.12627600133419037,0.34208670258522034,0.382076233625412,0.2774982452392578,0.2839054465293884,0.3361048698425293,0.2883463501930237
solutions,0.19381707906723022,0.1908489167690277,0.3189229667186737,0.2931564450263977,0.26327401399612427,1.0000001192092896,0.2931564450263977,0.1086522564291954,0.25643035769462585,0.26752007007598877,0.26327401399612427,0.18644817173480988,0.24769921600818634,0.2454053908586502
that,0.45444270968437195,0.3059925138950348,0.3485647439956665,1.0,0.6182622313499451,0.2931564450263977,1.0,0.2970429062843323,0.44230329990386963,0.7244205474853516,0.6182622313499451,0.29014962911605835,0.21533438563346863,0.32716336846351624
are,0.27294138073921204,0.22620072960853577,0.22035543620586395,0.45265161991119385,0.6577680706977844,0.2626994252204895,0.45265161991119385,0.18825235962867737,0.2658696472644806,0.47990062832832336,0.6577680706977844,0.1839064210653305,0.15791919827461243,0.24591213464736938
politically,0.2856631278991699,0.2348172664642334,0.35966506600379944,0.26364362239837646,0.2767956554889679,0.19589151442050934,0.26364362239837646,0.14704301953315735,0.1604020893573761,0.3294142782688141,0.2767956554889679,0.22173073887825012,0.23485048115253448,0.14733245968818665
expedient,0.23007452487945557,0.196877121925354,0.22583428025245667,0.2355504184961319,0.21305568516254425,0.2397245615720749,0.2355504184961319,0.17192593216896057,0.19599512219429016,0.20083202421665192,0.21305568516254425,0.20724019408226013,0.32269591093063354,0.13108478486537933
",",0.3365725874900818,0.23492027819156647,0.2566804587841034,0.4137537479400635,0.3541618287563324,0.24611519277095795,0.4137537479400635,0.2506546676158905,0.3217065632343292,0.48126736283302307,0.3541618287563324,0.24018602073192596,0.224252387881279,0.31091248989105225
but,0.4487357437610626,0.29091060161590576,0.32500335574150085,0.7244205474853516,0.5920813083648682,0.26752007007598877,0.7244205474853516,0.24497395753860474,0.38284364342689514,1.0000001192092896,0.5920813083648682,0.30721208453178406,0.22033020853996277,0.27921953797340393
whose,0.48551782965660095,0.16396833956241608,0.16956856846809387,0.3740115463733673,0.34163230657577515,0.16661028563976288,0.3740115463733673,0.18831829726696014,0.21694235503673553,0.35844770073890686,0.34163230657577515,0.18399706482887268,0.14004449546337128,0.16990536451339722
prospects,0.2814827263355255,0.20333273708820343,0.31088680028915405,0.21533438563346863,0.2479856014251709,0.24769921600818634,0.21533438563346863,0.11435733735561371,0.2992425560951233,0.22033020853996277,0.2479856014251709,0.2887651324272156,1.0,0.16118019819259644
are,0.27294138073921204,0.22620072960853577,0.22035543620586395,0.45265161991119385,0.6577680706977844,0.2626994252204895,0.45265161991119385,0.18825235962867737,0.2658696472644806,0.47990062832832336,0.6577680706977844,0.1839064210653305,0.15791919827461243,0.24591213464736938
doubtful,0.22101274132728577,0.2553617060184479,0.2636072039604187,0.40494927763938904,0.33812370896339417,0.2173168659210205,0.40494927763938904,0.2010333091020584,0.38150981068611145,0.39279645681381226,0.33812370896339417,0.2502075433731079,0.2735261023044586,0.34570205211639404
.,0.3541337847709656,0.17757447063922882,0.226143017411232,0.4460422694683075,0.41614407300949097,0.25117743015289307,0.4460422694683075,0.26182636618614197,0.29664117097854614,0.46573564410209656,0.41614407300949097,0.2311597615480423,0.20219996571540833,0.4130953550338745
