,what,is,the,world,'s,busiest,general,aviation,airport,?
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.12566566467285156,-0.04957332834601402,0.5352697968482971,0.1885322779417038,0.3925395607948303,0.9999998807907104,0.13105051219463348
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.09254426509141922,0.006909397430717945,0.18399204313755035,-0.01976725645363331,-0.004993885289877653,0.02678789384663105,0.10349778085947037
major,0.21026742458343506,0.19079607725143433,0.31775903701782227,0.24147333204746246,-0.010959804058074951,0.29682546854019165,0.32447096705436707,0.22215422987937927,0.18133412301540375,0.19788557291030884
commercial,0.12070754915475845,0.2402932196855545,0.23051398992538452,0.22258545458316803,0.03145602345466614,0.3346411883831024,0.13005860149860382,0.28339114785194397,0.26055827736854553,0.04216946288943291
airports,0.14664587378501892,0.24539045989513397,0.297902911901474,0.20704953372478485,-0.009622735902667046,0.5866501927375793,0.25152403116226196,0.4406811594963074,0.8551590442657471,0.14285726845264435
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.22825311124324799,-0.08481216430664062,0.21847222745418549,0.2006627768278122,0.18226851522922516,0.198924258351326,0.21978627145290375
orange,0.18341036140918732,0.20677390694618225,0.20814983546733856,0.10254690051078796,-0.1160522997379303,0.09379705786705017,0.1592818796634674,0.06699018180370331,0.08654705435037613,0.1066059097647667
county,0.16114220023155212,0.19461438059806824,0.21715226769447327,0.1540473848581314,-0.018623292446136475,0.29379546642303467,0.161526620388031,0.21676915884017944,0.28933992981910706,0.07680056244134903
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.26035505533218384,0.3022127151489258,0.24886073172092438,0.2669869363307953,0.31091248989105225
bakersfield,0.1487322598695755,0.19348205626010895,0.25596779584884644,0.19608379900455475,0.020182892680168152,0.33615702390670776,0.1438157558441162,0.27306118607521057,0.3182016611099243,0.14907705783843994
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.26035505533218384,0.3022127151489258,0.24886073172092438,0.2669869363307953,0.31091248989105225
ontario,0.20325867831707,0.19484345614910126,0.23064923286437988,0.15788505971431732,0.04996572062373161,0.22298453748226166,0.1161031499505043,0.1700279861688614,0.13860999047756195,0.1380562037229538
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.26035505533218384,0.3022127151489258,0.24886073172092438,0.2669869363307953,0.31091248989105225
burbank,0.18978667259216309,0.14307169616222382,0.2321508675813675,0.23038795590400696,0.009994955733418465,0.21829162538051605,0.14622724056243896,0.23807066679000854,0.2372087985277176,0.17736202478408813
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3246132433414459,0.06895173341035843,0.21225601434707642,0.25860127806663513,0.2400548756122589,0.1870041936635971,0.20544172823429108
long,0.28276848793029785,0.28473302721977234,0.3075225353240967,0.17942118644714355,-0.021484635770320892,0.23028242588043213,0.16063736379146576,0.11511187255382538,0.176585391163826,0.19699987769126892
beach,0.15818452835083008,0.19757364690303802,0.20261730253696442,0.218809574842453,-0.017205502837896347,0.31213900446891785,0.10269074141979218,0.16552649438381195,0.23925402760505676,0.16120761632919312
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.09254426509141922,0.006909397430717945,0.18399204313755035,-0.01976725645363331,-0.004993885289877653,0.02678789384663105,0.10349778085947037
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3246132433414459,0.06895173341035843,0.21225601434707642,0.25860127806663513,0.2400548756122589,0.1870041936635971,0.20544172823429108
numerous,0.1867249608039856,0.14785398542881012,0.3353725075721741,0.26782575249671936,-0.008055475540459156,0.11152923107147217,0.09369708597660065,0.18825995922088623,0.08939657360315323,0.0875130444765091
smaller,0.23730900883674622,0.22372925281524658,0.3588939607143402,0.14192692935466766,0.07766510546207428,0.22528786957263947,0.14591893553733826,0.15712681412696838,0.16258567571640015,0.17881669104099274
commercial,0.12070754915475845,0.2402932196855545,0.23051398992538452,0.22258545458316803,0.03145602345466614,0.3346411883831024,0.13005860149860382,0.28339114785194397,0.26055827736854553,0.04216946288943291
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3246132433414459,0.06895173341035843,0.21225601434707642,0.25860127806663513,0.2400548756122589,0.1870041936635971,0.20544172823429108
general,0.24928055703639984,0.20144300162792206,0.28634732961654663,0.1344487965106964,-0.0757286474108696,0.18606281280517578,1.0000001192092896,0.2192421406507492,0.1885322779417038,0.1972234547138214
aviation,0.1700924187898636,0.15025636553764343,0.2703816592693329,0.1904575675725937,-0.027523839846253395,0.3498811721801758,0.2192421406507492,1.0,0.3925395607948303,0.1517462134361267
airports,0.14664587378501892,0.24539045989513397,0.297902911901474,0.20704953372478485,-0.009622735902667046,0.5866501927375793,0.25152403116226196,0.4406811594963074,0.8551590442657471,0.14285726845264435
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.3177160322666168,-0.003708066651597619,0.21745024621486664,0.2929490804672241,0.2238127440214157,0.2181699424982071,0.4130953550338745
