,what,district,of,warsaw,chose,the,president,between,1994,and,1999,?
of,0.33290785551071167,0.2673880457878113,1.0,0.19253842532634735,0.2676139771938324,0.733189046382904,0.21610750257968903,0.3737983703613281,-0.07057395577430725,0.5116966962814331,0.06211002916097641,0.1826142966747284
centrum,0.16890443861484528,0.27101314067840576,0.2658676207065582,0.26861944794654846,0.10357571393251419,0.2809106409549713,0.19812487065792084,0.19565317034721375,-0.053144779056310654,0.24635566771030426,0.132808119058609,0.16000936925411224
and,0.31309178471565247,0.23884956538677216,0.5116966962814331,0.2083624005317688,0.21694043278694153,0.5171257257461548,0.23286236822605133,0.40645647048950195,-0.022647447884082794,1.0,-0.09923774003982544,0.20544172823429108
the,0.42745697498321533,0.2690705955028534,0.733189046382904,0.23137180507183075,0.3029356896877289,1.0,0.24330610036849976,0.39067012071609497,-0.03378653898835182,0.5171257257461548,0.06755080074071884,0.22068053483963013
council,0.16933071613311768,0.29577717185020447,0.2972237169742584,0.15685740113258362,0.28948044776916504,0.2829204201698303,0.2747114896774292,0.2095205932855606,0.12254608422517776,0.25117602944374084,0.21113184094429016,0.1160062924027443
was,0.22111038863658905,0.20266084372997284,0.4069072902202606,0.2614976763725281,0.37049561738967896,0.48711544275283813,0.2505730390548706,0.24048170447349548,0.1360125094652176,0.3740963041782379,0.08547663688659668,0.18412111699581146
elected,0.16005432605743408,0.22171010076999664,0.2767166793346405,0.16583745181560516,0.3886180818080902,0.23167964816093445,0.5661197304725647,0.1588638722896576,0.183492049574852,0.19514460861682892,0.26271483302116394,0.1966295689344406
only,0.41415658593177795,0.21239735186100006,0.49632513523101807,0.15353617072105408,0.2278343141078949,0.5497692227363586,0.1506374180316925,0.3298133313655853,-0.06230250746011734,0.4542345404624939,0.026042461395263672,0.2767370045185089
by,0.2455483376979828,0.14779841899871826,0.3646814823150635,0.15291538834571838,0.2341146618127823,0.4408751428127289,0.18304786086082458,0.28115302324295044,-0.017818160355091095,0.4289871156215668,0.0028676956426352262,0.17966607213020325
the,0.42745697498321533,0.2690705955028534,0.733189046382904,0.23137180507183075,0.3029356896877289,1.0,0.24330610036849976,0.39067012071609497,-0.03378653898835182,0.5171257257461548,0.06755080074071884,0.22068053483963013
centrum,0.16890443861484528,0.27101314067840576,0.2658676207065582,0.26861944794654846,0.10357571393251419,0.2809106409549713,0.19812487065792084,0.19565317034721375,-0.053144779056310654,0.24635566771030426,0.132808119058609,0.16000936925411224
residents,0.21107541024684906,0.28190475702285767,0.28795862197875977,0.13838742673397064,0.17432990670204163,0.28274044394493103,0.34588485956192017,0.17005589604377747,0.0073474678210914135,0.3165581226348877,-0.018164534121751785,0.09602975845336914
.,0.3567904531955719,0.23195737600326538,0.5352458953857422,0.26825499534606934,0.2372245341539383,0.5934505462646484,0.26255303621292114,0.30295518040657043,0.08958379179239273,0.588965117931366,0.037616800516843796,0.4130953550338745
