,what,was,the,first,public,building,to,be,lit,by,electric,light,in,newcastle,?
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.2588968276977539,0.2374238669872284,0.44245919585227966,0.39254459738731384,0.1845611184835434,0.3680937886238098,0.22981849312782288,0.22209852933883667,0.5201468467712402,0.251589834690094,0.31091248989105225
’,-0.01733604073524475,0.023636873811483383,-0.04090067744255066,0.043459873646497726,-0.03247157856822014,-0.025477923452854156,0.00253736088052392,-0.06709875911474228,0.06588216125965118,-0.04605049267411232,-0.06155594438314438,0.012582123279571533,-0.04677301645278931,0.0005957413814030588,0.045561522245407104
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.26377397775650024,0.20917287468910217,0.26839205622673035,0.3691340684890747,0.2731834948062897,0.10271003842353821,0.24398943781852722,0.18373282253742218,0.19857388734817505,0.3793783485889435,0.19941815733909607,0.15103481709957123
lecture,0.1978757530450821,0.18899361789226532,0.19409587979316711,0.21155065298080444,0.26568302512168884,0.14768734574317932,0.16594010591506958,0.13803285360336304,0.16829176247119904,0.13287334144115448,0.16035275161266327,0.12710462510585785,0.24648422002792358,0.1312229335308075,0.10821584612131119
theatre,0.12211663275957108,0.2824205458164215,0.25594043731689453,0.22594355046749115,0.2647477984428406,0.33465731143951416,0.1744728684425354,0.12509939074516296,0.14007864892482758,0.18537689745426178,0.15035296976566315,0.15741489827632904,0.26776230335235596,0.17483371496200562,0.1159285232424736
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.2513592839241028,0.237406387925148,0.3636345863342285,0.42228707671165466,0.15626856684684753,0.4752357602119446,0.17723047733306885,0.20157849788665771,0.45514053106307983,0.25710436701774597,0.18412111699581146
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.22857438027858734,0.3159640431404114,0.535392165184021,0.4248143136501312,0.20298683643341064,0.4408751428127289,0.21345196664333344,0.2649136185646057,0.6662389636039734,0.2253497689962387,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,1.0,0.2044575810432434,0.16419914364814758,0.3792489171028137,0.29818081855773926,0.12091543525457382,0.3877052962779999,0.2202359288930893,0.1733669638633728,0.4127444326877594,0.2823651134967804,0.18701928853988647
public,0.1729622185230255,0.2513592839241028,0.22857438027858734,0.2044575810432434,1.0000001192092896,0.25489920377731323,0.2672370672225952,0.22898490726947784,0.1772877722978592,0.23323717713356018,0.1829586625099182,0.1273047775030136,0.29074716567993164,0.12273108959197998,0.19872993230819702
building,0.23529528081417084,0.237406387925148,0.3159640431404114,0.16419914364814758,0.25489920377731323,0.9999998807907104,0.2658686637878418,0.21893082559108734,0.22299107909202576,0.20441755652427673,0.17448796331882477,0.14598973095417023,0.3256937265396118,0.1980883926153183,0.13549931347370148
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.2672370672225952,0.2658686637878418,1.0,0.4972836375236511,0.07580047100782394,0.33534231781959534,0.2115597426891327,0.22474321722984314,0.45010748505592346,0.23559264838695526,0.29463258385658264
be,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.29818081855773926,0.22898490726947784,0.21893082559108734,0.4972836375236511,1.0,0.12990383803844452,0.43158695101737976,0.2143908590078354,0.2594466209411621,0.3481820821762085,0.15002311766147614,0.3324260413646698
lit,0.06459251046180725,0.15626856684684753,0.20298683643341064,0.12091543525457382,0.1772877722978592,0.22299107909202576,0.07580047100782394,0.12990383803844452,1.0000001192092896,0.11567985266447067,0.14976449310779572,0.285535603761673,0.17304253578186035,0.04311608150601387,0.14552001655101776
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.3877052962779999,0.23323717713356018,0.20441755652427673,0.33534231781959534,0.43158695101737976,0.11567985266447067,1.0000001192092896,0.19581176340579987,0.16924326121807098,0.370934396982193,0.1767825335264206,0.17966607213020325
electric,0.15451551973819733,0.17723047733306885,0.21345196664333344,0.2202359288930893,0.1829586625099182,0.17448796331882477,0.2115597426891327,0.2143908590078354,0.14976449310779572,0.19581176340579987,1.0000001192092896,0.35745757818222046,0.19779469072818756,0.15911492705345154,0.15674720704555511
light,0.22953972220420837,0.20157849788665771,0.2649136185646057,0.1733669638633728,0.1273047775030136,0.14598973095417023,0.22474321722984314,0.2594466209411621,0.285535603761673,0.16924326121807098,0.35745757818222046,0.9999998807907104,0.1819845736026764,0.10103492438793182,0.17429810762405396
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.2588968276977539,0.2374238669872284,0.44245919585227966,0.39254459738731384,0.1845611184835434,0.3680937886238098,0.22981849312782288,0.22209852933883667,0.5201468467712402,0.251589834690094,0.31091248989105225
during,0.24137552082538605,0.4470829963684082,0.4838213622570038,0.45377472043037415,0.20130407810211182,0.22258397936820984,0.2828781306743622,0.24990400671958923,0.217052161693573,0.3220438063144684,0.14828895032405853,0.21165411174297333,0.4627237319946289,0.13816462457180023,0.1325719803571701
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.19607044756412506,0.2576078176498413,0.45503583550453186,0.39883795380592346,0.19410212337970734,0.32094135880470276,0.24061402678489685,0.2622554302215576,0.539380669593811,0.21405641734600067,0.23916715383529663
lecture,0.1978757530450821,0.18899361789226532,0.19409587979316711,0.21155065298080444,0.26568302512168884,0.14768734574317932,0.16594010591506958,0.13803285360336304,0.16829176247119904,0.13287334144115448,0.16035275161266327,0.12710462510585785,0.24648422002792358,0.1312229335308075,0.10821584612131119
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.3877052962779999,0.23323717713356018,0.20441755652427673,0.33534231781959534,0.43158695101737976,0.11567985266447067,1.0000001192092896,0.19581176340579987,0.16924326121807098,0.370934396982193,0.1767825335264206,0.17966607213020325
joseph,0.20494906604290009,0.29824966192245483,0.2251148819923401,0.21640700101852417,0.1351465880870819,0.14491018652915955,0.1829531341791153,0.1369095742702484,0.12048434466123581,0.2003411054611206,0.08319760113954544,0.09189996868371964,0.12985283136367798,0.15573625266551971,0.08421234786510468
swan,0.1812630444765091,0.1942387819290161,0.2781778872013092,0.25963011384010315,0.1581324189901352,0.13302335143089294,0.16403226554393768,0.17566648125648499,0.07480750977993011,0.14348360896110535,0.1475229263305664,0.17260420322418213,0.21920935809612274,0.2995033264160156,0.08656178414821625
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.25951382517814636,0.24277396500110626,0.41031414270401,0.37900757789611816,0.11785917729139328,0.33887791633605957,0.2127806544303894,0.2049267292022705,0.46853652596473694,0.1698579639196396,0.2714994251728058
20,-0.036424171179533005,-0.09198236465454102,-0.06418957561254501,-0.014052513986825943,0.06548088788986206,-0.03550030291080475,-0.018198585137724876,0.06780018657445908,-0.019074367359280586,-0.023094383999705315,-0.07156123220920563,-0.11728633940219879,-0.022708838805556297,0.012081687338650227,0.11360422521829605
october,0.24927909672260284,0.4627581834793091,0.2621108889579773,0.2989882230758667,0.1963523030281067,0.14982472360134125,0.23106063902378082,0.21323566138744354,0.10955217480659485,0.17728064954280853,0.0758189857006073,0.10308618098497391,0.27560389041900635,0.2442861795425415,0.29706719517707825
1880,0.08119592815637589,-0.05979476869106293,0.0793314129114151,0.02397211827337742,-0.01014904584735632,0.10902057588100433,0.14115941524505615,0.12038692831993103,0.12508630752563477,-0.09491942077875137,0.07102450728416443,0.10000760853290558,0.04348104074597359,0.2834128439426422,0.07120001316070557
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.21888655424118042,0.275610089302063,0.4645031690597534,0.4383580684661865,0.15969660878181458,0.3936232924461365,0.23612159490585327,0.2497042715549469,0.5591574311256409,0.2714749276638031,0.4130953550338745
,what,was,the,first,public,building,to,be,lit,by,electric,light,in,newcastle,?
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.22857438027858734,0.3159640431404114,0.535392165184021,0.4248143136501312,0.20298683643341064,0.4408751428127289,0.21345196664333344,0.2649136185646057,0.6662389636039734,0.2253497689962387,0.22068053483963013
current,0.18294453620910645,0.20140352845191956,0.3314409554004669,0.23634201288223267,0.1535668969154358,0.18136867880821228,0.30630946159362793,0.322500079870224,-0.010108175687491894,0.20655159652233124,0.3218620717525482,0.19853812456130981,0.1955713927745819,0.1954525262117386,0.12074550241231918
lit,0.06459251046180725,0.15626856684684753,0.20298683643341064,0.12091543525457382,0.1772877722978592,0.22299107909202576,0.07580047100782394,0.12990383803844452,1.0000001192092896,0.11567985266447067,0.14976449310779572,0.285535603761673,0.17304253578186035,0.04311608150601387,0.14552001655101776
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.3227643668651581,0.2593274712562561,0.48971283435821533,0.41766801476478577,0.16350990533828735,0.4289871156215668,0.212884783744812,0.20458035171031952,0.4954058527946472,0.20204751193523407,0.20544172823429108
phil,0.09430112689733505,0.15864568948745728,0.1382283866405487,0.19794824719429016,0.11370601505041122,0.11172410100698471,0.1992647647857666,0.13504736125469208,0.041497036814689636,0.14328038692474365,0.2289208620786667,0.0812126100063324,0.19203516840934753,0.14195919036865234,0.14019250869750977
premises,0.2831939160823822,0.1727694272994995,0.2627373933792114,0.18995101749897003,0.25061482191085815,0.27299678325653076,0.20194029808044434,0.24128802120685577,0.103587307035923,0.15142805874347687,0.155660018324852,0.13108350336551666,0.19205817580223083,0.10113994777202606,0.17318350076675415
were,0.22298263013362885,0.590133786201477,0.3906462490558624,0.3285558819770813,0.16988693177700043,0.18601834774017334,0.31913647055625916,0.4064064621925354,0.15247751772403717,0.4406847059726715,0.18160271644592285,0.19235341250896454,0.3815755248069763,0.19883129000663757,0.17890112102031708
built,0.1554843783378601,0.3424932360649109,0.2950156033039093,0.28534698486328125,0.1928626000881195,0.5628743767738342,0.2183011770248413,0.162033811211586,0.2671428918838501,0.22056880593299866,0.3129170536994934,0.2303539663553238,0.25829681754112244,0.21985043585300446,0.09449632465839386
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.29074716567993164,0.3256937265396118,0.45010748505592346,0.3481820821762085,0.17304253578186035,0.370934396982193,0.19779469072818756,0.1819845736026764,1.0,0.19270820915699005,0.20430970191955566
1825,0.17693786323070526,0.24118484556674957,0.183273583650589,0.23795922100543976,0.15725094079971313,0.20235705375671387,0.16162705421447754,0.1381268948316574,0.18843533098697662,0.21997247636318207,0.13535022735595703,0.13300465047359467,0.20791828632354736,0.2520154118537903,0.17892885208129883
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.3227643668651581,0.2593274712562561,0.48971283435821533,0.41766801476478577,0.16350990533828735,0.4289871156215668,0.212884783744812,0.20458035171031952,0.4954058527946472,0.20204751193523407,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.22857438027858734,0.3159640431404114,0.535392165184021,0.4248143136501312,0.20298683643341064,0.4408751428127289,0.21345196664333344,0.2649136185646057,0.6662389636039734,0.2253497689962387,0.22068053483963013
building,0.23529528081417084,0.237406387925148,0.3159640431404114,0.16419914364814758,0.25489920377731323,0.9999998807907104,0.2658686637878418,0.21893082559108734,0.22299107909202576,0.20441755652427673,0.17448796331882477,0.14598973095417023,0.3256937265396118,0.1980883926153183,0.13549931347370148
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.2513592839241028,0.237406387925148,0.3636345863342285,0.42228707671165466,0.15626856684684753,0.4752357602119446,0.17723047733306885,0.20157849788665771,0.45514053106307983,0.25710436701774597,0.18412111699581146
designed,0.15902110934257507,0.28384989500045776,0.2559613883495331,0.201524555683136,0.15738923847675323,0.43736663460731506,0.3077097535133362,0.1915401816368103,0.1737159788608551,0.29250532388687134,0.22202123701572418,0.24594919383525848,0.22657902538776398,0.15722429752349854,0.11213942617177963
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.3877052962779999,0.23323717713356018,0.20441755652427673,0.33534231781959534,0.43158695101737976,0.11567985266447067,1.0000001192092896,0.19581176340579987,0.16924326121807098,0.370934396982193,0.1767825335264206,0.17966607213020325
john,0.18237407505512238,0.2875721752643585,0.2230520099401474,0.2870165705680847,0.15068495273590088,0.11134901642799377,0.2070634365081787,0.1672002226114273,0.0579259991645813,0.2502059042453766,0.12114768475294113,0.13169308006763458,0.22177861630916595,0.2701735198497772,0.13162356615066528
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.3227643668651581,0.2593274712562561,0.48971283435821533,0.41766801476478577,0.16350990533828735,0.4289871156215668,0.212884783744812,0.20458035171031952,0.4954058527946472,0.20204751193523407,0.20544172823429108
benjamin,0.18476101756095886,0.2437800019979477,0.2507040798664093,0.22370125353336334,0.17331966757774353,0.11711130291223526,0.17437827587127686,0.11216076463460922,0.09793149679899216,0.2217930257320404,0.15851236879825592,0.19117827713489532,0.20055828988552094,0.07359679788351059,0.20336422324180603
green,0.16762696206569672,0.1478928029537201,0.24099771678447723,0.17298316955566406,0.12466556578874588,0.10360245406627655,0.2122364193201065,0.15801286697387695,0.20669035613536835,0.2036488950252533,0.1962411105632782,0.28128349781036377,0.22731968760490417,0.16354252398014069,0.11409882456064224
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.21888655424118042,0.275610089302063,0.4645031690597534,0.4383580684661865,0.15969660878181458,0.3936232924461365,0.23612159490585327,0.2497042715549469,0.5591574311256409,0.2714749276638031,0.4130953550338745
