,what,is,a,recent,civil,disobedience,done,in,a,group,form,?
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.26883119344711304,0.24795588850975037,0.2878543734550476,0.32079052925109863,0.5201468467712402,0.427140474319458,0.2809832692146301,0.21805599331855774,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.48853766918182373,0.22966991364955902,0.12588919699192047,0.2553665041923523,0.3857673406600952,0.3586423695087433,0.48853766918182373,0.30503612756729126,0.3818044364452362,0.32389625906944275
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.31046223640441895,0.2477465271949768,0.30963727831840515,0.26575928926467896,0.6662389636039734,0.5829201340675354,0.30795547366142273,0.29286009073257446,0.22068053483963013
release,0.19122223556041718,0.18082810938358307,0.23991376161575317,0.25732421875,0.0596306174993515,0.14806276559829712,0.13192716240882874,0.2109319418668747,0.23991376161575317,0.23168067634105682,0.14221225678920746,0.14489315450191498
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.2896444797515869,0.24698495864868164,0.31932318210601807,0.23300732672214508,0.5696388483047485,0.5052502155303955,0.25542253255844116,0.29600051045417786,0.1826142966747284
all,0.41981086134910583,0.2553904056549072,0.2696802616119385,0.28052249550819397,0.17187000811100006,0.2801477909088135,0.32225027680397034,0.3335905969142914,0.2696802616119385,0.3124038577079773,0.2039855718612671,0.29575422406196594
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.31046223640441895,0.2477465271949768,0.30963727831840515,0.26575928926467896,0.6662389636039734,0.5829201340675354,0.30795547366142273,0.29286009073257446,0.22068053483963013
activists,0.1816670447587967,0.14298729598522186,0.16165311634540558,0.1715448796749115,0.47229599952697754,0.45648565888404846,0.1937950849533081,0.196849524974823,0.16165311634540558,0.23441535234451294,0.12886132299900055,0.16656693816184998
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.25904062390327454,0.2541380822658539,0.2603943943977356,0.3132319152355194,0.5591574311256409,0.50484299659729,0.27268800139427185,0.28317511081695557,0.4130953550338745
,what,is,a,recent,civil,disobedience,done,in,a,group,form,?
this,0.5489566326141357,0.480927973985672,0.5422310829162598,0.3860568106174469,0.24196121096611023,0.3574272096157074,0.4131368100643158,0.45205554366111755,0.5422310829162598,0.2766626477241516,0.28080853819847107,0.3155723512172699
is,0.28837618231773376,1.0,0.658733606338501,0.2643822133541107,0.16941262781620026,0.21453623473644257,0.2536029815673828,0.5394441485404968,0.658733606338501,0.22153858840465546,0.3218395411968231,0.22961433231830597
a,0.3320399522781372,0.658733606338501,1.0,0.2685950994491577,0.21693918108940125,0.25352153182029724,0.2800007462501526,0.539380669593811,1.0,0.2594761848449707,0.3088195323944092,0.23916715383529663
form,0.15868011116981506,0.3218395411968231,0.3088195323944092,0.11668823659420013,0.0937703400850296,0.2092548906803131,0.21094439923763275,0.2815987169742584,0.3088195323944092,0.29579412937164307,0.9999999403953552,0.1463010311126709
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.2896444797515869,0.24698495864868164,0.31932318210601807,0.23300732672214508,0.5696388483047485,0.5052502155303955,0.25542253255844116,0.29600051045417786,0.1826142966747284
jail,0.18833428621292114,0.1632465124130249,0.20816455781459808,0.1290968358516693,0.2882981300354004,0.37023699283599854,0.18869131803512573,0.29173749685287476,0.20816455781459808,0.1389714479446411,0.10548149049282074,0.16329234838485718
solidarity,0.21004708111286163,0.18792396783828735,0.27160510420799255,0.17005571722984314,0.3223045766353607,0.45741015672683716,0.1755819022655487,0.21580742299556732,0.27160510420799255,0.29339346289634705,0.23976391553878784,0.21046410501003265
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.25904062390327454,0.2541380822658539,0.2603943943977356,0.3132319152355194,0.5591574311256409,0.50484299659729,0.27268800139427185,0.28317511081695557,0.4130953550338745
