,what,type,of,soil,is,considered,a,product,of,soil,management,by,indigenous,peoples,in,the,amazon,forest,?
areas,0.23739881813526154,0.17178712785243988,0.2803763747215271,0.30802610516548157,0.28282591700553894,0.24815388023853302,0.24730755388736725,0.16754357516765594,0.2803763747215271,0.30802610516548157,0.26567500829696655,0.2005605250597,0.2559891939163208,0.34644392132759094,0.33029478788375854,0.3311663568019867,0.12690216302871704,0.2940410077571869,0.1273590475320816
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.23409782350063324,0.5394441485404968,0.28591203689575195,0.539380669593811,0.17412906885147095,0.5696388483047485,0.23409782350063324,0.2783967852592468,0.370934396982193,0.19140906631946564,0.2226382941007614,1.0,0.6662389636039734,0.12227833271026611,0.24136987328529358,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.28965309262275696,0.5823672413825989,0.4028765559196472,0.5829201340675354,0.23984220623970032,0.733189046382904,0.28965309262275696,0.26673808693885803,0.4408751428127289,0.24885469675064087,0.3388310670852661,0.6662389636039734,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
amazon,0.16355936229228973,0.11425158381462097,0.20143137872219086,0.20438170433044434,0.15197539329528809,0.17481058835983276,0.1865728348493576,0.26703283190727234,0.20143137872219086,0.20438170433044434,0.16108852624893188,0.16320857405662537,0.3022803068161011,0.22153738141059875,0.12227833271026611,0.260541707277298,1.0000001192092896,0.26471444964408875,0.18144656717777252
forest,0.15328429639339447,0.05597252398729324,0.2309139519929886,0.35211217403411865,0.209678515791893,0.15047895908355713,0.24025723338127136,0.12141451984643936,0.2309139519929886,0.35211217403411865,0.20870429277420044,0.16046150028705597,0.20363540947437286,0.14636118710041046,0.24136987328529358,0.24134553968906403,0.26471444964408875,1.0000001192092896,0.1214437186717987
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.25815996527671814,0.4691906273365021,0.32932984828948975,0.427140474319458,0.20782852172851562,0.4946078956127167,0.25815996527671814,0.24724458158016205,0.3680937886238098,0.20256207883358002,0.2866608202457428,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2901519536972046,0.31091248989105225
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.20612452924251556,1.0,0.4096149802207947,0.658733606338501,0.2903512120246887,0.4854315221309662,0.20612452924251556,0.24706420302391052,0.3899846076965332,0.1472627967596054,0.21010412275791168,0.5394441485404968,0.5823672413825989,0.15197539329528809,0.209678515791893,0.22961433231830597
now,0.4903225302696228,0.15984998643398285,0.29182544350624084,0.12986929714679718,0.39589470624923706,0.263723760843277,0.3046339154243469,0.1436208188533783,0.29182544350624084,0.12986929714679718,0.1635018140077591,0.20949482917785645,0.1750744879245758,0.23539742827415466,0.3619694113731384,0.38266420364379883,0.08118978142738342,0.18389394879341125,0.29641881585121155
widely,0.22598060965538025,0.20268139243125916,0.22028475999832153,0.16641385853290558,0.3153131604194641,0.4276484549045563,0.25288406014442444,0.22007842361927032,0.22028475999832153,0.16641385853290558,0.2149532288312912,0.2632814347743988,0.2178596705198288,0.20040713250637054,0.26852190494537354,0.29394426941871643,0.17437855899333954,0.12695427238941193,0.10354958474636078
accepted,0.2928575575351715,0.14566823840141296,0.2863047122955322,0.13476206362247467,0.16579633951187134,0.36714714765548706,0.21079644560813904,0.14545053243637085,0.2863047122955322,0.13476206362247467,0.18942302465438843,0.2192937731742859,0.15256771445274353,0.19059933722019196,0.26470789313316345,0.2999902665615082,0.10601920634508133,0.13102643191814423,0.19665466248989105
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.1457870453596115,0.43216490745544434,0.4031961262226105,0.39550232887268066,0.24336670339107513,0.3886612355709076,0.1457870453596115,0.2692309319972992,0.3815547823905945,0.2537745237350464,0.24019794166088104,0.3887844979763031,0.48381632566452026,0.1877562403678894,0.12052752822637558,0.27043893933296204
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.23052994906902313,0.658733606338501,0.36109375953674316,1.0,0.26422351598739624,0.5052502155303955,0.23052994906902313,0.2614014744758606,0.32094135880470276,0.17923347651958466,0.1869891732931137,0.539380669593811,0.5829201340675354,0.1865728348493576,0.24025723338127136,0.23916715383529663
product,0.2465333193540573,0.23079955577850342,0.19526132941246033,0.14523129165172577,0.2903512120246887,0.2042464166879654,0.26422351598739624,1.0,0.19526132941246033,0.14523129165172577,0.31420406699180603,0.20719797909259796,0.15958593785762787,0.17670907080173492,0.17412906885147095,0.23984220623970032,0.26703283190727234,0.12141451984643936,0.19651241600513458
of,0.33290785551071167,0.18112817406654358,1.0,0.24573488533496857,0.4854315221309662,0.4190242290496826,0.5052502155303955,0.19526132941246033,1.0,0.24573488533496857,0.31602242588996887,0.3646814823150635,0.2675965428352356,0.2785113751888275,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
indigenous,0.19103914499282837,0.09747857600450516,0.2675965428352356,0.20190058648586273,0.1472627967596054,0.23716168105602264,0.17923347651958466,0.15958593785762787,0.2675965428352356,0.20190058648586273,0.21439918875694275,0.2185533493757248,1.0,0.5374720096588135,0.19140906631946564,0.24885469675064087,0.3022803068161011,0.20363540947437286,0.14450161159038544
soil,0.19217993319034576,0.14013507962226868,0.24573488533496857,1.0,0.20612452924251556,0.17249780893325806,0.23052994906902313,0.14523129165172577,0.24573488533496857,1.0,0.21292312443256378,0.13793987035751343,0.20190058648586273,0.20314547419548035,0.23409782350063324,0.28965309262275696,0.20438170433044434,0.35211217403411865,0.13098852336406708
management,0.180610790848732,0.13280686736106873,0.31602242588996887,0.21292312443256378,0.24706420302391052,0.1804770529270172,0.2614014744758606,0.31420406699180603,0.31602242588996887,0.21292312443256378,1.0,0.22688612341880798,0.21439918875694275,0.15395158529281616,0.2783967852592468,0.26673808693885803,0.16108852624893188,0.20870429277420044,0.15866325795650482
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2334715574979782,0.4569662809371948,0.29356086254119873,0.50484299659729,0.21721361577510834,0.5352458953857422,0.2334715574979782,0.20125426352024078,0.3936232924461365,0.1971983015537262,0.24406372010707855,0.5591574311256409,0.5934505462646484,0.262887567281723,0.2418428510427475,0.4130953550338745
