,what,did,luther,believe,that,the,soul,does,after,death,?
it,0.45803478360176086,0.2993364930152893,0.15365919470787048,0.31943458318710327,0.5921133160591125,0.6251175999641418,0.22863073647022247,0.34188351035118103,0.36872005462646484,0.16903388500213623,0.25732165575027466
is,0.28837618231773376,0.19247472286224365,0.08282390236854553,0.27537423372268677,0.3995479643344879,0.5823672413825989,0.1911991834640503,0.4403602182865143,0.2835143506526947,0.17991963028907776,0.22961433231830597
separated,0.18778635561466217,0.16108454763889313,0.08066436648368835,0.11054619401693344,0.27049368619918823,0.27899038791656494,0.15712645649909973,0.17754670977592468,0.2764604389667511,0.25558480620384216,0.0923643484711647
from,0.2737620174884796,0.20248863101005554,0.10716932266950607,0.2082303762435913,0.3477667272090912,0.40150508284568787,0.1587420552968979,0.1777622550725937,0.4051513373851776,0.22335824370384216,0.19969791173934937
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.2972484529018402,0.5473989248275757,1.0,0.2054273635149002,0.35928019881248474,0.4565047025680542,0.21438048779964447,0.22068053483963013
body,0.2143840193748474,0.17681342363357544,0.09127452969551086,0.215566948056221,0.32291916012763977,0.31682634353637695,0.3496853709220886,0.27194929122924805,0.17152558267116547,0.21721474826335907,0.20136451721191406
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.20806841552257538,0.435920387506485,0.6662389636039734,0.1501491367816925,0.214483380317688,0.44050168991088867,0.18743370473384857,0.20430970191955566
death,0.2267695665359497,0.2252790331840515,0.15764257311820984,0.1744125932455063,0.25607815384864807,0.21438048779964447,0.25791794061660767,0.13222968578338623,0.2794583737850189,0.9999998807907104,0.21149799227714539
;,0.10986888408660889,0.10727239400148392,0.022799020633101463,0.13784001767635345,0.0633435994386673,0.09152708947658539,0.06880296021699905,0.0650511160492897,-0.01834123209118843,0.036338236182928085,0.10349778085947037
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.29652947187423706,0.4731321930885315,0.5171257257461548,0.2859630286693573,0.3461615741252899,0.3765919506549835,0.1816639006137848,0.20544172823429108
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2459280639886856,0.4137537479400635,0.4933079481124878,0.27691033482551575,0.28617382049560547,0.38860568404197693,0.2070959210395813,0.31091248989105225
accordingly,0.39776521921157837,0.2663593590259552,0.14804108440876007,0.38259357213974,0.39682233333587646,0.31703200936317444,0.13698559999465942,0.3539000153541565,0.247263565659523,0.13401013612747192,0.3418521285057068
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2459280639886856,0.4137537479400635,0.4933079481124878,0.27691033482551575,0.28617382049560547,0.38860568404197693,0.2070959210395813,0.31091248989105225
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.24699896574020386,0.36068853735923767,0.4571082592010498,0.26410815119743347,0.22791607677936554,0.3936046361923218,0.2806733548641205,0.2089974731206894
disputed,0.3041055202484131,0.18744073808193207,0.0899672880768776,0.26474177837371826,0.24473954737186432,0.32414746284484863,0.08960969746112823,0.21224944293498993,0.1753460019826889,0.1805281937122345,0.2165134698152542
traditional,0.20066824555397034,0.17380854487419128,0.16050830483436584,0.22428329288959503,0.23444122076034546,0.25703898072242737,0.22393983602523804,0.19105595350265503,0.15539062023162842,0.08737928420305252,0.1327509582042694
interpretations,0.3449173867702484,0.26414766907691956,0.21804386377334595,0.4180383086204529,0.38250732421875,0.271894246339798,0.21337229013442993,0.28168728947639465,0.12401633709669113,0.1650352030992508,0.2144118994474411
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2925758957862854,0.41498205065727234,0.733189046382904,0.1792602837085724,0.3119818866252899,0.3867455720901489,0.23778599500656128,0.1826142966747284
some,0.4491020441055298,0.42553430795669556,0.2097044140100479,0.43010029196739197,0.6049469113349915,0.4566698372364044,0.21334095299243927,0.39611563086509705,0.2708302140235901,0.1742246001958847,0.2562315762042999
bible,0.33710888028144836,0.24923516809940338,0.3825412392616272,0.37438449263572693,0.31875133514404297,0.27647915482521057,0.2676527202129364,0.2222367823123932,0.1472042053937912,0.2484837770462036,0.22667601704597473
passages,0.2522711157798767,0.1583266258239746,0.2148544192314148,0.20246858894824982,0.3033798635005951,0.3271593749523163,0.1257711499929428,0.19218777120113373,0.13724763691425323,0.16340944170951843,0.1300082802772522
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2459280639886856,0.4137537479400635,0.4933079481124878,0.27691033482551575,0.28617382049560547,0.38860568404197693,0.2070959210395813,0.31091248989105225
such,0.23989605903625488,0.24497397243976593,0.09043191373348236,0.23928195238113403,0.4479874074459076,0.3575236201286316,0.195319265127182,0.2787191867828369,0.16916970908641815,0.09082182496786118,0.17851735651493073
as,0.31749409437179565,0.3596470057964325,0.20242992043495178,0.26277852058410645,0.4735107421875,0.48381632566452026,0.207097589969635,0.31202155351638794,0.3014480769634247,0.19013920426368713,0.27043893933296204
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.2972484529018402,0.5473989248275757,1.0,0.2054273635149002,0.35928019881248474,0.4565047025680542,0.21438048779964447,0.22068053483963013
parable,0.2742602825164795,0.18139468133449554,0.22057698667049408,0.30019477009773254,0.30214089155197144,0.21930575370788574,0.29126426577568054,0.23230524361133575,0.13235026597976685,0.23527038097381592,0.19732241332530975
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2925758957862854,0.41498205065727234,0.733189046382904,0.1792602837085724,0.3119818866252899,0.3867455720901489,0.23778599500656128,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.2972484529018402,0.5473989248275757,1.0,0.2054273635149002,0.35928019881248474,0.4565047025680542,0.21438048779964447,0.22068053483963013
rich,0.22860300540924072,0.16406011581420898,0.12949888408184052,0.13399432599544525,0.20678481459617615,0.2007024586200714,0.1245948076248169,0.17937467992305756,0.12118279933929443,0.09165077656507492,0.13849185407161713
man,0.21916821599006653,0.2355959564447403,0.21149881184101105,0.24795947968959808,0.25507083535194397,0.23171134293079376,0.24114438891410828,0.2741798758506775,0.17411550879478455,0.19700676202774048,0.2528940737247467
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.29652947187423706,0.4731321930885315,0.5171257257461548,0.2859630286693573,0.3461615741252899,0.3765919506549835,0.1816639006137848,0.20544172823429108
lazarus,0.1645478755235672,0.15580417215824127,0.31141895055770874,0.15365362167358398,0.2340088039636612,0.2254672348499298,0.2163524031639099,0.11606273800134659,0.16070111095905304,0.18836146593093872,0.1817474067211151
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.26988279819488525,0.4460422694683075,0.5934505462646484,0.22981950640678406,0.3022993505001068,0.35870397090911865,0.24631039798259735,0.4130953550338745
