,how,many,men,would,the,lm,take,to,the,lunar,surface,and,return,to,the,csm,?
ferry,0.08963967114686966,0.22035321593284607,0.1587233692407608,0.16427618265151978,0.20100507140159607,0.07382702082395554,0.2427835464477539,0.20805752277374268,0.20100507140159607,0.1414438784122467,0.1751910001039505,0.2424136996269226,0.1360398381948471,0.20805752277374268,0.20100507140159607,0.1715136468410492,0.11376336216926575
used,0.34819337725639343,0.38759201765060425,0.1625864952802658,0.35597336292266846,0.3718377649784088,0.20631051063537598,0.2592400312423706,0.40058770775794983,0.3718377649784088,0.18966072797775269,0.24564874172210693,0.3150506615638733,0.1395886391401291,0.40058770775794983,0.3718377649784088,0.17239028215408325,0.22430120408535004
to,0.44169697165489197,0.40243685245513916,0.24045762419700623,0.5965728163719177,0.535392165184021,0.17625956237316132,0.4075521230697632,1.0,0.535392165184021,0.15437743067741394,0.23727688193321228,0.48971283435821533,0.3110596537590027,1.0,0.535392165184021,0.11701257526874542,0.29463258385658264
transport,0.19902965426445007,0.2036595493555069,0.09942218661308289,0.20657867193222046,0.2433847039937973,0.1661887764930725,0.2670760750770569,0.21968118846416473,0.2433847039937973,0.14192302525043488,0.18643879890441895,0.2537272870540619,0.13402238488197327,0.21968118846416473,0.2433847039937973,0.270742267370224,0.16607823967933655
the,0.33890387415885925,0.4335206151008606,0.26001617312431335,0.4133751392364502,1.0,0.25534775853157043,0.31620436906814575,0.535392165184021,1.0,0.23309995234012604,0.2555135488510132,0.5171257257461548,0.2543797492980957,0.535392165184021,1.0,0.15609420835971832,0.22068053483963013
crew,0.1986125409603119,0.14106041193008423,0.2727474272251129,0.175220787525177,0.25329816341400146,0.21415667235851288,0.21018317341804504,0.21819929778575897,0.25329816341400146,0.39860764145851135,0.2447301149368286,0.22802916169166565,0.17983058094978333,0.21819929778575897,0.25329816341400146,0.3503846228122711,0.16586194932460785
",",0.22659391164779663,0.40610817074775696,0.2249656766653061,0.32586824893951416,0.4933079481124878,0.15934062004089355,0.2881867289543152,0.44245919585227966,0.4933079481124878,0.19076566398143768,0.23000483214855194,0.6633074283599854,0.20895273983478546,0.44245919585227966,0.4933079481124878,0.20636554062366486,0.31091248989105225
along,0.2501010298728943,0.280875027179718,0.17370973527431488,0.26956912875175476,0.39495137333869934,0.11129333823919296,0.1493033915758133,0.2976071536540985,0.39495137333869934,0.12379444390535355,0.2447790652513504,0.4213258922100067,0.15522834658622742,0.2976071536540985,0.39495137333869934,0.06473498791456223,0.17134909331798553
with,0.3525622487068176,0.35744401812553406,0.19568398594856262,0.38372042775154114,0.4223487675189972,0.11947625130414963,0.21222369372844696,0.4239959120750427,0.4223487675189972,0.11691921204328537,0.1969025433063507,0.5477725267410278,0.16163842380046844,0.4239959120750427,0.4223487675189972,0.12583579123020172,0.2433311939239502
a,0.29312583804130554,0.2872205972671509,0.18371513485908508,0.398599237203598,0.5829201340675354,0.1819782704114914,0.2789212465286255,0.45503583550453186,0.5829201340675354,0.19755837321281433,0.24436084926128387,0.3739250600337982,0.20093116164207458,0.45503583550453186,0.5829201340675354,0.19198624789714813,0.23916715383529663
new,0.20832711458206177,0.2992318272590637,0.06493262946605682,0.30488598346710205,0.3845241069793701,0.07293350249528885,0.23069287836551666,0.33159172534942627,0.3845241069793701,0.1598242074251175,0.10920759290456772,0.31402453780174255,0.21881267428398132,0.33159172534942627,0.3845241069793701,0.15561556816101074,0.14782847464084625
spacecraft,0.22779840230941772,0.15773004293441772,0.1793152540922165,0.17919908463954926,0.21476294100284576,0.3718363344669342,0.2532784938812256,0.25703316926956177,0.21476294100284576,0.5617541670799255,0.40888047218322754,0.19242209196090698,0.2485477179288864,0.25703316926956177,0.21476294100284576,0.5134672522544861,0.17708687484264374
",",0.22659391164779663,0.40610817074775696,0.2249656766653061,0.32586824893951416,0.4933079481124878,0.15934062004089355,0.2881867289543152,0.44245919585227966,0.4933079481124878,0.19076566398143768,0.23000483214855194,0.6633074283599854,0.20895273983478546,0.44245919585227966,0.4933079481124878,0.20636554062366486,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.26001617312431335,0.4133751392364502,1.0,0.25534775853157043,0.31620436906814575,0.535392165184021,1.0,0.23309995234012604,0.2555135488510132,0.5171257257461548,0.2543797492980957,0.535392165184021,1.0,0.15609420835971832,0.22068053483963013
lunar,0.21081319451332092,0.1407979428768158,0.18380065262317657,0.20055215060710907,0.23309995234012604,0.42166680097579956,0.2205018848180771,0.15437743067741394,0.23309995234012604,1.0000001192092896,0.34174928069114685,0.206029012799263,0.17998239398002625,0.15437743067741394,0.23309995234012604,0.5040956735610962,0.1628302037715912
excursion,0.21973618865013123,0.13648982346057892,0.15691503882408142,0.2078787088394165,0.2504052519798279,0.33940160274505615,0.12883086502552032,0.24543403089046478,0.2504052519798279,0.41139429807662964,0.3341847360134125,0.16212670505046844,0.29115208983421326,0.24543403089046478,0.2504052519798279,0.3986307680606842,0.14232851564884186
module,0.21929074823856354,0.14934542775154114,0.1435454785823822,0.2092796117067337,0.15147453546524048,0.3337670564651489,0.20503602921962738,0.17751087248325348,0.15147453546524048,0.4598902761936188,0.2348867803812027,0.18687106668949127,0.2794586718082428,0.17751087248325348,0.15147453546524048,0.4761714041233063,0.2131270468235016
(,0.1676948219537735,0.1455259770154953,0.13988487422466278,0.21630488336086273,0.33289089798927307,0.13334642350673676,0.21149633824825287,0.30882009863853455,0.33289089798927307,0.16887804865837097,0.12799760699272156,0.4862271547317505,0.1811777502298355,0.30882009863853455,0.33289089798927307,0.2919323444366455,0.40561532974243164
lem,0.16253601014614105,0.11975064873695374,0.119779571890831,0.10216446965932846,0.07303371280431747,0.06127817928791046,0.14951404929161072,0.08582959324121475,0.07303371280431747,0.0620480440557003,0.10660053789615631,0.17696882784366608,0.1298782378435135,0.08582959324121475,0.07303371280431747,0.11641599982976913,0.15837547183036804
",",0.22659391164779663,0.40610817074775696,0.2249656766653061,0.32586824893951416,0.4933079481124878,0.15934062004089355,0.2881867289543152,0.44245919585227966,0.4933079481124878,0.19076566398143768,0.23000483214855194,0.6633074283599854,0.20895273983478546,0.44245919585227966,0.4933079481124878,0.20636554062366486,0.31091248989105225
later,0.2534695267677307,0.3450429439544678,0.19727550446987152,0.3580727279186249,0.4060266613960266,0.18447676301002502,0.26801127195358276,0.393297016620636,0.4060266613960266,0.21294906735420227,0.1415395438671112,0.4216292202472687,0.1729685664176941,0.393297016620636,0.4060266613960266,0.16435135900974274,0.1417175978422165
shortened,0.15791372954845428,0.11707253009080887,0.10119198262691498,0.23553261160850525,0.29444620013237,0.26433664560317993,0.21796897053718567,0.23803548514842987,0.29444620013237,0.1727302521467209,0.12864401936531067,0.10184358805418015,0.132629856467247,0.23803548514842987,0.29444620013237,0.24520552158355713,0.17955641448497772
to,0.44169697165489197,0.40243685245513916,0.24045762419700623,0.5965728163719177,0.535392165184021,0.17625956237316132,0.4075521230697632,1.0,0.535392165184021,0.15437743067741394,0.23727688193321228,0.48971283435821533,0.3110596537590027,1.0,0.535392165184021,0.11701257526874542,0.29463258385658264
lunar,0.21081319451332092,0.1407979428768158,0.18380065262317657,0.20055215060710907,0.23309995234012604,0.42166680097579956,0.2205018848180771,0.15437743067741394,0.23309995234012604,1.0000001192092896,0.34174928069114685,0.206029012799263,0.17998239398002625,0.15437743067741394,0.23309995234012604,0.5040956735610962,0.1628302037715912
module,0.21929074823856354,0.14934542775154114,0.1435454785823822,0.2092796117067337,0.15147453546524048,0.3337670564651489,0.20503602921962738,0.17751087248325348,0.15147453546524048,0.4598902761936188,0.2348867803812027,0.18687106668949127,0.2794586718082428,0.17751087248325348,0.15147453546524048,0.4761714041233063,0.2131270468235016
",",0.22659391164779663,0.40610817074775696,0.2249656766653061,0.32586824893951416,0.4933079481124878,0.15934062004089355,0.2881867289543152,0.44245919585227966,0.4933079481124878,0.19076566398143768,0.23000483214855194,0.6633074283599854,0.20895273983478546,0.44245919585227966,0.4933079481124878,0.20636554062366486,0.31091248989105225
lm,0.21407321095466614,0.14888298511505127,0.2368372529745102,0.20394809544086456,0.25534775853157043,1.0000001192092896,0.14024771749973297,0.17625956237316132,0.25534775853157043,0.42166680097579956,0.26098427176475525,0.15283863246440887,0.1423899233341217,0.17625956237316132,0.25534775853157043,0.4229579269886017,0.2270602136850357
),0.17939934134483337,0.16602720320224762,0.13417060673236847,0.2093871831893921,0.3456730246543884,0.14235086739063263,0.198357492685318,0.31236231327056885,0.3456730246543884,0.1858174055814743,0.12480831891298294,0.4961937665939331,0.19430971145629883,0.31236231327056885,0.3456730246543884,0.3227638304233551,0.42300865054130554
which,0.4852597713470459,0.5168171525001526,0.19994418323040009,0.3854503035545349,0.6521818041801453,0.2116525024175644,0.28362178802490234,0.5345056653022766,0.6521818041801453,0.19250813126564026,0.3333227038383484,0.506277859210968,0.19066447019577026,0.5345056653022766,0.6521818041801453,0.1713857203722,0.25814583897590637
would,0.43239715695381165,0.33440667390823364,0.24476201832294464,1.0000001192092896,0.4133751392364502,0.20394809544086456,0.36894938349723816,0.5965728163719177,0.4133751392364502,0.20055215060710907,0.2547634243965149,0.34921059012413025,0.29895859956741333,0.5965728163719177,0.4133751392364502,0.11080329865217209,0.37178951501846313
take,0.32433539628982544,0.24711354076862335,0.19751687347888947,0.36894938349723816,0.31620436906814575,0.14024771749973297,1.0,0.4075521230697632,0.31620436906814575,0.2205018848180771,0.1504635214805603,0.296702116727829,0.3114277422428131,0.4075521230697632,0.31620436906814575,0.09028736501932144,0.21897350251674652
two,0.2499001920223236,0.5147606730461121,0.2778225541114807,0.2872341275215149,0.43858039379119873,0.17437753081321716,0.2678071856498718,0.3343428373336792,0.43858039379119873,0.19180269539356232,0.16632987558841705,0.4671151638031006,0.12320644408464432,0.3343428373336792,0.43858039379119873,0.12801425158977509,0.19645625352859497
men,0.2069610059261322,0.17064353823661804,1.0,0.24476201832294464,0.26001617312431335,0.2368372529745102,0.19751687347888947,0.24045762419700623,0.26001617312431335,0.18380065262317657,0.20029407739639282,0.30918097496032715,0.16511182487010956,0.24045762419700623,0.26001617312431335,0.15053126215934753,0.1408759206533432
to,0.44169697165489197,0.40243685245513916,0.24045762419700623,0.5965728163719177,0.535392165184021,0.17625956237316132,0.4075521230697632,1.0,0.535392165184021,0.15437743067741394,0.23727688193321228,0.48971283435821533,0.3110596537590027,1.0,0.535392165184021,0.11701257526874542,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.26001617312431335,0.4133751392364502,1.0,0.25534775853157043,0.31620436906814575,0.535392165184021,1.0,0.23309995234012604,0.2555135488510132,0.5171257257461548,0.2543797492980957,0.535392165184021,1.0,0.15609420835971832,0.22068053483963013
lunar,0.21081319451332092,0.1407979428768158,0.18380065262317657,0.20055215060710907,0.23309995234012604,0.42166680097579956,0.2205018848180771,0.15437743067741394,0.23309995234012604,1.0000001192092896,0.34174928069114685,0.206029012799263,0.17998239398002625,0.15437743067741394,0.23309995234012604,0.5040956735610962,0.1628302037715912
surface,0.25213223695755005,0.21308062970638275,0.20029407739639282,0.2547634243965149,0.2555135488510132,0.26098427176475525,0.1504635214805603,0.23727688193321228,0.2555135488510132,0.34174928069114685,0.9999998807907104,0.2626544237136841,0.1776825487613678,0.23727688193321228,0.2555135488510132,0.24297504127025604,0.14613434672355652
and,0.33647966384887695,0.5296266674995422,0.30918097496032715,0.34921059012413025,0.5171257257461548,0.15283863246440887,0.296702116727829,0.48971283435821533,0.5171257257461548,0.206029012799263,0.2626544237136841,1.0,0.20753136277198792,0.48971283435821533,0.5171257257461548,0.15724779665470123,0.20544172823429108
return,0.16757382452487946,0.11205824464559555,0.16511182487010956,0.29895859956741333,0.2543797492980957,0.1423899233341217,0.3114277422428131,0.3110596537590027,0.2543797492980957,0.17998239398002625,0.1776825487613678,0.20753136277198792,0.9999998807907104,0.3110596537590027,0.2543797492980957,0.25004297494888306,0.14655634760856628
them,0.5142028331756592,0.5119333863258362,0.34921377897262573,0.5105606913566589,0.4788833558559418,0.15620647370815277,0.40483909845352173,0.5916602611541748,0.4788833558559418,0.14974278211593628,0.24076877534389496,0.48717668652534485,0.2724166512489319,0.5916602611541748,0.4788833558559418,0.03707711398601532,0.35435691475868225
to,0.44169697165489197,0.40243685245513916,0.24045762419700623,0.5965728163719177,0.535392165184021,0.17625956237316132,0.4075521230697632,1.0,0.535392165184021,0.15437743067741394,0.23727688193321228,0.48971283435821533,0.3110596537590027,1.0,0.535392165184021,0.11701257526874542,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.26001617312431335,0.4133751392364502,1.0,0.25534775853157043,0.31620436906814575,0.535392165184021,1.0,0.23309995234012604,0.2555135488510132,0.5171257257461548,0.2543797492980957,0.535392165184021,1.0,0.15609420835971832,0.22068053483963013
csm,0.1352749764919281,0.027502095326781273,0.15053126215934753,0.11080329865217209,0.15609420835971832,0.4229579269886017,0.09028736501932144,0.11701257526874542,0.15609420835971832,0.5040956735610962,0.24297504127025604,0.15724779665470123,0.25004297494888306,0.11701257526874542,0.15609420835971832,0.9999998807907104,0.19925744831562042
.,0.3287222981452942,0.3974229395389557,0.25083568692207336,0.35067233443260193,0.5934505462646484,0.22923575341701508,0.3045158088207245,0.4645031690597534,0.5934505462646484,0.16741344332695007,0.2543797492980957,0.588965117931366,0.25014954805374146,0.4645031690597534,0.5934505462646484,0.23357412219047546,0.4130953550338745
