,when,did,the,nfl,announce,the,suspension,of,using,roman,numerals,to,brand,the,super,bowl,?
branding,0.21682274341583252,0.21578311920166016,0.26101231575012207,0.1832032948732376,0.2813778221607208,0.26101231575012207,0.24798884987831116,0.24734826385974884,0.2849290370941162,0.14294500648975372,0.11847613751888275,0.27085813879966736,0.7299423217773438,0.26101231575012207,0.21105733513832092,0.1050693467259407,0.16631950438022614
super,0.20393483340740204,0.16038043797016144,0.21959073841571808,0.319060355424881,0.07415129989385605,0.21959073841571808,0.1445063203573227,0.14718765020370483,0.12041214108467102,0.07821496576070786,0.27254608273506165,0.17783479392528534,0.19824068248271942,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.20523639023303986,0.18569406867027283,0.21576224267482758,0.48354101181030273,0.11048731952905655,0.21576224267482758,0.1174386590719223,0.2243070751428604,0.10332484543323517,0.12339023500680923,0.26416486501693726,0.16993016004562378,0.13646726310253143,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
games,0.19408148527145386,0.18056219816207886,0.2676136791706085,0.3467232584953308,0.18066982924938202,0.2676136791706085,0.18090389668941498,0.2499092072248459,0.13745956122875214,0.13043218851089478,0.3210026025772095,0.23381441831588745,0.16011784970760345,0.2676136791706085,0.3565964996814728,0.2931278944015503,0.1360001415014267
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.18521657586097717,0.16819757223129272,0.4223487675189972,0.15959885716438293,0.41827285289764404,0.3917884826660156,0.16514341533184052,0.16614378988742828,0.4239959120750427,0.23253534734249115,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.2433311939239502
roman,0.1767279952764511,0.1483525037765503,0.2862859070301056,0.12639591097831726,0.11621330678462982,0.2862859070301056,0.1245611160993576,0.31028008460998535,0.13972263038158417,1.0,0.4669416546821594,0.24710409343242645,0.11611975729465485,0.2862859070301056,0.07821496576070786,0.12339023500680923,0.1663191318511963
numerals,0.2174287587404251,0.16777057945728302,0.25819507241249084,0.2016570121049881,0.11601114273071289,0.25819507241249084,0.1177770122885704,0.2555062174797058,0.29941174387931824,0.4669416546821594,1.0,0.21088573336601257,0.08856718987226486,0.25819507241249084,0.27254608273506165,0.26416486501693726,0.22188253700733185
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.19437241554260254,0.4933079481124878,0.1453205645084381,0.4946078956127167,0.27050045132637024,0.26863154768943787,0.23818567395210266,0.44245919585227966,0.26502054929733276,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.1210956797003746,0.1447197049856186,0.5829201340675354,0.24738124012947083,0.5052502155303955,0.32226553559303284,0.18130378425121307,0.20948180556297302,0.45503583550453186,0.21772219240665436,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
practice,0.24361737072467804,0.256716251373291,0.27333036065101624,0.12826721370220184,0.14373822510242462,0.27333036065101624,0.2186182141304016,0.2597380578517914,0.3289502263069153,0.2321038544178009,0.26670295000076294,0.289366751909256,0.14981910586357117,0.27333036065101624,0.168790802359581,0.10187067836523056,0.21386858820915222
established,0.18169470131397247,0.18989217281341553,0.33092597126960754,0.08761250227689743,0.18103265762329102,0.33092597126960754,0.12214204668998718,0.2735237777233124,0.1401502937078476,0.16586624085903168,0.1516844779253006,0.15850777924060822,0.15515148639678955,0.33092597126960754,0.0677686259150505,0.09894891828298569,0.15917523205280304
at,0.38876327872276306,0.28390252590179443,0.457212895154953,0.20260320603847504,0.21152465045452118,0.457212895154953,0.14357946813106537,0.42558613419532776,0.23787257075309753,0.15289406478405,0.11684606969356537,0.36524343490600586,0.11211863160133362,0.457212895154953,0.11449114978313446,0.2709662914276123,0.21978627145290375
super,0.20393483340740204,0.16038043797016144,0.21959073841571808,0.319060355424881,0.07415129989385605,0.21959073841571808,0.1445063203573227,0.14718765020370483,0.12041214108467102,0.07821496576070786,0.27254608273506165,0.17783479392528534,0.19824068248271942,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.20523639023303986,0.18569406867027283,0.21576224267482758,0.48354101181030273,0.11048731952905655,0.21576224267482758,0.1174386590719223,0.2243070751428604,0.10332484543323517,0.12339023500680923,0.26416486501693726,0.16993016004562378,0.13646726310253143,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
v,0.20079591870307922,0.17618848383426666,0.18580520153045654,0.12587018311023712,0.11351914703845978,0.18580520153045654,0.18208079040050507,0.1655031144618988,0.11179538816213608,0.1573350727558136,0.2176586240530014,0.2109750658273697,0.12848716974258423,0.18580520153045654,0.12199956178665161,0.17199891805648804,0.28677162528038025
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.19437241554260254,0.4933079481124878,0.1453205645084381,0.4946078956127167,0.27050045132637024,0.26863154768943787,0.23818567395210266,0.44245919585227966,0.26502054929733276,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
would,0.4219970703125,0.6268245577812195,0.4133751392364502,0.16166402399539948,0.390288382768631,0.4133751392364502,0.24475249648094177,0.3353942930698395,0.3468724191188812,0.21116627752780914,0.21986085176467896,0.5965728163719177,0.23678557574748993,0.4133751392364502,0.16404198110103607,0.17156143486499786,0.37178951501846313
be,0.4451393485069275,0.22657383978366852,0.4248143136501312,0.12418080866336823,0.1575320065021515,0.4248143136501312,0.2073001265525818,0.33904364705085754,0.4113650619983673,0.16603216528892517,0.21984203159809113,0.4972836375236511,0.1876801699399948,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.3324260413646698
temporarily,0.46707767248153687,0.21994741261005402,0.35498616099357605,0.1831285059452057,0.22129568457603455,0.35498616099357605,0.27029943466186523,0.24215073883533478,0.24222619831562042,0.16546212136745453,0.13996119797229767,0.38873597979545593,0.17393732070922852,0.35498616099357605,0.16314555704593658,0.13392890989780426,0.11896703392267227
suspended,0.27219924330711365,0.2185872197151184,0.28768354654312134,0.22708311676979065,0.3082568347454071,0.28768354654312134,0.6727052927017212,0.2760421931743622,0.20600447058677673,0.14428016543388367,0.20410187542438507,0.20259469747543335,0.15721257030963898,0.28768354654312134,0.194660022854805,0.21673765778541565,0.13118882477283478
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.19437241554260254,0.4933079481124878,0.1453205645084381,0.4946078956127167,0.27050045132637024,0.26863154768943787,0.23818567395210266,0.44245919585227966,0.26502054929733276,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2080700695514679,0.14379966259002686,0.5171257257461548,0.21360312402248383,0.5116966962814331,0.33157408237457275,0.2730041444301605,0.20779448747634888,0.48971283435821533,0.2041386067867279,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.15213505923748016,0.2828746736049652,0.5473989248275757,0.2951022982597351,0.41498205065727234,0.4372335970401764,0.20374512672424316,0.2481309473514557,0.5436353087425232,0.20620881021022797,0.5473989248275757,0.18258553743362427,0.10987387597560883,0.32716336846351624
the,0.5091903209686279,0.34736719727516174,1.0,0.15305201709270477,0.2190934419631958,1.0,0.279620885848999,0.733189046382904,0.28364112973213196,0.2862859070301056,0.25819507241249084,0.535392165184021,0.18590734899044037,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
game,0.22596776485443115,0.19789010286331177,0.285271555185318,0.3143478333950043,0.19654089212417603,0.285271555185318,0.20420856773853302,0.2298848181962967,0.17594055831432343,0.11391695588827133,0.25392043590545654,0.2540906071662903,0.2098376601934433,0.285271555185318,0.3480181396007538,0.2413962334394455,0.1829071193933487
would,0.4219970703125,0.6268245577812195,0.4133751392364502,0.16166402399539948,0.390288382768631,0.4133751392364502,0.24475249648094177,0.3353942930698395,0.3468724191188812,0.21116627752780914,0.21986085176467896,0.5965728163719177,0.23678557574748993,0.4133751392364502,0.16404198110103607,0.17156143486499786,0.37178951501846313
be,0.4451393485069275,0.22657383978366852,0.4248143136501312,0.12418080866336823,0.1575320065021515,0.4248143136501312,0.2073001265525818,0.33904364705085754,0.4113650619983673,0.16603216528892517,0.21984203159809113,0.4972836375236511,0.1876801699399948,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.3324260413646698
named,0.2802571952342987,0.1507878601551056,0.3521348536014557,0.18834304809570312,0.169052392244339,0.3521348536014557,0.12180016189813614,0.2820465862751007,0.1279454231262207,0.10008247196674347,0.1596381515264511,0.23689822852611542,0.23496922850608826,0.3521348536014557,0.2206273078918457,0.18541297316551208,0.1297498345375061
using,0.4100514352321625,0.25429773330688477,0.28364112973213196,0.12897957861423492,0.21167787909507751,0.28364112973213196,0.20339074730873108,0.24298200011253357,1.0,0.13972263038158417,0.29941174387931824,0.3678804934024811,0.2012137919664383,0.28364112973213196,0.12041214108467102,0.10332484543323517,0.2804589569568634
arabic,0.15539835393428802,0.12987375259399414,0.23818454146385193,0.14142173528671265,0.0967307984828949,0.23818454146385193,0.14945118129253387,0.2065649777650833,0.2352273166179657,0.1966908574104309,0.41452375054359436,0.22180728614330292,0.17247655987739563,0.23818454146385193,0.18190370500087738,0.1547006070613861,0.18792502582073212
numerals,0.2174287587404251,0.16777057945728302,0.25819507241249084,0.2016570121049881,0.11601114273071289,0.25819507241249084,0.1177770122885704,0.2555062174797058,0.29941174387931824,0.4669416546821594,1.0,0.21088573336601257,0.08856718987226486,0.25819507241249084,0.27254608273506165,0.26416486501693726,0.22188253700733185
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.18464252352714539,0.18656931817531586,0.48381632566452026,0.18938012421131134,0.3886612355709076,0.31195345520973206,0.22062699496746063,0.21114006638526917,0.42092081904411316,0.21686631441116333,0.48381632566452026,0.21450649201869965,0.14539222419261932,0.27043893933296204
super,0.20393483340740204,0.16038043797016144,0.21959073841571808,0.319060355424881,0.07415129989385605,0.21959073841571808,0.1445063203573227,0.14718765020370483,0.12041214108467102,0.07821496576070786,0.27254608273506165,0.17783479392528534,0.19824068248271942,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.20523639023303986,0.18569406867027283,0.21576224267482758,0.48354101181030273,0.11048731952905655,0.21576224267482758,0.1174386590719223,0.2243070751428604,0.10332484543323517,0.12339023500680923,0.26416486501693726,0.16993016004562378,0.13646726310253143,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
50,0.06190349534153938,0.03749820590019226,0.03602437674999237,-0.06279195845127106,0.042571887373924255,0.03602437674999237,-0.024339478462934494,0.006577443331480026,0.02692214958369732,0.01018556673079729,0.0405484102666378,-0.024239253252744675,-0.016909180209040642,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.030512850731611252
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.18464252352714539,0.18656931817531586,0.48381632566452026,0.18938012421131134,0.3886612355709076,0.31195345520973206,0.22062699496746063,0.21114006638526917,0.42092081904411316,0.21686631441116333,0.48381632566452026,0.21450649201869965,0.14539222419261932,0.27043893933296204
opposed,0.26777365803718567,0.3237369954586029,0.24302934110164642,0.11218573153018951,0.22376930713653564,0.24302934110164642,0.16820503771305084,0.25387564301490784,0.2709960639476776,0.17820458114147186,0.22317832708358765,0.2678636610507965,0.15785682201385498,0.24302934110164642,0.09677048772573471,0.12780041992664337,0.23428945243358612
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.1526731252670288,0.2422245293855667,0.535392165184021,0.22713440656661987,0.41548454761505127,0.3678804934024811,0.24710409343242645,0.21088573336601257,1.0,0.2430490255355835,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
super,0.20393483340740204,0.16038043797016144,0.21959073841571808,0.319060355424881,0.07415129989385605,0.21959073841571808,0.1445063203573227,0.14718765020370483,0.12041214108467102,0.07821496576070786,0.27254608273506165,0.17783479392528534,0.19824068248271942,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.20523639023303986,0.18569406867027283,0.21576224267482758,0.48354101181030273,0.11048731952905655,0.21576224267482758,0.1174386590719223,0.2243070751428604,0.10332484543323517,0.12339023500680923,0.26416486501693726,0.16993016004562378,0.13646726310253143,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
l.,-0.011399283073842525,-0.07532182335853577,0.06809674203395844,-0.05678698420524597,0.048948973417282104,0.06809674203395844,0.032978277653455734,0.0543326660990715,0.00988581869751215,0.05787437781691551,0.01405404508113861,-0.004813444335013628,0.07983321696519852,0.06809674203395844,0.058923691511154175,-0.052533600479364395,0.05018472298979759
the,0.5091903209686279,0.34736719727516174,1.0,0.15305201709270477,0.2190934419631958,1.0,0.279620885848999,0.733189046382904,0.28364112973213196,0.2862859070301056,0.25819507241249084,0.535392165184021,0.18590734899044037,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
use,0.3298092782497406,0.32446643710136414,0.34342584013938904,0.12984168529510498,0.23520474135875702,0.34342584013938904,0.18779712915420532,0.2750902473926544,0.7256444692611694,0.17430752515792847,0.3054240047931671,0.47261837124824524,0.22015145421028137,0.34342584013938904,0.17267648875713348,0.13564810156822205,0.32795652747154236
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.1524115800857544,0.23663374781608582,0.733189046382904,0.2304374873638153,1.0,0.24298200011253357,0.31028008460998535,0.2555062174797058,0.41548454761505127,0.13266319036483765,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
roman,0.1767279952764511,0.1483525037765503,0.2862859070301056,0.12639591097831726,0.11621330678462982,0.2862859070301056,0.1245611160993576,0.31028008460998535,0.13972263038158417,1.0,0.4669416546821594,0.24710409343242645,0.11611975729465485,0.2862859070301056,0.07821496576070786,0.12339023500680923,0.1663191318511963
numerals,0.2174287587404251,0.16777057945728302,0.25819507241249084,0.2016570121049881,0.11601114273071289,0.25819507241249084,0.1177770122885704,0.2555062174797058,0.29941174387931824,0.4669416546821594,1.0,0.21088573336601257,0.08856718987226486,0.25819507241249084,0.27254608273506165,0.26416486501693726,0.22188253700733185
will,0.42625120282173157,0.40638336539268494,0.3635469079017639,0.18084147572517395,0.31653934717178345,0.3635469079017639,0.2100641429424286,0.2473582625389099,0.3506723940372467,0.13640916347503662,0.16965042054653168,0.5091033577919006,0.20365343987941742,0.3635469079017639,0.1544499397277832,0.1507955938577652,0.35046905279159546
be,0.4451393485069275,0.22657383978366852,0.4248143136501312,0.12418080866336823,0.1575320065021515,0.4248143136501312,0.2073001265525818,0.33904364705085754,0.4113650619983673,0.16603216528892517,0.21984203159809113,0.4972836375236511,0.1876801699399948,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.3324260413646698
reinstated,0.28859299421310425,0.34917333722114563,0.2586565315723419,0.18386715650558472,0.3780587315559387,0.2586565315723419,0.19915041327476501,0.2136506736278534,0.21205970644950867,0.2652885317802429,0.2735072076320648,0.30955785512924194,0.17375250160694122,0.2586565315723419,0.11153620481491089,0.11042346805334091,0.29092538356781006
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.23749186098575592,0.25365424156188965,0.4739971458911896,0.22965626418590546,0.4185989499092102,0.3806014060974121,0.13499169051647186,0.18570570647716522,0.4451248347759247,0.22029200196266174,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
super,0.20393483340740204,0.16038043797016144,0.21959073841571808,0.319060355424881,0.07415129989385605,0.21959073841571808,0.1445063203573227,0.14718765020370483,0.12041214108467102,0.07821496576070786,0.27254608273506165,0.17783479392528534,0.19824068248271942,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.20523639023303986,0.18569406867027283,0.21576224267482758,0.48354101181030273,0.11048731952905655,0.21576224267482758,0.1174386590719223,0.2243070751428604,0.10332484543323517,0.12339023500680923,0.26416486501693726,0.16993016004562378,0.13646726310253143,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
li,0.18981222808361053,0.08404657244682312,0.1979183703660965,0.14981640875339508,0.09336067736148834,0.1979183703660965,0.07290137559175491,0.14930510520935059,0.14702655375003815,0.14842745661735535,0.1693873405456543,0.0824500098824501,0.11121392250061035,0.1979183703660965,0.24357181787490845,0.18137063086032867,0.17020992934703827
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.1964210718870163,0.16922476887702942,0.5934505462646484,0.22476492822170258,0.5352458953857422,0.3629456162452698,0.27629324793815613,0.25345009565353394,0.4645031690597534,0.1755143702030182,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
