,what,caused,the,need,for,principal,treaties,that,ended,up,forming,the,eu,?
coal,0.15859243273735046,0.17971035838127136,0.23263108730316162,0.20748837292194366,0.18694157898426056,0.10855138301849365,0.1973966807126999,0.20959489047527313,0.13896645605564117,0.20902453362941742,0.23205457627773285,0.23263108730316162,0.17866386473178864,0.10339318215847015
and,0.31309178471565247,0.2892237603664398,0.5171257257461548,0.3223188817501068,0.5064792633056641,0.2770732343196869,0.2571636438369751,0.4731321930885315,0.2036798745393753,0.4032393991947174,0.30178868770599365,0.5171257257461548,0.16977795958518982,0.20544172823429108
steel,0.1452551931142807,0.11134547740221024,0.23159778118133545,0.2060745358467102,0.2408265471458435,0.0912943035364151,0.20743794739246368,0.17656151950359344,0.1615729033946991,0.15994606912136078,0.1889471858739853,0.23159778118133545,0.09976012259721756,0.15723858773708344
",",0.3087472915649414,0.2600580155849457,0.4933079481124878,0.25983062386512756,0.4464869201183319,0.2394111454486847,0.2152065634727478,0.4137537479400635,0.2682836353778839,0.34193792939186096,0.2148495465517044,0.4933079481124878,0.1565755307674408,0.31091248989105225
and,0.31309178471565247,0.2892237603664398,0.5171257257461548,0.3223188817501068,0.5064792633056641,0.2770732343196869,0.2571636438369751,0.4731321930885315,0.2036798745393753,0.4032393991947174,0.30178868770599365,0.5171257257461548,0.16977795958518982,0.20544172823429108
then,0.4072686731815338,0.15716271102428436,0.4297412931919098,0.3469848036766052,0.3392637073993683,0.2137790471315384,0.16244088113307953,0.455153226852417,0.20999465882778168,0.3332931697368622,0.269332617521286,0.4297412931919098,0.05471714586019516,0.2884598970413208
atomic,0.24257957935333252,0.11775992065668106,0.20241498947143555,0.13045138120651245,0.16998548805713654,0.17366690933704376,0.2031257450580597,0.2316160649061203,0.21135573089122772,0.23170208930969238,0.08692886680364609,0.20241498947143555,0.19742223620414734,0.16654692590236664
energy,0.190252885222435,0.19706611335277557,0.26756542921066284,0.2809622883796692,0.21083484590053558,0.14416053891181946,0.15760537981987,0.2617390751838684,0.11938424408435822,0.20358848571777344,0.20404152572155,0.26756542921066284,0.15217088162899017,0.14860127866268158
",",0.3087472915649414,0.2600580155849457,0.4933079481124878,0.25983062386512756,0.4464869201183319,0.2394111454486847,0.2152065634727478,0.4137537479400635,0.2682836353778839,0.34193792939186096,0.2148495465517044,0.4933079481124878,0.1565755307674408,0.31091248989105225
but,0.5029441118240356,0.2920179069042206,0.4859698414802551,0.4706662893295288,0.45162561535835266,0.1777937263250351,0.29910993576049805,0.7244205474853516,0.2611895203590393,0.39005759358406067,0.24403750896453857,0.4859698414802551,0.13655178248882294,0.27921953797340393
more,0.3484537899494171,0.2706509530544281,0.39758381247520447,0.4469633102416992,0.3891189992427826,0.12141817063093185,0.2186625599861145,0.4813884496688843,0.2281060516834259,0.2851726710796356,0.20786114037036896,0.39758381247520447,0.13553786277770996,0.27894994616508484
complete,0.29213884472846985,0.09028663486242294,0.277624249458313,0.29420211911201477,0.23847275972366333,0.23238980770111084,0.22999431192874908,0.30512917041778564,0.2210729420185089,0.20526041090488434,0.18204477429389954,0.277624249458313,0.14698182046413422,0.11962060630321503
and,0.31309178471565247,0.2892237603664398,0.5171257257461548,0.3223188817501068,0.5064792633056641,0.2770732343196869,0.2571636438369751,0.4731321930885315,0.2036798745393753,0.4032393991947174,0.30178868770599365,0.5171257257461548,0.16977795958518982,0.20544172823429108
formal,0.26485171914100647,0.08689671754837036,0.245810866355896,0.27261480689048767,0.3605612814426422,0.2306891530752182,0.33975914120674133,0.30228835344314575,0.26685139536857605,0.20690448582172394,0.23235386610031128,0.245810866355896,0.20466293394565582,0.1989586055278778
institutions,0.22018329799175262,0.15276937186717987,0.2776423394680023,0.2535788118839264,0.26791197061538696,0.2925150692462921,0.4500040113925934,0.2494417130947113,0.16710643470287323,0.1353357434272766,0.17608077824115753,0.2776423394680023,0.22206048667430878,0.19119486212730408
were,0.22298263013362885,0.2655269205570221,0.3906462490558624,0.2786298990249634,0.33592689037323,0.14000914990901947,0.2733614146709442,0.35517072677612305,0.3742697536945343,0.29601457715034485,0.21391989290714264,0.3906462490558624,0.047443509101867676,0.17890112102031708
established,0.14869536459445953,0.08918340504169464,0.33092597126960754,0.14392465353012085,0.1717284768819809,0.1760360598564148,0.27123111486434937,0.2216063141822815,0.2680312991142273,0.15988722443580627,0.24857939779758453,0.33092597126960754,0.09592318534851074,0.15917523205280304
through,0.23167094588279724,0.2952563762664795,0.44071322679519653,0.2756580710411072,0.3172857463359833,0.07449416071176529,0.1737106740474701,0.3152649402618408,0.28797829151153564,0.3017481863498688,0.3134632110595703,0.44071322679519653,0.07934322208166122,0.16913433372974396
the,0.42745697498321533,0.24990202486515045,1.0,0.2594960331916809,0.4739971458911896,0.23882900178432465,0.28970760107040405,0.5473989248275757,0.3356485068798065,0.38423117995262146,0.3776164948940277,1.0,0.14126400649547577,0.22068053483963013
treaty,0.17237819731235504,0.10139748454093933,0.2690109610557556,0.1341267228126526,0.1456756442785263,0.1035841628909111,0.7044145464897156,0.19276702404022217,0.3326389491558075,0.18262264132499695,0.22017380595207214,0.2690109610557556,0.23946674168109894,0.1174844279885292
of,0.33290785551071167,0.29665443301200867,0.733189046382904,0.24285943806171417,0.4185989499092102,0.25824129581451416,0.3281906247138977,0.41498205065727234,0.27636510133743286,0.32945773005485535,0.36614730954170227,0.733189046382904,0.1579294353723526,0.1826142966747284
rome,0.17227812111377716,0.1394762247800827,0.2399049997329712,0.1378946751356125,0.15568199753761292,0.196928471326828,0.30131813883781433,0.19937314093112946,0.2058420032262802,0.1714198738336563,0.0753617137670517,0.2399049997329712,0.16248178482055664,0.16867119073867798
1957,-0.006660523824393749,-0.07519667595624924,-0.091727614402771,-0.09309444576501846,-0.0761614516377449,-0.02902180142700672,-0.016816191375255585,-0.11624494940042496,-0.13103821873664856,-0.019935334101319313,-0.05516256019473076,-0.091727614402771,-0.026131244376301765,-0.11977791041135788
and,0.31309178471565247,0.2892237603664398,0.5171257257461548,0.3223188817501068,0.5064792633056641,0.2770732343196869,0.2571636438369751,0.4731321930885315,0.2036798745393753,0.4032393991947174,0.30178868770599365,0.5171257257461548,0.16977795958518982,0.20544172823429108
the,0.42745697498321533,0.24990202486515045,1.0,0.2594960331916809,0.4739971458911896,0.23882900178432465,0.28970760107040405,0.5473989248275757,0.3356485068798065,0.38423117995262146,0.3776164948940277,1.0,0.14126400649547577,0.22068053483963013
maastricht,0.16686071455478668,0.06082525476813316,0.2621105909347534,0.14825192093849182,0.19624938070774078,0.13979077339172363,0.3520578444004059,0.17690454423427582,0.24970676004886627,0.15748363733291626,0.14095935225486755,0.2621105909347534,0.2785379886627197,0.1555221527814865
treaty,0.17237819731235504,0.10139748454093933,0.2690109610557556,0.1341267228126526,0.1456756442785263,0.1035841628909111,0.7044145464897156,0.19276702404022217,0.3326389491558075,0.18262264132499695,0.22017380595207214,0.2690109610557556,0.23946674168109894,0.1174844279885292
1992,0.12803657352924347,-0.019033215939998627,0.12138951569795609,0.0725221112370491,0.0788465216755867,0.00607269536703825,0.2921060025691986,0.11506303399801254,0.17900137603282928,0.018522515892982483,-0.031135542318224907,0.12138951569795609,0.16750963032245636,0.11522171646356583
(,0.2411840260028839,0.21355032920837402,0.33289089798927307,0.23315081000328064,0.3357032239437103,0.13515956699848175,0.11301841586828232,0.2264307141304016,0.17012202739715576,0.2525939643383026,0.19005952775478363,0.33289089798927307,0.1709967851638794,0.40561532974243164
now,0.4903225302696228,0.13282258808612823,0.38266420364379883,0.26349693536758423,0.3636377453804016,0.21913936734199524,0.20422546565532684,0.4135645031929016,0.1612500250339508,0.2544781565666199,0.21601606905460358,0.38266420364379883,0.14033494889736176,0.29641881585121155
:,-0.12022944539785385,-0.16143012046813965,-0.03403344005346298,-0.11641092598438263,-0.02522280067205429,0.011636452749371529,0.019913095980882645,-0.12200210988521576,0.015318631194531918,-0.053053371608257294,-0.09688875079154968,-0.03403344005346298,0.11893496662378311,-0.07156077772378922
tfeu,0.1779472827911377,0.18024605512619019,0.23805710673332214,0.15801984071731567,0.20382551848888397,0.15636062622070312,0.2947172522544861,0.15542970597743988,0.20321650803089142,0.061613909900188446,0.15053117275238037,0.23805710673332214,0.43249499797821045,0.2193283885717392
),0.26259949803352356,0.19493544101715088,0.3456730246543884,0.245107039809227,0.3639558255672455,0.14766931533813477,0.11589182168245316,0.23478686809539795,0.2159026563167572,0.25800976157188416,0.20092663168907166,0.3456730246543884,0.1733860969543457,0.42300865054130554
.,0.3567904531955719,0.2413787543773651,0.5934505462646484,0.26852357387542725,0.4726039469242096,0.20513196289539337,0.21012970805168152,0.4460422694683075,0.23468057811260223,0.351434588432312,0.29125842452049255,0.5934505462646484,0.1552242487668991,0.4130953550338745
