,how,many,tree,species,were,found,in,one,square,kilometer,of,ecuadorian,rainforest,in,2001,?
kilometer,0.1711934208869934,0.1642163097858429,0.16020961105823517,0.14315535128116608,0.14541751146316528,0.16145198047161102,0.26756522059440613,0.3159986138343811,0.5010955929756165,1.0,0.24783381819725037,0.13012021780014038,0.2783083915710449,0.26756522059440613,-0.09627678245306015,0.10425377637147903
(,0.1676948219537735,0.1455259770154953,0.12142543494701385,0.18460895121097565,0.14743882417678833,0.1583331823348999,0.3087427020072937,0.2922096848487854,0.16847030818462372,0.11639706790447235,0.35032153129577637,0.21014192700386047,0.16459959745407104,0.3087427020072937,-0.05315128341317177,0.40561532974243164
62,-0.03404853492975235,-0.11253025382757187,-0.13202999532222748,-0.11790778487920761,0.02910640463232994,-0.11506953835487366,-0.06154082342982292,0.027692899107933044,-0.0913378968834877,-0.10876120626926422,-0.12567876279354095,0.06176013499498367,-0.14544707536697388,-0.06154082342982292,0.06825032085180283,0.11978938430547714
acres,0.1119794100522995,0.20931728184223175,0.1842614710330963,0.2614980936050415,0.18033523857593536,0.08989064395427704,0.1980547159910202,0.17714782059192657,0.3877204954624176,0.3741309940814972,0.17438827455043793,0.08243381977081299,0.3613474369049072,0.1980547159910202,-0.14616987109184265,0.15370787680149078
),0.17939934134483337,0.16602720320224762,0.13879509270191193,0.1479661911725998,0.1566188633441925,0.16750772297382355,0.3326910734176636,0.31658053398132324,0.1760134994983673,0.14701823890209198,0.3680361211299896,0.2260431945323944,0.16588199138641357,0.3326910734176636,-0.05742260441184044,0.42300865054130554
of,0.2480744868516922,0.37253960967063904,0.23309285938739777,0.23307405412197113,0.34038281440734863,0.2982911467552185,0.5696388483047485,0.4999135136604309,0.2585134208202362,0.24783381819725037,1.0,0.21076057851314545,0.22522282600402832,0.5696388483047485,-0.08535187691450119,0.1826142966747284
ecuadorian,0.18039976060390472,0.19073963165283203,0.1165296882390976,0.16879527270793915,0.12917380034923553,0.07946614176034927,0.14320696890354156,0.18944372236728668,0.14666885137557983,0.13012021780014038,0.21076057851314545,1.0000001192092896,0.22489477694034576,0.14320696890354156,0.10111934691667557,0.1844521313905716
rainforest,0.15943723917007446,0.30444011092185974,0.41840243339538574,0.477342426776886,0.1720571517944336,0.28745049238204956,0.2207682877779007,0.2546979784965515,0.23421312868595123,0.2783083915710449,0.22522282600402832,0.22489477694034576,1.0,0.2207682877779007,-0.041004765778779984,0.1917492002248764
supports,0.23284021019935608,0.2453024834394455,0.1788349598646164,0.1917402297258377,0.1241258978843689,0.17777355015277863,0.20783698558807373,0.2798933684825897,0.13558480143547058,0.08765363693237305,0.29851028323173523,0.15027429163455963,0.18382659554481506,0.20783698558807373,-0.07988407462835312,0.15266138315200806
more,0.4319567084312439,0.48608261346817017,0.1447024792432785,0.2758140563964844,0.33779072761535645,0.23245514929294586,0.32563260197639465,0.42017561197280884,0.15316788852214813,0.1944347620010376,0.30478984117507935,0.16310462355613708,0.21651415526866913,0.32563260197639465,-0.1531606912612915,0.27894994616508484
than,0.29763275384902954,0.39069414138793945,0.13944977521896362,0.23980113863945007,0.2885614037513733,0.21039707958698273,0.3270052373409271,0.43810948729515076,0.19550037384033203,0.25572386384010315,0.33036211133003235,0.16417354345321655,0.2140055149793625,0.3270052373409271,-0.13691401481628418,0.24917294085025787
"1,100",0.18627043068408966,0.22867105901241302,0.20921443402767181,0.30524590611457825,0.33579221367836,0.32359814643859863,0.22925537824630737,0.2792053520679474,0.17654722929000854,0.14429277181625366,0.3025454580783844,0.26617011427879333,0.26747098565101624,0.22925537824630737,-0.11489802598953247,0.2415713518857956
tree,0.1879938840866089,0.21296708285808563,1.0000001192092896,0.37880218029022217,0.1408417671918869,0.16933511197566986,0.15590032935142517,0.23422329127788544,0.14703604578971863,0.16020961105823517,0.23309285938739777,0.1165296882390976,0.41840243339538574,0.15590032935142517,-0.023858489468693733,0.10740261524915695
species,0.20142129063606262,0.25436872243881226,0.37880218029022217,0.9999999403953552,0.1773861199617386,0.31353896856307983,0.2179255336523056,0.23823657631874084,0.1513279378414154,0.14315535128116608,0.23307405412197113,0.16879527270793915,0.477342426776886,0.2179255336523056,-0.01348665077239275,0.1957087516784668
.,0.3287222981452942,0.3974229395389557,0.19005756080150604,0.25772613286972046,0.3378238379955292,0.3618174195289612,0.5591574311256409,0.4123194217681885,0.2698345184326172,0.20356018841266632,0.5352458953857422,0.2175646424293518,0.25713270902633667,0.5591574311256409,-0.17065654695034027,0.4130953550338745
