,which,doctor,was,the,current,doctor,during,the,50th,anniversary,special,?
the,0.6521818041801453,0.2820442318916321,0.48711544275283813,1.0,0.3314409554004669,0.2820442318916321,0.4838213622570038,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
doctor,0.19030126929283142,0.9999999403953552,0.19672659039497375,0.2820442318916321,0.11677069962024689,0.9999999403953552,0.19493472576141357,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.16843044757843018,0.1462511420249939
'',-0.03332270681858063,0.06782495975494385,0.04456103965640068,0.041273195296525955,0.06705592572689056,0.06782495975494385,-0.08359146863222122,0.041273195296525955,-0.03024963289499283,-0.05068732053041458,0.03449471667408943,0.018684765323996544
during,0.3590145409107208,0.19493472576141357,0.4470829963684082,0.4838213622570038,0.1582777053117752,0.19493472576141357,1.0,0.4838213622570038,0.1219218447804451,0.36299774050712585,0.18424199521541595,0.1325719803571701
the,0.6521818041801453,0.2820442318916321,0.48711544275283813,1.0,0.3314409554004669,0.2820442318916321,0.4838213622570038,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
eleventh,0.23803870379924774,0.2803051173686981,0.32591482996940613,0.3663412928581238,0.22448918223381042,0.2803051173686981,0.2785734236240387,0.3663412928581238,0.5199499130249023,0.3537873327732086,0.1347176730632782,0.0976005420088768
doctor,0.19030126929283142,0.9999999403953552,0.19672659039497375,0.2820442318916321,0.11677069962024689,0.9999999403953552,0.19493472576141357,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.16843044757843018,0.1462511420249939
's,0.03856118768453598,0.031664930284023285,0.008974763564765453,-0.01540423184633255,0.004145179875195026,0.031664930284023285,0.011294117197394371,-0.01540423184633255,0.13025708496570587,-0.008144883438944817,-0.03405539691448212,-0.023395681753754616
run,0.32898253202438354,0.1929945945739746,0.18548552691936493,0.27883726358413696,0.22351756691932678,0.1929945945739746,0.22647301852703094,0.27883726358413696,0.08177187293767929,0.1367644965648651,0.187321275472641,0.17904110252857208
.,0.45942068099975586,0.22361043095588684,0.40146201848983765,0.5934505462646484,0.29179835319519043,0.22361043095588684,0.3485563397407532,0.5934505462646484,0.15041887760162354,0.2281392365694046,0.26337340474128723,0.4130953550338745
