,what,caused,the,dynamos,to,be,burnt,out,?
in,0.30808621644973755,0.2494886964559555,0.6662389636039734,0.22034192085266113,0.45010748505592346,0.3481820821762085,0.28502529859542847,0.3576207756996155,0.20430970191955566
a,0.3320399522781372,0.22472180426120758,0.5829201340675354,0.20734962821006775,0.45503583550453186,0.39883795380592346,0.1868947297334671,0.34264278411865234,0.23916715383529663
power,0.22216427326202393,0.18651482462882996,0.2647338807582855,0.23348793387413025,0.27001675963401794,0.20631518959999084,0.19153329730033875,0.17510327696800232,0.15304024517536163
house,0.200801283121109,0.14144569635391235,0.2847244441509247,0.07826051115989685,0.23688754439353943,0.19108030200004578,0.22762660682201385,0.18696466088294983,0.13736455142498016
six,0.1779850870370865,0.13346229493618011,0.3614266812801361,0.1651764065027237,0.2762264311313629,0.22617748379707336,0.15820756554603577,0.26159560680389404,0.15298804640769958
miles,0.1893789917230606,0.14264364540576935,0.25706055760383606,0.15562035143375397,0.2342754453420639,0.10245644301176071,0.12101972848176956,0.1903957724571228,0.09363767504692078
away,0.2797873020172119,0.25199809670448303,0.29030847549438477,0.22131897509098053,0.36056286096572876,0.2857579290866852,0.2480713129043579,0.45128533244132996,0.15156377851963043
were,0.22298263013362885,0.2655269205570221,0.3906462490558624,0.16621358692646027,0.31913647055625916,0.4064064621925354,0.28293636441230774,0.3354760408401489,0.17890112102031708
repeatedly,0.3288915753364563,0.2093389630317688,0.2483106106519699,0.1414363980293274,0.3286038339138031,0.36268171668052673,0.16921693086624146,0.20651118457317352,0.23499341309070587
burned,0.1846838891506195,0.27662035822868347,0.27910104393959045,0.09502347558736801,0.1863459348678589,0.20243437588214874,0.7598413228988647,0.22529658675193787,0.14875538647174835
out,0.3633197546005249,0.255919873714447,0.39404502511024475,0.13291263580322266,0.42386990785598755,0.3626708686351776,0.22448016703128815,1.0,0.22020699083805084
",",0.3087472915649414,0.2600580155849457,0.4933079481124878,0.22256934642791748,0.44245919585227966,0.39254459738731384,0.22986051440238953,0.3161109685897827,0.31091248989105225
due,0.15204688906669617,0.4344053566455841,0.22577603161334991,0.14644357562065125,0.35188060998916626,0.29785820841789246,0.14695827662944794,0.16355231404304504,0.10954997688531876
to,0.455847829580307,0.2414499819278717,0.535392165184021,0.17252151668071747,1.0,0.4972836375236511,0.19692830741405487,0.42386990785598755,0.29463258385658264
the,0.42745697498321533,0.24990202486515045,1.0,0.2381102442741394,0.535392165184021,0.4248143136501312,0.2630751132965088,0.39404502511024475,0.22068053483963013
powerful,0.20215895771980286,0.23646152019500732,0.3115491271018982,0.13703040778636932,0.2654764950275421,0.23873676359653473,0.16688194870948792,0.21291027963161469,0.12160622328519821
high,0.20466077327728271,0.18134021759033203,0.28034812211990356,0.13219673931598663,0.28947713971138,0.1991795301437378,0.207664355635643,0.22897948324680328,0.11137914657592773
frequency,0.2807137370109558,0.24203941226005554,0.20417852699756622,0.2802744209766388,0.2516654431819916,0.2725064158439636,0.08867597579956055,0.16544511914253235,0.17067383229732513
currents,0.2076863795518875,0.34849488735198975,0.30279916524887085,0.3422652781009674,0.32454901933670044,0.2603747248649597,0.08558204025030136,0.2706114947795868,0.07452256232500076
set,0.28954121470451355,0.1558743268251419,0.2927955985069275,0.12410255521535873,0.320547491312027,0.19580282270908356,0.15387223660945892,0.16735710203647614,0.1698019951581955
up,0.28591108322143555,0.24439381062984467,0.38423117995262146,0.1726325899362564,0.40375280380249023,0.27963516116142273,0.2164844274520874,0.5144561529159546,0.1819818764925003
in,0.30808621644973755,0.2494886964559555,0.6662389636039734,0.22034192085266113,0.45010748505592346,0.3481820821762085,0.28502529859542847,0.3576207756996155,0.20430970191955566
them,0.4994642734527588,0.23084309697151184,0.4788833558559418,0.17468838393688202,0.5916602611541748,0.4282684326171875,0.21727268397808075,0.4511464536190033,0.35435691475868225
",",0.3087472915649414,0.2600580155849457,0.4933079481124878,0.22256934642791748,0.44245919585227966,0.39254459738731384,0.22986051440238953,0.3161109685897827,0.31091248989105225
and,0.31309178471565247,0.2892237603664398,0.5171257257461548,0.21183881163597107,0.48971283435821533,0.41766801476478577,0.23598648607730865,0.3881998062133789,0.20544172823429108
which,0.5261979103088379,0.310800164937973,0.6521818041801453,0.29287123680114746,0.5345056653022766,0.476310670375824,0.27483782172203064,0.37864550948143005,0.25814583897590637
caused,0.22264783084392548,1.0000001192092896,0.24990202486515045,0.12702128291130066,0.2414499819278717,0.22316482663154602,0.24971310794353485,0.255919873714447,0.20679491758346558
heavy,0.19175288081169128,0.33862531185150146,0.2532151937484741,0.14505241811275482,0.21586324274539948,0.23186138272285461,0.17916618287563324,0.23870587348937988,0.16717074811458588
sparks,0.16156524419784546,0.2258356213569641,0.22414858639240265,0.21898673474788666,0.19766919314861298,0.16417296230793,0.26764312386512756,0.23914074897766113,0.2497585415840149
to,0.455847829580307,0.2414499819278717,0.535392165184021,0.17252151668071747,1.0,0.4972836375236511,0.19692830741405487,0.42386990785598755,0.29463258385658264
jump,0.2194875180721283,0.09848631173372269,0.17026731371879578,0.10788895934820175,0.2180510014295578,0.22994574904441833,0.14472998678684235,0.20902642607688904,0.1715405285358429
through,0.23167094588279724,0.2952563762664795,0.44071322679519653,0.1298397332429886,0.4062686562538147,0.290402352809906,0.17788578569889069,0.3849549889564514,0.16913433372974396
the,0.42745697498321533,0.24990202486515045,1.0,0.2381102442741394,0.535392165184021,0.4248143136501312,0.2630751132965088,0.39404502511024475,0.22068053483963013
windings,0.18620242178440094,0.20694853365421295,0.2855643630027771,0.22521068155765533,0.26914840936660767,0.2950703799724579,0.23843681812286377,0.18374167382717133,0.054720330983400345
and,0.31309178471565247,0.2892237603664398,0.5171257257461548,0.21183881163597107,0.48971283435821533,0.41766801476478577,0.23598648607730865,0.3881998062133789,0.20544172823429108
destroy,0.24247540533542633,0.3081050515174866,0.29802682995796204,0.1705898493528366,0.3207848370075226,0.23161578178405762,0.331402987241745,0.30550187826156616,0.1295877993106842
the,0.42745697498321533,0.24990202486515045,1.0,0.2381102442741394,0.535392165184021,0.4248143136501312,0.2630751132965088,0.39404502511024475,0.22068053483963013
insulation,0.23928013443946838,0.23189197480678558,0.295167475938797,0.3280795216560364,0.25846171379089355,0.30779701471328735,0.26300719380378723,0.20221388339996338,0.1434445083141327
!,0.2836626470088959,0.13352109491825104,0.208593487739563,-0.009547684341669083,0.1950651854276657,0.23319953680038452,0.0378536581993103,0.2549726068973541,0.45165371894836426
'',0.08143015950918198,-0.027815572917461395,0.041273195296525955,0.010264270007610321,-0.009905828163027763,0.08835477381944656,0.06717406213283539,0.019159367308020592,0.018684765323996544
