,in,the,case,geven,v,land,nordrhein-westfalen,",",how,many,hours,was,the,dutch,woman,in,question,working,in,germany,?
netherlands,0.28237903118133545,0.2279868870973587,0.17546753585338593,0.4250293970108032,0.10517410933971405,0.2009127289056778,0.3688943088054657,0.2357385754585266,0.1174321323633194,0.16537006199359894,0.11595669388771057,0.2328115999698639,0.2279868870973587,0.6723145842552185,0.12536677718162537,0.28237903118133545,0.1479615867137909,0.1735774427652359,0.28237903118133545,0.4963451027870178,0.09310898929834366
",",0.5201468467712402,0.4933079481124878,0.2977246046066284,0.3628690838813782,0.22053663432598114,0.22220008075237274,0.2946597933769226,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.236481711268425,0.45456063747406006,0.4933079481124878,0.23674406111240387,0.18664926290512085,0.5201468467712402,0.2616102993488312,0.29007792472839355,0.5201468467712402,0.2898865044116974,0.31091248989105225
but,0.48674455285072327,0.4859698414802551,0.37940865755081177,0.3736632466316223,0.09668958187103271,0.23933424055576324,0.16780231893062592,0.48126736283302307,0.43101516366004944,0.46599987149238586,0.25571393966674805,0.36023372411727905,0.4859698414802551,0.20057828724384308,0.2001989185810089,0.48674455285072327,0.39701294898986816,0.32553669810295105,0.48674455285072327,0.26968374848365784,0.27921953797340393
working,0.3062970042228699,0.25857484340667725,0.17684580385684967,0.24526149034500122,0.04314824938774109,0.09548249840736389,0.1341342329978943,0.29007792472839355,0.27748700976371765,0.286085844039917,0.17539525032043457,0.25099408626556396,0.25857484340667725,0.1592073142528534,0.1591673046350479,0.3062970042228699,0.17712458968162537,1.0,0.3062970042228699,0.16500025987625122,0.17154020071029663
between,0.41100412607192993,0.39067012071609497,0.14004139602184296,0.29803621768951416,0.08372479677200317,0.1967475861310959,0.23327705264091492,0.27714940905570984,0.2747800648212433,0.29423660039901733,0.18879441916942596,0.24048170447349548,0.39067012071609497,0.11539039015769958,0.11079847067594528,0.41100412607192993,0.18777018785476685,0.13895270228385925,0.41100412607192993,0.22155004739761353,0.12887074053287506
3,0.06326868385076523,0.06283142417669296,0.12965387105941772,-0.03331819549202919,0.009957579895853996,0.039385803043842316,0.04091278836131096,0.02255268208682537,0.12271612882614136,0.026462629437446594,-7.603324775118381e-05,0.06170157715678215,0.06283142417669296,0.037554334849119186,-0.040616054087877274,0.06326868385076523,0.0481884703040123,0.04624825716018677,0.06326868385076523,0.12463458627462387,0.005975271109491587
and,0.4954058527946472,0.5171257257461548,0.2394348531961441,0.3904969096183777,0.19040757417678833,0.2874513864517212,0.2507270574569702,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.2192033976316452,0.3740963041782379,0.5171257257461548,0.26873692870140076,0.18828067183494568,0.4954058527946472,0.20355750620365143,0.30510061979293823,0.4954058527946472,0.29381805658340454,0.20544172823429108
14,0.07915190607309341,-0.011880298145115376,0.06577300280332565,0.18616405129432678,0.04215392842888832,0.08884315937757492,0.3143635094165802,0.1548261046409607,0.03452076017856598,-0.04532574862241745,-0.00425177626311779,0.020082935690879822,-0.011880298145115376,0.05109978839755058,0.06315018981695175,0.07915190607309341,0.04058172553777695,0.045997560024261475,0.07915190607309341,0.037348780781030655,0.11697390675544739
hours,0.2001713663339615,0.18919475376605988,0.15994679927825928,0.2627919018268585,0.15015637874603271,0.11329525709152222,0.11707623302936554,0.236481711268425,0.20131175220012665,0.18217699229717255,0.9999998807907104,0.18615439534187317,0.18919475376605988,0.15012530982494354,0.138595312833786,0.2001713663339615,0.21076633036136627,0.17539525032043457,0.2001713663339615,0.1397569626569748,0.21755769848823547
a,0.539380669593811,0.5829201340675354,0.3104211390018463,0.3098410665988922,0.21861357986927032,0.247930645942688,0.25008976459503174,0.427140474319458,0.29312583804130554,0.2872205972671509,0.22820048034191132,0.4508470594882965,0.5829201340675354,0.1946597695350647,0.31183090806007385,0.539380669593811,0.3184618055820465,0.2998538911342621,0.539380669593811,0.2606942057609558,0.23916715383529663
week,0.2674444317817688,0.28402599692344666,0.19158418476581573,0.24702897667884827,0.09088001400232315,0.11229238659143448,0.1401257961988449,0.3187089264392853,0.21998494863510132,0.2399388998746872,0.4651902914047241,0.24251437187194824,0.28402599692344666,0.14746202528476715,0.19665312767028809,0.2674444317817688,0.25407353043556213,0.19586755335330963,0.2674444317817688,0.1877308338880539,0.25105318427085876
in,1.0,0.6662389636039734,0.2190418541431427,0.3328619599342346,0.15216681361198425,0.22871792316436768,0.34919682145118713,0.5201468467712402,0.2601168751716614,0.41474202275276184,0.2001713663339615,0.45514053106307983,0.6662389636039734,0.17559829354286194,0.2614135444164276,1.0,0.207119882106781,0.3062970042228699,1.0,0.3642844259738922,0.20430970191955566
germany,0.3642844259738922,0.3181285262107849,0.1833779215812683,0.3343907594680786,0.15178538858890533,0.19614209234714508,0.5775896310806274,0.2898865044116974,0.19746148586273193,0.27300503849983215,0.1397569626569748,0.2618768811225891,0.3181285262107849,0.28909558057785034,0.13796904683113098,0.3642844259738922,0.14191082119941711,0.16500025987625122,0.3642844259738922,1.0,0.1388660967350006
",",0.5201468467712402,0.4933079481124878,0.2977246046066284,0.3628690838813782,0.22053663432598114,0.22220008075237274,0.2946597933769226,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.236481711268425,0.45456063747406006,0.4933079481124878,0.23674406111240387,0.18664926290512085,0.5201468467712402,0.2616102993488312,0.29007792472839355,0.5201468467712402,0.2898865044116974,0.31091248989105225
did,0.2593238651752472,0.34736719727516174,0.21228672564029694,0.22168366611003876,0.17618848383426666,0.19881628453731537,0.14474956691265106,0.3015086054801941,0.375736802816391,0.375588983297348,0.24668937921524048,0.41399896144866943,0.34736719727516174,0.1729682981967926,0.2514967918395996,0.2593238651752472,0.2738208472728729,0.2788783311843872,0.2593238651752472,0.2132834792137146,0.3023456633090973
not,0.3403114080429077,0.4310511648654938,0.3788454234600067,0.3518160581588745,0.1493779718875885,0.21174323558807373,0.17721928656101227,0.3769696354866028,0.4869767427444458,0.4369727373123169,0.23800234496593475,0.2888734042644501,0.4310511648654938,0.17166748642921448,0.24259385466575623,0.3403114080429077,0.40132758021354675,0.2550792098045349,0.3403114080429077,0.21895603835582733,0.41942933201789856
have,0.36843645572662354,0.40389683842658997,0.3773907721042633,0.32718560099601746,0.08700474351644516,0.24725517630577087,0.1467915177345276,0.3541618287563324,0.4370637536048889,0.5841760635375977,0.24911031126976013,0.2863433063030243,0.40389683842658997,0.12961535155773163,0.17221981287002563,0.36843645572662354,0.33763447403907776,0.27710407972335815,0.36843645572662354,0.17833954095840454,0.32991164922714233
a,0.539380669593811,0.5829201340675354,0.3104211390018463,0.3098410665988922,0.21861357986927032,0.247930645942688,0.25008976459503174,0.427140474319458,0.29312583804130554,0.2872205972671509,0.22820048034191132,0.4508470594882965,0.5829201340675354,0.1946597695350647,0.31183090806007385,0.539380669593811,0.3184618055820465,0.2998538911342621,0.539380669593811,0.2606942057609558,0.23916715383529663
right,0.16096803545951843,0.33901116251945496,0.30247631669044495,0.18011213839054108,0.178507998585701,0.17665857076644897,0.1632181704044342,0.24165019392967224,0.2883734107017517,0.18655724823474884,0.15019667148590088,0.1403176486492157,0.33901116251945496,0.08127876371145248,0.1651936024427414,0.16096803545951843,0.27987080812454224,0.1938016265630722,0.16096803545951843,0.1924206018447876,0.27135515213012695
to,0.45010748505592346,0.535392165184021,0.3172709345817566,0.3607163727283478,0.2109750658273697,0.2885280251502991,0.20145869255065918,0.44245919585227966,0.44169697165489197,0.40243685245513916,0.23638038337230682,0.3636345863342285,0.535392165184021,0.1383991241455078,0.2586885392665863,0.45010748505592346,0.33945542573928833,0.28215980529785156,0.45010748505592346,0.24172882735729218,0.29463258385658264
receive,0.19334688782691956,0.2726488411426544,0.21108102798461914,0.23621313273906708,0.08393056690692902,0.17711733281612396,0.1323653906583786,0.26574233174324036,0.21153150498867035,0.22689224779605865,0.16481487452983856,0.210550457239151,0.2726488411426544,0.14556393027305603,0.19808080792427063,0.19334688782691956,0.23058372735977173,0.1924397200345993,0.19334688782691956,0.12924328446388245,0.1652119904756546
german,0.21098364889621735,0.256483793258667,0.16237446665763855,0.3027915060520172,0.14522486925125122,0.1128641739487648,0.5413635969161987,0.2478695809841156,0.17899556457996368,0.21591900289058685,0.14954015612602234,0.26016926765441895,0.256483793258667,0.4774591326713562,0.13398151099681854,0.21098364889621735,0.14726923406124115,0.14905503392219543,0.21098364889621735,0.69117671251297,0.13978645205497742
child,0.19259177148342133,0.19800683856010437,0.19169622659683228,0.2154168039560318,0.16272485256195068,0.15687483549118042,0.10443058609962463,0.24469749629497528,0.20085330307483673,0.15442509949207306,0.08520223200321198,0.2058766484260559,0.19800683856010437,0.13316710293293,0.3655671775341034,0.19259177148342133,0.14729593694210052,0.21230512857437134,0.19259177148342133,0.11545228958129883,0.1979578584432602
benefits,0.14132487773895264,0.20434671640396118,0.31164708733558655,0.2639996111392975,0.13486652076244354,0.16980260610580444,0.17482686042785645,0.19544656574726105,0.30764925479888916,0.3463729918003082,0.2337484508752823,0.09684896469116211,0.20434671640396118,0.14569582045078278,0.11550857871770859,0.14132487773895264,0.2703256607055664,0.2387162744998932,0.14132487773895264,0.1738239973783493,0.25678688287734985
",",0.5201468467712402,0.4933079481124878,0.2977246046066284,0.3628690838813782,0.22053663432598114,0.22220008075237274,0.2946597933769226,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.236481711268425,0.45456063747406006,0.4933079481124878,0.23674406111240387,0.18664926290512085,0.5201468467712402,0.2616102993488312,0.29007792472839355,0.5201468467712402,0.2898865044116974,0.31091248989105225
even,0.29146435856819153,0.37996912002563477,0.35447773337364197,0.45314666628837585,0.11709180474281311,0.18403717875480652,0.1597054898738861,0.34610581398010254,0.40660160779953003,0.4771876931190491,0.291509211063385,0.27441510558128357,0.37996912002563477,0.17489010095596313,0.19567514955997467,0.29146435856819153,0.3332368731498718,0.2512910068035126,0.29146435856819153,0.1773688644170761,0.30082517862319946
though,0.3193182945251465,0.38776206970214844,0.3076575994491577,0.3968932628631592,0.06440545618534088,0.22859664261341095,0.13630259037017822,0.42253127694129944,0.38766178488731384,0.4423123300075531,0.27042901515960693,0.34332048892974854,0.38776206970214844,0.19558143615722656,0.17692308127880096,0.3193182945251465,0.345388263463974,0.23582862317562103,0.3193182945251465,0.19502142071723938,0.3188856542110443
the,0.6662389636039734,1.0,0.31022098660469055,0.4250638782978058,0.18580520153045654,0.28587454557418823,0.3072216212749481,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.18919475376605988,0.48711544275283813,1.0,0.1705695390701294,0.2831476032733917,0.6662389636039734,0.28031662106513977,0.25857484340667725,0.6662389636039734,0.3181285262107849,0.22068053483963013
wife,0.19467613101005554,0.18555577099323273,0.1220182329416275,0.20610064268112183,0.11169601231813431,0.1939292997121811,0.20655539631843567,0.27755871415138245,0.15354883670806885,0.15581589937210083,0.1398274153470993,0.3110053539276123,0.18555577099323273,0.1412627398967743,0.3699910044670105,0.19467613101005554,0.18346278369426727,0.14508596062660217,0.19467613101005554,0.2048306167125702,0.19987250864505768
of,0.5696388483047485,0.733189046382904,0.24743439257144928,0.38154467940330505,0.1655031144618988,0.3057127296924591,0.27976885437965393,0.4946078956127167,0.2480744868516922,0.37253960967063904,0.1357264667749405,0.4069072902202606,0.733189046382904,0.14408773183822632,0.23774354159832,0.5696388483047485,0.2222393900156021,0.19986772537231445,0.5696388483047485,0.2942050099372864,0.1826142966747284
a,0.539380669593811,0.5829201340675354,0.3104211390018463,0.3098410665988922,0.21861357986927032,0.247930645942688,0.25008976459503174,0.427140474319458,0.29312583804130554,0.2872205972671509,0.22820048034191132,0.4508470594882965,0.5829201340675354,0.1946597695350647,0.31183090806007385,0.539380669593811,0.3184618055820465,0.2998538911342621,0.539380669593811,0.2606942057609558,0.23916715383529663
man,0.19554144144058228,0.23171134293079376,0.21414268016815186,0.2425115406513214,0.15385624766349792,0.18736369907855988,0.11051025986671448,0.26654794812202454,0.25158804655075073,0.21835292875766754,0.14846563339233398,0.3030987083911896,0.23171134293079376,0.12833279371261597,0.5766842365264893,0.19554144144058228,0.279568612575531,0.16383963823318481,0.19554144144058228,0.1406419277191162,0.2528940737247467
who,0.2792111933231354,0.3733934462070465,0.2483663111925125,0.21635356545448303,0.06742344051599503,0.2111203372478485,0.1769014298915863,0.3365725874900818,0.4070430099964142,0.4149286150932312,0.1911245882511139,0.3318818509578705,0.3733934462070465,0.25214898586273193,0.38007456064224243,0.2792111933231354,0.3076270818710327,0.32452359795570374,0.2792111933231354,0.2021419107913971,0.26220351457595825
worked,0.28707414865493774,0.22615844011306763,0.14183734357357025,0.21041133999824524,0.034251801669597626,0.1477995067834854,0.14758065342903137,0.31017279624938965,0.22484339773654938,0.3090624511241913,0.1814771294593811,0.38922780752182007,0.22615844011306763,0.18429647386074066,0.16543357074260712,0.28707414865493774,0.14345784485340118,0.6747631430625916,0.28707414865493774,0.22100207209587097,0.0901828184723854
full-time,0.2711765170097351,0.32999011874198914,0.25149238109588623,0.4106190800666809,0.20709340274333954,0.20187611877918243,0.20790433883666992,0.30425387620925903,0.32950559258461,0.2747269570827484,0.38867151737213135,0.3001776337623596,0.32999011874198914,0.17937912046909332,0.31843602657318115,0.2711765170097351,0.2943575382232666,0.30054688453674316,0.2711765170097351,0.17128236591815948,0.2854166030883789
in,1.0,0.6662389636039734,0.2190418541431427,0.3328619599342346,0.15216681361198425,0.22871792316436768,0.34919682145118713,0.5201468467712402,0.2601168751716614,0.41474202275276184,0.2001713663339615,0.45514053106307983,0.6662389636039734,0.17559829354286194,0.2614135444164276,1.0,0.207119882106781,0.3062970042228699,1.0,0.3642844259738922,0.20430970191955566
germany,0.3642844259738922,0.3181285262107849,0.1833779215812683,0.3343907594680786,0.15178538858890533,0.19614209234714508,0.5775896310806274,0.2898865044116974,0.19746148586273193,0.27300503849983215,0.1397569626569748,0.2618768811225891,0.3181285262107849,0.28909558057785034,0.13796904683113098,0.3642844259738922,0.14191082119941711,0.16500025987625122,0.3642844259738922,1.0,0.1388660967350006
but,0.48674455285072327,0.4859698414802551,0.37940865755081177,0.3736632466316223,0.09668958187103271,0.23933424055576324,0.16780231893062592,0.48126736283302307,0.43101516366004944,0.46599987149238586,0.25571393966674805,0.36023372411727905,0.4859698414802551,0.20057828724384308,0.2001989185810089,0.48674455285072327,0.39701294898986816,0.32553669810295105,0.48674455285072327,0.26968374848365784,0.27921953797340393
was,0.45514053106307983,0.48711544275283813,0.18986068665981293,0.3327416777610779,0.16128918528556824,0.23751215636730194,0.23061716556549072,0.45456063747406006,0.16678167879581451,0.260356068611145,0.18615439534187317,1.0000001192092896,0.48711544275283813,0.2182149887084961,0.2959340214729309,0.45514053106307983,0.21166403591632843,0.25099408626556396,0.45514053106307983,0.2618768811225891,0.18412111699581146
resident,0.2583825886249542,0.24875682592391968,0.10067136585712433,0.22371511161327362,0.05296685919165611,0.2564249634742737,0.14001859724521637,0.2810221016407013,0.09773281216621399,0.20739728212356567,0.15005075931549072,0.22506874799728394,0.24875682592391968,0.18495389819145203,0.2110101878643036,0.2583825886249542,0.11752045899629593,0.1895759105682373,0.2583825886249542,0.06728129088878632,0.10287734121084213
in,1.0,0.6662389636039734,0.2190418541431427,0.3328619599342346,0.15216681361198425,0.22871792316436768,0.34919682145118713,0.5201468467712402,0.2601168751716614,0.41474202275276184,0.2001713663339615,0.45514053106307983,0.6662389636039734,0.17559829354286194,0.2614135444164276,1.0,0.207119882106781,0.3062970042228699,1.0,0.3642844259738922,0.20430970191955566
austria,0.24159443378448486,0.24396029114723206,0.17031709849834442,0.3136502206325531,0.15643759071826935,0.21676501631736755,0.43875178694725037,0.22571246325969696,0.15794745087623596,0.1588263362646103,0.02833588235080242,0.22460195422172546,0.24396029114723206,0.17294688522815704,0.1523970663547516,0.24159443378448486,0.16339589655399323,0.10801715403795242,0.24159443378448486,0.5713910460472107,0.16068434715270996
could,0.29357993602752686,0.35393214225769043,0.3340812623500824,0.295938104391098,0.17897208034992218,0.23385654389858246,0.16428938508033752,0.27399855852127075,0.47830453515052795,0.38749223947525024,0.2806302309036255,0.39896807074546814,0.35393214225769043,0.1189623773097992,0.21366317570209503,0.29357993602752686,0.33043456077575684,0.30079618096351624,0.29357993602752686,0.19044765830039978,0.3411986827850342
.,0.5591574311256409,0.5934505462646484,0.32712292671203613,0.37424492835998535,0.2973858416080475,0.259204238653183,0.3086107075214386,0.6812511086463928,0.3287222981452942,0.3974229395389557,0.2665947675704956,0.40146201848983765,0.5934505462646484,0.2196396291255951,0.23754961788654327,0.5591574311256409,0.2639329135417938,0.28468647599220276,0.5591574311256409,0.28498756885528564,0.4130953550338745
