,what,scripture,did,luther,use,to,back,up,his,opinion,that,churchmen,were,not,infallible,?
16:18,0.2512200176715851,0.3878602981567383,0.2618461549282074,0.21312639117240906,0.16028589010238647,0.26516270637512207,0.2454320639371872,0.26464715600013733,0.3862733542919159,0.16932715475559235,0.3176786005496979,0.30248162150382996,0.2691234350204468,0.23827925324440002,0.42421582341194153,0.26276910305023193
does,0.38564667105674744,0.2051512449979782,0.5457901358604431,0.14081993699073792,0.39963871240615845,0.4391997456550598,0.23855993151664734,0.25498253107070923,0.20403875410556793,0.2539577782154083,0.4764937460422516,0.15254414081573486,0.046230707317590714,0.6355478763580322,0.2730506658554077,0.338003009557724
not,0.5449194312095642,0.25676700472831726,0.6481515765190125,0.21636232733726501,0.48439106345176697,0.5149973034858704,0.23833145201206207,0.27779421210289,0.2710725963115692,0.344075471162796,0.6600887179374695,0.23476149141788483,0.33318549394607544,0.9999999403953552,0.36292174458503723,0.41942933201789856
confer,0.12649056315422058,0.1910499781370163,0.1305445283651352,0.21048638224601746,0.20285695791244507,0.2060541957616806,0.10116896033287048,0.13041697442531586,0.10849373787641525,0.17700104415416718,0.20628468692302704,0.222443088889122,0.13390353322029114,0.21779343485832214,0.20110489428043365,0.1324034333229065
on,0.34226128458976746,0.12358212471008301,0.2670976221561432,0.19090485572814941,0.2776605486869812,0.41031414270401,0.3159608244895935,0.34194523096084595,0.32064297795295715,0.26452645659446716,0.42569106817245483,0.2015911340713501,0.2774328887462616,0.3516409695148468,0.1932375729084015,0.2714994251728058
popes,0.15847453474998474,0.30588242411613464,0.1869596242904663,0.22684018313884735,0.18077963590621948,0.2232723981142044,0.13570362329483032,0.14710599184036255,0.2321726232767105,0.21681153774261475,0.219985693693161,0.4384106695652008,0.22387875616550446,0.2263297736644745,0.42489609122276306,0.19144108891487122
the,0.42745697498321533,0.26313304901123047,0.34736719727516174,0.1759674996137619,0.34342584013938904,0.535392165184021,0.3612101674079895,0.38423117995262146,0.4394008219242096,0.22474613785743713,0.5473989248275757,0.27289846539497375,0.3906462490558624,0.4310511648654938,0.27693629264831543,0.22068053483963013
exclusive,0.21354709565639496,0.12273692339658737,0.20320084691047668,0.1275099217891693,0.2723706364631653,0.2829204797744751,0.07338754087686539,0.14015927910804749,0.14558018743991852,0.177753746509552,0.2632768154144287,0.11149515956640244,0.19611522555351257,0.27080273628234863,0.16783961653709412,0.14308638870716095
right,0.38502591848373413,0.18212464451789856,0.26817142963409424,0.15567180514335632,0.2580309212207794,0.31834647059440613,0.32774850726127625,0.2203001081943512,0.20272807776927948,0.2618175745010376,0.3680553734302521,0.15923833847045898,0.16714105010032654,0.3370451331138611,0.237717866897583,0.27135515213012695
to,0.455847829580307,0.26603201031684875,0.4452643394470215,0.18029534816741943,0.47261837124824524,1.0,0.4675939381122589,0.40375280380249023,0.3715193271636963,0.3052038252353668,0.5436353087425232,0.23070648312568665,0.31913647055625916,0.5149973034858704,0.2983994781970978,0.29463258385658264
interpret,0.4321536123752594,0.41570550203323364,0.30714327096939087,0.15654411911964417,0.3018191456794739,0.3078547716140747,0.24788691103458405,0.1923637092113495,0.2022945135831833,0.3738863468170166,0.43592679500579834,0.2164912074804306,0.17515641450881958,0.35171449184417725,0.32634803652763367,0.26576000452041626
scripture,0.3553470969200134,1.0000001192092896,0.20316636562347412,0.28423163294792175,0.18557560443878174,0.26603201031684875,0.09867849946022034,0.12386462837457657,0.27238911390304565,0.31034591794013977,0.3266982138156891,0.3924488425254822,0.2007722705602646,0.25676700472831726,0.5171520709991455,0.30222222208976746
",",0.3087472915649414,0.23545809090137482,0.3015086054801941,0.23255878686904907,0.3276674151420593,0.44245919585227966,0.3066370487213135,0.34193792939186096,0.3378419280052185,0.30441099405288696,0.4137537479400635,0.3026731312274933,0.36755475401878357,0.3769696354866028,0.23905573785305023,0.31091248989105225
and,0.31309178471565247,0.2311306893825531,0.34479495882987976,0.20796556770801544,0.34145063161849976,0.48971283435821533,0.32774487137794495,0.4032393991947174,0.4234102666378021,0.21670234203338623,0.4731321930885315,0.32404881715774536,0.42175528407096863,0.39099299907684326,0.26014840602874756,0.20544172823429108
that,0.6297725439071655,0.3266982138156891,0.47518548369407654,0.21746599674224854,0.3939064145088196,0.5436353087425232,0.34040841460227966,0.35427621006965637,0.3173833191394806,0.36596253514289856,1.0,0.22821182012557983,0.35517072677612305,0.6600887179374695,0.38342854380607605,0.32716336846351624
therefore,0.4125064015388489,0.3136087656021118,0.31914716958999634,0.16184695065021515,0.39546048641204834,0.49267399311065674,0.25477439165115356,0.24273084104061127,0.24419480562210083,0.294570654630661,0.5717706680297852,0.2210778295993805,0.28445741534233093,0.5721608996391296,0.3830999433994293,0.3325358033180237
neither,0.376018226146698,0.22303932905197144,0.3713912069797516,0.13927505910396576,0.302286297082901,0.3499351739883423,0.15600690245628357,0.18941578269004822,0.2281702756881714,0.29793766140937805,0.505314290523529,0.17801062762737274,0.2564946711063385,0.5245838165283203,0.27421075105667114,0.262674480676651
popes,0.15847453474998474,0.30588242411613464,0.1869596242904663,0.22684018313884735,0.18077963590621948,0.2232723981142044,0.13570362329483032,0.14710599184036255,0.2321726232767105,0.21681153774261475,0.219985693693161,0.4384106695652008,0.22387875616550446,0.2263297736644745,0.42489609122276306,0.19144108891487122
nor,0.33353856205940247,0.23664110898971558,0.3459411859512329,0.1316022276878357,0.2727099061012268,0.29058706760406494,0.08614883571863174,0.16800831258296967,0.12618297338485718,0.26435205340385437,0.38310906291007996,0.1590213030576706,0.20416341722011566,0.4992593824863434,0.2501729428768158,0.2602383494377136
church,0.1944202184677124,0.4324491322040558,0.16781097650527954,0.379041463136673,0.15512630343437195,0.24439501762390137,0.15018481016159058,0.16270285844802856,0.20669284462928772,0.21454738080501556,0.18300943076610565,0.7391526699066162,0.21372953057289124,0.1967715620994568,0.41861164569854736,0.18081501126289368
councils,0.2070222645998001,0.3059966266155243,0.1820659041404724,0.11172778159379959,0.18671159446239471,0.23647920787334442,0.09855407476425171,0.15941105782985687,0.149156391620636,0.22943775355815887,0.1803106963634491,0.35209110379219055,0.2563588321208954,0.23481324315071106,0.3194308578968048,0.11664968729019165
were,0.22298263013362885,0.2007722705602646,0.4162326455116272,0.18652333319187164,0.26967236399650574,0.31913647055625916,0.2695517838001251,0.29601457715034485,0.3142043352127075,0.2285766303539276,0.35517072677612305,0.3869081437587738,1.0000001192092896,0.33318549394607544,0.25754106044769287,0.17890112102031708
infallible,0.37677836418151855,0.5171520709991455,0.263280987739563,0.27819791436195374,0.22171293199062347,0.2983994781970978,0.11641595512628555,0.16980114579200745,0.2945750653743744,0.347942978143692,0.38342854380607605,0.41844442486763,0.25754106044769287,0.36292174458503723,0.9999999403953552,0.27261799573898315
.,0.3567904531955719,0.22833825647830963,0.35288307070732117,0.24907569587230682,0.3711656630039215,0.4645031690597534,0.3154444992542267,0.351434588432312,0.3119256794452667,0.2801741659641266,0.4460422694683075,0.2878933250904083,0.3378238379955292,0.4824007451534271,0.24042092263698578,0.4130953550338745
