,what,doctor,who,was,written,without,doctor,who,in,it,?
with,0.2464839518070221,0.17277967929840088,0.3282766342163086,0.27411898970603943,0.21299967169761658,0.4047483801841736,0.17277967929840088,0.3282766342163086,0.4080928862094879,0.3369046747684479,0.2433311939239502
other,0.341873437166214,0.21788395941257477,0.3612329661846161,0.14651623368263245,0.1887332946062088,0.2757754325866699,0.21788395941257477,0.3612329661846161,0.39989137649536133,0.36282607913017273,0.24682199954986572
actors,0.19468875229358673,0.14469687640666962,0.2542370557785034,0.20793429017066956,0.18103724718093872,0.14833447337150574,0.14469687640666962,0.2542370557785034,0.18698661029338837,0.16465449333190918,0.16258424520492554
playing,0.1880110800266266,0.18143701553344727,0.2625640034675598,0.2290516495704651,0.20554080605506897,0.18167032301425934,0.18143701553344727,0.2625640034675598,0.28501778841018677,0.18220393359661102,0.1513366848230362
the,0.42745697498321533,0.2820442318916321,0.3733934462070465,0.48711544275283813,0.2582438886165619,0.3270869255065918,0.2820442318916321,0.3733934462070465,0.6662389636039734,0.6251175999641418,0.22068053483963013
doctor,0.20870667695999146,0.9999999403953552,0.3504868149757385,0.19672659039497375,0.1692265123128891,0.19701571762561798,0.9999999403953552,0.3504868149757385,0.25567495822906494,0.24568085372447968,0.1462511420249939
",",0.3087472915649414,0.20407600700855255,0.3365725874900818,0.45456063747406006,0.2737409770488739,0.24492648243904114,0.20407600700855255,0.3365725874900818,0.5201468467712402,0.48329564929008484,0.31091248989105225
while,0.35511791706085205,0.15308386087417603,0.4068111777305603,0.3253832161426544,0.1304343342781067,0.40961626172065735,0.15308386087417603,0.4068111777305603,0.3399278521537781,0.3401351571083069,0.21076419949531555
terry,0.16978199779987335,0.18899498879909515,0.22585463523864746,0.23762419819831848,0.22011496126651764,0.10462885349988937,0.18899498879909515,0.22585463523864746,0.1670939177274704,0.14591529965400696,0.15594738721847534
nation,0.21990635991096497,0.12909676134586334,0.23936018347740173,0.26869508624076843,0.15258169174194336,0.15689998865127563,0.12909676134586334,0.23936018347740173,0.24983231723308563,0.28148317337036133,0.17865248024463654
wrote,0.2664989233016968,0.208401620388031,0.2670581638813019,0.40092042088508606,0.6132748126983643,0.12975677847862244,0.208401620388031,0.2670581638813019,0.2898900806903839,0.193796768784523,0.19322504103183746
the,0.42745697498321533,0.2820442318916321,0.3733934462070465,0.48711544275283813,0.2582438886165619,0.3270869255065918,0.2820442318916321,0.3733934462070465,0.6662389636039734,0.6251175999641418,0.22068053483963013
curse,0.20041587948799133,0.2638676166534424,0.2853507399559021,0.20493337512016296,0.20481398701667786,0.12598881125450134,0.2638676166534424,0.2853507399559021,0.19486449658870697,0.22671940922737122,0.22149576246738434
of,0.33290785551071167,0.16895952820777893,0.2827862501144409,0.4069072902202606,0.20874574780464172,0.3081340193748474,0.16895952820777893,0.2827862501144409,0.5696388483047485,0.38761502504348755,0.1826142966747284
the,0.42745697498321533,0.2820442318916321,0.3733934462070465,0.48711544275283813,0.2582438886165619,0.3270869255065918,0.2820442318916321,0.3733934462070465,0.6662389636039734,0.6251175999641418,0.22068053483963013
daleks,0.2009461522102356,0.3440004587173462,0.3263576030731201,0.24493366479873657,0.16511911153793335,0.2086891531944275,0.3440004587173462,0.3263576030731201,0.2037806212902069,0.16997826099395752,0.13693755865097046
",",0.3087472915649414,0.20407600700855255,0.3365725874900818,0.45456063747406006,0.2737409770488739,0.24492648243904114,0.20407600700855255,0.3365725874900818,0.5201468467712402,0.48329564929008484,0.31091248989105225
a,0.3320399522781372,0.22883038222789764,0.36608949303627014,0.4508470594882965,0.22976966202259064,0.2797018885612488,0.22883038222789764,0.36608949303627014,0.539380669593811,0.5452592968940735,0.23916715383529663
stage,0.15168409049510956,0.1772291213274002,0.1983679085969925,0.2081151008605957,0.11366301774978638,0.14781580865383148,0.1772291213274002,0.1983679085969925,0.2011467069387436,0.17540708184242249,0.14916576445102692
play,0.2180248498916626,0.1542135328054428,0.2742305099964142,0.23784595727920532,0.21207267045974731,0.15224193036556244,0.1542135328054428,0.2742305099964142,0.24321173131465912,0.2560184895992279,0.11059518158435822
mounted,0.1395481526851654,0.0720876082777977,0.1638396680355072,0.21810580790042877,0.14910469949245453,0.1964697241783142,0.0720876082777977,0.1638396680355072,0.22550292313098907,0.10721182823181152,0.07335436344146729
in,0.30808621644973755,0.25567495822906494,0.2792111933231354,0.45514053106307983,0.20878943800926208,0.2553589344024658,0.25567495822906494,0.2792111933231354,1.0,0.5130809545516968,0.20430970191955566
the,0.42745697498321533,0.2820442318916321,0.3733934462070465,0.48711544275283813,0.2582438886165619,0.3270869255065918,0.2820442318916321,0.3733934462070465,0.6662389636039734,0.6251175999641418,0.22068053483963013
late,0.1576872020959854,0.09912649542093277,0.19296042621135712,0.4393066465854645,0.14430679380893707,0.06807706505060196,0.09912649542093277,0.19296042621135712,0.3439198434352875,0.28720298409461975,0.11339222639799118
1960s,-0.17530474066734314,0.0001723367749946192,-0.1590687334537506,-0.029007330536842346,-0.10389117151498795,-0.2803312838077545,0.0001723367749946192,-0.1590687334537506,0.0007937865448184311,-0.11602875590324402,-0.08257022500038147
",",0.3087472915649414,0.20407600700855255,0.3365725874900818,0.45456063747406006,0.2737409770488739,0.24492648243904114,0.20407600700855255,0.3365725874900818,0.5201468467712402,0.48329564929008484,0.31091248989105225
but,0.5029441118240356,0.21460343897342682,0.4487357437610626,0.36023372411727905,0.26382607221603394,0.3904196619987488,0.21460343897342682,0.4487357437610626,0.48674455285072327,0.5299214720726013,0.27921953797340393
without,0.3181614279747009,0.19701571762561798,0.2402247190475464,0.18635936081409454,0.16831128299236298,1.0,0.19701571762561798,0.2402247190475464,0.2553589344024658,0.23948165774345398,0.2928665280342102
the,0.42745697498321533,0.2820442318916321,0.3733934462070465,0.48711544275283813,0.2582438886165619,0.3270869255065918,0.2820442318916321,0.3733934462070465,0.6662389636039734,0.6251175999641418,0.22068053483963013
doctor,0.20870667695999146,0.9999999403953552,0.3504868149757385,0.19672659039497375,0.1692265123128891,0.19701571762561798,0.9999999403953552,0.3504868149757385,0.25567495822906494,0.24568085372447968,0.1462511420249939
.,0.3567904531955719,0.22361043095588684,0.3541337847709656,0.40146201848983765,0.25418123602867126,0.29967203736305237,0.22361043095588684,0.3541337847709656,0.5591574311256409,0.5593622326850891,0.4130953550338745
