,which,current,type,was,tesla,in,favor,of,?
of,0.5011631846427917,0.31470298767089844,0.18112817406654358,0.4069072902202606,0.18837453424930573,0.5696388483047485,0.25472742319107056,1.0,0.1826142966747284
the,0.6521818041801453,0.3314409554004669,0.21819381415843964,0.48711544275283813,0.1324402391910553,0.6662389636039734,0.24460799992084503,0.733189046382904,0.22068053483963013
patent,0.22893927991390228,0.1467127948999405,0.17160318791866302,0.13812966644763947,0.3651154637336731,0.18244080245494843,0.1454789787530899,0.1616990715265274,0.13298413157463074
",",0.3658004403114319,0.29341426491737366,0.1804078221321106,0.45456063747406006,0.20599327981472015,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.31091248989105225
both,0.5140923857688904,0.14446842670440674,0.18151052296161652,0.2990766167640686,0.15196974575519562,0.3960166871547699,0.29596614837646484,0.3565710783004761,0.19455738365650177
in,0.4840516746044159,0.1955713927745819,0.20604541897773743,0.45514053106307983,0.17097744345664978,1.0,0.2092810571193695,0.5696388483047485,0.20430970191955566
1888,0.1898699551820755,0.13739219307899475,0.05288294702768326,0.1682576835155487,0.12613868713378906,0.13696274161338806,0.07892055809497833,0.16667240858078003,0.07625395059585571
",",0.3658004403114319,0.29341426491737366,0.1804078221321106,0.45456063747406006,0.20599327981472015,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.31091248989105225
put,0.33595386147499084,0.14627207815647125,0.2499178647994995,0.24684612452983856,0.1382041871547699,0.26728662848472595,0.22731617093086243,0.3247257471084595,0.2993032932281494
tesla,0.2203940600156784,0.19374153017997742,0.17444045841693878,0.16455206274986267,0.9999999403953552,0.17097744345664978,0.13973775506019592,0.18837453424930573,0.10250775516033173
firmly,0.3854321837425232,0.11339810490608215,0.16090290248394012,0.2981466054916382,0.1799941509962082,0.22341151535511017,0.38369983434677124,0.24022097885608673,0.23320716619491577
on,0.4245251417160034,0.27069616317749023,0.2118636518716812,0.3909217119216919,0.16159376502037048,0.46853652596473694,0.2537641227245331,0.3966929316520691,0.2714994251728058
the,0.6521818041801453,0.3314409554004669,0.21819381415843964,0.48711544275283813,0.1324402391910553,0.6662389636039734,0.24460799992084503,0.733189046382904,0.22068053483963013
``,0.05178012326359749,0.029208213090896606,0.03534303233027458,-0.012679691426455975,0.04274534806609154,0.04765888676047325,0.05903597176074982,0.06780257821083069,0.0685480609536171
ac,0.1381830871105194,0.21337713301181793,0.10836324095726013,0.16263911128044128,0.31766265630722046,0.09242649376392365,0.05816454812884331,0.09591341018676758,0.19071458280086517
'',-0.03332270681858063,0.06705592572689056,0.054222505539655685,0.04456103965640068,0.048713020980358124,0.07432962208986282,-0.061494749039411545,0.13035868108272552,0.018684765323996544
side,0.3266274034976959,0.1435788869857788,0.21290434896945953,0.16857531666755676,0.10926658660173416,0.2626299262046814,0.22152847051620483,0.2452700436115265,0.07831130921840668
of,0.5011631846427917,0.31470298767089844,0.18112817406654358,0.4069072902202606,0.18837453424930573,0.5696388483047485,0.25472742319107056,1.0,0.1826142966747284
the,0.6521818041801453,0.3314409554004669,0.21819381415843964,0.48711544275283813,0.1324402391910553,0.6662389636039734,0.24460799992084503,0.733189046382904,0.22068053483963013
so-called,0.5085290670394897,0.2295575886964798,0.25474798679351807,0.41175779700279236,0.23114798963069916,0.4370424151420593,0.2374965250492096,0.4146992564201355,0.28986620903015137
``,0.05178012326359749,0.029208213090896606,0.03534303233027458,-0.012679691426455975,0.04274534806609154,0.04765888676047325,0.05903597176074982,0.06780257821083069,0.0685480609536171
war,0.2244700789451599,0.13849763572216034,0.16726574301719666,0.3560331463813782,0.15806899964809418,0.29904094338417053,0.2296280711889267,0.31680163741111755,0.15510529279708862
of,0.5011631846427917,0.31470298767089844,0.18112817406654358,0.4069072902202606,0.18837453424930573,0.5696388483047485,0.25472742319107056,1.0,0.1826142966747284
currents,0.3152647018432617,0.6089443564414978,0.15507087111473083,0.1596861630678177,0.197353333234787,0.22216472029685974,0.1529068797826767,0.2825077772140503,0.07452256232500076
",",0.3658004403114319,0.29341426491737366,0.1804078221321106,0.45456063747406006,0.20599327981472015,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.31091248989105225
'',-0.03332270681858063,0.06705592572689056,0.054222505539655685,0.04456103965640068,0.048713020980358124,0.07432962208986282,-0.061494749039411545,0.13035868108272552,0.018684765323996544
an,0.3611921966075897,0.1350913941860199,0.21485474705696106,0.3694365322589874,0.13714656233787537,0.2605783939361572,0.1877450793981552,0.32280945777893066,0.19793890416622162
electrical,0.31342968344688416,0.3573765456676483,0.1570822298526764,0.2032313495874405,0.45727142691612244,0.2146623730659485,0.11964642256498337,0.23057208955287933,0.10923371464014053
distribution,0.30436140298843384,0.2121810019016266,0.1195337325334549,0.14958971738815308,0.20561231672763824,0.23537677526474,0.15885289013385773,0.254255473613739,0.0929616317152977
battle,0.20062126219272614,0.08095268905162811,0.1540929526090622,0.23319749534130096,0.10254044085741043,0.24353940784931183,0.10614019632339478,0.2291749268770218,0.1680624783039093
being,0.4268448054790497,0.16626650094985962,0.17359550297260284,0.5201660394668579,0.13586261868476868,0.33162933588027954,0.20975668728351593,0.34885138273239136,0.26743772625923157
waged,0.19909566640853882,0.13676874339580536,0.037872325628995895,0.33793094754219055,0.07441390305757523,0.2683168947696686,0.30071160197257996,0.22404660284519196,0.19169075787067413
between,0.395174115896225,0.17580492794513702,0.13229937851428986,0.24048170447349548,0.13727053999900818,0.41100412607192993,0.12758764624595642,0.3737983703613281,0.12887074053287506
thomas,0.20158961415290833,0.06341943889856339,0.06091292202472687,0.26629963517189026,0.21892967820167542,0.21133768558502197,0.11868540942668915,0.18699592351913452,0.16133050620555878
edison,0.22165176272392273,0.18642452359199524,0.09630291908979416,0.2864142954349518,0.35526686906814575,0.22187061607837677,0.10213881731033325,0.221283957362175,0.10244420915842056
and,0.506277859210968,0.23919939994812012,0.16898801922798157,0.3740963041782379,0.19560420513153076,0.4954058527946472,0.2348119467496872,0.5116966962814331,0.20544172823429108
george,0.16627563536167145,0.12003292143344879,0.11602188646793365,0.2601471245288849,0.1784614771604538,0.18167929351329803,0.12130171805620193,0.22097964584827423,0.1479024887084961
westinghouse,0.2770593464374542,0.24448244273662567,0.1995045244693756,0.30702054500579834,0.35764777660369873,0.2579890191555023,0.08453474193811417,0.28119996190071106,0.17307911813259125
that,0.6894589066505432,0.2016455978155136,0.25817251205444336,0.33670201897621155,0.22102725505828857,0.435920387506485,0.3548995554447174,0.41498205065727234,0.32716336846351624
had,0.3188965916633606,0.14765086770057678,0.11302465945482254,0.5927209258079529,0.12050733715295792,0.385026752948761,0.2213089019060135,0.37755560874938965,0.20728366076946259
been,0.36993977427482605,0.24492745101451874,0.19062602519989014,0.518218457698822,0.049614984542131424,0.3515113592147827,0.16741342842578888,0.31685134768486023,0.24354910850524902
simmering,0.3534725308418274,0.1132601946592331,0.2563425600528717,0.18124818801879883,0.14949308335781097,0.29648876190185547,0.2481345683336258,0.32498300075531006,0.09312979131937027
since,0.3523256182670593,0.37281280755996704,0.17056550085544586,0.4384658932685852,0.16858826577663422,0.4325680434703827,0.20536334812641144,0.35513219237327576,0.2876587212085724
westinghouse,0.2770593464374542,0.24448244273662567,0.1995045244693756,0.30702054500579834,0.35764777660369873,0.2579890191555023,0.08453474193811417,0.28119996190071106,0.17307911813259125
's,0.03856118768453598,0.004145179875195026,0.05257158726453781,0.008974763564765453,0.06449045985937119,-0.037580832839012146,0.006719120312482119,-0.03817026689648628,-0.023395681753754616
first,0.3828166127204895,0.23634201288223267,0.20709431171417236,0.5022147297859192,0.17383763194084167,0.4127444326877594,0.19274793565273285,0.3536086082458496,0.18701928853988647
ac,0.1381830871105194,0.21337713301181793,0.10836324095726013,0.16263911128044128,0.31766265630722046,0.09242649376392365,0.05816454812884331,0.09591341018676758,0.19071458280086517
system,0.37390631437301636,0.17151163518428802,0.24706636369228363,0.2147521674633026,0.18243813514709473,0.21978288888931274,0.2014337033033371,0.25597915053367615,0.15556083619594574
in,0.4840516746044159,0.1955713927745819,0.20604541897773743,0.45514053106307983,0.17097744345664978,1.0,0.2092810571193695,0.5696388483047485,0.20430970191955566
1886,0.1458098590373993,0.13310877978801727,0.14470377564430237,0.15760818123817444,0.22070029377937317,0.15816864371299744,0.1648845076560974,0.2039724886417389,0.15507127344608307
and,0.506277859210968,0.23919939994812012,0.16898801922798157,0.3740963041782379,0.19560420513153076,0.4954058527946472,0.2348119467496872,0.5116966962814331,0.20544172823429108
had,0.3188965916633606,0.14765086770057678,0.11302465945482254,0.5927209258079529,0.12050733715295792,0.385026752948761,0.2213089019060135,0.37755560874938965,0.20728366076946259
reached,0.22089211642742157,0.15719638764858246,0.06621363759040833,0.3110939562320709,0.08123721182346344,0.24389809370040894,0.2096787542104721,0.18604008853435516,0.1518019139766693
the,0.6521818041801453,0.3314409554004669,0.21819381415843964,0.48711544275283813,0.1324402391910553,0.6662389636039734,0.24460799992084503,0.733189046382904,0.22068053483963013
point,0.28051429986953735,0.11878408491611481,0.1194918230175972,0.17757032811641693,0.1225433424115181,0.24451331794261932,0.1730133444070816,0.269877165555954,0.19189560413360596
of,0.5011631846427917,0.31470298767089844,0.18112817406654358,0.4069072902202606,0.18837453424930573,0.5696388483047485,0.25472742319107056,1.0,0.1826142966747284
all-out,0.3880526125431061,0.19755364954471588,0.2841624617576599,0.3316836655139923,0.3066496253013611,0.37021303176879883,0.2992609739303589,0.2981528043746948,0.3975675106048584
warfare,0.2618895471096039,0.07592350244522095,0.15921802818775177,0.22386129200458527,0.1600925326347351,0.25275883078575134,0.23325590789318085,0.23136936128139496,0.1583555042743683
by,0.40543368458747864,0.20655159652233124,0.15232881903648376,0.4752357602119446,0.16513796150684357,0.370934396982193,0.21256689727306366,0.3646814823150635,0.17966607213020325
1888,0.1898699551820755,0.13739219307899475,0.05288294702768326,0.1682576835155487,0.12613868713378906,0.13696274161338806,0.07892055809497833,0.16667240858078003,0.07625395059585571
.,0.45942068099975586,0.29179835319519043,0.23195341229438782,0.40146201848983765,0.17949827015399933,0.5591574311256409,0.28438901901245117,0.5352458953857422,0.4130953550338745
,which,current,type,was,tesla,in,favor,of,?
the,0.6521818041801453,0.3314409554004669,0.21819381415843964,0.48711544275283813,0.1324402391910553,0.6662389636039734,0.24460799992084503,0.733189046382904,0.22068053483963013
competition,0.27663862705230713,0.19052237272262573,0.19080552458763123,0.23262746632099152,0.1627180576324463,0.26072463393211365,0.2364235520362854,0.2000187635421753,0.1394461691379547
resulted,0.32516372203826904,0.147557333111763,0.23756936192512512,0.3113420605659485,0.123469278216362,0.3197503983974457,0.27606406807899475,0.3479447662830353,0.1391388475894928
in,0.4840516746044159,0.1955713927745819,0.20604541897773743,0.45514053106307983,0.17097744345664978,1.0,0.2092810571193695,0.5696388483047485,0.20430970191955566
edison,0.22165176272392273,0.18642452359199524,0.09630291908979416,0.2864142954349518,0.35526686906814575,0.22187061607837677,0.10213881731033325,0.221283957362175,0.10244420915842056
machine,0.27888262271881104,0.20187918841838837,0.21776969730854034,0.1741330921649933,0.2521411180496216,0.16716814041137695,0.07344605028629303,0.15468473732471466,0.17587624490261078
works,0.2730301022529602,0.12783023715019226,0.18025314807891846,0.2401018887758255,0.20543460547924042,0.2656683027744293,0.08727088570594788,0.1964656114578247,0.19597402215003967
pursuing,0.23122288286685944,0.09417199343442917,0.13311873376369476,0.18873654305934906,0.08010861277580261,0.2273898869752884,0.24846012890338898,0.21620486676692963,0.17021717131137848
ac,0.1381830871105194,0.21337713301181793,0.10836324095726013,0.16263911128044128,0.31766265630722046,0.09242649376392365,0.05816454812884331,0.09591341018676758,0.19071458280086517
development,0.3198052942752838,0.20934118330478668,0.20915132761001587,0.2344081997871399,0.15245971083641052,0.2550492286682129,0.1527344286441803,0.28700894117355347,0.1211358830332756
in,0.4840516746044159,0.1955713927745819,0.20604541897773743,0.45514053106307983,0.17097744345664978,1.0,0.2092810571193695,0.5696388483047485,0.20430970191955566
1890,-0.23647211492061615,-0.18738815188407898,-0.03352421522140503,0.04199131578207016,-0.1251726597547531,0.022108707576990128,-0.019993435591459274,-0.06748127192258835,-0.0038504337426275015
and,0.506277859210968,0.23919939994812012,0.16898801922798157,0.3740963041782379,0.19560420513153076,0.4954058527946472,0.2348119467496872,0.5116966962814331,0.20544172823429108
by,0.40543368458747864,0.20655159652233124,0.15232881903648376,0.4752357602119446,0.16513796150684357,0.370934396982193,0.21256689727306366,0.3646814823150635,0.17966607213020325
1892,0.1205841600894928,0.1019989475607872,-0.003991966601461172,0.010261036455631256,-0.037353258579969406,0.021538719534873962,0.01965739205479622,0.06631195545196533,-0.03980826586484909
thomas,0.20158961415290833,0.06341943889856339,0.06091292202472687,0.26629963517189026,0.21892967820167542,0.21133768558502197,0.11868540942668915,0.18699592351913452,0.16133050620555878
edison,0.22165176272392273,0.18642452359199524,0.09630291908979416,0.2864142954349518,0.35526686906814575,0.22187061607837677,0.10213881731033325,0.221283957362175,0.10244420915842056
was,0.2830964922904968,0.20140352845191956,0.14348182082176208,1.0000001192092896,0.16455206274986267,0.45514053106307983,0.24904057383537292,0.4069072902202606,0.18412111699581146
no,0.32479003071784973,0.3298044502735138,0.20265884697437286,0.19955526292324066,0.12855590879917145,0.24372287094593048,0.2156938910484314,0.24809792637825012,0.32165053486824036
longer,0.43698108196258545,0.2696434557437897,0.16733090579509735,0.23075184226036072,0.15838071703910828,0.2513541877269745,0.24397890269756317,0.2788179814815521,0.24416615068912506
in,0.4840516746044159,0.1955713927745819,0.20604541897773743,0.45514053106307983,0.17097744345664978,1.0,0.2092810571193695,0.5696388483047485,0.20430970191955566
control,0.31846651434898376,0.14868222177028656,0.1269082874059677,0.19347785413265228,0.17258068919181824,0.24831421673297882,0.19229276478290558,0.2817542552947998,0.1620711386203766
of,0.5011631846427917,0.31470298767089844,0.18112817406654358,0.4069072902202606,0.18837453424930573,0.5696388483047485,0.25472742319107056,1.0,0.1826142966747284
his,0.32283493876457214,0.1555706262588501,0.0908033698797226,0.4405253231525421,0.1580733060836792,0.3598145842552185,0.26858577132225037,0.38364991545677185,0.18075084686279297
own,0.3863328993320465,0.18769434094429016,0.16845150291919708,0.19632458686828613,0.17710740864276886,0.31893372535705566,0.2961731553077698,0.3269667625427246,0.1937696635723114
company,0.25990763306617737,0.15078003704547882,0.19322197139263153,0.2293137013912201,0.23045730590820312,0.22141718864440918,0.14031369984149933,0.20467796921730042,0.12195809185504913
",",0.3658004403114319,0.29341426491737366,0.1804078221321106,0.45456063747406006,0.20599327981472015,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.31091248989105225
which,1.0,0.20667576789855957,0.31462597846984863,0.2830964922904968,0.2203940600156784,0.4840516746044159,0.2000148445367813,0.5011631846427917,0.25814583897590637
was,0.2830964922904968,0.20140352845191956,0.14348182082176208,1.0000001192092896,0.16455206274986267,0.45514053106307983,0.24904057383537292,0.4069072902202606,0.18412111699581146
consolidated,0.2723237872123718,0.1672573983669281,0.09785342216491699,0.22622759640216827,0.14244389533996582,0.26325708627700806,0.186645969748497,0.3171479105949402,0.16821198165416718
into,0.4405161738395691,0.09909916669130325,0.14269600808620453,0.2322220653295517,0.13143925368785858,0.38021373748779297,0.12475991249084473,0.32255905866622925,0.15662476420402527
the,0.6521818041801453,0.3314409554004669,0.21819381415843964,0.48711544275283813,0.1324402391910553,0.6662389636039734,0.24460799992084503,0.733189046382904,0.22068053483963013
conglomerate,0.2818182110786438,0.11183474212884903,0.180185928940773,0.16340258717536926,0.19274774193763733,0.19662785530090332,0.07429515570402145,0.27590012550354004,0.11916931718587875
general,0.19923317432403564,0.2504696547985077,0.10404401272535324,0.2445744127035141,0.17933808267116547,0.259066641330719,0.2442314773797989,0.28352999687194824,0.1972234547138214
electric,0.272510290145874,0.3218620717525482,0.19005827605724335,0.17723047733306885,0.3824412524700165,0.19779469072818756,0.17228692770004272,0.17329032719135284,0.15674720704555511
and,0.506277859210968,0.23919939994812012,0.16898801922798157,0.3740963041782379,0.19560420513153076,0.4954058527946472,0.2348119467496872,0.5116966962814331,0.20544172823429108
converting,0.3141578435897827,0.19989171624183655,0.15800902247428894,0.1205858513712883,0.18665480613708496,0.18052031099796295,0.1888526976108551,0.25009793043136597,0.23131810128688812
to,0.5345056653022766,0.30630946159362793,0.19930607080459595,0.3636345863342285,0.17548894882202148,0.45010748505592346,0.28869640827178955,0.41548454761505127,0.29463258385658264
an,0.3611921966075897,0.1350913941860199,0.21485474705696106,0.3694365322589874,0.13714656233787537,0.2605783939361572,0.1877450793981552,0.32280945777893066,0.19793890416622162
ac,0.1381830871105194,0.21337713301181793,0.10836324095726013,0.16263911128044128,0.31766265630722046,0.09242649376392365,0.05816454812884331,0.09591341018676758,0.19071458280086517
delivery,0.2842394709587097,0.18394605815410614,0.2114679217338562,0.13772734999656677,0.2375364750623703,0.15070892870426178,0.1595080941915512,0.20717430114746094,0.16483546793460846
system,0.37390631437301636,0.17151163518428802,0.24706636369228363,0.2147521674633026,0.18243813514709473,0.21978288888931274,0.2014337033033371,0.25597915053367615,0.15556083619594574
at,0.3286694884300232,0.17432795464992523,0.15147243440151215,0.36707764863967896,0.16552478075027466,0.4374977946281433,0.12083326280117035,0.42558613419532776,0.21978627145290375
that,0.6894589066505432,0.2016455978155136,0.25817251205444336,0.33670201897621155,0.22102725505828857,0.435920387506485,0.3548995554447174,0.41498205065727234,0.32716336846351624
point,0.28051429986953735,0.11878408491611481,0.1194918230175972,0.17757032811641693,0.1225433424115181,0.24451331794261932,0.1730133444070816,0.269877165555954,0.19189560413360596
.,0.45942068099975586,0.29179835319519043,0.23195341229438782,0.40146201848983765,0.17949827015399933,0.5591574311256409,0.28438901901245117,0.5352458953857422,0.4130953550338745
