,what,is,used,to,calculate,cross,section,area,in,the,volume,of,an,object,?
as,0.31749409437179565,0.43216490745544434,0.35160550475120544,0.42092081904411316,0.2651507556438446,0.19365482032299042,0.21584227681159973,0.2407972663640976,0.3887844979763031,0.48381632566452026,0.21654558181762695,0.3886612355709076,0.37218472361564636,0.22475431859493256,0.27043893933296204
shear,0.23033903539180756,0.20492056012153625,0.20030860602855682,0.2967803478240967,0.23082052171230316,0.08002188056707382,0.1733657866716385,0.18317992985248566,0.21549466252326965,0.26409536600112915,0.11703668534755707,0.20848223567008972,0.1903662085533142,0.3402673602104187,0.1509556621313095
terms,0.23885610699653625,0.27452221512794495,0.2983282804489136,0.356818288564682,0.2629637122154236,0.10544867068529129,0.2336108535528183,0.16405314207077026,0.2410934716463089,0.29706791043281555,0.2073020339012146,0.2767748534679413,0.18021589517593384,0.23974041640758514,0.23466452956199646
associated,0.15836219489574432,0.2300606518983841,0.3205183446407318,0.2648659348487854,0.13213150203227997,0.21559883654117584,0.13058018684387207,0.2113826870918274,0.23328746855258942,0.2742886245250702,0.09496790170669556,0.3077163100242615,0.2386062890291214,0.19982336461544037,0.1453326791524887
with,0.2464839518070221,0.3250955045223236,0.3047430217266083,0.4239959120750427,0.22601959109306335,0.1790148913860321,0.18969540297985077,0.2303420901298523,0.4080928862094879,0.4223487675189972,0.20581743121147156,0.41827285289764404,0.2730048894882202,0.1933450996875763,0.2433311939239502
forces,0.2112482488155365,0.18792390823364258,0.15227629244327545,0.2581802308559418,0.20146091282367706,0.17438571155071259,0.12805931270122528,0.2040027678012848,0.2565164566040039,0.3134811818599701,0.0973762795329094,0.3090144991874695,0.16929563879966736,0.23975132405757904,0.16984491050243378
that,0.6297725439071655,0.3995479643344879,0.37621384859085083,0.5436353087425232,0.3741362988948822,0.22265294194221497,0.2808297276496887,0.2566552460193634,0.435920387506485,0.5473989248275757,0.20829114317893982,0.41498205065727234,0.365763783454895,0.3378750681877136,0.32716336846351624
act,0.2622668445110321,0.18206438422203064,0.18907727301120758,0.24833928048610687,0.11824332177639008,0.10993537306785583,0.2602912187576294,0.17131035029888153,0.22050046920776367,0.28682878613471985,0.14163289964199066,0.2802577316761017,0.20058928430080414,0.2549629211425781,0.1482519507408142
parallel,0.23414644598960876,0.17405718564987183,0.20935876667499542,0.23975737392902374,0.23273718357086182,0.29779016971588135,0.2441917210817337,0.1780119240283966,0.20074914395809174,0.26065152883529663,0.17788319289684296,0.23076768219470978,0.13028651475906372,0.21536092460155487,0.13566309213638306
to,0.455847829580307,0.42745086550712585,0.40058770775794983,1.0,0.28528669476509094,0.21814192831516266,0.28596532344818115,0.2797197997570038,0.45010748505592346,0.535392165184021,0.16561628878116608,0.41548454761505127,0.3138085603713989,0.2821136713027954,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.3718377649784088,0.535392165184021,0.2715446352958679,0.25741100311279297,0.3365345895290375,0.37834644317626953,0.6662389636039734,1.0,0.2396446168422699,0.733189046382904,0.4207492768764496,0.22418850660324097,0.22068053483963013
cross-sectional,0.26170453429222107,0.3073527216911316,0.2990913391113281,0.3485570251941681,0.22585193812847137,0.5590918064117432,0.6012006402015686,0.22162212431430817,0.2973218262195587,0.3440467119216919,0.22443528473377228,0.3153718411922455,0.2525254189968109,0.27478399872779846,0.20900274813175201
area,0.21965408325195312,0.29283958673477173,0.2307427078485489,0.2797197997570038,0.23739665746688843,0.12847304344177246,0.2290077656507492,1.0,0.33632898330688477,0.37834644317626953,0.2684365510940552,0.3409860134124756,0.23076042532920837,0.22080294787883759,0.12640461325645447
(,0.2411840260028839,0.35393038392066956,0.19005385041236877,0.30882009863853455,0.19454209506511688,0.16738106310367584,0.22324657440185547,0.18064655363559723,0.3087427020072937,0.33289089798927307,0.21936368942260742,0.35032153129577637,0.286407470703125,0.13700400292873383,0.40561532974243164
the,0.42745697498321533,0.5823672413825989,0.3718377649784088,0.535392165184021,0.2715446352958679,0.25741100311279297,0.3365345895290375,0.37834644317626953,0.6662389636039734,1.0,0.2396446168422699,0.733189046382904,0.4207492768764496,0.22418850660324097,0.22068053483963013
off-diagonal,0.18675993382930756,0.22489850223064423,0.21963712573051453,0.2635006606578827,0.2950938642024994,0.2873919606208801,0.22936202585697174,0.18495050072669983,0.20904509723186493,0.30787697434425354,0.15394523739814758,0.304801881313324,0.16819125413894653,0.28265199065208435,0.11482054740190506
elements,0.2152351289987564,0.25405067205429077,0.3232521116733551,0.22117622196674347,0.29327642917633057,0.11649629473686218,0.1938561499118805,0.1334044486284256,0.18130259215831757,0.22297804057598114,0.16596604883670807,0.23613712191581726,0.24525977671146393,0.3062402904033661,0.15222592651844025
),0.26259949803352356,0.37732169032096863,0.1905621439218521,0.31236231327056885,0.1964477151632309,0.17981074750423431,0.23834258317947388,0.18319392204284668,0.3326910734176636,0.3456730246543884,0.20224043726921082,0.3680361211299896,0.2873353958129883,0.13732478022575378,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.33111312985420227,0.4645031690597534,0.2540859878063202,0.20566852390766144,0.26206159591674805,0.2760866582393646,0.5591574311256409,0.5934505462646484,0.2695035934448242,0.5352458953857422,0.3581749200820923,0.22102774679660797,0.4130953550338745
,what,is,used,to,calculate,cross,section,area,in,the,volume,of,an,object,?
the,0.42745697498321533,0.5823672413825989,0.3718377649784088,0.535392165184021,0.2715446352958679,0.25741100311279297,0.3365345895290375,0.37834644317626953,0.6662389636039734,1.0,0.2396446168422699,0.733189046382904,0.4207492768764496,0.22418850660324097,0.22068053483963013
stress,0.33004483580589294,0.17363451421260834,0.2867259681224823,0.2759045660495758,0.28411048650741577,0.15644149482250214,0.19521845877170563,0.15660381317138672,0.1894814521074295,0.18694822490215302,0.17457807064056396,0.1941838562488556,0.1546071618795395,0.27746129035949707,0.2845553457736969
tensor,0.25098997354507446,0.2241663932800293,0.2863865792751312,0.19761569797992706,0.3879837989807129,0.12783250212669373,0.17593054473400116,0.1064152717590332,0.1845361739397049,0.22975583374500275,0.2559148967266083,0.21075791120529175,0.1950998604297638,0.40409204363822937,0.16432704031467438
accounts,0.29983872175216675,0.19645372033119202,0.23177294433116913,0.2852049767971039,0.281158447265625,0.17519302666187286,0.1724986582994461,0.14927221834659576,0.16891200840473175,0.20863397419452667,0.18556174635887146,0.2083580046892166,0.2040395885705948,0.15956749022006989,0.32252734899520874
for,0.3017193675041199,0.43268078565597534,0.4236139953136444,0.4451248347759247,0.25018659234046936,0.17841768264770508,0.24106808006763458,0.20941852033138275,0.4322226941585541,0.4739971458911896,0.1439160704612732,0.4185989499092102,0.3236706852912903,0.23012496531009674,0.264628142118454
forces,0.2112482488155365,0.18792390823364258,0.15227629244327545,0.2581802308559418,0.20146091282367706,0.17438571155071259,0.12805931270122528,0.2040027678012848,0.2565164566040039,0.3134811818599701,0.0973762795329094,0.3090144991874695,0.16929563879966736,0.23975132405757904,0.16984491050243378
that,0.6297725439071655,0.3995479643344879,0.37621384859085083,0.5436353087425232,0.3741362988948822,0.22265294194221497,0.2808297276496887,0.2566552460193634,0.435920387506485,0.5473989248275757,0.20829114317893982,0.41498205065727234,0.365763783454895,0.3378750681877136,0.32716336846351624
cause,0.24883218109607697,0.218277707695961,0.3019976019859314,0.3172815442085266,0.28980547189712524,0.11520104855298996,0.1577020287513733,0.19818590581417084,0.24822883307933807,0.2551237642765045,0.1680392473936081,0.25979894399642944,0.22220543026924133,0.27347037196159363,0.240532785654068
all,0.41981086134910583,0.2553904056549072,0.2536942958831787,0.42520734667778015,0.23295162618160248,0.20699405670166016,0.2556755244731903,0.19650433957576752,0.3335905969142914,0.4860881567001343,0.15756390988826752,0.42798417806625366,0.1916661262512207,0.14595218002796173,0.29575422406196594
strains,0.16519658267498016,0.2170865535736084,0.27125003933906555,0.2623961269855499,0.23644429445266724,0.223015695810318,0.1316373199224472,0.1635056436061859,0.21450969576835632,0.21299296617507935,0.17592070996761322,0.23471179604530334,0.11183781176805496,0.19080297648906708,0.11230511963367462
(,0.2411840260028839,0.35393038392066956,0.19005385041236877,0.30882009863853455,0.19454209506511688,0.16738106310367584,0.22324657440185547,0.18064655363559723,0.3087427020072937,0.33289089798927307,0.21936368942260742,0.35032153129577637,0.286407470703125,0.13700400292873383,0.40561532974243164
deformations,0.23782306909561157,0.26129794120788574,0.2527448236942291,0.31449681520462036,0.3564761281013489,0.15536239743232727,0.22192628681659698,0.2024606466293335,0.2552616596221924,0.2925214469432831,0.24019452929496765,0.27555882930755615,0.19752657413482666,0.3166002333164215,0.18067105114459991
),0.26259949803352356,0.37732169032096863,0.1905621439218521,0.31236231327056885,0.1964477151632309,0.17981074750423431,0.23834258317947388,0.18319392204284668,0.3326910734176636,0.3456730246543884,0.20224043726921082,0.3680361211299896,0.2873353958129883,0.13732478022575378,0.42300865054130554
including,0.18328791856765747,0.25093933939933777,0.2749961316585541,0.24006329476833344,0.16620546579360962,0.14765073359012604,0.18607214093208313,0.25492727756500244,0.35857823491096497,0.3738902807235718,0.20196640491485596,0.44195112586021423,0.13861823081970215,0.06930049508810043,0.1633303165435791
also,0.42747777700424194,0.5012649297714233,0.45273035764694214,0.5348826050758362,0.2981197237968445,0.206186905503273,0.2570226192474365,0.3104795813560486,0.5073733329772949,0.6021018624305725,0.17972639203071594,0.4924938678741455,0.36835694313049316,0.22071200609207153,0.21848613023757935
tensile,0.2526889741420746,0.218435600399971,0.335325688123703,0.2544419467449188,0.3088110089302063,0.10885628312826157,0.1435767263174057,0.17672070860862732,0.24763210117816925,0.24437905848026276,0.27619731426239014,0.2521134316921234,0.15522445738315582,0.3654753267765045,0.15161055326461792
stresses,0.29687491059303284,0.21022464334964752,0.3167961835861206,0.32487428188323975,0.2741752862930298,0.1712617576122284,0.17105701565742493,0.11691272258758545,0.20067670941352844,0.2684799134731293,0.1739521324634552,0.25368398427963257,0.12799257040023804,0.2710306942462921,0.20437157154083252
and,0.31309178471565247,0.3859752118587494,0.3150506615638733,0.48971283435821533,0.22444967925548553,0.25427764654159546,0.262373685836792,0.3044000566005707,0.4954058527946472,0.5171257257461548,0.2648514211177826,0.5116966962814331,0.2838519215583801,0.17470528185367584,0.20544172823429108
compressions,0.23625226318836212,0.25126591324806213,0.3572002053260803,0.24232500791549683,0.3408457934856415,0.09292088449001312,0.2373691350221634,0.20000149309635162,0.17787739634513855,0.2612311542034149,0.30083614587783813,0.3065299689769745,0.22700199484825134,0.3366488218307495,0.22129963338375092
.,0.3567904531955719,0.4569662809371948,0.33111312985420227,0.4645031690597534,0.2540859878063202,0.20566852390766144,0.26206159591674805,0.2760866582393646,0.5591574311256409,0.5934505462646484,0.2695035934448242,0.5352458953857422,0.3581749200820923,0.22102774679660797,0.4130953550338745
