,how,many,plant,species,make,up,the,total,in,the,rainforest,?
",",0.22659391164779663,0.40610817074775696,0.25194862484931946,0.2223871648311615,0.324553906917572,0.34193792939186096,0.4933079481124878,0.25815486907958984,0.5201468467712402,0.4933079481124878,0.2737860679626465,0.31091248989105225
428,-0.14090731739997864,-0.09239741414785385,-0.1429089456796646,-0.15817634761333466,-0.1994406282901764,-0.3118025064468384,-0.23876549303531647,-0.2689265012741089,-0.19688504934310913,-0.23876549303531647,-0.2914218008518219,-0.14439550042152405
amphibians,0.16425742208957672,0.23087944090366364,0.29599836468696594,0.5769056677818298,0.22511641681194305,0.1346646547317505,0.2568071782588959,0.18712472915649414,0.25579649209976196,0.2568071782588959,0.40142014622688293,0.19058775901794434
",",0.22659391164779663,0.40610817074775696,0.25194862484931946,0.2223871648311615,0.324553906917572,0.34193792939186096,0.4933079481124878,0.25815486907958984,0.5201468467712402,0.4933079481124878,0.2737860679626465,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2409428209066391,0.23547904193401337,0.4160483181476593,0.4032393991947174,0.5171257257461548,0.2520328164100647,0.4954058527946472,0.5171257257461548,0.26834338903427124,0.20544172823429108
378,-0.01812516152858734,0.025058982893824577,-0.015577737241983414,-0.04614562541246414,-0.06497230380773544,-0.07035086303949356,-0.023481857031583786,0.023426737636327744,-0.032691046595573425,-0.023481857031583786,0.0210826825350523,0.046226855367422104
reptiles,0.14172667264938354,0.21379581093788147,0.27071094512939453,0.5270869135856628,0.14995725452899933,0.17285022139549255,0.24662268161773682,0.124672070145607,0.24236735701560974,0.24662268161773682,0.41240379214286804,0.17827048897743225
have,0.4370637536048889,0.5841760635375977,0.23837271332740784,0.3239450752735138,0.49406614899635315,0.34569859504699707,0.40389683842658997,0.2702822685241699,0.36843645572662354,0.40389683842658997,0.29352760314941406,0.32991164922714233
been,0.26456597447395325,0.4963826537132263,0.22371040284633636,0.2805362343788147,0.25218355655670166,0.22395798563957214,0.3563927710056305,0.2522866129875183,0.3515113592147827,0.3563927710056305,0.21264642477035522,0.24354910850524902
scientifically,0.31736499071121216,0.3429009020328522,0.30941811203956604,0.36014577746391296,0.29294830560684204,0.14725691080093384,0.33359766006469727,0.06325557827949524,0.21876095235347748,0.33359766006469727,0.27542874217033386,0.1720270961523056
classified,0.18867139518260956,0.23633348941802979,0.24351932108402252,0.33646976947784424,0.1908808946609497,0.12444232404232025,0.24516408145427704,0.15067042410373688,0.19124440848827362,0.24516408145427704,0.23366543650627136,0.1583244353532791
in,0.2601168751716614,0.41474202275276184,0.2597269117832184,0.2179255336523056,0.268858402967453,0.3120773434638977,0.6662389636039734,0.27667245268821716,1.0,0.6662389636039734,0.2207682877779007,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.28395459055900574,0.2522439956665039,0.3146495521068573,0.38423117995262146,1.0,0.27068960666656494,0.6662389636039734,1.0,0.2571161389350891,0.22068053483963013
region,0.15155482292175293,0.17234529554843903,0.1843220591545105,0.22915275394916534,0.10877010226249695,0.13360334932804108,0.35020557045936584,0.18781934678554535,0.3524819314479828,0.35020557045936584,0.25668972730636597,0.13441751897335052
.,0.3287222981452942,0.3974229395389557,0.25658002495765686,0.25772613286972046,0.3547073304653168,0.351434588432312,0.5934505462646484,0.2295650690793991,0.5591574311256409,0.5934505462646484,0.25713270902633667,0.4130953550338745
