,enr,used,data,on,what,to,rank,top,400,firms,as,heavy,contractors,?
data,0.1885245144367218,0.1849888116121292,1.0,0.18273964524269104,0.23453554511070251,0.24776634573936462,0.20819172263145447,0.1634594202041626,0.041842833161354065,0.14990180730819702,0.17336879670619965,0.0513395331799984,0.17154303193092346,0.17909851670265198
on,0.198894202709198,0.24785758554935455,0.18273964524269104,0.9999999403953552,0.34226128458976746,0.41031414270401,0.13715727627277374,0.30151405930519104,0.17637258768081665,0.17484743893146515,0.36047765612602234,0.27002978324890137,0.2069595903158188,0.2714994251728058
transportation,0.23211701214313507,0.31660833954811096,0.2223808616399765,0.2321624606847763,0.20306137204170227,0.2706189453601837,0.12381032109260559,0.10114050656557083,0.07315876334905624,0.3608015477657318,0.25529980659484863,0.25280624628067017,0.41806626319885254,0.1712278425693512
",",0.2862779200077057,0.3120402991771698,0.22224515676498413,0.49057599902153015,0.3087472915649414,0.44245919585227966,0.2213623821735382,0.2270241379737854,0.15647920966148376,0.20413024723529816,0.48816442489624023,0.2612200081348419,0.23319727182388306,0.31091248989105225
sewer,0.13725681602954865,0.20494985580444336,0.17788176238536835,0.18193790316581726,0.12571045756340027,0.2893647849559784,0.15553145110607147,0.17024146020412445,0.09278374165296555,0.18060511350631714,0.23289577662944794,0.18085519969463348,0.259257048368454,0.12469714134931564
",",0.2862779200077057,0.3120402991771698,0.22224515676498413,0.49057599902153015,0.3087472915649414,0.44245919585227966,0.2213623821735382,0.2270241379737854,0.15647920966148376,0.20413024723529816,0.48816442489624023,0.2612200081348419,0.23319727182388306,0.31091248989105225
hazardous,0.18584281206130981,0.31193214654922485,0.24460110068321228,0.19285739958286285,0.23861932754516602,0.24356551468372345,0.18613576889038086,0.1279073804616928,-0.012433289550244808,0.24254684150218964,0.2237652987241745,0.3090648353099823,0.23205165565013885,0.22520703077316284
waste,0.2177400290966034,0.21589826047420502,0.20169875025749207,0.1490848958492279,0.28944942355155945,0.23860110342502594,0.07312394678592682,0.1729380488395691,0.076176717877388,0.21213622391223907,0.22749654948711395,0.28925397992134094,0.26767513155937195,0.299444317817688
and,0.28966188430786133,0.3150506615638733,0.23368559777736664,0.4077630043029785,0.31309178471565247,0.48971283435821533,0.22482313215732574,0.281191349029541,0.13105513155460358,0.2894735038280487,0.49487000703811646,0.3313291370868683,0.23777733743190765,0.20544172823429108
water,0.23397080600261688,0.2721066176891327,0.19911877810955048,0.18117135763168335,0.17456887662410736,0.27858173847198486,0.14235039055347443,0.18907198309898376,0.040908586233854294,0.19666016101837158,0.21305090188980103,0.297349750995636,0.22959685325622559,0.14731885492801666
to,0.2570258378982544,0.40058770775794983,0.24776634573936462,0.41031414270401,0.455847829580307,1.0,0.20706985890865326,0.20897358655929565,0.0779322162270546,0.24817463755607605,0.42092081904411316,0.21586324274539948,0.30616363883018494,0.29463258385658264
rank,0.28031423687934875,0.16864588856697083,0.20819172263145447,0.13715727627277374,0.12340971827507019,0.20706985890865326,1.0,0.27692174911499023,0.036993786692619324,0.1174679771065712,0.24710200726985931,0.07906174659729004,0.10036665946245193,0.16137325763702393
firms,0.2843554615974426,0.2567225396633148,0.14990180730819702,0.17484743893146515,0.19687598943710327,0.24817463755607605,0.1174679771065712,0.17507411539554596,0.010825964622199535,0.9999998807907104,0.28902846574783325,0.17475757002830505,0.4333948493003845,0.1337330937385559
as,0.2658219635486603,0.35160550475120544,0.17336879670619965,0.36047765612602234,0.31749409437179565,0.42092081904411316,0.24710200726985931,0.22510649263858795,0.07111987471580505,0.28902846574783325,1.0,0.18885937333106995,0.21194200217723846,0.27043893933296204
heavy,0.19913944602012634,0.27070632576942444,0.0513395331799984,0.27002978324890137,0.19175288081169128,0.21586324274539948,0.07906174659729004,0.1766199767589569,0.12180876731872559,0.17475757002830505,0.18885937333106995,0.9999998807907104,0.2745889127254486,0.16717074811458588
contractors,0.2608242630958557,0.28647539019584656,0.17154303193092346,0.2069595903158188,0.23078002035617828,0.30616363883018494,0.10036665946245193,0.12456353008747101,0.00040321375126950443,0.4333948493003845,0.21194200217723846,0.2745889127254486,1.0,0.10574613511562347
.,0.22458942234516144,0.33111312985420227,0.24345596134662628,0.49257001280784607,0.3567904531955719,0.4645031690597534,0.25294268131256104,0.3064132034778595,0.1989181786775589,0.1992122232913971,0.515582263469696,0.23141726851463318,0.1957954317331314,0.4130953550338745
