,in,what,type,of,water,does,oxygen,dissolve,more,slowly,?
of,0.5696388483047485,0.33290785551071167,0.18112817406654358,1.0,0.2741255462169647,0.3119818866252899,0.16848602890968323,0.23773184418678284,0.30478984117507935,0.1848812997341156,0.1826142966747284
air,0.22172939777374268,0.10361403971910477,0.12512008845806122,0.24196814000606537,0.4309055507183075,0.21604882180690765,0.3506372570991516,0.2521752715110779,0.1834459751844406,0.2123652845621109,0.1491677612066269
",",0.5201468467712402,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26706066727638245,0.28617382049560547,0.21812842786312103,0.2445915788412094,0.3696524500846863,0.23209774494171143,0.31091248989105225
freshwater,0.24865765869617462,0.17236828804016113,0.23152770102024078,0.30244216322898865,0.600524365901947,0.18365435302257538,0.3050868809223175,0.24427741765975952,0.21199098229408264,0.23870010673999786,0.1526603251695633
contains,0.28116101026535034,0.14236655831336975,0.20380017161369324,0.34575599431991577,0.2662709057331085,0.30033645033836365,0.24797163903713226,0.2601136267185211,0.27161115407943726,0.1592782884836197,0.15215006470680237
about,0.39797019958496094,0.47976887226104736,0.1371919810771942,0.40939709544181824,0.24728088080883026,0.26877498626708984,0.1566355675458908,0.10044814646244049,0.4194578528404236,0.283262699842453,0.302409827709198
6.04,-0.10892920941114426,-0.035175539553165436,-0.1182648167014122,-0.14193162322044373,-0.0722215473651886,-0.028087908402085304,-0.0690583884716034,-0.08008112013339996,-0.03411240503191948,-0.03922872245311737,0.002350542461499572
milliliters,0.24253158271312714,0.24231047928333282,0.20584383606910706,0.25899773836135864,0.404888391494751,0.250047504901886,0.38237324357032776,0.29857245087623596,0.38788726925849915,0.2912611663341522,0.24152451753616333
(,0.3087427020072937,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.16755586862564087,0.2728188931941986,0.189798504114151,0.19594837725162506,0.20831379294395447,0.12103556841611862,0.40561532974243164
ml,0.12743212282657623,0.18363431096076965,0.15172745287418365,0.12154551595449448,0.29117146134376526,0.20839038491249084,0.23387938737869263,0.2558386027812958,0.20633071660995483,0.16940709948539734,0.2658554017543793
),0.3326910734176636,0.26259949803352356,0.18612703680992126,0.3680361211299896,0.18243473768234253,0.2575884759426117,0.19541971385478973,0.19431711733341217,0.23179085552692413,0.1094762533903122,0.42300865054130554
of,0.5696388483047485,0.33290785551071167,0.18112817406654358,1.0,0.2741255462169647,0.3119818866252899,0.16848602890968323,0.23773184418678284,0.30478984117507935,0.1848812997341156,0.1826142966747284
oxygen,0.1672476977109909,0.16781960427761078,0.16191279888153076,0.16848602890968323,0.4692627191543579,0.2380215972661972,0.9999999403953552,0.4577314853668213,0.265546053647995,0.285806804895401,0.16786395013332367
per,0.1975519210100174,0.21384303271770477,0.14323551952838898,0.17468707263469696,0.16320933401584625,0.22441036999225616,0.17509418725967407,0.053006138652563095,0.2704499363899231,0.1445101499557495,0.22323818504810333
liter,0.19433845579624176,0.110038161277771,0.2145031988620758,0.16679181158542633,0.3927222788333893,0.22112317383289337,0.32957392930984497,0.3016986846923828,0.25293922424316406,0.20526741445064545,0.20543551445007324
",",0.5201468467712402,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26706066727638245,0.28617382049560547,0.21812842786312103,0.2445915788412094,0.3696524500846863,0.23209774494171143,0.31091248989105225
whereas,0.27898839116096497,0.32338035106658936,0.21191877126693726,0.34012725949287415,0.2618599534034729,0.29863831400871277,0.23201458156108856,0.2669401466846466,0.4180046021938324,0.26436737179756165,0.1950923502445221
seawater,0.22916553914546967,0.20096004009246826,0.1798819899559021,0.25066855549812317,0.7707866430282593,0.28559041023254395,0.47563767433166504,0.43465250730514526,0.30736228823661804,0.3635200560092926,0.1952858418226242
contains,0.28116101026535034,0.14236655831336975,0.20380017161369324,0.34575599431991577,0.2662709057331085,0.30033645033836365,0.24797163903713226,0.2601136267185211,0.27161115407943726,0.1592782884836197,0.15215006470680237
about,0.39797019958496094,0.47976887226104736,0.1371919810771942,0.40939709544181824,0.24728088080883026,0.26877498626708984,0.1566355675458908,0.10044814646244049,0.4194578528404236,0.283262699842453,0.302409827709198
4.95,0.10943751782178879,0.09122190624475479,-0.045721907168626785,0.11886082589626312,-0.029057633131742477,0.07555980980396271,0.020184511318802834,0.13367816805839539,-0.07256244122982025,0.06924356520175934,0.021842971444129944
ml,0.12743212282657623,0.18363431096076965,0.15172745287418365,0.12154551595449448,0.29117146134376526,0.20839038491249084,0.23387938737869263,0.2558386027812958,0.20633071660995483,0.16940709948539734,0.2658554017543793
per,0.1975519210100174,0.21384303271770477,0.14323551952838898,0.17468707263469696,0.16320933401584625,0.22441036999225616,0.17509418725967407,0.053006138652563095,0.2704499363899231,0.1445101499557495,0.22323818504810333
liter,0.19433845579624176,0.110038161277771,0.2145031988620758,0.16679181158542633,0.3927222788333893,0.22112317383289337,0.32957392930984497,0.3016986846923828,0.25293922424316406,0.20526741445064545,0.20543551445007324
.,0.5591574311256409,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.26634910702705383,0.3022993505001068,0.2554275095462799,0.25611501932144165,0.4070230722427368,0.261324405670166,0.4130953550338745
,in,what,type,of,water,does,oxygen,dissolve,more,slowly,?
at,0.4374977946281433,0.2838611304759979,0.15147243440151215,0.42558613419532776,0.14569826424121857,0.17465277016162872,0.1428557187318802,0.12497928738594055,0.2627858817577362,0.20466163754463196,0.21978627145290375
5,0.0862177163362503,0.09269922226667404,0.114640973508358,0.1043979674577713,0.11465507745742798,0.10162957012653351,0.12314563989639282,0.13184551894664764,0.0770864337682724,0.023000890389084816,0.06222071498632431
°c,0.19822709262371063,0.2101275473833084,0.13626958429813385,0.11791849136352539,0.37177908420562744,0.19158126413822174,0.361249715089798,0.32277995347976685,0.1861342489719391,0.25171181559562683,0.2095707356929779
the,0.6662389636039734,0.42745697498321533,0.21819381415843964,0.733189046382904,0.297396719455719,0.35928019881248474,0.20428593456745148,0.24624618887901306,0.39758381247520447,0.30282843112945557,0.22068053483963013
solubility,0.1414058804512024,0.1855776160955429,0.2960001528263092,0.17882999777793884,0.46687960624694824,0.26744410395622253,0.4938720762729645,0.48577579855918884,0.2516748905181885,0.2504703104496002,0.21849468350410461
increases,0.2302049696445465,0.23849372565746307,0.2283170521259308,0.3793904483318329,0.3157815635204315,0.3296316862106323,0.3400064706802368,0.24916158616542816,0.4102316200733185,0.3497875928878784,0.10270863026380539
to,0.45010748505592346,0.455847829580307,0.19930607080459595,0.41548454761505127,0.27858173847198486,0.4391997456550598,0.24193501472473145,0.253024697303772,0.47084665298461914,0.3484264612197876,0.29463258385658264
9.0,0.06452711671590805,-0.002052588388323784,0.0523531399667263,0.10874216258525848,0.03941622003912926,0.0010217343224212527,0.010354639030992985,-0.09973472356796265,-0.06522902846336365,0.06801057606935501,-0.1338510364294052
ml,0.12743212282657623,0.18363431096076965,0.15172745287418365,0.12154551595449448,0.29117146134376526,0.20839038491249084,0.23387938737869263,0.2558386027812958,0.20633071660995483,0.16940709948539734,0.2658554017543793
(,0.3087427020072937,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.16755586862564087,0.2728188931941986,0.189798504114151,0.19594837725162506,0.20831379294395447,0.12103556841611862,0.40561532974243164
50,0.021892361342906952,-0.04124141484498978,-0.036126986145973206,0.006577443331480026,-0.03362172842025757,0.00387978064827621,-0.03149377182126045,0.017391351982951164,0.03748876973986626,-0.005164287984371185,0.030512850731611252
%,0.19465309381484985,0.20738190412521362,0.21680237352848053,0.19953428208827972,0.18794424831867218,0.1996830552816391,0.25139331817626953,0.15336790680885315,0.26588889956474304,0.21363666653633118,0.21441808342933655
more,0.32563260197639465,0.3484537899494171,0.2277899980545044,0.30478984117507935,0.2764609456062317,0.2897747755050659,0.265546053647995,0.21968066692352295,1.0,0.3492843210697174,0.27894994616508484
than,0.3270052373409271,0.29388150572776794,0.21065692603588104,0.33036211133003235,0.26151132583618164,0.32178643345832825,0.25305241346359253,0.17559649050235748,0.726518988609314,0.26893991231918335,0.24917294085025787
at,0.4374977946281433,0.2838611304759979,0.15147243440151215,0.42558613419532776,0.14569826424121857,0.17465277016162872,0.1428557187318802,0.12497928738594055,0.2627858817577362,0.20466163754463196,0.21978627145290375
25,0.14793018996715546,0.12916474044322968,0.0897132158279419,0.13541533052921295,0.013088993728160858,0.049101024866104126,0.09609903395175934,0.05970961973071098,0.12278630584478378,0.11118920147418976,0.09614268690347672
°c,0.19822709262371063,0.2101275473833084,0.13626958429813385,0.11791849136352539,0.37177908420562744,0.19158126413822174,0.361249715089798,0.32277995347976685,0.1861342489719391,0.25171181559562683,0.2095707356929779
),0.3326910734176636,0.26259949803352356,0.18612703680992126,0.3680361211299896,0.18243473768234253,0.2575884759426117,0.19541971385478973,0.19431711733341217,0.23179085552692413,0.1094762533903122,0.42300865054130554
per,0.1975519210100174,0.21384303271770477,0.14323551952838898,0.17468707263469696,0.16320933401584625,0.22441036999225616,0.17509418725967407,0.053006138652563095,0.2704499363899231,0.1445101499557495,0.22323818504810333
liter,0.19433845579624176,0.110038161277771,0.2145031988620758,0.16679181158542633,0.3927222788333893,0.22112317383289337,0.32957392930984497,0.3016986846923828,0.25293922424316406,0.20526741445064545,0.20543551445007324
for,0.4322226941585541,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.189085453748703,0.35159170627593994,0.22718772292137146,0.18124055862426758,0.3891189992427826,0.18557056784629822,0.264628142118454
water,0.23966141045093536,0.17456887662410736,0.20635251700878143,0.2741255462169647,0.9999998807907104,0.29202038049697876,0.4692627191543579,0.45999687910079956,0.2764609456062317,0.35102465748786926,0.14731885492801666
and,0.4954058527946472,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.3054247498512268,0.3461615741252899,0.22261030972003937,0.2523328363895416,0.39880692958831787,0.31376901268959045,0.20544172823429108
7.2,0.014782439917325974,-0.035147178918123245,-0.00036893412470817566,0.026742124930024147,-0.05098280310630798,-0.06855230033397675,-0.039837971329689026,-0.016543522477149963,0.004776118788868189,0.0015329562593251467,-0.006701039616018534
ml,0.12743212282657623,0.18363431096076965,0.15172745287418365,0.12154551595449448,0.29117146134376526,0.20839038491249084,0.23387938737869263,0.2558386027812958,0.20633071660995483,0.16940709948539734,0.2658554017543793
(,0.3087427020072937,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.16755586862564087,0.2728188931941986,0.189798504114151,0.19594837725162506,0.20831379294395447,0.12103556841611862,0.40561532974243164
45,0.05398287624120712,-0.030887525528669357,0.04143524169921875,-0.021060984581708908,-0.061664655804634094,0.06000017374753952,-0.02853432670235634,0.10030362010002136,0.0184410959482193,0.07538838684558868,-0.01282194908708334
%,0.19465309381484985,0.20738190412521362,0.21680237352848053,0.19953428208827972,0.18794424831867218,0.1996830552816391,0.25139331817626953,0.15336790680885315,0.26588889956474304,0.21363666653633118,0.21441808342933655
more,0.32563260197639465,0.3484537899494171,0.2277899980545044,0.30478984117507935,0.2764609456062317,0.2897747755050659,0.265546053647995,0.21968066692352295,1.0,0.3492843210697174,0.27894994616508484
),0.3326910734176636,0.26259949803352356,0.18612703680992126,0.3680361211299896,0.18243473768234253,0.2575884759426117,0.19541971385478973,0.19431711733341217,0.23179085552692413,0.1094762533903122,0.42300865054130554
per,0.1975519210100174,0.21384303271770477,0.14323551952838898,0.17468707263469696,0.16320933401584625,0.22441036999225616,0.17509418725967407,0.053006138652563095,0.2704499363899231,0.1445101499557495,0.22323818504810333
liter,0.19433845579624176,0.110038161277771,0.2145031988620758,0.16679181158542633,0.3927222788333893,0.22112317383289337,0.32957392930984497,0.3016986846923828,0.25293922424316406,0.20526741445064545,0.20543551445007324
for,0.4322226941585541,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.189085453748703,0.35159170627593994,0.22718772292137146,0.18124055862426758,0.3891189992427826,0.18557056784629822,0.264628142118454
sea,0.2302369773387909,0.19525039196014404,0.11098261177539825,0.2707739472389221,0.38078996539115906,0.12523514032363892,0.20720016956329346,0.19519421458244324,0.17451657354831696,0.26298120617866516,0.15551945567131042
water,0.23966141045093536,0.17456887662410736,0.20635251700878143,0.2741255462169647,0.9999998807907104,0.29202038049697876,0.4692627191543579,0.45999687910079956,0.2764609456062317,0.35102465748786926,0.14731885492801666
.,0.5591574311256409,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.26634910702705383,0.3022993505001068,0.2554275095462799,0.25611501932144165,0.4070230722427368,0.261324405670166,0.4130953550338745
