,who,did,the,mongols,bring,to,china,as,administrators,?
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.26664721965789795,0.2407366931438446,0.44245919585227966,0.27650898694992065,0.48816442489624023,0.27954280376434326,0.31091248989105225
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.31620702147483826,0.535392165184021,0.3110525608062744,0.48381632566452026,0.25064438581466675,0.22068053483963013
mongols,0.2709572911262512,0.21908389031887054,0.310281366109848,0.9999999403953552,0.18570426106452942,0.230276957154274,0.47622933983802795,0.19857051968574524,0.15054452419281006,0.11517509818077087
also,0.47919341921806335,0.39334940910339355,0.6021018624305725,0.2262321263551712,0.2855348289012909,0.5348826050758362,0.27718913555145264,0.5774298906326294,0.24932527542114258,0.21848613023757935
sent,0.33813023567199707,0.3411059081554413,0.3010627329349518,0.24949276447296143,0.3020856976509094,0.34694167971611023,0.15535691380500793,0.22528579831123352,0.22781182825565338,0.10903520882129669
han,0.24822920560836792,0.15681569278240204,0.253618985414505,0.42487093806266785,0.12665575742721558,0.14111210405826569,0.5508403778076172,0.2899182438850403,0.06290127336978912,0.17129439115524292
chinese,0.2538459002971649,0.19065357744693756,0.2785343527793884,0.37191540002822876,0.1426101177930832,0.17416036128997803,0.6621482372283936,0.2490641176700592,0.14210455119609833,0.20843194425106049
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.2535054385662079,0.33058565855026245,0.48971283435821533,0.27966102957725525,0.49487000703811646,0.25916916131973267,0.20544172823429108
khitans,0.3482341170310974,0.2503967583179474,0.31570494174957275,0.6117023825645447,0.24996723234653473,0.22811976075172424,0.3700573146343231,0.17673738300800323,0.25253820419311523,0.19248004257678986
from,0.27839982509613037,0.20248863101005554,0.40150508284568787,0.22836752235889435,0.2240050733089447,0.4069952368736267,0.17287437617778778,0.3251767158508301,0.18910789489746094,0.19969791173934937
china,0.17514774203300476,0.16472692787647247,0.3110525608062744,0.47622933983802795,0.15509836375713348,0.1938052773475647,1.0000001192092896,0.22077526152133942,0.14670300483703613,0.18007943034172058
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.230276957154274,0.4213464558124542,1.0,0.1938052773475647,0.42092081904411316,0.335151344537735,0.29463258385658264
serve,0.2677389681339264,0.19442126154899597,0.2749462425708771,0.03986966237425804,0.32333317399024963,0.3411368131637573,0.12177647650241852,0.3768509030342102,0.2792872488498688,0.19925682246685028
as,0.3923053741455078,0.3596470057964325,0.48381632566452026,0.19857051968574524,0.2474443018436432,0.42092081904411316,0.22077526152133942,1.0,0.24259576201438904,0.27043893933296204
administrators,0.35199111700057983,0.261831670999527,0.25064438581466675,0.15054452419281006,0.20632068812847137,0.335151344537735,0.14670300483703613,0.24259576201438904,0.9999998807907104,0.3605874478816986
over,0.316001296043396,0.2535076439380646,0.39856547117233276,0.23878483474254608,0.3057137131690979,0.38635820150375366,0.24987012147903442,0.3506779670715332,0.2497532069683075,0.25742942094802856
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.31620702147483826,0.535392165184021,0.3110525608062744,0.48381632566452026,0.25064438581466675,0.22068053483963013
muslim,0.35183024406433105,0.2098924219608307,0.28099653124809265,0.38748684525489807,0.19143950939178467,0.2551989257335663,0.2676704525947571,0.22233983874320984,0.2514050602912903,0.17456822097301483
population,0.1931699961423874,0.0652005523443222,0.32044094800949097,0.26570725440979004,0.09301881492137909,0.19776633381843567,0.1775902509689331,0.22002090513706207,0.20370063185691833,0.14449454843997955
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.22694018483161926,0.2299850881099701,0.45010748505592346,0.267821341753006,0.3887844979763031,0.154352605342865,0.20430970191955566
bukhara,0.22850756347179413,0.12337426841259003,0.279489129781723,0.5454793572425842,0.11748193949460983,0.1593388020992279,0.43943649530410767,0.20678453147411346,0.13031388819217682,0.10820566117763519
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.22694018483161926,0.2299850881099701,0.45010748505592346,0.267821341753006,0.3887844979763031,0.154352605342865,0.20430970191955566
central,0.14618510007858276,0.14962437748908997,0.3417201042175293,0.20366254448890686,0.13057228922843933,0.21511952579021454,0.28471922874450684,0.1581166535615921,0.1691526621580124,0.14787602424621582
asia,0.21031607687473297,0.19509263336658478,0.2838890850543976,0.34423312544822693,0.23211124539375305,0.22411112487316132,0.46331700682640076,0.18690064549446106,0.0981646329164505,0.1340748518705368
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.26664721965789795,0.2407366931438446,0.44245919585227966,0.27650898694992065,0.48816442489624023,0.27954280376434326,0.31091248989105225
using,0.24094825983047485,0.25429773330688477,0.28364112973213196,0.11272663623094559,0.20286689698696136,0.3678804934024811,0.20408087968826294,0.31195345520973206,0.1900949627161026,0.2804589569568634
foreigners,0.35020408034324646,0.2157651036977768,0.26492583751678467,0.34201470017433167,0.22229371964931488,0.28533899784088135,0.39442017674446106,0.24376462399959564,0.29004141688346863,0.21385401487350464
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.230276957154274,0.4213464558124542,1.0,0.1938052773475647,0.42092081904411316,0.335151344537735,0.29463258385658264
curtail,0.20523852109909058,0.17084519565105438,0.26653674244880676,0.17888422310352325,0.18058376014232635,0.19085484743118286,0.1768224835395813,0.2708030045032501,0.20094573497772217,0.23139739036560059
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.31620702147483826,0.535392165184021,0.3110525608062744,0.48381632566452026,0.25064438581466675,0.22068053483963013
power,0.25855374336242676,0.2120266556739807,0.2647338807582855,0.19168581068515778,0.19758331775665283,0.27001675963401794,0.14434294402599335,0.20748355984687805,0.20384790003299713,0.15304024517536163
of,0.2827862501144409,0.2513895630836487,0.733189046382904,0.23517343401908875,0.300091028213501,0.41548454761505127,0.27699828147888184,0.3886612355709076,0.22883084416389465,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.31620702147483826,0.535392165184021,0.3110525608062744,0.48381632566452026,0.25064438581466675,0.22068053483963013
local,0.20416545867919922,0.1319427639245987,0.2130540907382965,0.08949250727891922,0.16930407285690308,0.2207600325345993,0.09188283979892731,0.21087346971035004,0.22413688898086548,0.15022775530815125
peoples,0.3008027672767639,0.20245550572872162,0.3388310670852661,0.4200243353843689,0.25226977467536926,0.2922554910182953,0.2901234030723572,0.24019794166088104,0.2857400178909302,0.2085462063550949
of,0.2827862501144409,0.2513895630836487,0.733189046382904,0.23517343401908875,0.300091028213501,0.41548454761505127,0.27699828147888184,0.3886612355709076,0.22883084416389465,0.1826142966747284
both,0.31663915514945984,0.34255191683769226,0.4931981563568115,0.1959283947944641,0.25590816140174866,0.3897709250450134,0.1788860410451889,0.42436254024505615,0.18089090287685394,0.19455738365650177
lands,0.2320604920387268,0.16305740177631378,0.3190511167049408,0.3175234794616699,0.1647007018327713,0.285159707069397,0.17065608501434326,0.1730431765317917,0.1775873750448227,0.10082722455263138
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.1921418309211731,0.2875753343105316,0.4645031690597534,0.2979343831539154,0.515582263469696,0.27061358094215393,0.4130953550338745
