,what,is,an,islamic,revival,movement,?
islamic,0.2204568088054657,0.17644661664962769,0.19264791905879974,0.9999999403953552,0.2676723301410675,0.28920450806617737,0.1692383587360382
revival,0.17674529552459717,0.19539782404899597,0.2065889537334442,0.2676723301410675,1.0,0.33622223138809204,0.09967152029275894
movement,0.23934946954250336,0.20353496074676514,0.2055855393409729,0.28920450806617737,0.33622223138809204,1.0,0.1423349231481552
often,0.3849453330039978,0.3856629431247711,0.18115736544132233,0.20420993864536285,0.22211416065692902,0.30640751123428345,0.23748154938220978
characterized,0.20582014322280884,0.26732131838798523,0.197162926197052,0.22593507170677185,0.2270122915506363,0.32188379764556885,0.03949757292866707
by,0.2455483376979828,0.3899846076965332,0.2719563841819763,0.1815912425518036,0.24192027747631073,0.20122553408145905,0.17966607213020325
moral,0.3679145574569702,0.1767876297235489,0.12254605442285538,0.28670546412467957,0.21070413291454315,0.19948936998844147,0.2608962953090668
conservatism,0.25230586528778076,0.20355960726737976,0.21450026333332062,0.34361639618873596,0.30110108852386475,0.4306845963001251,0.18033502995967865
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.20175659656524658,0.2530691921710968,0.1862073689699173,0.31091248989105225
literalism,0.2864935100078583,0.22279193997383118,0.14883039891719818,0.3191652297973633,0.27652230858802795,0.4138827323913574,0.22819064557552338
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.20175659656524658,0.2530691921710968,0.1862073689699173,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.2192772477865219,0.2417616993188858,0.2837696671485901,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.27231070399284363,0.30452626943588257,0.339571475982666,0.22068053483963013
attempt,0.2411041408777237,0.15496763586997986,0.20525622367858887,0.19906644523143768,0.09163790196180344,0.22145508229732513,0.16559520363807678
``,0.008517155423760414,0.058766357600688934,0.03770720958709717,0.12120585143566132,-0.07506430894136429,0.12191136181354523,0.0685480609536171
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.1969100832939148,0.18364080786705017,0.2780168950557709,0.29463258385658264
implement,0.2990741729736328,0.2805929481983185,0.21729984879493713,0.207100510597229,0.22292667627334595,0.21878187358379364,0.24488528072834015
islamic,0.2204568088054657,0.17644661664962769,0.19264791905879974,0.9999999403953552,0.2676723301410675,0.28920450806617737,0.1692383587360382
values,0.28629231452941895,0.22639602422714233,0.1969766467809677,0.2306818813085556,0.15420176088809967,0.15124240517616272,0.23432563245296478
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.19633598625659943,0.2631177604198456,0.26725053787231445,0.20430970191955566
all,0.41981086134910583,0.2553904056549072,0.1916661262512207,0.20581579208374023,0.18962746858596802,0.17438556253910065,0.29575422406196594
spheres,0.19068695604801178,0.21228225529193878,0.12376464903354645,0.17226642370224,0.10964173078536987,0.23427005112171173,0.14280365407466888
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.25656506419181824,0.2109367549419403,0.2662941515445709,0.1826142966747284
life,0.24693015217781067,0.2110576033592224,0.22073830664157867,0.12076765298843384,0.16610607504844666,0.19939911365509033,0.21677987277507782
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.20520655810832977,0.1816873699426651,0.22796523571014404,0.4130953550338745
'',0.08143015950918198,0.0793738141655922,0.09471100568771362,0.010483020916581154,0.01775098219513893,-0.06533791124820709,0.018684765323996544
