,what,is,the,highest,court,in,the,european,union,?
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.27144768834114075,0.3169350028038025,0.3977442979812622,0.3463578522205353,0.25554242730140686,0.30693942308425903,0.16272737085819244
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22094981372356415,0.24410836398601532,0.5201468467712402,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.10893864929676056,0.1445905864238739,0.2704046070575714,0.3575236201286316,0.24026738107204437,0.15644019842147827,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.17518560588359833,0.17202796041965485,0.3887844979763031,0.48381632566452026,0.20210161805152893,0.1848503202199936,0.27043893933296204
directives,0.19725696742534637,0.11116820573806763,0.24181346595287323,0.12429286539554596,0.22883397340774536,0.13969795405864716,0.24181346595287323,0.24995045363903046,0.22130589187145233,0.14184632897377014
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22094981372356415,0.24410836398601532,0.5201468467712402,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.36945265531539917,0.2812081575393677,0.6662389636039734,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
european,0.15324164927005768,0.16083641350269318,0.3423081040382385,0.23073631525039673,0.18487446010112762,0.23319172859191895,0.3423081040382385,0.9999998807907104,0.3571677803993225,0.14560863375663757
commission,0.22273972630500793,0.19761666655540466,0.24418850243091583,0.23703593015670776,0.36450091004371643,0.21326816082000732,0.24418850243091583,0.32984089851379395,0.3547646701335907,0.16231559216976166
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.13921953737735748,0.14211946725845337,0.26527702808380127,0.312528520822525,0.14084136486053467,0.1335739940404892,0.3226337134838104
take,0.3275112509727478,0.22669753432273865,0.31620436906814575,0.07904753088951111,0.19619742035865784,0.21975718438625336,0.31620436906814575,0.14595600962638855,0.15059058368206024,0.21897350251674652
proceedings,0.22622688114643097,0.13935744762420654,0.26050370931625366,0.13244940340518951,0.40805020928382874,0.18590514361858368,0.26050370931625366,0.24838371574878693,0.22994054853916168,0.17969121038913727
against,0.24561616778373718,0.1754940152168274,0.3090755045413971,0.20314174890518188,0.22792665660381317,0.27273955941200256,0.3090755045413971,0.19689327478408813,0.1828596144914627,0.18095137178897858
the,0.42745697498321533,0.5823672413825989,1.0,0.36945265531539917,0.2812081575393677,0.6662389636039734,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
member,0.09932345896959305,0.2522773742675781,0.2806392312049866,0.15057069063186646,0.21980570256710052,0.20856694877147675,0.2806392312049866,0.24138560891151428,0.23030449450016022,0.06826172769069672
state,0.24273863434791565,0.2627358138561249,0.3097178041934967,0.24424594640731812,0.24923300743103027,0.33316072821617126,0.3097178041934967,0.17396335303783417,0.2435850352048874,0.1160883978009224
under,0.20154598355293274,0.21294879913330078,0.3348022699356079,0.1642080694437027,0.1557169258594513,0.2535393238067627,0.3348022699356079,0.17218957841396332,0.1701658070087433,0.18233340978622437
the,0.42745697498321533,0.5823672413825989,1.0,0.36945265531539917,0.2812081575393677,0.6662389636039734,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
treaty,0.17237819731235504,0.17603619396686554,0.2690109610557556,0.0794299766421318,0.22745929658412933,0.22333456575870514,0.2690109610557556,0.25059598684310913,0.3147597312927246,0.1174844279885292
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.21068012714385986,0.23630931973457336,0.46853652596473694,0.5107308030128479,0.19710737466812134,0.15769828855991364,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,1.0,0.36945265531539917,0.2812081575393677,0.6662389636039734,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
functioning,0.3041251599788666,0.2028236985206604,0.2907642722129822,0.16559214890003204,0.15094119310379028,0.23793306946754456,0.2907642722129822,0.14831213653087616,0.1555691808462143,0.1929340660572052
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3223685622215271,0.28835242986679077,0.5696388483047485,0.733189046382904,0.2507138252258301,0.2642118036746979,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.36945265531539917,0.2812081575393677,0.6662389636039734,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
european,0.15324164927005768,0.16083641350269318,0.3423081040382385,0.23073631525039673,0.18487446010112762,0.23319172859191895,0.3423081040382385,0.9999998807907104,0.3571677803993225,0.14560863375663757
union,0.1396910548210144,0.16997112333774567,0.24421639740467072,0.16503866016864777,0.23186643421649933,0.22726479172706604,0.24421639740467072,0.3571677803993225,0.9999999403953552,0.07797172665596008
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2254713773727417,0.2742154598236084,0.5591574311256409,0.5934505462646484,0.2095622420310974,0.23708370327949524,0.4130953550338745
